Time,X,Y,Fx,Fy,Fz,Mx,My,Mz,Potentiometer_bit,handle_disp
22:58:26:277724,0.374037,0,-0.072,-0.029,0.133,0.003,-0.003,0.002,513,-5.8651e-05
22:58:26:282713,0.374037,0,-0.066,-0.004,0.162,0.004,-0.002,0.002,513,-5.8651e-05
22:58:26:287827,0.374037,0,-0.054,0.002,0.082,0.005,-0.001,0.003,513,-5.8651e-05
22:58:26:292829,0.374034,0.000238972,-0.051,-0.032,-0.019,0.003,-0.001,0.003,513,-5.8651e-05
22:58:26:297855,0.374034,0.000509755,-0.057,-0.068,-0.067,0.002,-0.001,0.003,513,-5.8651e-05
22:58:26:302958,0.374034,0.000876084,-0.064,-0.114,-0.154,0.002,-0.001,0.002,513,-5.8651e-05
22:58:26:308072,0.374031,0.00134584,-0.064,-0.132,-0.23,0.002,0,0.002,513,-5.8651e-05
22:58:26:313081,0.374074,0.00191134,-0.055,-0.146,-0.327,0.001,0,0.002,513,-5.8651e-05
22:58:26:318082,0.374066,0.00258009,-0.049,-0.147,-0.35,0,0,0.003,513,-5.8651e-05
22:58:26:323204,0.374055,0.00334425,-0.05,-0.119,-0.292,0,0,0.004,513,-5.8651e-05
22:58:26:328221,0.374042,0.00421183,-0.062,-0.075,-0.179,0.001,0,0.003,513,-5.8651e-05
22:58:26:333332,0.374067,0.00517471,-0.095,0.002,0.066,0.003,0,0.001,513,-5.8651e-05
22:58:26:338464,0.374038,0.00624056,-0.124,0.03,0.214,0.004,0,0.001,513,-5.8651e-05
22:58:26:343453,0.374047,0.00740167,-0.145,0.001,0.285,0.005,0,0.006,513,-5.8651e-05
22:58:26:348628,0.374048,0.00866574,-0.124,-0.058,0.213,0.004,-0.001,0.004,514,0
22:58:26:353594,0.374034,0.0100242,-0.037,-0.135,0.03,0.002,-0.002,-0.01,515,5.8651e-05
22:58:26:358567,0.374054,0.0114862,0.015,-0.13,-0.053,0.001,-0.003,-0.022,515,5.8651e-05
22:58:26:363718,0.374058,0.0130432,0.001,-0.036,-0.079,0.002,-0.003,-0.022,516,0.000117302
22:58:26:368727,0.374046,0.014702,-0.075,0.103,-0.116,0.005,-0.003,-0.003,516,0.000117302
22:58:26:373851,0.374059,0.0164568,-0.047,0.267,-0.181,0.008,0,0.003,516,0.000117302
22:58:26:378964,0.37405,0.0183134,0.203,0.881,-0.205,0.02,0.006,0.003,516,0.000117302
22:58:26:383979,0.374059,0.020266,0.41,1.651,-0.104,0.041,0.014,0.012,516,0.000117302
22:58:26:388980,0.374044,0.0223195,0.48,3.194,0.102,0.099,0.024,0.061,517,0.000175953
22:58:26:394113,0.374044,0.024468,0.285,4.201,0.138,0.151,0.025,0.104,518,0.000234604
22:58:26:399085,0.374054,0.0267191,-0.226,5.177,0.012,0.211,0.007,0.14,518,0.000234604
22:58:26:404209,0.374033,0.0290592,-0.566,5.351,-0.051,0.217,-0.016,0.136,518,0.000234604
22:58:26:409206,0.374062,0.0314925,-0.902,5.079,0.058,0.176,-0.057,0.115,518,0.000234604
22:58:26:414338,0.374057,0.0339787,-0.955,4.765,0.197,0.142,-0.074,0.105,518,0.000234604
22:58:26:419317,0.37407,0.0364767,-0.743,4.336,0.222,0.123,-0.07,0.098,518,0.000234604
22:58:26:424506,0.374053,0.0389681,-0.468,4.062,0.062,0.129,-0.052,0.09,518,0.000234604
22:58:26:429641,0.374055,0.0414635,-0.091,3.532,-0.228,0.128,-0.019,0.071,519,0.000293255
22:58:26:434584,0.374072,0.0439611,0.038,3.078,-0.309,0.112,-0.003,0.06,519,0.000293255
22:58:26:439604,0.374065,0.0464598,0.129,2.362,-0.239,0.076,0.012,0.052,519,0.000293255
22:58:26:444717,0.374071,0.0489535,0.304,1.854,-0.102,0.055,0.023,0.046,520,0.000351906
22:58:26:449710,0.374052,0.0514483,0.451,1.722,-0.008,0.053,0.024,0.04,521,0.000410557
22:58:26:454846,0.37405,0.0539426,0.512,1.702,0.149,0.056,0.015,0.029,521,0.000410557
22:58:26:459766,0.374069,0.0564302,0.411,1.627,0.236,0.055,0.004,0.022,522,0.000469208
22:58:26:464981,0.374067,0.0588936,0.301,1.324,0.296,0.045,-0.003,0.01,522,0.000469208
22:58:26:469854,0.374048,0.0613147,0.46,1.147,0.315,0.041,0.004,0.002,523,0.000527859
22:58:26:474975,0.37406,0.0636862,1.07,1.184,0.313,0.047,0.038,0.001,523,0.000527859
22:58:26:480144,0.374071,0.0659954,1.472,1.362,0.205,0.052,0.062,0.014,523,0.000527859
22:58:26:485083,0.374072,0.0682442,1.464,1.569,-0.187,0.052,0.073,0.043,525,0.000645161
22:58:26:490098,0.374075,0.0704303,0.87,1.57,-0.478,0.045,0.055,0.056,524,0.00058651
22:58:26:495229,0.37407,0.072567,-0.597,1.41,-0.649,0.033,0,0.053,524,0.00058651
22:58:26:500350,0.374061,0.0746545,-1.481,1.286,-0.554,0.026,-0.043,0.043,523,0.000527859
22:58:26:505341,0.374042,0.0767139,-1.896,1.28,-0.301,0.03,-0.094,0.031,519,0.000293255
22:58:26:510449,0.374055,0.0787625,-1.485,1.441,-0.171,0.047,-0.109,0.029,519,0.000293255
22:58:26:515447,0.374055,0.0808011,-0.389,1.681,-0.085,0.077,-0.086,0.028,515,5.8651e-05
22:58:26:520589,0.374074,0.0828606,0.242,1.592,-0.089,0.081,-0.042,0.028,515,5.8651e-05
22:58:26:525605,0.374062,0.0849489,0.685,0.963,-0.145,0.05,0.042,0.027,510,-0.000234604
22:58:26:530732,0.374054,0.0870932,0.566,0.132,-0.161,0.007,0.091,0.02,505,-0.000527859
22:58:26:535746,0.374047,0.0892973,0.313,-0.304,-0.12,-0.011,0.082,0.008,505,-0.000527859
22:58:26:540847,0.374038,0.0915692,0.005,-0.746,-0.025,-0.026,0.026,-0.013,503,-0.000645161
22:58:26:545827,0.374069,0.0939123,-0.003,-0.972,0.03,-0.032,-0.01,-0.026,500,-0.000821114
