Time,X,Y,Fx,Fy,Fz,Mx,My,Mz,Potentiometer_bit,handle_disp
23:41:27:109136,0.374037,0,0.042,-0.086,-0.308,-0.005,0,-0.001,513,-5.8651e-05
23:41:27:114118,0.374037,0,0.009,-0.069,-0.212,-0.005,0,-0.002,513,-5.8651e-05
23:41:27:119128,0.374037,0,-0.009,0.018,0.067,-0.004,0,-0.004,513,-5.8651e-05
23:41:27:124259,0.374034,0.000177133,0.008,0.07,0.21,-0.004,0,-0.004,513,-5.8651e-05
23:41:27:129379,0.374034,0.000375745,0.064,0.073,0.199,-0.003,-0.001,-0.003,513,-5.8651e-05
23:41:27:134372,0.374034,0.000642239,0.104,0.035,0.108,-0.002,0,-0.002,513,-5.8651e-05
23:41:27:139356,0.374032,0.000980786,0.134,-0.012,0.069,-0.002,0,-0.002,513,-5.8651e-05
23:41:27:144498,0.374031,0.00138445,0.13,-0.01,0.127,-0.003,0,-0.003,513,-5.8651e-05
23:41:27:149508,0.374074,0.00185724,0.103,0.024,0.195,-0.004,0.001,-0.003,513,-5.8651e-05
23:41:27:154625,0.374067,0.00239189,0.077,0.037,0.185,-0.005,0.001,-0.003,513,-5.8651e-05
23:41:27:159654,0.374062,0.00299193,0.039,0.025,0.144,-0.006,0,-0.005,513,-5.8651e-05
23:41:27:164765,0.374052,0.0036505,0.024,0.016,0.111,-0.005,0,-0.005,511,-0.000175953
23:41:27:169769,0.374037,0.00437029,0.036,0.039,-0.013,-0.004,-0.001,0,511,-0.000175953
23:41:27:174904,0.374067,0.00514562,0.089,0.083,-0.181,0,-0.001,0.005,511,-0.000175953
23:41:27:179877,0.374046,0.00597775,0.128,0.076,-0.21,0,-0.001,0,513,-5.8651e-05
23:41:27:185016,0.374065,0.00686079,0.161,-0.02,-0.073,-0.001,-0.004,-0.025,513,-5.8651e-05
23:41:27:189995,0.374034,0.00779531,0.175,-0.085,0.05,-0.007,-0.006,-0.036,514,0
23:41:27:195140,0.374044,0.00877695,0.23,0.004,0.113,-0.013,-0.005,-0.021,514,0
23:41:27:200119,0.374044,0.00980544,0.311,0.269,0.046,-0.007,0.001,0.006,514,0
23:41:27:205258,0.374039,0.0108755,0.469,0.92,-0.154,0.021,0.013,0.035,513,-5.8651e-05
23:41:27:210247,0.374073,0.0119891,0.539,1.409,-0.293,0.046,0.019,0.035,513,-5.8651e-05
23:41:27:215376,0.374055,0.013137,0.492,2.053,-0.39,0.069,0.017,0.027,510,-0.000234604
23:41:27:220623,0.37407,0.0143231,0.344,2.4,-0.346,0.075,0.009,0.036,513,-5.8651e-05
23:41:27:225622,0.374032,0.0155384,0.019,2.84,-0.19,0.086,-0.007,0.066,513,-5.8651e-05
23:41:27:230619,0.374032,0.016786,-0.193,3.068,-0.102,0.1,-0.021,0.081,513,-5.8651e-05
23:41:27:235744,0.374069,0.0180622,-0.393,3.183,-0.04,0.12,-0.04,0.08,513,-5.8651e-05
23:41:27:240759,0.37405,0.0193615,-0.397,3.048,-0.026,0.117,-0.045,0.069,513,-5.8651e-05
23:41:27:245862,0.374065,0.0206844,-0.195,2.614,-0.049,0.09,-0.034,0.052,513,-5.8651e-05
23:41:27:250889,0.374073,0.0220282,0.124,2.175,-0.14,0.065,-0.011,0.042,513,-5.8651e-05
23:41:27:256001,0.374069,0.023388,0.278,1.961,-0.204,0.059,0.002,0.039,513,-5.8651e-05
23:41:27:261002,0.374057,0.024764,0.298,1.642,-0.226,0.054,0.011,0.032,513,-5.8651e-05
23:41:27:266129,0.374032,0.0261521,0.193,1.341,-0.185,0.041,0.011,0.024,513,-5.8651e-05
23:41:27:271118,0.374043,0.0275548,-0.009,0.811,-0.044,0.007,0.006,0.008,513,-5.8651e-05
23:41:27:276250,0.374045,0.0289669,-0.111,0.541,0.106,-0.01,0.002,0,513,-5.8651e-05
23:41:27:281258,0.374035,0.0303861,-0.165,0.399,0.339,-0.012,-0.001,-0.002,513,-5.8651e-05
23:41:27:286244,0.374063,0.0318153,-0.125,0.412,0.388,0.001,-0.001,-0.003,513,-5.8651e-05
23:41:27:291370,0.374034,0.0332449,0.041,0.39,0.221,0.022,0,-0.009,513,-5.8651e-05
23:41:27:296383,0.374041,0.0346814,0.187,0.318,0.049,0.025,0.002,-0.013,513,-5.8651e-05
23:41:27:301417,0.374036,0.0361197,0.351,0.227,-0.053,0.014,0.006,-0.01,512,-0.000117302
23:41:27:306504,0.374071,0.0375619,0.386,0.228,0.002,0.003,0.008,-0.005,512,-0.000117302
23:41:27:311649,0.374048,0.0390007,0.324,0.315,0.099,-0.006,0.012,0.001,513,-5.8651e-05
23:41:27:316766,0.374064,0.040441,0.226,0.419,0.092,-0.003,0.011,0.004,513,-5.8651e-05
23:41:27:321736,0.374069,0.0418814,0.051,0.666,0.025,0.01,0.004,0.012,513,-5.8651e-05
23:41:27:326758,0.374065,0.0433148,-0.003,0.894,0.025,0.021,0,0.02,511,-0.000175953
23:41:27:331870,0.374053,0.0447484,0.191,1.262,0.154,0.035,0.002,0.028,513,-5.8651e-05
23:41:27:336876,0.374032,0.0461711,0.747,1.558,0.37,0.051,0.018,0.028,513,-5.8651e-05
23:41:27:342013,0.374049,0.0476002,1.127,1.664,0.499,0.064,0.03,0.025,503,-0.000645161
23:41:27:347000,0.374057,0.0490183,1.218,1.56,0.552,0.069,0.04,0.018,503,-0.000645161
23:41:27:352027,0.374059,0.0504297,0.805,1.247,0.418,0.053,0.033,0.013,513,-5.8651e-05
23:41:27:357124,0.374052,0.051834,-0.237,0.523,-0.052,0.002,0.006,0.007,512,-0.000117302
23:41:27:362142,0.37404,0.0532315,-0.813,0.106,-0.408,-0.031,-0.016,0.006,512,-0.000117302
23:41:27:367268,0.374065,0.0546287,-0.972,-0.038,-0.657,-0.044,-0.042,0.009,513,-5.8651e-05
23:41:27:372281,0.374037,0.0560083,-0.642,0.184,-0.576,-0.023,-0.047,0.01,513,-5.8651e-05
23:41:27:377366,0.374051,0.0573846,0.001,0.618,-0.331,0.029,-0.038,0.007,513,-5.8651e-05
23:41:27:382383,0.374056,0.0587539,0.254,0.732,-0.237,0.057,-0.027,0.001,513,-5.8651e-05
23:41:27:387500,0.374057,0.060113,0.262,0.461,-0.201,0.059,-0.013,-0.01,513,-5.8651e-05
23:41:27:392514,0.374052,0.0614575,0.127,0.027,-0.219,0.028,-0.009,-0.019,513,-5.8651e-05
23:41:27:397631,0.374041,0.0627952,-0.064,-0.739,-0.422,-0.044,-0.007,-0.028,513,-5.8651e-05
23:41:27:402623,0.374071,0.0641304,-0.094,-1.097,-0.711,-0.083,-0.002,-0.03,513,-5.8651e-05
23:41:27:407768,0.374049,0.065447,0.081,-1.111,-1.093,-0.085,0.009,-0.026,513,-5.8651e-05
