Time,X,Y,Fx,Fy,Fz,Mx,My,Mz,Potentiometer_bit,handle_disp
02:09:36:310214,0.374037,0,-0.019,-0.069,-0.012,-0.003,0,-0.003,514,0
02:09:36:315206,0.374037,0,-0.007,-0.07,-0.164,-0.003,0.001,-0.001,514,0
02:09:36:320349,0.374037,0,0.015,-0.055,-0.214,-0.003,0.002,0,514,0
02:09:36:325250,0.374037,0.000165758,0.032,-0.011,-0.132,-0.001,0.001,0,514,0
02:09:36:330466,0.374034,0.000316368,0.025,0.027,0.018,-0.001,0,-0.001,514,0
02:09:36:335463,0.374034,0.000510265,0.003,0.073,0.23,0,0,-0.002,514,0
02:09:36:340585,0.374034,0.000746,-0.003,0.078,0.245,0,0,-0.002,514,0
02:09:36:345569,0.374032,0.00102216,0.005,0.045,0.022,0.001,-0.001,0,514,0
02:09:36:350684,0.374031,0.00134642,0.041,0.006,-0.292,0.001,0,0.002,514,0
02:09:36:355581,0.374075,0.00170736,0.073,0.001,-0.385,0.001,0,0.003,514,0
02:09:36:360823,0.374071,0.00210321,0.099,0.025,-0.249,0.001,0,0.001,514,0
02:09:36:365812,0.374066,0.00253257,0.085,0.044,-0.065,0.001,0,0,514,0
02:09:36:370839,0.374062,0.00299404,0.029,0.057,0.104,0,0,0.002,514,0
02:09:36:375951,0.374053,0.00348612,-0.005,0.05,0.101,0,0,0.004,514,0
02:09:36:381058,0.374044,0.00401404,-0.026,0.006,0.087,0.001,0,-0.004,514,0
02:09:36:386095,0.374034,0.00456881,-0.021,-0.044,0.167,-0.001,-0.002,-0.018,514,0
02:09:36:391065,0.374067,0.00514963,0.018,-0.083,0.324,-0.008,-0.005,-0.032,514,0
02:09:36:396201,0.374051,0.0057538,0.081,-0.003,0.309,-0.009,-0.003,-0.023,514,0
02:09:36:401212,0.374035,0.00638089,0.222,0.354,0.052,0.004,0.006,0.014,514,0
02:09:36:406326,0.374061,0.00702984,0.298,0.705,-0.129,0.022,0.014,0.037,514,0
02:09:36:411315,0.374036,0.00770259,0.288,1.201,-0.144,0.045,0.016,0.038,514,0
02:09:36:416541,0.374058,0.00839459,0.182,1.428,0.021,0.05,0.007,0.021,514,0
02:09:36:421562,0.374074,0.00910331,-0.035,1.652,0.277,0.047,-0.009,0.009,514,0
02:09:36:426563,0.374043,0.00982653,-0.143,1.806,0.308,0.049,-0.013,0.024,514,0
02:09:36:431575,0.374056,0.0105659,-0.185,2.065,0.15,0.065,-0.005,0.06,514,0
02:09:36:436720,0.374063,0.0113183,-0.154,2.153,-0.003,0.081,-0.001,0.058,514,0
02:09:36:441708,0.374068,0.0120861,-0.148,2.011,-0.006,0.078,-0.008,0.035,514,0
02:09:36:446819,0.37407,0.0128648,-0.15,1.606,0.071,0.057,-0.023,0.016,514,0
02:09:36:451711,0.374067,0.013653,-0.112,1.363,0.085,0.042,-0.026,0.024,514,0
02:09:36:456961,0.374063,0.0144507,0.026,1.159,-0.036,0.036,-0.017,0.041,514,0
02:09:36:461943,0.374053,0.0152559,0.124,1.049,-0.186,0.039,-0.006,0.034,515,5.8651e-05
02:09:36:467073,0.374042,0.0160684,0.193,0.757,-0.371,0.033,0.007,0.008,515,5.8651e-05
02:09:36:472112,0.374071,0.0168906,0.188,0.487,-0.366,0.017,0.015,-0.001,515,5.8651e-05
02:09:36:477208,0.374051,0.0177161,0.175,0.116,-0.124,-0.011,0.021,0,515,5.8651e-05
02:09:36:482188,0.374075,0.0185483,0.175,-0.048,0.088,-0.021,0.019,0.001,515,5.8651e-05
02:09:36:487214,0.374049,0.0193819,0.137,-0.182,0.224,-0.019,0.008,-0.009,516,0.000117302
02:09:36:492315,0.374065,0.0202215,0.064,-0.214,0.159,-0.012,0,-0.015,516,0.000117302
02:09:36:497308,0.374031,0.0210611,-0.076,-0.162,0.031,-0.005,-0.008,-0.014,516,0.000117302
02:09:36:502451,0.37404,0.0219058,-0.141,-0.042,0.047,-0.003,-0.01,-0.009,516,0.000117302
02:09:36:507567,0.374046,0.0227521,-0.14,0.231,0.172,0.001,-0.007,-0.001,516,0.000117302
02:09:36:512570,0.374047,0.0235987,-0.078,0.404,0.207,0.008,-0.005,0.002,517,0.000175953
02:09:36:517712,0.374045,0.0244462,0.063,0.526,0.11,0.017,0,0.008,517,0.000175953
02:09:36:522691,0.374042,0.0252938,0.188,0.481,-0.072,0.019,0.004,0.008,517,0.000175953
02:09:36:527827,0.374033,0.0261405,0.222,0.447,-0.182,0.019,0.007,0.004,517,0.000175953
02:09:36:532833,0.374068,0.0269899,0.171,0.527,-0.274,0.02,0.007,0.005,517,0.000175953
02:09:36:537953,0.374054,0.0278343,0.089,0.665,-0.25,0.023,0.005,0.013,517,0.000175953
02:09:36:542945,0.374038,0.0286776,-0.025,0.855,-0.099,0.027,0,0.027,517,0.000175953
02:09:36:548085,0.374062,0.0295219,-0.06,0.893,-0.007,0.029,-0.002,0.03,517,0.000175953
02:09:36:553201,0.374041,0.0303609,-0.068,0.822,0,0.03,-0.006,0.021,517,0.000175953
02:09:36:558210,0.374058,0.0312009,-0.075,0.737,-0.034,0.029,-0.008,0.012,517,0.000175953
02:09:36:563194,0.374031,0.0320339,-0.101,0.571,0.037,0.025,-0.009,0.006,517,0.000175953
02:09:36:568329,0.374045,0.0328677,-0.089,0.412,0.175,0.018,-0.01,0.005,517,0.000175953
02:09:36:573312,0.374057,0.0336982,0.057,0.121,0.306,0.004,-0.009,0,517,0.000175953
02:09:36:578336,0.374064,0.0345252,0.264,-0.04,0.243,-0.003,0,-0.005,517,0.000175953
02:09:36:583321,0.374072,0.035349,0.701,-0.145,0.041,-0.008,0.027,-0.008,517,0.000175953
02:09:36:588463,0.374031,0.0361643,0.991,-0.139,0.003,-0.008,0.048,-0.005,517,0.000175953
02:09:36:593588,0.374032,0.0369775,1.189,-0.121,0.175,-0.008,0.062,-0.002,517,0.000175953
02:09:36:598594,0.374031,0.0377894,1.032,-0.143,0.293,-0.009,0.051,-0.007,517,0.000175953
02:09:36:603719,0.374073,0.0386026,0.338,-0.209,0.164,-0.009,0.013,-0.018,517,0.000175953
02:09:36:608721,0.374068,0.0394038,-0.6,-0.256,-0.311,-0.009,-0.023,-0.012,517,0.000175953
02:09:36:613819,0.374061,0.0402014,-1.102,-0.255,-0.596,-0.01,-0.04,-0.001,518,0.000234604
02:09:36:618843,0.374052,0.0409918,-1.38,-0.188,-0.647,-0.012,-0.06,0.008,518,0.000234604
02:09:36:623964,0.37404,0.0417786,-1.215,-0.087,-0.415,-0.011,-0.07,0.004,518,0.000234604
02:09:36:629054,0.374074,0.0425674,-0.562,0.145,0.071,0,-0.069,-0.008,518,0.000234604
02:09:36:634068,0.374058,0.0433435,0.032,0.307,0.305,0.012,-0.048,-0.009,518,0.000234604
02:09:36:639207,0.374041,0.044116,0.937,0.443,0.373,0.024,0.018,0,518,0.000234604
02:09:36:644085,0.374069,0.0448907,1.344,0.427,0.252,0.023,0.071,0.007,518,0.000234604
02:09:36:649309,0.37405,0.0456526,1.257,0.286,-0.039,0.013,0.111,0.011,518,0.000234604
02:09:36:654455,0.374074,0.046413,0.664,0.158,-0.207,0.005,0.09,0.009,518,0.000234604
02:09:36:659554,0.374051,0.0471641,-0.545,-0.064,-0.271,-0.006,0.002,0.006,518,0.000234604
02:09:36:664361,0.374074,0.0479141,-1.077,-0.209,-0.157,-0.014,-0.06,0.001,518,0.000234604
02:09:36:669578,0.374048,0.0486543,-0.958,-0.297,0.169,-0.018,-0.106,-0.013,518,0.000234604
02:09:36:674685,0.374067,0.0493935,-0.065,-0.127,0.469,-0.002,-0.071,-0.024,518,0.000234604
02:09:36:679683,0.374038,0.0501193,0.508,0.041,0.501,0.011,-0.014,-0.018,518,0.000234604
02:09:36:684716,0.374056,0.0508481,0.802,0.129,0.147,0.016,0.072,0.006,518,0.000234604
02:09:36:689805,0.374068,0.051573,0.555,0.037,-0.289,0.007,0.098,0.019,518,0.000234604
02:09:36:694803,0.374038,0.0522809,-0.17,-0.158,-0.799,-0.011,0.061,0.016,518,0.000234604
02:09:36:699950,0.374053,0.0529959,-0.562,-0.221,-0.769,-0.019,0.003,0.003,518,0.000234604
02:09:36:705074,0.374065,0.0536995,-0.579,-0.19,-0.145,-0.021,-0.07,-0.01,518,0.000234604
