time,bd,bv,hd,hv,ha,md1,md2
0.0,-8.4871812405611615e-19,2.8217990983998873e-18,8.627256627656317e-18,8.263718826706948e-19,-1.0278249570145852e-20,-0.06,0.06
0.002,-1.3350419488090713e-05,-0.006675209744044933,1.308248449171477e-05,0.0065412422458530715,3.2706211229265354,-0.06,0.06
0.004,-3.9965027851611535e-05,-0.013307304181760411,3.8894236421160946e-05,0.012905875964723087,3.1823168594350073,-0.06,0.06
0.006,-7.975567428508973e-05,-0.0198953232167391,7.708125192647824e-05,0.01909350775265865,3.0938158939677822,-0.06,0.06
0.008,-0.00013263220867508252,-0.026438267194996392,0.0001272888423816068,0.025103795227564268,3.0051437374528103,-0.06,0.06
0.01,-0.00019850241351216454,-0.032935102418541,0.00018916174206529346,0.03093644984184334,2.9163273071395337,-0.06,0.06
0.012,-0.00027727197626043084,-0.03938478137413316,0.0002623442482958705,0.03659125311528851,2.827401636722589,-0.06,0.06
0.014,-0.0003688443987844036,-0.045786211261986405,0.00034648028994759515,0.04206802082586233,2.7383838552869046,-0.06,0.06
0.016,-0.00047312095794401957,-0.05213827957980795,0.0004412135354109933,0.04736662273169907,2.649300952918373,-0.06,0.06
0.018,-0.0005900006508923478,-0.05843984647416416,0.0005461874718136702,0.052486968201338496,2.560172734819715,-0.06,0.06
0.02,-0.0007193801335568034,-0.06468974133222773,0.0006610454621608801,0.057428995173604835,2.4710134861331654,-0.06,0.06
0.022,-0.0008611536821125702,-0.07088677427788345,0.0007854308079066594,0.06219267287288979,2.3818388496424787,-0.06,0.06
0.024,-0.0010152130691607785,-0.07702969352410405,0.0009189867087096788,0.06677795040150963,2.292638764309922,-0.06,0.06
0.026,-0.0011814475629004413,-0.0831172468698315,0.0010613563237326824,0.07118480751150186,2.2034285549961075,-0.06,0.06
0.028,-0.0013597438355099855,-0.08914813630477199,0.0012121827212864989,0.07541319877690823,2.114195632703188,-0.06,0.06
0.03,-0.0015499859462869765,-0.09512105538849559,0.0013711088798885945,0.07946307930104786,2.024940262069817,-0.06,0.06
0.032,-0.0017520553248372467,-0.10103468927513502,0.0015377776653112474,0.08333439271132641,1.935656705139279,-0.06,0.06
0.034,-0.0019658308330637005,-0.10688775411322682,0.001711831860349097,0.08702709751892462,1.8463524037990942,-0.06,0.06
0.036,-0.0021911883763894267,-0.1126787716628635,0.0018929137266414113,0.09054093314615742,1.7569178136164112,-0.06,0.06
0.038,-0.0024280010816386463,-0.11840635262460966,0.002080665104760806,0.09387568905969723,1.667377956769899,-0.06,0.06
0.04,-0.0026761392383659963,-0.12406907836367513,0.0022747272545275924,0.09703107488339321,1.5776929118479939,-0.06,0.06
0.042,-0.002935470277700111,-0.1296655196670573,0.0024747407095949935,0.10000672753370018,1.487826325153482,-0.06,0.06
0.044,-0.0032058587477431524,-0.1351942350215207,0.0026803451064445335,0.10280219842477042,1.3977354455351239,-0.06,0.06
0.046,-0.003487166381363105,-0.1406538168099764,0.0028911790830984416,0.10541698832695395,1.3073949510917684,-0.06,0.06
0.048,-0.0037792519847088357,-0.14604280167286515,0.003106879981116143,0.10785044900885092,1.2167303409484815,-0.06,0.06
0.05,-0.004081971464252443,-0.1513597397718033,0.0033270836678586505,0.1101018433712535,1.1256971812012895,-0.06,0.06
0.052,-0.004395177870518782,-0.15660320313317022,0.003551424359119403,0.11217034563037642,1.034251129561461,-0.06,0.06
