time,bd,bv,hd,hv,ha,md1,md2
0.162,-0.029534442547482925,-0.28358609745113045,0,0,0,-0.03,0.03
0.164,-0.030102838028936412,-0.2841977407267435,0,0,0,-0.03,0.03
0.166,-0.030672356139307574,-0.2847590551855803,0,0,0,-0.03,0.03
0.168,-0.031242899033200426,-0.2852714469464268,0,0,0,-0.03,0.03
0.17,-0.031814371634672475,-0.2857363007360239,0,0,0,-0.03,0.03
0.172,-0.032386681590902425,-0.286154978114979,0,0,0,-0.03,0.03
0.174,-0.03295973922279247,-0.28652881594502383,0,0,0,-0.03,0.03
0.176,-0.033533457472959875,-0.286859125083704,0,0,0,-0.03,0.03
0.178,-0.034107751851543903,-0.2871471892920153,0,0,0,-0.03,0.03
0.18,-0.03468254038022433,-0.28739426434021126,0,0,0,-0.03,0.03
0.182,-0.035257743534818226,-0.2876015772969464,0,0,0,-0.03,0.03
0.184,-0.03583328418679236,-0.28777032598706836,0,0,0,-0.03,0.03
0.186,-0.03640908754399973,-0.28790167860367977,0,0,0,-0.03,0.03
0.188,-0.03698508109092078,-0.2879967734605328,0,0,0,-0.03,0.03
0.19,-0.03756119452866352,-0.2880567188713678,0,0,0,-0.03,0.03
0.192,-0.03813735971495038,-0.2880825931434282,0,0,0,-0.03,0.03
0.194,-0.038713510604296515,-0.28807544467306617,0,0,0,-0.03,0.03
0.196,-0.03928958318856065,-0.28803629213206694,0,0,0,-0.03,0.03
0.198,-0.039865515438028756,-0.28796612473405403,0,0,0,-0.03,0.03
0.2,-0.040441247243170914,-0.28786590257107836,0,0,0,-0.03,0.03
0.202,-0.04101672035719337,-0.2877365570112274,0,0,0,-0.03,0.03
0.204,-0.04159187833949098,-0.2875789911488105,0,0,0,-0.03,0.03
0.206,-0.04216666650008973,-0.2873940802993737,0,0,0,-0.03,0.03
0.208,-0.04274103184515467,-0.2871826725324672,0,0,0,-0.03,0.03
0.21,-0.04331492302362612,-0.2869455892357273,0,0,0,-0.03,0.03
0.212,-0.043888290275035005,-0.2866836257044398,0,0,0,-0.03,0.03
0.214,-0.044461085378537636,-0.2863975517513203,0,0,0,-0.03,0.03
0.216,-0.04503326160320121,-0.2860881123317803,0,0,0,-0.03,0.03
0.218,-0.04560477365956209,-0.285756028180442,0,0,0,-0.03,0.03
0.22,-0.04617557765247234,-0.2854019964551278,0,0,0,-0.03,0.03
0.222,-0.04674563103524229,-0.2850266913849715,0,0,0,-0.03,0.03
0.224,-0.04731489256508167,-0.28463076491969114,0,0,0,-0.03,0.03
0.226,-0.04788332225983651,-0.28421484737742,0,0,0,-0.03,0.03
0.228,-0.04845088135601415,-0.28377954808882017,0,0,0,-0.03,0.03
0.23,-0.049017532268085154,-0.2833254560354997,0,0,0,-0.03,0.03
0.232,-0.0495832385490472,-0.28285314048102433,0,0,0,-0.03,0.03
0.234,-0.05014796485223332,-0.2823631515930612,0,0,0,-0.03,0.03
0.236,-0.05071167689434414,-0.2818560210554093,0,0,0,-0.03,0.03
0.238,-0.05127434141968188,-0.28133226266887335,0,0,0,-0.03,0.03
0.24,-0.0518359261655621,-0.28079237294011256,0,0,0,-0.03,0.03
0.242,-0.05239639982887762,-0.28023683165775787,0,0,0,-0.03,0.03
0.244,-0.05295573203378809,-0.279666102455231,0,0,0,-0.03,0.03
0.246,-0.053513893300507744,-0.2790806333598268,0,0,0,-0.03,0.03
0.248,-0.054070855015163205,-0.27848085732773076,0,0,0,-0.03,0.03
0.25,-0.05462658940069269,-0.2778671927647439,0,0,0,-0.03,0.03
0.252,-0.05518106948875784,-0.2772400440325733,0,0,0,-0.03,0.03
0.254,-0.05573426909263909,-0.2765998019406226,0,0,0,-0.03,0.03
0.256,-0.056286162781085655,-0.2759468442232861,0,0,0,-0.03,0.03
0.258,-0.05683672585309126,-0.27528153600280286,0,0,0,-0.03,0.03
0.26,-0.05738593431356683,-0.2746042302377835,0,0,0,-0.03,0.03
0.262,-0.057933764849881955,-0.2739152681575597,0,0,0,-0.03,0.03
0.264,-0.058480194809247044,-0.2732149796825474,0,0,0,-0.03,0.03
0.266,-0.059025202176908736,-0.27250368383084306,0,0,0,-0.03,0.03
0.268,-0.05956876555513133,-0.27178168911129924,0,0,0,-0.03,0.03
0.27,-0.06011086414293803,-0.27104929390334803,0,0,0,-0.03,0.03
0.272,-0.060651477716585744,-0.2703067868238561,0,0,0,-0.03,0.03
0.274,-0.06119058661074836,-0.2695544470813126,0,0,0,-0.03,0.03
0.276,-0.06172817170038369,-0.2687925448176582,0,0,0,-0.03,0.03
0.278,-0.06226421438325984,-0.2680213414380748,0,0,0,-0.03,0.03
0.28,-0.06279869656311796,-0.26724108992905926,0,0,0,-0.03,0.03
0.282,-0.06333160063344816,-0.2664520351651088,0,0,0,-0.03,0.03
0.284,-0.06386290946185684,-0.2656544142043475,0,0,0,-0.03,0.03
0.286,-0.0643926063750037,-0.26484845657342326,0,0,0,-0.03,0.03
0.288,-0.0649206751440877,-0.26403438454200395,0,0,0,-0.03,0.03
0.29,-0.06544709997086211,-0.26321241338719714,0,0,0,-0.03,0.03
0.292,-0.06597186547415854,-0.2623827516482176,0,0,0,-0.03,0.03
0.294,-0.06649495667690178,-0.2615456013716189,0,0,0,-0.03,0.03
0.296,-0.06701635899359658,-0.2607011583474034,0,0,0,-0.03,0.03
0.298,-0.0675360582182692,-0.25984961233631654,0,0,0,-0.03,0.03
0.3,-0.06805404051284647,-0.25899114728862827,0,0,0,-0.03,0.03
0.302,-0.06857029239595586,-0.2581259415546937,0,0,0,-0.03,0.03
0.304,-0.06908480073213102,-0.25725416808758356,0,0,0,-0.03,0.03
0.306,-0.06959755272140715,-0.2563759946380621,0,0,0,-0.03,0.03
0.308,-0.07010853588929153,-0.2554915839421874,0,0,0,-0.03,0.03
0.31,-0.07061773807709512,-0.25460109390179914,0,0,0,-0.03,0.03
0.312,-0.07112514743261142,-0.25370467775815136,0,0,0,-0.03,0.03
0.314,-0.0716307524011293,-0.252802484258942,0,0,0,-0.03,0.03
0.316,-0.07213454171676727,-0.25189465781898057,0,0,0,-0.03,0.03
0.318,-0.07263650439411673,-0.250981338674731,0,0,0,-0.03,0.03
0.32,-0.07313662972018264,-0.2500626630329556,0,0,0,-0.03,0.03
0.322,-0.07363490724661001,-0.24913876321368264,0,0,0,-0.03,0.03
0.324,-0.07413132678218542,-0.248209767787709,0,0,0,-0.03,0.03
0.326,-0.07462587838560311,-0.2472758017088449,0,0,0,-0.03,0.03
0.328,-0.07511855235848532,-0.24633698644109894,0,0,0,-0.03,0.03
0.33,-0.07560933923864731,-0.24539344008099648,0,0,0,-0.03,0.03
0.332,-0.07609822979359775,-0.24444527747521502,0,0,0,-0.03,0.03
0.334,-0.07658521501426517,-0.24349261033371714,0,0,0,-0.03,0.03
0.336,-0.07707028610894227,-0.24253554733855162,0,0,0,-0.03,0.03
0.338,-0.07755343449743926,-0.24157419424849,0,0,0,-0.03,0.03
0.34,-0.07803465180543857,-0.24060865399965764,0,0,0,-0.03,0.03
0.342,-0.07851392985904321,-0.23963902680231394,0,0,0,-0.03,0.03
0.344,-0.07899126067951105,-0.23866541023392995,0,0,0,-0.03,0.03
0.346,-0.07946663647816846,-0.23768789932870557,0,0,0,-0.03,0.03
0.348,-0.0799400496514958,-0.23670658666366515,0,0,0,-0.03,0.03
0.35,-0.08041149277637873,-0.23572156244146208,0,0,0,-0.03,0.03
0.352,-0.08088095860551876,-0.23473291457002096,0,0,0,-0.03,0.03
0.354,-0.08134844006299703,-0.23374072873913895,0,0,0,-0.03,0.03
0.356,-0.08181393023998537,-0.2327450884941646,0,0,0,-0.03,0.03
0.358,-0.08227742239059911,-0.2317460753068665,0,0,0,-0.03,0.03
0.36,-0.08273890992788631,-0.2307437686436019,0,0,0,-0.03,0.03
0.362,-0.08319838641994809,-0.2297382460308887,0,0,0,-0.03,0.03
0.364,-0.08365584558618504,-0.2287295831184817,0,0,0,-0.03,0.03
0.366,-0.08411128129366514,-0.22771785374005094,0,0,0,-0.03,0.03
0.368,-0.08456468755360826,-0.22670312997155287,0,0,0,-0.03,0.03
0.37,-0.08501605851798302,-0.22568548218738613,0,0,0,-0.03,0.03
0.372,-0.08546538847621186,-0.22466497911441594,0,0,0,-0.03,0.03
0.374,-0.08591267185197976,-0.2236416878839503,0,0,0,-0.03,0.03
0.376,-0.08635790320014325,-0.22261567408174765,0,0,0,-0.03,0.03
0.378,-0.08680107720373552,-0.2215870017961314,0,0,0,-0.03,0.03
0.38,-0.08724218867106409,-0.22055573366428485,0,0,0,-0.03,0.03
0.382,-0.0876812325328977,-0.21952193091679745,0,0,0,-0.03,0.03
0.384,-0.08811820383973874,-0.21848565342052878,0,0,0,-0.03,0.03
0.386,-0.08855309775917845,-0.21744695971985623,0,0,0,-0.03,0.03
0.388,-0.08898590957333119,-0.21640590707636845,0,0,0,-0.03,0.03
0.39,-0.08941663467634532,-0.21536255150706418,0,0,0,-0.03,0.03
0.392,-0.08984526857198756,-0.21431694782111485,0,0,0,-0.03,0.03
0.394,-0.09027180687129804,-0.21326914965524546,0,0,0,-0.03,0.03
0.396,-0.09069624529031362,-0.21221920950778758,0,0,0,-0.03,0.03
0.398,-0.09111857964785654,-0.21116717877145538,0,0,0,-0.03,0.03
0.4,-0.09153880586338632,-0.21011310776489384,0,0,0,-0.03,0.03
0.402,-0.09195691995491241,-0.20905704576304596,0,0,0,-0.03,0.03
0.404,-0.09237291803696518,-0.20799904102638553,0,0,0,-0.03,0.03
0.406,-0.0927867963186233,-0.20693914082905732,0,0,0,-0.03,0.03
0.408,-0.09319855110159524,-0.20587739148596848,0,0,0,-0.03,0.03
0.41,-0.09360817877835298,-0.20481383837886963,0,0,0,-0.03,0.03
0.412,-0.09401567583031592,-0.20374852598146617,0,0,0,-0.03,0.03
0.414,-0.0944210388260831,-0.2026814978835954,0,0,0,-0.03,0.03
0.416,-0.0948242644197121,-0.20161279681450642,0,0,0,-0.03,0.03
0.418,-0.09522534934904267,-0.2005424646652766,0,0,0,-0.03,0.03
0.42,-0.09562429043406347,-0.19947054251039775,0,0,0,-0.03,0.03
0.422,-0.09602108457532059,-0.19839707062856438,0,0,0,-0.03,0.03
0.424,-0.09641572875236598,-0.19732208852269348,0,0,0,-0.03,0.03
0.426,-0.0968082200222444,-0.19624563493920663,0,0,0,-0.03,0.03
0.428,-0.0971985555180176,-0.1951677478866015,0,0,0,-0.03,0.03
0.43,-0.09758673244732428,-0.19408846465334056,0,0,0,-0.03,0.03
0.432,-0.09797274809097443,-0.1930078218250834,0,0,0,-0.03,0.03
0.434,-0.09835659980157702,-0.19192585530128675,0,0,0,-0.03,0.03
0.436,-0.09873828500219942,-0.1908426003111979,0,0,0,-0.03,0.03
0.438,-0.09911780118505795,-0.18975809142926342,0,0,0,-0.03,0.03
0.44,-0.09949514591023789,-0.1886723625899765,0,0,0,-0.03,0.03
0.442,-0.09987031680444226,-0.18758544710218406,0,0,0,-0.03,0.03
0.444,-0.100243311559768,-0.18649737766287422,0,0,0,-0.03,0.03
0.446,-0.10061412793250894,-0.18540818637046477,0,0,0,-0.03,0.03
0.448,-0.10098276374198417,-0.18431790473761087,0,0,0,-0.03,0.03
0.45,-0.10134921686939126,-0.18322656370355114,0,0,0,-0.03,0.03
0.452,-0.10171348525668328,-0.1821341936460099,0,0,0,-0.03,0.03
0.454,-0.10207556690546862,-0.18104082439267222,0,0,0,-0.03,0.03
0.456,-0.10243545987593312,-0.17994648523224863,0,0,0,-0.03,0.03
0.458,-0.10279316228578342,-0.1788512049251455,0,0,0,-0.03,0.03
0.46,-0.10314867230921093,-0.17775501171375568,0,0,0,-0.03,0.03
0.462,-0.10350198817587569,-0.17665793333238497,0,0,0,-0.03,0.03
0.464,-0.10385310816990935,-0.17555999701682767,0,0,0,-0.03,0.03
0.466,-0.10420203062893657,-0.1744612295136059,0,0,0,-0.03,0.03
0.468,-0.10454875394311434,-0.17336165708888462,0,0,0,-0.03,0.03
0.47,-0.10489327655418848,-0.17226130553707605,0,0,0,-0.03,0.03
0.472,-0.10523559695456676,-0.17116020018914477,0,0,0,-0.03,0.03
0.474,-0.10557571368640803,-0.1700583659206261,0,0,0,-0.03,0.03
0.476,-0.10591362534072675,-0.1689558271593684,0,0,0,-0.03,0.03
0.478,-0.10624933055651277,-0.1678526078930102,0,0,0,-0.03,0.03
0.48,-0.10658282801986517,-0.16674873167620305,0,0,0,-0.03,0.03
0.482,-0.10691411646314036,-0.16564422163758982,0,0,0,-0.03,0.03
0.484,-0.10724319466411346,-0.1645391004865485,0,0,0,-0.03,0.03
0.486,-0.10757006144515288,-0.1634333905197102,0,0,0,-0.03,0.03
0.488,-0.1078947156724074,-0.16232711362726157,0,0,0,-0.03,0.03
0.49,-0.10821715625500547,-0.16122029129903875,0,0,0,-0.03,0.03
0.492,-0.10853738214426632,-0.16011294463042297,0,0,0,-0.03,0.03
0.494,-0.10885539233292242,-0.15900509432804438,0,0,0,-0.03,0.03
0.496,-0.10917118585435302,-0.15789676071530287,0,0,0,-0.03,0.03
0.498,-0.10948476178182845,-0.1567879637377128,0,0,0,-0.03,0.03
0.5,-0.10979611922776461,-0.15567872296807944,0,0,0,-0.03,0.03
0.502,-0.11010525734298764,-0.15456905761151346,0,0,0,-0.03,0.03
0.504,-0.11041217531600822,-0.15345898651029072,0,0,0,-0.03,0.03
0.506,-0.11071687237230533,-0.15234852814856345,0,0,0,-0.03,0.03
0.508,-0.1110193477736192,-0.1512377006569295,0,0,0,-0.03,0.03
0.51,-0.11131960081725294,-0.15012652181686506,0,0,0,-0.03,0.03
0.512,-0.111617630835383,-0.14901500906502727,0,0,0,-0.03,0.03
0.514,-0.11191343719437785,-0.14790317949743206,0,0,0,-0.03,0.03
0.516,-0.11220701929412488,-0.1467910498735125,0,0,0,-0.03,0.03
0.518,-0.112498376567365,-0.14567863662006297,0,0,0,-0.03,0.03
0.52,-0.11278750847903515,-0.14456595583507423,0,0,0,-0.03,0.03
0.522,-0.11307441452561809,-0.1434530232914642,0,0,0,-0.03,0.03
0.524,-0.1133590942344995,-0.14233985444070896,0,0,0,-0.03,0.03
0.526,-0.11364154716333226,-0.1412264644163786,0,0,0,-0.03,0.03
0.528,-0.11392177289940743,-0.1401128680375823,0,0,0,-0.03,0.03
0.53,-0.11419977105903208,-0.13899907981232665,0,0,0,-0.03,0.03
0.532,-0.11447554128691366,-0.13788511394079134,0,0,0,-0.03,0.03
0.534,-0.11474908325555072,-0.13677098431852622,0,0,0,-0.03,0.03
0.536,-0.11502039666462985,-0.13565670453957301,0,0,0,-0.03,0.03
0.538,-0.11528948124042888,-0.134542287899516,0,0,0,-0.03,0.03
0.54,-0.11555633673522582,-0.13342774739846455,0,0,0,-0.03,0.03
0.542,-0.11582096292671376,-0.13231309574397113,0,0,0,-0.03,0.03
0.544,-0.11608335961742154,-0.13119834535388775,0,0,0,-0.03,0.03
0.546,-0.11634352663413985,-0.1300835083591646,0,0,0,-0.03,0.03
0.548,-0.11660146382735305,-0.128968596606593,0,0,0,-0.03,0.03
0.55,-0.11685717107067604,-0.12785362166149628,0,0,0,-0.03,0.03
0.552,-0.1171106482602968,-0.12673859481037095,0,0,0,-0.03,0.03
0.554,-0.11736189531442376,-0.12562352706348107,0,0,0,-0.03,0.03
0.556,-0.11761091217273856,-0.12450842915740824,0,0,0,-0.03,0.03
0.558,-0.11785769879585369,-0.1233933115575599,0,0,0,-0.03,0.03
0.56,-0.11810225516477496,-0.1222781844606381,0,0,0,-0.03,0.03
0.562,-0.11834458128036911,-0.1211630577970713,0,0,0,-0.03,0.03
0.564,-0.11858467716283591,-0.12004794123341131,0,0,0,-0.03,0.03
0.566,-0.1188225428511853,-0.11893284417469702,0,0,0,-0.03,0.03
0.568,-0.11905817840271889,-0.11781777576678851,0,0,0,-0.03,0.03
0.57,-0.11929158389251623,-0.11670274489867147,0,0,0,-0.03,0.03
0.572,-0.11952275941292571,-0.11558776020473532,0,0,0,-0.03,0.03
0.574,-0.11975170507305975,-0.11447283006702633,0,0,0,-0.03,0.03
0.576,-0.1199784209982947,-0.11335796261747758,0,0,0,-0.03,0.03
0.578,-0.12020290732977494,-0.11224316574011746,0,0,0,-0.03,0.03
0.58,-0.12042516422392147,-0.11112844707325832,0,0,0,-0.03,0.03
0.582,-0.1206451918519448,-0.1100138140116669,0,0,0,-0.03,0.03
0.584,-0.12086299039936223,-0.10889927370871806,0,0,0,-0.03,0.03
0.586,-0.1210785600655193,-0.10778483307853308,0,0,0,-0.03,0.03
0.588,-0.1212919010631155,-0.10667049879810414,0,0,0,-0.03,0.03
0.59,-0.12150301361773432,-0.10555627730940635,0,0,0,-0.03,0.03
0.592,-0.12171189796737732,-0.10444217482149833,0,0,0,-0.03,0.03
0.594,-0.12191855436200254,-0.10332819731261277,0,0,0,-0.03,0.03
0.596,-0.12212298306306701,-0.10221435053223825,0,0,0,-0.03,0.03
0.598,-0.1223251843430734,-0.10110064000319316,0,0,0,-0.03,0.03
0.6,-0.1225251584851208,-0.09998707102369311,0,0,0,-0.03,0.03
0.602,-0.12272290578245962,-0.0988736486694127,0,0,0,-0.03,0.03
0.604,-0.12291842653805071,-0.09776037779554252,0,0,0,-0.03,0.03
0.606,-0.12311172106412838,-0.09664726303884272,0,0,0,-0.03,0.03
0.608,-0.12330278968176778,-0.09553430881969366,0,0,0,-0.03,0.03
0.61,-0.12349163272045606,-0.09442151934414471,0,0,0,-0.03,0.03
0.612,-0.12367825051766798,-0.093308898605962,0,0,0,-0.03,0.03
0.614,-0.12386264341844534,-0.09219645038867592,0,0,0,-0.03,0.03
0.616,-0.1240448117749806,-0.09108417826762903,0,0,0,-0.03,0.03
0.618,-0.12422475594620465,-0.08997208561202519,0,0,0,-0.03,0.03
0.62,-0.12440247629737862,-0.0888601755869806,0,0,0,-0.03,0.03
0.622,-0.12457797319968977,-0.08774845115557746,0,0,0,-0.03,0.03
0.624,-0.1247512470298516,-0.08663691508092045,0,0,0,-0.03,0.03
0.626,-0.124922298169708,-0.08552556992819733,0,0,0,-0.03,0.03
0.628,-0.1250911270058415,-0.0844144180667436,0,0,0,-0.03,0.03
0.63,-0.1252577339291857,-0.08330346167211199,0,0,0,-0.03,0.03
0.632,-0.125422119334642,-0.08219270272814719,0,0,0,-0.03,0.03
0.634,-0.12558428362070015,-0.08108214302906658,0,0,0,-0.03,0.03
0.636,-0.12574422718906325,-0.0799717841815468,0,0,0,-0.03,0.03
0.638,-0.12590195044427688,-0.07886162760681724,0,0,0,-0.03,0.03
0.64,-0.1260574537933624,-0.07775167454276032,0,0,0,-0.03,0.03
0.642,-0.12621073764545443,-0.07664192604601927,0,0,0,-0.03,0.03
0.644,-0.12636180241144265,-0.0755323829941135,0,0,0,-0.03,0.03
0.646,-0.1265106485036178,-0.07442304608756192,0,0,0,-0.03,0.03
0.648,-0.1266572763353218,-0.07331391585201474,0,0,0,-0.03,0.03
0.65,-0.1268016863206026,-0.07220499264039366,0,0,0,-0.03,0.03
0.652,-0.12694387887387268,-0.07109627663504085,0,0,0,-0.03,0.03
0.654,-0.12708385440957243,-0.06998776784987708,0,0,0,-0.03,0.03
0.656,-0.12722161334183757,-0.06887946613256891,0,0,0,-0.03,0.03
0.658,-0.12735715608417097,-0.06777137116670547,0,0,0,-0.03,0.03
0.66,-0.12749048304911895,-0.06666348247398453,0,0,0,-0.03,0.03
0.662,-0.12762159464795175,-0.06555579941640863,0,0,0,-0.03,0.03
0.664,-0.12775049129034874,-0.06444832119849073,0,0,0,-0.03,0.03
0.666,-0.1278771733840877,-0.06334104686946995,0,0,0,-0.03,0.03
0.668,-0.12800164133473876,-0.062233975325537365,0,0,0,-0.03,0.03
0.67,-0.1281238955453629,-0.06112710531207179,0,0,0,-0.03,0.03
0.672,-0.12824393641621468,-0.0600204354258858,0,0,0,-0.03,0.03
0.674,-0.12836176434444965,-0.058913964117481975,0,0,0,-0.03,0.03
0.676,-0.1284773797238363,-0.05780768969331924,0,0,0,-0.03,0.03
0.678,-0.12859078294447246,-0.0567016103180896,0,0,0,-0.03,0.03
0.68,-0.12870197439250647,-0.055595724017005,0,0,0,-0.03,0.03
0.682,-0.12881095444986265,-0.05449002867809437,0,0,0,-0.03,0.03
0.684,-0.12891772349397168,-0.053384522054510906,0,0,0,-0.03,0.03
0.686,-0.12902228189750536,-0.05227920176684952,0,0,0,-0.03,0.03
0.688,-0.1291246300281163,-0.051174065305474296,0,0,0,-0.03,0.03
0.69,-0.12922476824818202,-0.05006911003285552,0,0,0,-0.03,0.03
0.692,-0.12932269691455384,-0.048964333185917704,0,0,0,-0.03,0.03
0.694,-0.12941841637831064,-0.04785973187839631,0,0,0,-0.03,0.03
0.696,-0.12951192698451705,-0.046755303103204686,0,0,0,-0.03,0.03
0.698,-0.12960322907198665,-0.04565104373481045,0,0,0,-0.03,0.03
0.7,-0.12969232297304992,-0.04454695053162143,0,0,0,-0.03,0.03
0.702,-0.12977920901332665,-0.043443020138380785,0,0,0,-0.03,0.03
0.704,-0.12986388751150382,-0.042339249088571326,0,0,0,-0.03,0.03
0.706,-0.12994635877911748,-0.041235633806828834,0,0,0,-0.03,0.03
0.708,-0.1300266231203402,-0.04013217061136411,0,0,0,-0.03,0.03
0.71,-0.130104680831773,-0.039028855716393765,0,0,0,-0.03,0.03
0.712,-0.13018053220224216,-0.03792568523457936,0,0,0,-0.03,0.03
