Time,X,Y,Fx,Fy,Fz,Mx,My,Mz,Potentiometer_bit,handle_disp
23:43:59:121720,0.374037,0,0.076,0.131,-0.09,0,0.001,0,513,-5.8651e-05
23:43:59:126752,0.374037,0,0.069,0.11,-0.109,-0.002,0.001,0,513,-5.8651e-05
23:43:59:131864,0.374037,0,0.053,0.057,-0.024,-0.005,0,-0.002,513,-5.8651e-05
23:43:59:136876,0.374034,-0.000210403,0.056,0.016,0.041,-0.006,0,-0.003,513,-5.8651e-05
23:43:59:141888,0.374034,-0.000465582,0.077,-0.015,0.064,-0.005,-0.002,-0.004,513,-5.8651e-05
23:43:59:146986,0.374034,-0.000820786,0.089,-0.007,0.011,-0.004,-0.002,-0.004,513,-5.8651e-05
23:43:59:151980,0.374031,-0.00127593,0.091,0.021,-0.134,-0.004,-0.001,-0.004,513,-5.8651e-05
23:43:59:157107,0.374074,-0.0018315,0.086,0.025,-0.229,-0.005,0,-0.003,513,-5.8651e-05
23:43:59:162087,0.374067,-0.00248683,0.081,-0.005,-0.311,-0.005,0,-0.002,513,-5.8651e-05
23:43:59:167229,0.374057,-0.00324213,0.083,-0.035,-0.343,-0.005,0,-0.002,513,-5.8651e-05
23:43:59:172229,0.374044,-0.0040973,0.083,-0.073,-0.407,-0.006,0,-0.002,513,-5.8651e-05
23:43:59:177335,0.374069,-0.00505291,0.067,-0.091,-0.417,-0.007,-0.001,-0.003,513,-5.8651e-05
23:43:59:182357,0.374041,-0.00610787,0.045,-0.082,-0.323,-0.007,-0.002,-0.005,513,-5.8651e-05
23:43:59:187457,0.374052,-0.00726355,0.006,-0.027,-0.088,-0.005,-0.001,-0.007,513,-5.8651e-05
23:43:59:192469,0.374054,-0.0085189,-0.016,0.029,0.012,-0.004,0,-0.003,509,-0.000293255
23:43:59:197596,0.374042,-0.00987379,-0.031,0.109,-0.011,-0.002,0.002,0.009,507,-0.000410557
23:43:59:202587,0.374063,-0.0113296,-0.021,0.146,-0.064,0,0.003,0.017,507,-0.000410557
23:43:59:207731,0.374069,-0.0128848,-0.004,0.161,-0.047,0.004,0.005,0.021,510,-0.000234604
23:43:59:212842,0.374056,-0.0145396,-0.041,0.088,0.001,0.007,0.003,0.02,510,-0.000234604
23:43:59:217853,0.37407,-0.0162951,-0.241,-0.366,-0.032,-0.001,-0.003,0.015,511,-0.000175953
23:43:59:223577,0.374061,-0.0181492,-0.507,-1.439,-0.208,-0.037,-0.013,-0.009,512,-0.000117302
23:43:59:227970,0.374075,-0.0201046,-0.577,-2.431,-0.297,-0.075,-0.018,-0.042,512,-0.000117302
23:43:59:232993,0.374059,-0.0221577,-0.479,-3.457,-0.296,-0.119,-0.019,-0.079,512,-0.000117302
23:43:59:238081,0.374059,-0.0243109,-0.051,-4.651,-0.139,-0.175,-0.006,-0.117,513,-5.8651e-05
23:43:59:243087,0.374033,-0.0265352,0.294,-5.051,0,-0.194,0.012,-0.121,513,-5.8651e-05
23:43:59:248234,0.374035,-0.0286891,0.626,-5.053,0.157,-0.188,0.042,-0.112,513,-5.8651e-05
