Time,X,Y,Fx,Fy,Fz,Mx,My,Mz,Potentiometer_bit,handle_disp
18:08:53:110001,0.374037,0,0.038,0.045,0.142,-0.001,0,0,530,0.000938416
18:08:53:115153,0.374037,0,0.047,0.024,0.11,-0.001,0,0,530,0.000938416
18:08:53:120198,0.374037,0,0.046,-0.014,0.039,-0.001,0,0,530,0.000938416
18:08:53:125302,0.374034,0.000279029,0.026,-0.03,0.019,0,0,0.001,530,0.000938416
18:08:53:130268,0.374034,0.0005604,-0.023,-0.023,0.043,0,0,0,530,0.000938416
18:08:53:135382,0.374033,0.000951487,-0.044,-0.009,0.071,0,0,0,530,0.000938416
18:08:53:140414,0.37403,0.00143549,-0.025,-0.005,0.073,-0.002,0,-0.001,530,0.000938416
18:08:53:145519,0.374073,0.00201748,0.014,-0.017,0.015,-0.002,0,-0.001,530,0.000938416
18:08:53:150498,0.374065,0.00270652,0.07,-0.039,-0.153,-0.002,0,0,530,0.000938416
18:08:53:155656,0.374053,0.00348845,0.082,-0.05,-0.254,-0.002,0.001,0,530,0.000938416
18:08:53:160658,0.374037,0.0043703,0.056,-0.057,-0.239,-0.003,0.001,-0.001,530,0.000938416
18:08:53:165643,0.37406,0.00535755,0.026,-0.046,-0.094,-0.004,0,-0.001,530,0.000938416
18:08:53:170768,0.374032,0.00643684,-0.014,0.007,0.172,-0.004,0,0.004,530,0.000938416
18:08:53:175879,0.374041,0.00761906,-0.034,0.038,0.243,0,0,0.003,534,0.00117302
18:08:53:180912,0.374037,0.00890338,-0.028,-0.014,0.148,0.001,0,-0.01,542,0.00164223
18:08:53:186011,0.374069,0.0102817,0.019,-0.159,-0.031,-0.002,-0.003,-0.041,542,0.00164223
18:08:53:191027,0.37404,0.0117627,0.078,-0.163,-0.049,-0.007,-0.005,-0.043,552,0.00222874
18:08:53:196158,0.37404,0.0133447,0.219,0.202,0.099,-0.008,0,-0.004,567,0.0031085
18:08:53:201136,0.37407,0.0150205,0.346,0.698,0.205,0.003,0.007,0.027,567,0.0031085
18:08:53:206297,0.374031,0.0168001,0.521,1.607,0.19,0.037,0.019,0.039,584,0.00410557
18:08:53:211261,0.374064,0.0186809,0.538,2.186,0.086,0.06,0.02,0.03,603,0.00521994
18:08:53:216412,0.374071,0.0206526,0.294,2.898,-0.013,0.077,0.008,0.038,603,0.00521994
18:08:53:221395,0.374047,0.0227314,-0.013,3.236,0.009,0.076,-0.003,0.067,622,0.00633431
