Time,X,Y,Fx,Fy,Fz,Mx,My,Mz,Potentiometer_bit,handle_disp
18:11:34:483221,0.374037,0,0.005,0.466,-0.02,0.041,-0.002,0.01,513,-5.8651e-05
18:11:34:488352,0.374037,0,0.027,0.454,-0.093,0.041,-0.002,0.011,513,-5.8651e-05
18:11:34:493368,0.374037,0,0.022,0.446,-0.101,0.043,-0.001,0.011,513,-5.8651e-05
18:11:34:498492,0.374034,0.000247745,0.021,0.438,-0.097,0.043,-0.001,0.011,513,-5.8651e-05
18:11:34:503484,0.374034,0.000520263,0.056,0.409,-0.137,0.042,-0.001,0.011,513,-5.8651e-05
18:11:34:508613,0.374033,0.000891863,0.102,0.385,-0.144,0.041,-0.002,0.01,513,-5.8651e-05
18:11:34:513605,0.374031,0.00136253,0.11,0.384,-0.103,0.04,-0.002,0.008,513,-5.8651e-05
18:11:34:518730,0.374074,0.00193247,0.091,0.39,-0.034,0.039,-0.002,0.008,513,-5.8651e-05
18:11:34:523762,0.374066,0.00260133,0.072,0.385,0.001,0.039,-0.002,0.008,513,-5.8651e-05
18:11:34:528885,0.374054,0.00337123,0.048,0.361,0.073,0.038,-0.002,0.006,513,-5.8651e-05
18:11:34:533851,0.374041,0.00424089,0.036,0.343,0.112,0.038,-0.003,0.004,513,-5.8651e-05
18:11:34:538870,0.374066,0.00521034,0.024,0.34,0.04,0.037,-0.004,0.006,513,-5.8651e-05
18:11:34:543987,0.374037,0.006278,0.023,0.372,-0.086,0.039,-0.004,0.013,514,0
18:11:34:549119,0.374045,0.00744526,0.018,0.458,-0.179,0.044,-0.002,0.018,514,0
18:11:34:554102,0.374045,0.00871151,0.003,0.491,-0.072,0.047,-0.002,0.007,514,0
18:11:34:559232,0.374033,0.0100758,-0.022,0.425,0.242,0.042,-0.004,-0.025,514,0
18:11:34:564232,0.374051,0.0115411,-0.011,0.354,0.392,0.033,-0.006,-0.036,514,0
18:11:34:569231,0.374057,0.0130948,0.112,0.48,0.357,0.024,-0.005,-0.009,515,5.8651e-05
18:11:34:574364,0.374054,0.0145912,0.269,0.852,0.203,0.034,0,0.022,515,5.8651e-05
18:11:34:579369,0.374046,0.0159906,0.529,1.793,-0.009,0.074,0.016,0.044,515,5.8651e-05
18:11:34:584494,0.37404,0.0172932,0.633,2.522,-0.035,0.108,0.025,0.042,516,0.000117302
18:11:34:589388,0.374074,0.0185607,0.564,3.553,0.102,0.149,0.029,0.052,516,0.000117302
18:11:34:594607,0.374046,0.0199108,0.357,4.149,0.206,0.168,0.019,0.081,516,0.000117302
18:11:34:599620,0.374047,0.0213608,-0.114,4.819,0.21,0.193,-0.012,0.123,517,0.000175953
