Time,X,Y,Fx,Fy,Fz,Mx,My,Mz,Potentiometer_bit,handle_disp
22:43:24:579746,0.374037,0,-0.007,-0.036,-0.308,0.003,0,0.001,539,0.00146628
22:43:24:584859,0.374037,0,0.016,-0.036,-0.278,0.002,0.002,0.001,539,0.00146628
22:43:24:589872,0.374037,0,0.029,-0.01,-0.193,0.001,0.004,0.001,539,0.00146628
22:43:24:595021,0.374034,0.000212144,0.034,0.005,-0.156,0.001,0.004,0.001,539,0.00146628
22:43:24:600007,0.374034,0.000467945,0.039,0.004,-0.17,0.002,0.002,0.002,539,0.00146628
22:43:24:605120,0.374034,0.000797008,0.029,-0.013,-0.193,0.003,0,0.002,539,0.00146628
22:43:24:610141,0.374032,0.00104946,-0.005,-0.04,-0.14,0.003,-0.002,0,539,0.00146628
22:43:24:615257,0.374031,0.00120212,-0.023,-0.044,-0.044,0.002,-0.001,0,539,0.00146628
22:43:24:620241,0.374031,0.00125448,-0.013,-0.038,0.049,0,0,-0.001,539,0.00146628
22:43:24:625388,0.374031,0.001207,0.012,-0.044,0.012,0,0.002,-0.001,539,0.00146628
22:43:24:630358,0.374032,0.00105968,0.038,-0.075,-0.132,0,0.004,-0.002,539,0.00146628
22:43:24:635493,0.374034,0.000812023,0.033,-0.09,-0.189,0,0.003,-0.001,539,0.00146628
22:43:24:640476,0.374034,0.000464564,0.003,-0.056,-0.124,0.001,0.001,0.004,540,0.00152493
22:43:24:645618,0.374037,0,-0.021,0.004,-0.016,0.003,0,0.008,540,0.00152493
22:43:24:650604,0.374034,-0.00053037,-0.055,0.057,0.093,0.006,-0.002,-0.003,544,0.00175953
22:43:24:655746,0.374031,-0.0011778,-0.064,-0.034,0.013,0.003,-0.005,-0.034,544,0.00175953
22:43:24:660751,0.374074,-0.00192531,-0.019,-0.105,-0.098,-0.002,-0.007,-0.043,545,0.00181818
22:43:24:665886,0.374063,-0.0027729,0.163,0.08,-0.144,-0.006,-0.002,-0.011,545,0.00181818
22:43:24:670866,0.374049,-0.00372028,0.321,0.499,-0.045,0.002,0.007,0.031,545,0.00181818
22:43:24:675991,0.374076,-0.00476789,0.404,1.314,0.087,0.034,0.019,0.076,543,0.00170088
22:43:24:680981,0.374047,-0.00591522,0.246,1.663,0.011,0.054,0.018,0.076,536,0.00129032
22:43:24:686104,0.374056,-0.00716285,-0.247,1.555,-0.309,0.059,0.001,0.048,536,0.00129032
22:43:24:691107,0.374054,-0.00851018,-0.561,1.139,-0.453,0.045,-0.013,0.03,523,0.000527859
22:43:24:696243,0.374038,-0.00995739,-0.695,0.379,-0.289,0.02,-0.025,0.016,505,-0.000527859
22:43:24:701245,0.374053,-0.0115051,-0.533,-0.086,0.018,0.008,-0.026,0.013,505,-0.000527859
22:43:24:706237,0.374052,-0.0131525,-0.14,-0.784,0.397,-0.005,-0.021,0.004,484,-0.00175953
22:43:24:711365,0.374033,-0.0148992,0.052,-1.351,0.403,-0.018,-0.016,-0.009,484,-0.00175953
22:43:24:716373,0.374037,-0.0167469,0.109,-2.411,0.028,-0.045,-0.002,-0.043,460,-0.00316716
22:43:24:721480,0.374062,-0.0186953,0.048,-3.168,-0.297,-0.067,0.012,-0.067,435,-0.00463343
22:43:24:726470,0.374062,-0.0207433,0.013,-4.046,-0.52,-0.094,0.034,-0.087,435,-0.00463343
22:43:24:731605,0.37403,-0.0228887,0.096,-4.27,-0.4,-0.102,0.04,-0.088,410,-0.00609971
22:43:24:736605,0.374058,-0.0251378,0.288,-4.053,-0.024,-0.089,0.03,-0.085,386,-0.00750733
22:43:24:741743,0.374068,-0.0273738,0.301,-3.655,0.156,-0.065,0.009,-0.087,386,-0.00750733
22:43:24:746721,0.374065,-0.0295093,0.134,-3.54,0.08,-0.061,-0.001,-0.087,364,-0.00879765
22:43:24:751845,0.374057,-0.0315441,-0.265,-3.52,-0.1,-0.073,-0.004,-0.078,364,-0.00879765
22:43:24:756850,0.374044,-0.0334784,-0.495,-3.437,-0.122,-0.081,-0.002,-0.067,349,-0.00967742
