Time,X,Y,Fx,Fy,Fz,Mx,My,Mz,Potentiometer_bit,handle_disp
23:39:50:3699,0.374037,0,0.056,0.094,-0.035,-0.003,-0.001,-0.002,513,-5.8651e-05
23:39:50:8689,0.374037,0,0.089,0.093,-0.021,-0.003,0,-0.003,513,-5.8651e-05
23:39:50:13830,0.374037,0,0.111,0.079,-0.022,-0.004,0,-0.003,513,-5.8651e-05
23:39:50:18965,0.374037,-0.000166114,0.112,0.057,-0.071,-0.005,0,-0.002,513,-5.8651e-05
23:39:50:23956,0.374034,-0.000365384,0.1,0.013,-0.177,-0.006,0,-0.002,513,-5.8651e-05
23:39:50:28940,0.374034,-0.000641475,0.081,-0.01,-0.215,-0.006,-0.002,-0.002,513,-5.8651e-05
23:39:50:34065,0.374032,-0.000993293,0.046,-0.024,-0.169,-0.007,-0.003,-0.004,513,-5.8651e-05
23:39:50:39051,0.37403,-0.00141993,0.035,-0.019,-0.09,-0.008,-0.003,-0.005,513,-5.8651e-05
23:39:50:44065,0.374074,-0.00192112,0.055,-0.003,0.02,-0.008,-0.002,-0.006,513,-5.8651e-05
23:39:50:49223,0.374067,-0.00249508,0.078,0.004,0.057,-0.008,-0.001,-0.006,513,-5.8651e-05
23:39:50:54313,0.374058,-0.00314091,0.096,0.014,0.058,-0.008,0,-0.005,513,-5.8651e-05
23:39:50:59338,0.374046,-0.0038577,0.091,0.034,0.009,-0.006,0,-0.004,513,-5.8651e-05
23:39:50:64460,0.374032,-0.00464405,0.089,0.052,-0.07,-0.005,0,-0.003,513,-5.8651e-05
23:39:50:69453,0.374058,-0.00549899,0.089,0.074,-0.26,-0.004,0,-0.002,513,-5.8651e-05
23:39:50:74560,0.374032,-0.0064201,0.082,0.08,-0.377,-0.004,0,0,512,-0.000117302
23:39:50:79585,0.374047,-0.00740712,0.057,0.082,-0.438,-0.004,0,0.008,512,-0.000117302
23:39:50:84679,0.374056,-0.00845748,0.042,0.087,-0.399,-0.003,0.001,0.014,509,-0.000293255
23:39:50:89735,0.374055,-0.00956888,0.034,0.107,-0.26,0,0.002,0.014,509,-0.000293255
23:39:50:94849,0.374047,-0.0107396,0.015,0.114,-0.114,0.001,0.002,0.011,511,-0.000175953
23:39:50:99832,0.374074,-0.0119677,-0.104,-0.019,0.14,-0.001,0,0.009,512,-0.000117302
23:39:50:104935,0.374047,-0.0132488,-0.254,-0.341,0.241,-0.011,-0.003,0.007,512,-0.000117302
23:39:50:109930,0.374055,-0.0145818,-0.476,-1.303,0.19,-0.044,-0.012,-0.015,512,-0.000117302
23:39:50:115074,0.374048,-0.0159623,-0.508,-2.161,0.082,-0.076,-0.017,-0.046,512,-0.000117302
23:39:50:120063,0.374032,-0.0173861,-0.247,-3.346,-0.014,-0.127,-0.013,-0.09,512,-0.000117302
23:39:50:125188,0.374048,-0.018851,0.096,-3.84,-0.022,-0.151,0,-0.103,513,-5.8651e-05
23:39:50:130197,0.374051,-0.0203502,0.604,-4.032,-0.029,-0.158,0.029,-0.098,513,-5.8651e-05
23:39:50:135174,0.374041,-0.0218778,0.754,-3.882,-0.047,-0.145,0.045,-0.088,513,-5.8651e-05
23:39:50:140313,0.374066,-0.0234302,0.557,-3.463,-0.096,-0.116,0.043,-0.077,513,-5.8651e-05
23:39:50:145300,0.374075,-0.0249983,0.023,-2.994,-0.188,-0.094,0.012,-0.069,513,-5.8651e-05
23:39:50:150429,0.374072,-0.0265739,-0.328,-2.703,-0.231,-0.086,-0.009,-0.061,513,-5.8651e-05
23:39:50:155426,0.374059,-0.0281496,-0.612,-2.33,-0.141,-0.077,-0.027,-0.048,513,-5.8651e-05
23:39:50:160564,0.374036,-0.0297166,-0.594,-2.126,0.001,-0.072,-0.028,-0.042,513,-5.8651e-05
23:39:50:165545,0.374048,-0.0312712,-0.355,-1.854,0.135,-0.067,-0.023,-0.04,513,-5.8651e-05
23:39:50:170546,0.374055,-0.0328019,-0.173,-1.652,0.121,-0.062,-0.021,-0.04,513,-5.8651e-05
23:39:50:175715,0.374056,-0.0343017,-0.018,-1.233,0.1,-0.049,-0.015,-0.028,513,-5.8651e-05
23:39:50:180825,0.374049,-0.0357627,0.027,-0.857,0.158,-0.034,-0.004,-0.013,513,-5.8651e-05
23:39:50:185829,0.374043,-0.0371806,0.145,-0.236,0.218,-0.008,0.022,0.007,513,-5.8651e-05
23:39:50:190825,0.374038,-0.038551,0.251,0.106,0.146,0.007,0.038,0.013,513,-5.8651e-05
