Time,X,Y,Fx,Fy,Fz,Mx,My,Mz,Potentiometer_bit,handle_disp
02:00:36:577877,0.374037,0,-0.018,-0.045,-0.043,-0.002,-0.001,0,505,-0.000527859
02:00:36:582839,0.374037,0,0.001,-0.046,-0.01,-0.003,0,-0.001,505,-0.000527859
02:00:36:587847,0.374037,0,-0.006,-0.053,-0.067,-0.003,0.002,-0.002,505,-0.000527859
02:00:36:592971,0.374034,-0.000237325,-0.038,-0.05,-0.083,-0.002,0.003,-0.002,505,-0.000527859
02:00:36:597989,0.374034,-0.000506011,-0.041,-0.046,-0.053,-0.001,0.003,-0.002,505,-0.000527859
02:00:36:603100,0.374034,-0.000874702,-0.011,-0.052,-0.123,0,0.001,0,505,-0.000527859
02:00:36:608115,0.374031,-0.0013434,0.008,-0.064,-0.279,0,0,0,505,-0.000527859
02:00:36:613224,0.374074,-0.00191236,0,-0.07,-0.47,-0.001,0,0.002,505,-0.000527859
02:00:36:618235,0.374066,-0.00258257,-0.016,-0.058,-0.443,-0.001,0,0.002,505,-0.000527859
02:00:36:623359,0.374055,-0.00335327,-0.018,-0.035,-0.23,0,0,0.001,505,-0.000527859
02:00:36:628345,0.374041,-0.0042238,0,-0.031,-0.107,0,0.001,0.001,505,-0.000527859
02:00:36:633485,0.374067,-0.00519508,0.029,-0.038,-0.055,0.001,0.001,0,505,-0.000527859
02:00:36:638480,0.374037,-0.00626527,0.033,-0.038,-0.065,0.001,0.001,-0.001,504,-0.00058651
02:00:36:643601,0.374045,-0.00743655,0.017,-0.02,-0.063,0,0.001,-0.003,504,-0.00058651
02:00:36:648597,0.374045,-0.00870824,0.002,-0.004,-0.072,0,0,0.001,498,-0.000938416
02:00:36:653757,0.374033,-0.0100806,-0.014,0.014,-0.167,0,0.001,0.014,498,-0.000938416
02:00:36:658717,0.374051,-0.0115542,-0.018,0.022,-0.258,0,0.001,0.02,488,-0.00152493
02:00:36:663848,0.374055,-0.0131272,-0.046,0.01,-0.31,0.006,0.002,0.019,476,-0.00222874
02:00:36:668867,0.374038,-0.0147993,-0.114,-0.07,-0.266,0.008,0.001,0.017,476,-0.00222874
02:00:36:673985,0.37405,-0.016573,-0.311,-0.501,-0.2,-0.002,-0.003,0.016,463,-0.0029912
02:00:36:678978,0.374038,-0.0184455,-0.526,-1.492,-0.24,-0.037,-0.01,-0.003,449,-0.00381232
02:00:36:684100,0.374056,-0.0203275,-0.581,-2.386,-0.268,-0.069,-0.014,-0.035,449,-0.00381232
02:00:36:689077,0.374064,-0.0221095,-0.427,-3.635,-0.167,-0.108,-0.016,-0.088,433,-0.00475073
02:00:36:694085,0.374073,-0.0237914,-0.16,-4.165,-0.018,-0.119,-0.008,-0.106,433,-0.00475073
02:00:36:699206,0.374033,-0.0253702,0.369,-4.422,0.136,-0.118,0.017,-0.104,419,-0.00557185
02:00:36:704365,0.37404,-0.0268519,0.666,-4.336,0.094,-0.113,0.04,-0.095,407,-0.00627566
02:00:36:709353,0.374048,-0.0282339,0.731,-4.014,-0.176,-0.102,0.058,-0.088,407,-0.00627566
02:00:36:714344,0.374064,-0.0295147,0.441,-3.774,-0.382,-0.092,0.048,-0.084,399,-0.00674487
02:00:36:719356,0.374039,-0.0306921,-0.289,-3.561,-0.487,-0.088,0.009,-0.073,395,-0.00697947
02:00:36:724469,0.374068,-0.0317736,-0.734,-3.553,-0.344,-0.097,-0.02,-0.066,395,-0.00697947
02:00:36:729590,0.37406,-0.0327525,-1.047,-3.547,0.093,-0.114,-0.049,-0.063,398,-0.00680352
02:00:36:734579,0.374067,-0.0336323,-0.991,-3.386,0.381,-0.115,-0.054,-0.063,410,-0.00609971
02:00:36:739720,0.374037,-0.0344088,-0.584,-2.874,0.57,-0.103,-0.032,-0.061,410,-0.00609971
02:00:36:744730,0.374069,-0.0350899,-0.163,-2.481,0.499,-0.094,0,-0.061,430,-0.00492669
02:00:36:749851,0.374067,-0.0356668,0.451,-2.039,0.196,-0.089,0.056,-0.069,430,-0.00492669
02:00:36:754827,0.374033,-0.0361407,0.648,-1.865,-0.046,-0.09,0.074,-0.074,456,-0.00340176
02:00:36:759969,0.374062,-0.0365214,0.464,-1.587,-0.311,-0.094,0.049,-0.059,486,-0.00164223
02:00:36:764974,0.374063,-0.0367969,0.04,-0.851,-0.281,-0.079,-0.008,-0.016,486,-0.00164223
02:00:36:769958,0.374034,-0.0369741,-0.056,0.051,-0.072,-0.045,-0.032,0.014,521,0.000410557
02:00:36:775092,0.374065,-0.0370506,0.27,1.764,0.332,0.028,-0.017,0.043,559,0.0026393
02:00:36:780230,0.374069,-0.0370291,0.615,2.76,0.47,0.066,0.016,0.054,559,0.0026393
02:00:36:785236,0.374045,-0.0369017,0.732,3.518,0.295,0.076,0.061,0.07,594,0.00469208
02:00:36:790328,0.374038,-0.0366732,0.334,3.528,-0.001,0.058,0.062,0.082,594,0.00469208
02:00:36:795330,0.374046,-0.0363505,-0.702,3.18,-0.42,0.032,0.01,0.093,630,0.00680352
02:00:36:800473,0.37407,-0.0359277,-1.255,2.937,-0.542,0.028,-0.042,0.088,660,0.00856305
02:00:36:805579,0.374063,-0.0354021,-1.303,2.726,-0.441,0.043,-0.103,0.063,660,0.00856305
02:00:36:810594,0.37407,-0.034776,-0.85,2.659,-0.258,0.06,-0.111,0.045,683,0.00991202
02:00:36:815607,0.374047,-0.0340467,0.01,2.514,-0.065,0.075,-0.073,0.035,701,0.0109677
02:00:36:820738,0.374038,-0.0332186,0.406,2.328,-0.13,0.07,-0.026,0.038,701,0.0109677
02:00:36:825727,0.374038,-0.0322917,0.573,1.987,-0.485,0.055,0.04,0.044,710,0.0114956
02:00:36:830858,0.374049,-0.0312657,0.472,1.803,-0.69,0.056,0.064,0.043,716,0.0118475
02:00:36:835863,0.37406,-0.0302175,0.236,1.626,-0.596,0.073,0.053,0.033,716,0.0118475
02:00:36:841014,0.374051,-0.0292692,0.174,1.479,-0.049,0.084,0.011,0.022,716,0.0118475
02:00:36:845991,0.37407,-0.0284237,0.276,1.382,0.317,0.084,-0.013,0.01,716,0.0118475
02:00:36:851091,0.374075,-0.0276768,0.436,1.293,0.475,0.084,-0.027,-0.008,717,0.0119062
02:00:36:855967,0.374064,-0.0270287,0.4,1.316,0.281,0.086,-0.025,-0.01,717,0.0119062
02:00:36:861208,0.374039,-0.02648,0.143,1.616,-0.14,0.091,-0.014,0.017,717,0.0119062
02:00:36:866208,0.374046,-0.0260336,-0.014,2.07,-0.278,0.103,-0.002,0.049,716,0.0118475
02:00:36:871336,0.374041,-0.0256872,-0.027,3.018,-0.184,0.137,0.016,0.083,715,0.0117889
02:00:36:876344,0.37407,-0.0254441,0.092,3.586,-0.054,0.156,0.024,0.085,715,0.0117889
02:00:36:881481,0.374042,-0.025297,0.307,4.015,0.069,0.158,0.021,0.069,709,0.011437
02:00:36:886508,0.374045,-0.0252523,0.405,4.068,0.157,0.144,0.012,0.061,696,0.0106745
02:00:36:891590,0.374041,-0.0253072,0.458,4.147,0.398,0.13,0.001,0.074,696,0.0106745
02:00:36:896623,0.374067,-0.0254643,0.433,4.3,0.531,0.133,0,0.097,677,0.00956012
02:00:36:901747,0.374037,-0.0257176,0.286,4.475,0.372,0.143,0.006,0.135,677,0.00956012
02:00:36:906702,0.374042,-0.0260749,0.103,4.326,-0.005,0.141,0.01,0.147,645,0.00768328
02:00:36:911709,0.374033,-0.0265316,-0.257,3.498,-0.632,0.112,0.005,0.13,601,0.00510264
02:00:36:916846,0.374055,-0.0270903,-0.472,2.652,-0.838,0.082,-0.005,0.098,601,0.00510264
02:00:36:921840,0.374064,-0.027748,-0.622,1.336,-0.712,0.045,-0.025,0.043,554,0.00234604
02:00:36:926957,0.37406,-0.0285049,-0.574,0.123,-0.386,0.031,-0.039,0.002,505,-0.000527859
02:00:36:931977,0.374038,-0.0293604,-0.504,-0.798,-0.265,0.023,-0.043,-0.022,505,-0.000527859
02:00:36:936988,0.374044,-0.0303198,-0.4,-2.499,-0.244,-0.013,-0.04,-0.064,456,-0.00340176
02:00:36:942090,0.374034,-0.0313784,-0.302,-3.615,-0.207,-0.049,-0.032,-0.091,456,-0.00340176
02:00:36:947216,0.374049,-0.0325389,-0.024,-4.629,0.01,-0.087,-0.004,-0.112,411,-0.00604106
02:00:36:952226,0.374041,-0.0337971,0.267,-4.716,0.154,-0.091,0.025,-0.113,369,-0.0085044
02:00:36:957379,0.374057,-0.0351582,0.747,-4.259,0.102,-0.075,0.071,-0.103,369,-0.0085044
02:00:36:962345,0.374048,-0.0366154,0.921,-3.815,-0.091,-0.066,0.085,-0.093,334,-0.0105572
02:00:36:967465,0.374056,-0.0381779,0.668,-3.135,-0.334,-0.066,0.065,-0.068,308,-0.0120821
02:00:36:972464,0.374035,-0.0398343,0.141,-2.691,-0.366,-0.071,0.031,-0.046,308,-0.0120821
02:00:36:977575,0.374054,-0.0414708,-0.844,-2.134,-0.316,-0.076,-0.021,-0.021,291,-0.0130792
02:00:36:982576,0.374036,-0.0430016,-1.361,-1.915,-0.276,-0.08,-0.046,-0.018,281,-0.0136657
02:00:36:987618,0.374069,-0.0444404,-1.656,-1.787,-0.136,-0.089,-0.065,-0.025,281,-0.0136657
02:00:36:992740,0.374071,-0.0457772,-1.52,-1.704,0.043,-0.094,-0.063,-0.025,278,-0.0138416
02:00:36:997731,0.374038,-0.0470071,-0.942,-1.425,0.315,-0.093,-0.031,-0.009,278,-0.0138416
02:00:37:2853,0.374068,-0.0481427,-0.435,-1.212,0.415,-0.089,0.006,0,279,-0.013783
02:00:37:7976,0.37407,-0.0491755,0.199,-1.193,0.474,-0.092,0.059,-0.008,283,-0.0135484
02:00:37:12980,0.374042,-0.0501013,0.359,-1.831,0.496,-0.111,0.067,-0.038,283,-0.0135484
02:00:37:17964,0.374035,-0.0509342,0.178,-2.583,0.438,-0.134,0.045,-0.055,292,-0.0130205
02:00:37:23080,0.374046,-0.0516662,-0.27,-3.832,0.197,-0.178,-0.001,-0.066,308,-0.0120821
02:00:37:28096,0.374036,-0.0522992,-0.491,-4.495,0.029,-0.202,-0.023,-0.073,308,-0.0120821
02:00:37:33223,0.374048,-0.0528279,-0.47,-5.071,-0.045,-0.213,-0.024,-0.1,335,-0.0104985
02:00:37:38350,0.374035,-0.0532568,-0.189,-5.282,-0.016,-0.206,-0.005,-0.132,335,-0.0104985
02:00:37:43367,0.374046,-0.053589,0.439,-5.529,-0.09,-0.195,0.035,-0.178,373,-0.00826979
02:00:37:48362,0.374035,-0.0538177,0.775,-5.537,-0.258,-0.193,0.057,-0.186,426,-0.00516129
02:00:37:53488,0.374049,-0.0539498,0.843,-4.862,-0.485,-0.18,0.058,-0.151,426,-0.00516129
02:00:37:58452,0.374043,-0.0539787,0.593,-3.879,-0.508,-0.155,0.036,-0.11,489,-0.00146628
02:00:37:63599,0.374058,-0.0539103,0.004,-2.09,-0.417,-0.106,-0.009,-0.057,557,0.00252199
02:00:37:68601,0.374054,-0.0537388,-0.383,-1.039,-0.381,-0.084,-0.035,-0.032,557,0.00252199
02:00:37:73725,0.374031,-0.0534605,-0.768,0.327,-0.358,-0.066,-0.055,0.007,619,0.00615836
02:00:37:78728,0.374072,-0.0530951,-0.797,1.394,-0.261,-0.044,-0.055,0.041,656,0.00832845
02:00:37:83850,0.374049,-0.0526202,-0.496,3.411,0.036,0.025,-0.039,0.091,656,0.00832845
02:00:37:88848,0.37405,-0.0520489,-0.219,4.693,0.198,0.076,-0.021,0.116,673,0.00932551
02:00:37:93965,0.374069,-0.0513802,-0.031,5.732,0.153,0.114,0.001,0.139,673,0.00932551
02:00:37:98962,0.374065,-0.0506047,-0.149,5.483,-0.066,0.104,0.007,0.142,673,0.00932551
