Time,X,Y,Fx,Fy,Fz,Mx,My,Mz,Potentiometer_bit,handle_disp
01:57:44:561690,0.374037,0,-0.012,-0.05,0.211,-0.001,0,-0.002,514,0
01:57:44:566771,0.374037,0,0.005,-0.061,0.199,-0.002,0,-0.002,514,0
01:57:44:571791,0.374037,0,0.04,-0.068,0.114,-0.002,0,-0.002,514,0
01:57:44:576912,0.374034,-0.000229108,0.057,-0.065,0.019,-0.002,0,-0.001,514,0
01:57:44:581915,0.374034,-0.000494159,0.07,-0.059,-0.187,0,0.001,0,514,0
01:57:44:587023,0.374033,-0.000859142,0.069,-0.058,-0.326,0,0.001,0.001,514,0
01:57:44:592018,0.374031,-0.0013241,0.048,-0.05,-0.365,0,0.001,0.001,514,0
01:57:44:597155,0.374074,-0.00189033,0.022,-0.033,-0.218,-0.001,0.001,0,514,0
01:57:44:602315,0.374066,-0.00255522,-0.01,-0.005,0.123,-0.001,0,-0.002,514,0
01:57:44:607307,0.374056,-0.00332227,-0.015,-0,0.275,-0.001,0,-0.003,514,0
01:57:44:612292,0.374043,-0.0041882,0,-0.008,0.273,-0.001,-0.001,-0.001,514,0
01:57:44:617416,0.374067,-0.00515545,0.019,-0,0.159,0,0,-0.001,514,0
01:57:44:622402,0.374041,-0.0061544,0.029,0.021,0.119,0.001,0,-0.002,513,-5.8651e-05
01:57:44:627527,0.37406,-0.00705892,0.019,0.041,0.101,0.001,0.001,-0.002,513,-5.8651e-05
01:57:44:632531,0.374031,-0.00787745,-0.013,0.036,0.076,0,0.001,0.001,513,-5.8651e-05
01:57:44:637646,0.374045,-0.00871369,-0.076,0.03,0.037,0,0,0.013,512,-0.000117302
01:57:44:642657,0.374051,-0.0096503,-0.089,0.05,0.049,0,0.001,0.017,512,-0.000117302
01:57:44:647771,0.374049,-0.0106854,-0.061,0.084,0.084,0.005,0.003,0.017,512,-0.000117302
01:57:44:652765,0.374037,-0.0118212,-0.072,0.03,0.046,0.008,0.004,0.018,512,-0.000117302
01:57:44:657912,0.374058,-0.0130585,-0.234,-0.374,-0.124,0,0,0.019,512,-0.000117302
01:57:44:664168,0.374067,-0.0143951,-0.496,-1.366,-0.221,-0.03,-0.012,-0.003,513,-5.8651e-05
01:57:44:668527,0.374058,-0.015832,-0.603,-2.326,-0.128,-0.065,-0.021,-0.039,515,5.8651e-05
01:57:44:673642,0.374034,-0.0173669,-0.526,-3.911,0.179,-0.131,-0.025,-0.095,515,5.8651e-05
01:57:44:678641,0.374035,-0.0190053,-0.305,-4.834,0.352,-0.173,-0.015,-0.12,516,0.000117302
01:57:44:683669,0.374062,-0.020744,0.224,-5.701,0.373,-0.215,0.02,-0.144,516,0.000117302
01:57:44:688669,0.374062,-0.0225823,0.632,-5.794,0.235,-0.22,0.047,-0.157,516,0.000117302
01:57:44:693790,0.374037,-0.0245187,1.094,-5.024,-0.051,-0.187,0.066,-0.153,515,5.8651e-05
01:57:44:698911,0.374073,-0.0265593,1.129,-3.938,-0.21,-0.14,0.057,-0.12,515,5.8651e-05
01:57:44:703916,0.37404,-0.0286547,0.606,-1.961,-0.344,-0.054,0.022,-0.034,515,5.8651e-05
01:57:44:709028,0.37404,-0.0306805,-0.049,-0.856,-0.37,-0.01,-0.002,0.017,515,5.8651e-05
01:57:44:714041,0.374039,-0.0326036,-1.049,0.035,-0.338,0.016,-0.03,0.045,515,5.8651e-05
01:57:44:719161,0.374035,-0.0344274,-1.41,0.202,-0.271,0.017,-0.042,0.034,513,-5.8651e-05
01:57:44:724170,0.374032,-0.0361505,-1.25,0.238,-0.077,0.014,-0.054,0.01,509,-0.000293255
01:57:44:729288,0.374035,-0.0377751,-0.811,0.291,0.12,0.016,-0.057,0.006,509,-0.000293255
01:57:44:734287,0.374041,-0.0392978,-0.112,0.428,0.419,0.021,-0.041,0.016,502,-0.000703812
01:57:44:739289,0.374057,-0.0407238,0.221,0.463,0.486,0.021,-0.013,0.019,502,-0.000703812
01:57:44:744297,0.374038,-0.0420437,0.515,0.209,0.213,0.011,0.043,0.013,494,-0.00117302
01:57:44:749535,0.374075,-0.043268,0.516,-0.592,-0.31,-0.016,0.078,0.001,488,-0.00152493
01:57:44:754552,0.374033,-0.0443881,0.282,-1.399,-0.524,-0.042,0.069,-0.004,488,-0.00152493
01:57:44:759673,0.374054,-0.0454094,-0.236,-2.761,-0.369,-0.084,0.017,-0.027,488,-0.00152493
01:57:44:764669,0.374044,-0.0463315,-0.402,-3.594,-0.007,-0.104,-0.021,-0.06,491,-0.00134897
01:57:44:769782,0.374052,-0.0471531,-0.047,-4.483,0.577,-0.117,-0.042,-0.129,491,-0.00134897
01:57:44:774774,0.374035,-0.0478719,0.48,-4.723,0.764,-0.117,-0.018,-0.165,501,-0.000762463
01:57:44:779778,0.374036,-0.0484936,1.179,-4.42,0.497,-0.117,0.055,-0.162,501,-0.000762463
01:57:44:784900,0.374058,-0.0490147,1.315,-3.785,0.007,-0.119,0.099,-0.122,522,0.000469208
01:57:44:789913,0.374056,-0.0494365,0.875,-2.468,-0.751,-0.115,0.101,-0.049,554,0.00234604
01:57:44:795042,0.37403,-0.0497515,0.26,-1.614,-0.994,-0.103,0.052,-0.021,554,0.00234604
01:57:44:800172,0.374072,-0.0499757,-0.701,-0.562,-0.839,-0.074,-0.047,-0.009,589,0.00439883
01:57:44:805106,0.374044,-0.0500903,-1.09,0.19,-0.524,-0.049,-0.095,0,626,0.00656891
01:57:44:810160,0.374041,-0.0501086,-1.081,1.9,-0.047,0.005,-0.11,0.041,626,0.00656891
01:57:44:815263,0.374059,-0.0500333,-0.787,3.4,0.137,0.053,-0.09,0.081,659,0.0085044
01:57:44:820426,0.374054,-0.0498474,-0.341,5.454,0.129,0.118,-0.049,0.134,684,0.00997067
01:57:44:825389,0.374071,-0.0495719,-0.25,6.379,-0.088,0.145,-0.014,0.162,684,0.00997067
01:57:44:830540,0.374044,-0.0492867,-0.31,6.271,-0.203,0.143,0.002,0.163,698,0.0107918
01:57:44:835547,0.374038,-0.0491083,-0.173,5.414,-0.205,0.128,0.018,0.139,698,0.0107918
01:57:44:840674,0.374056,-0.0490292,0.153,4.637,-0.115,0.118,0.023,0.113,695,0.0106158
01:57:44:845668,0.374049,-0.0490506,0.626,3.442,0.038,0.104,0.02,0.072,682,0.00985337
01:57:44:850798,0.37407,-0.0491719,0.655,2.739,0.092,0.093,0.012,0.051,682,0.00985337
01:57:44:855800,0.374067,-0.0493935,0.29,2.019,0.085,0.086,0,0.031,665,0.0088563
01:57:44:860793,0.374039,-0.049712,0.055,1.827,0.102,0.093,-0.001,0.024,640,0.00739003
01:57:44:865900,0.374036,-0.0501339,0.075,1.81,0.316,0.105,0.009,0.027,640,0.00739003
