This is file header
-0,0,0,0.1279,0,15.852,18.162,51.651,0.066,-0.598,-0.248,317,643
-0,0,0,0.1279,0,15.85,18.139,51.636,0.066,-0.598,-0.249,317,644
2.67145e-05,0,0,0.1279,0,15.873,18.133,51.699,0.065,-0.598,-0.251,316,643
-2.67145e-05,0,0,0.127932,0,15.903,18.16,51.678,0.065,-0.598,-0.251,316,643
-2.67145e-05,0,0,0.127932,0,15.946,18.204,51.539,0.066,-0.596,-0.25,316,642
-5.3429e-05,0,0,0.12799,0,15.965,18.199,51.511,0.066,-0.595,-0.25,316,642
-2.67145e-05,0,0,0.127932,0,15.989,18.138,51.67,0.066,-0.593,-0.251,316,643
-2.67145e-05,0,0,0.127932,0,16.009,18.105,51.772,0.066,-0.591,-0.252,317,644
2.67145e-05,0,0,0.1279,0,16.043,18.116,51.682,0.067,-0.587,-0.251,317,644
2.67145e-05,0,0,0.1279,0,16.061,18.145,51.527,0.068,-0.584,-0.25,316,643
-2.67145e-05,0,0,0.127932,0,16.076,18.153,51.44,0.07,-0.581,-0.249,316,642
-5.3429e-05,0,0,0.12799,0,16.094,18.1,51.502,0.073,-0.578,-0.249,316,642
-5.3429e-05,0,0,0.12799,0,16.115,18.059,51.447,0.075,-0.577,-0.248,317,643
-0,0,0,0.1279,0,16.149,18.022,51.201,0.079,-0.576,-0.246,317,644
2.67145e-05,0,0,0.1279,0,16.152,17.984,51.141,0.083,-0.577,-0.245,317,644
2.67145e-05,0,0,0.1279,0,16.11,17.909,51.446,0.086,-0.58,-0.248,316,643
-2.67145e-05,0,0,0.127932,0,16.11,17.909,51.446,0.086,-0.58,-0.248,316,643
-2.67145e-05,0,0,0.127932,0,16.054,17.823,51.827,0.087,-0.582,-0.252,316,641
-8.01435e-05,0,0,0.128049,0,16.035,17.849,51.831,0.085,-0.583,-0.252,316,643
-2.67145e-05,0,0,0.127932,0,16.019,17.91,51.733,0.083,-0.583,-0.252,316,643
-2.67145e-05,0,0,0.127932,0,16.019,17.91,51.733,0.083,-0.583,-0.252,317,644
2.67145e-05,0,0,0.1279,0,16.019,17.91,51.733,0.083,-0.583,-0.252,316,643
-2.67145e-05,0,0,0.127932,0,15.996,18.134,51.044,0.078,-0.585,-0.249,316,643
-2.67145e-05,0,0,0.127932,0,16.008,18.125,51.157,0.075,-0.587,-0.25,316,642
-5.3429e-05,0,0,0.12799,0,16.006,18.114,51.315,0.074,-0.588,-0.252,316,643
-2.67145e-05,0,0,0.127932,0,16.006,18.114,51.315,0.074,-0.588,-0.252,316,643
-2.67145e-05,0,0,0.127932,0,16.006,18.114,51.315,0.074,-0.588,-0.252,317,644
2.67145e-05,0,0,0.1279,0,15.903,18.147,51.566,0.066,-0.589,-0.257,317,644
2.67145e-05,0,0,0.1279,0,15.885,18.17,51.61,0.063,-0.588,-0.258,316,643
-2.67145e-05,0,0,0.127932,0,15.9,18.185,51.651,0.061,-0.588,-0.258,316,642
-5.3429e-05,0,0,0.12799,0,15.93,18.199,51.704,0.059,-0.589,-0.258,316,642
