Time,FT1,FT2,X,Y,Z
14:56:24:473474,0,0,-0.125,0.465,0.01
14:56:24:478569,0,0,-0.125,0.464999,0.01
14:56:24:483622,0,0,-0.125,0.464999,0.01
14:56:24:488713,0,0,-0.125,0.464999,0.01
14:56:24:493707,0,0,-0.125,0.465003,0.01
14:56:24:498857,0,0,-0.125,0.465003,0.01
14:56:24:503858,0,0,-0.125004,0.465003,0.01
14:56:24:508948,0,0,-0.125004,0.465003,0.01
14:56:24:513948,0,0,-0.125004,0.465003,0.01
14:56:24:519073,0,0,-0.125004,0.465003,0.01
14:56:24:524093,0,0,-0.125004,0.465003,0.01
14:56:24:529193,0,0,-0.125004,0.465003,0.01
14:56:24:534238,0,0,-0.125004,0.465003,0.01
14:56:24:539361,0,0,-0.125004,0.465003,0.01
14:56:24:544476,0,0,-0.125004,0.465003,0.01
14:56:24:549460,0,0,-0.125004,0.465003,0.01
14:56:24:554361,0,0,-0.125004,0.465003,0.01
14:56:24:559607,0,0,-0.125004,0.465003,0.01
14:56:24:564608,0,0,-0.125004,0.465003,0.01
14:56:24:569607,0,0,-0.125004,0.465003,0.01
14:56:24:574716,0,0,-0.125004,0.464998,0.01
14:56:24:579835,0,0,-0.125004,0.464998,0.01
14:56:24:584849,0,0,-0.125004,0.465002,0.01
14:56:24:589964,0,0,-0.125004,0.465002,0.01
14:56:24:594984,0,0,-0.125004,0.465002,0.01
14:56:24:600073,0,0,-0.125004,0.465002,0.01
14:56:24:605234,0,0,-0.125004,0.465002,0.01
14:56:24:610217,0,0,-0.125004,0.465002,0.01
14:56:24:615339,0,0,-0.125004,0.465002,0.01
14:56:24:620339,0,0,-0.125004,0.465002,0.01
14:56:24:625460,0,0,-0.125004,0.465002,0.01
14:56:24:630464,0,0,-0.125004,0.465002,0.01
14:56:24:635610,0,0,-0.125004,0.465002,0.01
14:56:24:640489,0,0,-0.125004,0.465002,0.01
14:56:24:645711,0,0,-0.125004,0.465002,0.01
14:56:24:650694,0,0,-0.125004,0.465002,0.01
14:56:24:655854,0,0,-0.125004,0.465002,0.01
14:56:24:660823,0,0,-0.125004,0.465002,0.01
14:56:24:665858,0,0,-0.125004,0.465002,0.01
14:56:24:670975,0,0,-0.125004,0.465002,0.01
14:56:24:676113,0,0,-0.125004,0.465002,0.01
14:56:24:681098,0,0,-0.125004,0.465002,0.01
14:56:24:686091,0,0,-0.125004,0.465002,0.01
14:56:24:691242,0,0,-0.125004,0.465002,0.01
14:56:24:696353,0,0,-0.125004,0.465002,0.01
14:56:24:701324,0,0,-0.125004,0.465002,0.01
14:56:24:706485,0,0,-0.125004,0.465002,0.01
14:56:24:711496,0,0,-0.125004,0.465001,0.01
14:56:24:716587,-0.048,-0.002,-0.125004,0.465001,0.01
14:56:24:721619,-0.078,-0.018,-0.125004,0.465001,0.01
14:56:24:726719,-0.083,0.01,-0.125004,0.465001,0.01
14:56:24:731748,-0.065,0.056,-0.125008,0.465001,0.01
14:56:24:736840,-0.028,0.108,-0.125008,0.465001,0.01
14:56:24:741839,-0.002,0.099,-0.125008,0.465001,0.01
14:56:24:746952,0.025,0.03,-0.125008,0.465001,0.01
14:56:24:751970,0.032,-0.015,-0.125008,0.465001,0.01
14:56:24:757093,0.034,-0.03,-0.125008,0.465001,0.01
14:56:24:761968,0.042,0,-0.125008,0.465001,0.01
14:56:24:767114,0.06,0.071,-0.125008,0.465001,0.01
14:56:24:772194,0.042,0.099,-0.125008,0.465001,0.01
14:56:24:777333,0.003,0.068,-0.125008,0.465001,0.01
14:56:24:782471,-0.048,-0.023,-0.125008,0.465001,0.01
14:56:24:787479,-0.052,-0.069,-0.125008,0.465001,0.01
14:56:24:792446,-0.02,-0.07,-0.125008,0.465001,0.01
14:56:24:797578,-0.003,-0.041,-0.125008,0.465001,0.01
14:56:24:802720,-0.015,-0.011,-0.125008,0.465001,0.01
14:56:24:807732,-0.039,-0.013,-0.125008,0.465001,0.01
14:56:24:812822,-0.067,-0.035,-0.125008,0.465001,0.01
14:56:24:817825,-0.068,-0.048,-0.125008,0.465001,0.01
14:56:24:822958,-0.045,-0.052,-0.125008,0.465001,0.01
14:56:24:827950,-0.023,-0.042,-0.125008,0.465001,0.01
14:56:24:833072,0.01,-0.021,-0.125008,0.465001,0.01
14:56:24:838086,0.036,-0.012,-0.125008,0.465001,0.01
14:56:24:843214,0.043,-0.017,-0.125008,0.465001,0.01
14:56:24:848205,0.026,-0.033,-0.125008,0.465001,0.01
14:56:24:853320,0,-0.043,-0.125008,0.465001,0.01
14:56:24:858323,-0.024,-0.045,-0.125008,0.465001,0.01
14:56:24:863472,-0.012,-0.033,-0.125008,0.465001,0.01
14:56:24:868471,0.029,0.007,-0.125008,0.465001,0.01
14:56:24:873581,0.042,0.034,-0.125008,0.465001,0.01
14:56:24:878570,0.015,0.051,-0.125008,0.465001,0.01
14:56:24:883723,-0.013,0.045,-0.125008,0.465001,0.01
14:56:24:888722,-0.024,0.023,-0.125008,0.465001,0.01
14:56:24:893819,-0.006,0.007,-0.125008,0.465001,0.01
14:56:24:898947,0.025,-0.012,-0.125008,0.465001,0.01
14:56:24:903968,0.03,-0.017,-0.125008,0.465001,0.01
14:56:24:908855,0.018,-0.003,-0.125008,0.465001,0.01
14:56:24:914076,0.009,0.015,-0.125008,0.465001,0.01
14:56:24:919071,0.005,0.031,-0.125008,0.465001,0.01
14:56:24:924200,-0.012,0.011,-0.125008,0.465001,0.01
14:56:24:929225,-0.042,-0.016,-0.125008,0.465001,0.01
14:56:24:934365,-0.09,-0.048,-0.125008,0.465001,0.01
14:56:24:939320,-0.101,-0.053,-0.125008,0.465001,0.01
14:56:24:944336,-0.072,-0.042,-0.125008,0.465001,0.01
14:56:24:949449,-0.042,-0.028,-0.125008,0.465001,0.01
14:56:24:954453,-0.024,-0.011,-0.125008,0.465001,0.01
14:56:24:959574,-0.032,-0.005,-0.125008,0.465001,0.01
14:56:24:964601,-0.048,-0.004,-0.125008,0.465001,0.01
14:56:24:969707,-0.05,-0.004,-0.125008,0.465001,0.01
14:56:24:974823,-0.046,0.007,-0.125008,0.465001,0.01
14:56:24:979884,-0.042,0.021,-0.125008,0.465001,0.01
