Time,FT1,FT2,X,Y,Z
14:28:24:184088,0,0,-0.125,0.465,0.01
14:28:24:189058,0,0,-0.125,0.465027,0.01
14:28:24:194218,0,0,-0.125,0.465032,0.01
14:28:24:199223,0,0,-0.125,0.465037,0.01
14:28:24:204304,0,0,-0.125007,0.465043,0.01
14:28:24:209340,0,0,-0.125007,0.465043,0.01
14:28:24:214469,0,0,-0.125007,0.465048,0.01
14:28:24:219446,0,0,-0.125007,0.465048,0.01
14:28:24:224559,0,0,-0.125007,0.465048,0.01
14:28:24:229556,0,0,-0.125007,0.465054,0.01
14:28:24:234697,0,0,-0.125007,0.465054,0.01
14:28:24:239705,0,0,-0.125007,0.465054,0.01
14:28:24:244823,0,0,-0.125007,0.465054,0.01
14:28:24:249807,0,0,-0.125007,0.465054,0.01
14:28:24:254942,0,0,-0.125007,0.465054,0.01
14:28:24:259953,0,0,-0.125007,0.465054,0.01
14:28:24:265056,0,0,-0.125007,0.465054,0.01
14:28:24:270079,0,0,-0.125007,0.465054,0.01
14:28:24:275183,0,0,-0.125007,0.465054,0.01
14:28:24:280199,0,0,-0.125007,0.465054,0.01
14:28:24:286832,0,0,-0.125007,0.465059,0.01
14:28:24:291065,0,0,-0.125007,0.465059,0.01
14:28:24:296182,0,0,-0.125007,0.465059,0.01
14:28:24:301197,0,0,-0.125007,0.46506,0.01
14:28:24:306303,0,0,-0.125007,0.46506,0.01
14:28:24:311332,0,0,-0.125007,0.46506,0.01
14:28:24:316310,0,0,-0.125007,0.46506,0.01
14:28:24:321439,0,0,-0.125007,0.46506,0.01
14:28:24:326581,0,0,-0.125007,0.46506,0.01
14:28:24:331557,0,0,-0.125007,0.46506,0.01
14:28:24:336569,0,0,-0.125007,0.46506,0.01
14:28:24:341692,0,0,-0.125007,0.46506,0.01
14:28:24:346812,0,0,-0.125007,0.46506,0.01
14:28:24:351729,0,0,-0.125007,0.46506,0.01
14:28:24:356806,0,0,-0.125007,0.46506,0.01
14:28:24:361962,0,0,-0.125007,0.46506,0.01
14:28:24:366937,0,0,-0.125007,0.46506,0.01
