Time,FT1,FT2,X,Y,Z
20:56:39:258641,0,0,-0.125,0.465,0.01
20:56:39:263633,0,0,-0.125,0.465045,0.01
20:56:39:268651,0,0,-0.125,0.46505,0.01
20:56:39:273755,0,0,-0.125,0.46505,0.01
20:56:39:278760,0,0,-0.125,0.465057,0.01
20:56:39:283778,0,0,-0.125,0.465058,0.01
20:56:39:289040,0,0,-0.125,0.465058,0.01
20:56:39:294002,0,0,-0.125,0.465058,0.01
20:56:39:299005,0,0,-0.125,0.465064,0.01
20:56:39:304132,0,0,-0.125,0.465064,0.01
20:56:39:309139,0,0,-0.125,0.465064,0.01
20:56:39:314260,0,0,-0.125,0.465064,0.01
20:56:39:319257,0,0,-0.125,0.465069,0.01
20:56:39:324413,0,0,-0.125,0.465069,0.01
20:56:39:329378,0,0,-0.125,0.465069,0.01
20:56:39:334525,0,0,-0.125,0.465069,0.01
20:56:39:339505,0,0,-0.125,0.465069,0.01
20:56:39:344524,0,0,-0.125,0.465069,0.01
20:56:39:349652,0,0,-0.125,0.465069,0.01
20:56:39:354636,0,0,-0.125,0.465069,0.01
20:56:39:359773,0,0,-0.125,0.465069,0.01
20:56:39:364895,0,0,-0.125,0.465075,0.01
20:56:39:369877,0,0,-0.125,0.465075,0.01
20:56:39:375011,0,0,-0.125,0.465075,0.01
20:56:39:380011,0,0,-0.125,0.465075,0.01
20:56:39:385041,0,0,-0.125,0.465075,0.01
20:56:39:390144,0,0,-0.125,0.465075,0.01
20:56:39:395269,0,0,-0.125,0.465075,0.01
20:56:39:400257,0,0,-0.125,0.465075,0.01
20:56:39:405383,0,0,-0.125,0.465075,0.01
20:56:39:410399,0,0,-0.125,0.465075,0.01
20:56:39:415401,0,0,-0.125,0.465075,0.01
20:56:39:420512,0,0,-0.125,0.465075,0.01
20:56:39:425538,0,0,-0.125,0.465075,0.01
20:56:39:430631,0,0,-0.125,0.465075,0.01
20:56:39:435650,0,0,-0.125,0.465075,0.01
20:56:39:440776,0,0,-0.125,0.465075,0.01
20:56:39:445755,0,0,-0.125,0.465075,0.01
20:56:39:450880,0,0,-0.125,0.465075,0.01
20:56:39:455880,0,0,-0.125,0.465075,0.01
20:56:39:461003,0,0,-0.125,0.465075,0.01
20:56:39:466009,0,0,-0.125,0.465075,0.01
20:56:39:471012,0,0,-0.125,0.465075,0.01
20:56:39:476131,0,0,-0.125,0.465075,0.01
20:56:39:481149,0,0,-0.125,0.465075,0.01
20:56:39:486264,0,0,-0.125,0.465075,0.01
20:56:39:491254,0,0,-0.125,0.465075,0.01
20:56:39:496382,0,0,-0.125,0.465075,0.01
20:56:39:501279,0,0,-0.125,0.465075,0.01
20:56:39:506395,0.013,0.013,-0.125,0.465075,0.01
20:56:39:511503,-0.013,0.003,-0.125,0.465075,0.01
20:56:39:516524,-0.022,0.018,-0.125,0.465075,0.01
20:56:39:521644,0,0.048,-0.125,0.465075,0.01
20:56:39:526648,0.029,0.041,-0.125,0.465075,0.01
20:56:39:531756,0.047,-0.022,-0.125,0.465075,0.01
20:56:39:536773,0.029,-0.063,-0.125,0.465075,0.01
20:56:39:541898,-0.013,-0.062,-0.125,0.465075,0.01
20:56:39:546883,-0.023,-0.022,-0.125,0.465075,0.01
20:56:39:552013,-0.008,0.034,-0.125,0.465075,0.01
20:56:39:557008,0,0.044,-0.125,0.465075,0.01
20:56:39:562143,-0.015,0.017,-0.125,0.465075,0.01
20:56:39:567162,-0.038,-0.012,-0.125,0.46508,0.01
20:56:39:572281,-0.036,-0.01,-0.125,0.46508,0.01
20:56:39:577263,-0.008,0.021,-0.125,0.46508,0.01
20:56:39:582394,0.01,0.044,-0.125,0.46508,0.01
20:56:39:587395,0.016,0.051,-0.125,0.46508,0.01
20:56:39:592378,0.006,0.038,-0.125,0.46508,0.01
20:56:39:597524,-0.006,0.009,-0.125,0.46508,0.01
20:56:39:602508,-0.003,-0.003,-0.125,0.46508,0.01
20:56:39:607629,0.013,-0.004,-0.125,0.46508,0.01
20:56:39:612649,0.021,0.003,-0.125,0.46508,0.01
20:56:39:617753,0.017,0.005,-0.125,0.46508,0.01
20:56:39:622805,0.014,-0.009,-0.125,0.46508,0.01
20:56:39:627907,0.027,-0.036,-0.125,0.46508,0.01
20:56:39:633017,0.044,-0.037,-0.125,0.46508,0.01
20:56:39:638013,0.057,-0.011,-0.125,0.46508,0.01
20:56:39:643007,0.042,0.006,-0.125,0.46508,0.01
20:56:39:648140,-0.016,0.001,-0.125,0.46508,0.01
20:56:39:653032,-0.054,-0.023,-0.125,0.46508,0.01
20:56:39:658139,-0.065,-0.063,-0.125,0.46508,0.01
20:56:39:663257,-0.023,-0.071,-0.125,0.46508,0.01
20:56:39:668258,0,-0.051,-0.125,0.46508,0.01
20:56:39:673385,-0.009,-0.005,-0.125,0.46508,0.01
