Time,X,Y,Fx,Fy,Fz,Mx,My,Mz,Potentiometer_bit,handle_disp
23:44:32:216068,0.374037,0,-0.007,0.083,-0.028,-0.004,-0.001,-0.002,513,-5.8651e-05
23:44:32:221154,0.374037,0,0,0.099,-0.08,-0.003,0,-0.001,513,-5.8651e-05
23:44:32:226162,0.374037,0,0.022,0.081,-0.204,-0.003,0,0,513,-5.8651e-05
23:44:32:231307,0.374034,-0.000210403,0.011,0.058,-0.193,-0.003,0,0.001,513,-5.8651e-05
23:44:32:236287,0.374034,-0.000465582,-0.005,0.028,-0.064,-0.003,0.001,0,513,-5.8651e-05
23:44:32:241419,0.374034,-0.000820786,0.026,0.01,-0.037,-0.002,0.002,-0.001,513,-5.8651e-05
23:44:32:246427,0.374031,-0.00127593,0.13,-0.014,-0.191,-0.003,0.002,-0.001,513,-5.8651e-05
23:44:32:251407,0.374074,-0.0018315,0.18,-0.026,-0.335,-0.004,0.002,0,513,-5.8651e-05
23:44:32:256545,0.374067,-0.00248683,0.154,-0.036,-0.417,-0.007,0.001,0,514,0
23:44:32:261553,0.374057,-0.00324213,0.09,-0.042,-0.377,-0.008,0.001,0,513,-5.8651e-05
23:44:32:266652,0.374044,-0.0040973,0.013,-0.049,-0.299,-0.008,0,0,513,-5.8651e-05
23:44:32:271676,0.374069,-0.00505291,0.007,-0.041,-0.273,-0.007,-0.001,-0.001,513,-5.8651e-05
23:44:32:276807,0.374041,-0.00610787,0.046,-0.003,-0.239,-0.004,-0.002,-0.002,513,-5.8651e-05
23:44:32:281954,0.374052,-0.00726355,0.088,0.04,-0.192,-0.003,-0.001,-0.003,512,-0.000117302
23:44:32:286944,0.374054,-0.0085189,0.097,0.061,-0.177,-0.003,0,0,505,-0.000527859
23:44:32:291932,0.374042,-0.00987379,0.09,0.093,-0.183,-0.003,0.003,0.011,505,-0.000527859
23:44:32:297073,0.374063,-0.0113296,0.079,0.12,-0.184,-0.001,0.003,0.017,478,-0.00211144
23:44:32:302155,0.374069,-0.0128848,0.042,0.129,-0.18,0.001,0.002,0.018,496,-0.00105572
23:44:32:307159,0.374056,-0.0145396,-0.029,0.039,-0.209,0.001,0,0.018,496,-0.00105572
23:44:32:312185,0.37407,-0.0162951,-0.266,-0.43,-0.305,-0.01,-0.006,0.017,512,-0.000117302
23:44:32:317294,0.374061,-0.0181492,-0.472,-1.049,-0.331,-0.028,-0.011,0.005,512,-0.000117302
23:44:32:322309,0.374075,-0.0201046,-0.655,-2.37,-0.145,-0.075,-0.018,-0.041,512,-0.000117302
23:44:32:327404,0.374059,-0.0221577,-0.576,-3.329,0.131,-0.116,-0.018,-0.081,512,-0.000117302
23:44:32:332397,0.374059,-0.0243109,-0.149,-4.497,0.503,-0.173,-0.004,-0.122,512,-0.000117302
23:44:32:337409,0.374033,-0.0265352,0.221,-4.952,0.505,-0.196,0.015,-0.126,513,-5.8651e-05
23:44:32:342543,0.374035,-0.0286891,0.633,-5.105,0.066,-0.193,0.046,-0.114,513,-5.8651e-05
