Time,X,Y,Fx,Fy,Fz,Mx,My,Mz,Potentiometer_bit,handle_disp
02:03:37:996883,0.374037,0,0.049,-0.101,-0.194,-0.003,0,-0.001,547,0.00193548
02:03:38:1998,0.374037,0,0.069,-0.087,-0.157,-0.003,0.001,-0.001,547,0.00193548
02:03:38:6982,0.374037,0,0.062,-0.038,0.056,-0.001,0.002,-0.001,547,0.00193548
02:03:38:12130,0.374037,0.000170692,0.042,-0.007,0.204,-0.001,0.002,-0.002,547,0.00193548
02:03:38:17128,0.374034,0.000325224,0.017,0.012,0.255,0,0.001,-0.002,547,0.00193548
02:03:38:22250,0.374034,0.000523643,0.015,0.006,0.172,-0.001,0,-0.002,547,0.00193548
02:03:38:27260,0.374034,0.000764287,0.029,-0.016,-0.011,-0.001,-0.001,0,547,0.00193548
02:03:38:32254,0.374032,0.00104543,0.04,-0.03,-0.118,0,0,0,547,0.00193548
02:03:38:37373,0.374031,0.00137431,0.046,-0.038,-0.207,0.001,0,0.001,547,0.00193548
02:03:38:42378,0.374075,0.00173929,0.037,-0.035,-0.161,0.001,0,0,547,0.00193548
02:03:38:47508,0.374071,0.00213826,0.028,-0.031,-0.057,0,0,-0.002,547,0.00193548
02:03:38:52541,0.374066,0.00256966,0.01,-0.015,0.113,-0.001,0,-0.003,547,0.00193548
02:03:38:57614,0.374059,0.00303179,-0.003,0.007,0.172,-0.001,0.001,0,547,0.00193548
02:03:38:62505,0.374053,0.00352295,-0.01,0.031,0.138,0,0.001,0.001,547,0.00193548
02:03:38:67743,0.374044,0.00404748,-0.001,-0,0.063,0.001,0.001,-0.003,548,0.00199413
02:03:38:72765,0.374034,0.00459717,0.024,-0.116,-0.008,0,-0.002,-0.023,551,0.00217009
02:03:38:77751,0.374067,0.00516999,0.048,-0.16,0.041,-0.004,-0.004,-0.033,551,0.00217009
02:03:38:82886,0.374051,0.00576398,0.108,0.001,0.243,-0.008,-0.002,-0.019,553,0.00228739
02:03:38:88020,0.374036,0.00637835,0.168,0.283,0.348,-0.003,0.003,0.006,553,0.00228739
02:03:38:93037,0.374061,0.00701201,0.248,0.814,0.279,0.017,0.012,0.039,555,0.00240469
02:03:38:98001,0.374039,0.00766556,0.253,1.121,0.109,0.035,0.013,0.039,556,0.00246334
02:03:38:103118,0.374059,0.00833567,0.164,1.434,-0.112,0.054,0.005,0.017,556,0.00246334
02:03:38:108315,0.374034,0.00901828,0.064,1.581,-0.156,0.058,-0.001,0.011,557,0.00252199
02:03:38:113257,0.37405,0.00971502,-0.07,1.773,-0.119,0.055,-0.008,0.035,557,0.00252199
02:03:38:118262,0.374063,0.0104231,-0.121,1.858,-0.09,0.054,-0.009,0.057,557,0.00252199
02:03:38:123366,0.374072,0.0111417,-0.129,1.827,-0.08,0.054,-0.01,0.058,556,0.00246334
02:03:38:128510,0.374033,0.011871,-0.089,1.616,-0.104,0.054,-0.011,0.025,556,0.00246334
02:03:38:133509,0.37404,0.0126094,-0.064,1.457,-0.136,0.052,-0.011,0.014,556,0.00246334
02:03:38:138612,0.37404,0.0133549,-0.051,1.271,-0.171,0.049,-0.007,0.03,556,0.00246334
02:03:38:143757,0.37404,0.0141071,-0.052,1.153,-0.159,0.047,-0.005,0.039,556,0.00246334
02:03:38:148736,0.374035,0.0148647,-0.041,0.912,-0.109,0.044,-0.006,0.023,556,0.00246334
02:03:38:153755,0.374074,0.0156294,-0.013,0.719,-0.094,0.04,-0.006,0.004,556,0.00246334
02:03:38:158862,0.374062,0.0163975,0.052,0.439,-0.105,0.028,0,-0.003,556,0.00246334
02:03:38:163869,0.374051,0.0171691,0.089,0.257,-0.102,0.013,0.008,0.003,556,0.00246334
02:03:38:169024,0.374035,0.0179434,0.103,-0.044,-0.078,-0.011,0.016,0.005,556,0.00246334
02:03:38:173987,0.374058,0.0187225,0.082,-0.243,-0.085,-0.022,0.015,-0.006,556,0.00246334
02:03:38:179132,0.374037,0.0195016,0.04,-0.431,-0.129,-0.026,0.004,-0.023,556,0.00246334
02:03:38:184145,0.374058,0.0202846,0.02,-0.44,-0.129,-0.02,-0.003,-0.022,556,0.00246334
02:03:38:189260,0.374031,0.0210669,-0.002,-0.299,-0.037,-0.012,-0.008,-0.01,556,0.00246334
02:03:38:194244,0.374044,0.0218524,-0.017,-0.141,0.039,-0.009,-0.007,-0.004,556,0.00246334
02:03:38:199390,0.374057,0.0226385,-0.026,0.123,0.068,-0.002,-0.002,0,556,0.00246334
02:03:38:204370,0.374067,0.0234251,0.007,0.351,-0.005,0.013,0.001,0.006,556,0.00246334
02:03:38:209393,0.374073,0.0242118,0.058,0.465,-0.043,0.024,0.001,0.009,556,0.00246334
02:03:38:214490,0.374075,0.0249979,0.17,0.606,-0.008,0.033,0,0.008,556,0.00246334
02:03:38:219376,0.374029,0.0257806,0.245,0.694,0.052,0.031,0.002,0.005,556,0.00246334
02:03:38:224626,0.374073,0.0265688,0.269,0.796,0.082,0.024,0.008,0.01,556,0.00246334
02:03:38:229646,0.374069,0.0273531,0.183,0.811,0.026,0.02,0.01,0.019,556,0.00246334
02:03:38:234778,0.374061,0.0281362,-0.059,0.737,-0.09,0.02,0.006,0.028,556,0.00246334
02:03:38:239757,0.374053,0.0289181,-0.192,0.645,-0.118,0.022,-0.001,0.023,556,0.00246334
02:03:38:244866,0.374037,0.0296981,-0.195,0.499,-0.076,0.021,-0.011,0.007,556,0.00246334
02:03:38:249886,0.374069,0.0304805,-0.096,0.414,-0.049,0.017,-0.013,0,556,0.00246334
02:03:38:254997,0.374052,0.0312572,0.01,0.289,-0.049,0.008,-0.012,0,556,0.00246334
02:03:38:259985,0.374032,0.0320321,0.005,0.185,-0.039,0.003,-0.012,0.003,556,0.00246334
02:03:38:265001,0.374054,0.0328084,0.049,-0.008,0.021,-0.001,-0.004,0.001,556,0.00246334
02:03:38:270119,0.374073,0.033583,0.238,-0.124,0.049,-0.003,0.011,-0.004,556,0.00246334
02:03:38:275247,0.374047,0.0343515,0.704,-0.205,0.035,-0.004,0.041,-0.009,557,0.00252199
02:03:38:280268,0.374062,0.0351208,0.948,-0.198,0.04,-0.006,0.054,-0.006,557,0.00252199
02:03:38:285374,0.37403,0.0358834,0.948,-0.183,0.175,-0.009,0.047,-0.003,556,0.00246334
02:03:38:290403,0.374042,0.036648,0.517,-0.231,0.367,-0.012,0.017,-0.011,556,0.00246334
02:03:38:295364,0.374051,0.0374093,0.092,-0.261,0.389,-0.013,-0.002,-0.018,556,0.00246334
02:03:38:300489,0.374057,0.038167,-0.587,-0.224,0.142,-0.012,-0.023,-0.016,556,0.00246334
02:03:38:305489,0.374062,0.0389212,-0.949,-0.15,-0.149,-0.01,-0.032,-0.006,557,0.00252199
02:03:38:310625,0.374065,0.0396757,-1.113,-0.046,-0.504,-0.006,-0.041,0.008,557,0.00252199
02:03:38:315753,0.374066,0.0404228,-0.915,-0,-0.529,-0.003,-0.046,0.009,556,0.00246334
02:03:38:320656,0.374066,0.0411665,-0.327,0.108,-0.202,0.004,-0.047,0,556,0.00246334
02:03:38:325882,0.374062,0.0419065,0.1,0.24,0.13,0.012,-0.04,-0.006,556,0.00246334
02:03:38:330989,0.374058,0.0426429,0.663,0.447,0.465,0.024,-0.003,-0.002,556,0.00246334
02:03:38:335886,0.374053,0.0433761,0.957,0.5,0.446,0.026,0.035,0.005,556,0.00246334
02:03:38:341017,0.374047,0.0441019,1.081,0.395,0.105,0.017,0.088,0.013,556,0.00246334
02:03:38:346124,0.374035,0.0448275,0.795,0.264,-0.165,0.007,0.092,0.012,556,0.00246334
02:03:38:351121,0.374071,0.0455519,-0.136,0.09,-0.364,-0.004,0.038,0.009,556,0.00246334
02:03:38:356130,0.374059,0.046267,-0.786,-0.01,-0.326,-0.01,-0.019,0.006,556,0.00246334
02:03:38:361234,0.374046,0.0469748,-1.198,-0.176,-0.137,-0.015,-0.085,0,556,0.00246334
02:03:38:366255,0.37403,0.047679,-0.974,-0.262,0.004,-0.015,-0.097,-0.009,556,0.00246334
02:03:38:371388,0.374061,0.048386,-0.149,-0.253,0.157,-0.004,-0.062,-0.019,556,0.00246334
02:03:38:376379,0.374046,0.049076,0.705,-0.123,0.107,0.008,0.018,-0.012,556,0.00246334
02:03:38:381512,0.374073,0.0497722,0.994,-0.07,-0.074,0.009,0.073,0.001,556,0.00246334
02:03:38:386512,0.374052,0.0504547,0.732,-0.115,-0.382,-0.002,0.105,0.016,556,0.00246334
02:03:38:391637,0.374033,0.0511341,0.166,-0.185,-0.436,-0.013,0.076,0.013,556,0.00246334
02:03:38:396653,0.374059,0.0518128,-0.694,-0.232,-0.196,-0.022,-0.016,-0.003,555,0.00240469
02:03:38:401770,0.374038,0.0524777,-0.907,-0.195,0.061,-0.02,-0.072,-0.012,555,0.00240469
02:03:38:406755,0.374062,0.0531419,-0.531,-0.078,0.326,-0.006,-0.098,-0.013,555,0.00240469
02:03:38:411877,0.37404,0.0537962,-0.019,-0.011,0.335,0.007,-0.071,-0.01,555,0.00240469
02:03:38:416887,0.374063,0.0544499,0.656,-0.008,0.078,0.02,0.01,-0.006,555,0.00240469
02:03:38:422005,0.374041,0.0550899,0.841,-0.083,-0.209,0.016,0.067,-0.002,555,0.00240469
02:03:38:426988,0.374062,0.055733,0.592,-0.235,-0.545,-0.008,0.101,0.009,554,0.00234604
02:03:38:432127,0.374042,0.0563589,0.2,-0.282,-0.511,-0.026,0.077,0.015,554,0.00234604
02:03:38:437117,0.374062,0.0569877,-0.205,-0.167,0.013,-0.033,0,0.009,553,0.00228739
02:03:38:442130,0.37404,0.0576028,-0.143,0.025,0.468,-0.022,-0.04,-0.003,553,0.00228739
02:03:38:447259,0.374062,0.0582177,0.173,0.332,0.735,0.01,-0.054,-0.018,553,0.00228739
02:03:38:452260,0.374037,0.0588218,0.141,0.419,0.466,0.029,-0.041,-0.014,553,0.00228739
02:03:38:457382,0.374061,0.0594226,-0.494,0.257,-0.314,0.037,-0.021,0.008,553,0.00228739
02:03:38:462397,0.374038,0.0600089,-1.091,-0.141,-0.76,0.013,-0.012,0.021,553,0.00228739
02:03:38:467374,0.374062,0.0605956,-0.966,-0.388,-0.594,-0.01,-0.008,0.011,553,0.00228739
02:03:38:472405,0.37404,0.0611676,0.011,-0.536,0.132,-0.034,0.002,-0.018,553,0.00228739
02:03:38:477641,0.374064,0.0617437,0.763,-0.476,0.586,-0.032,0.015,-0.033,553,0.00228739
02:03:38:482624,0.374045,0.0623017,1.242,-0.301,0.744,-0.013,0.037,-0.027,553,0.00228739
02:03:38:487772,0.374069,0.06286,0.976,-0.235,0.493,-0.006,0.047,-0.01,553,0.00228739
02:03:38:492765,0.374051,0.0634037,0.098,-0.233,-0.026,-0.011,0.039,0.01,552,0.00222874
02:03:38:497874,0.374033,0.0639402,-0.391,-0.222,-0.217,-0.018,0.017,0.011,552,0.00222874
02:03:38:502903,0.37406,0.0644774,-0.527,-0.119,-0.159,-0.014,-0.02,-0.001,552,0.00222874
02:03:38:508021,0.374044,0.0649959,-0.297,-0.051,-0.034,-0.005,-0.035,-0.01,552,0.00222874
02:03:38:512919,0.374073,0.065519,-0.007,-0.095,-0.017,0.004,-0.038,-0.01,552,0.00222874
