This is file header
-0,0,0,0.1279,0,15.947,17.213,51.267,0.158,-0.544,-0.221,629,313
-0.000133572,-3.68018e-22,0,0.128165,0,15.947,17.213,51.267,0.158,-0.544,-0.221,627,312
-0.000106858,0,0,0.128107,0,15.952,17.119,51.29,0.158,-0.549,-0.222,628,312
-0,0,0,0.1279,0,15.97,17.122,51.212,0.158,-0.548,-0.221,629,313
-5.3429e-05,0,0,0.12799,0,15.929,17.103,52.09,0.158,-0.546,-0.227,627,312
-0.000106858,0,0,0.128107,0,15.906,17.059,51.682,0.159,-0.548,-0.223,628,312
-0,0,0,0.1279,0,15.844,17.028,51.728,0.16,-0.548,-0.222,629,313
-5.3429e-05,0,0,0.12799,0,15.939,17.096,51.389,0.163,-0.545,-0.219,627,312
-0.000133572,-3.68018e-22,0,0.128165,0,15.947,17.105,51.599,0.16,-0.546,-0.221,628,312
-0,0,0,0.1279,0,15.908,17.146,51.484,0.158,-0.546,-0.222,630,314
-5.3429e-05,0,0,0.12799,0,15.959,17.283,50.885,0.16,-0.545,-0.219,627,312
-0.000133572,-3.68018e-22,0,0.128165,0,16.01,17.245,51.596,0.155,-0.546,-0.223,628,312
-0.000106858,0,0,0.128107,0,15.903,17.205,51.724,0.158,-0.547,-0.225,630,314
-5.3429e-05,0,0,0.12799,0,15.875,17.203,51.701,0.154,-0.546,-0.224,629,313
-0.000133572,-3.68018e-22,0,0.128165,0,15.872,17.068,51.668,0.158,-0.548,-0.223,628,312
-0.000106858,0,0,0.128107,0,15.792,17.026,51.72,0.16,-0.548,-0.224,630,314
-5.3429e-05,0,0,0.12799,0,15.801,17.07,52.009,0.157,-0.547,-0.225,629,313
-0.000133572,-3.68018e-22,0,0.128165,0,15.914,17.015,51.836,0.162,-0.547,-0.223,627,312
-0.000106858,0,0,0.128107,0,15.927,17.052,51.762,0.159,-0.547,-0.222,630,314
-0,0,0,0.1279,0,15.837,17.137,51.771,0.159,-0.548,-0.225,629,313
-0.000133572,-3.68018e-22,0,0.128165,0,15.873,17.339,51.67,0.153,-0.547,-0.226,627,312
-0.000106858,0,0,0.128107,0,15.984,17.508,51.756,0.147,-0.545,-0.228,628,312
-0,0,0,0.1279,0,16.08,17.471,51.658,0.154,-0.546,-0.227,629,313
-5.3429e-05,0,0,0.12799,0,15.972,17.275,51.676,0.156,-0.548,-0.226,627,312
-0.000106858,0,0,0.128107,0,15.825,16.994,51.782,0.161,-0.55,-0.225,628,312
-0,0,0,0.1279,0,15.824,16.803,51.942,0.161,-0.549,-0.224,630,314
-5.3429e-05,0,0,0.12799,0,15.933,16.776,51.788,0.164,-0.548,-0.221,627,312
-0.000133572,-3.68018e-22,0,0.128165,0,15.872,16.854,51.673,0.166,-0.549,-0.221,628,312
-0,0,0,0.1279,0,15.844,17.03,51.932,0.158,-0.548,-0.223,630,314
-5.3429e-05,0,0,0.12799,0,16.017,17.161,51.668,0.158,-0.546,-0.223,629,313
-0.000133572,-3.68018e-22,0,0.128165,0,16.024,17.166,51.574,0.158,-0.545,-0.222,628,312
-0.000106858,0,0,0.128107,0,15.876,17.098,51.856,0.159,-0.549,-0.225,630,314
-5.3429e-05,0,0,0.12799,0,15.827,17.144,51.635,0.157,-0.55,-0.225,629,313
-0.000133572,-3.68018e-22,0,0.128165,0,15.931,17.306,51.807,0.153,-0.546,-0.228,627,312
-0.000106858,0,0,0.128107,0,15.955,17.394,52.105,0.151,-0.546,-0.231,630,314
-0,0,0,0.1279,0,15.857,17.405,51.69,0.15,-0.549,-0.227,629,313
-0.000133572,-3.68018e-22,0,0.128165,0,15.836,17.224,51.949,0.156,-0.548,-0.228,627,312
-0.000106858,0,0,0.128107,0,15.87,17.102,52.004,0.161,-0.547,-0.227,630,314
-0,0,0,0.1279,0,15.916,17.108,51.473,0.157,-0.549,-0.22,629,313
