This is file header
13:34:56:6744,8.72665e-05,-0.523581,1.57078,0,1.04718,0,0,0
13:34:56:11072,6.98132e-05,-0.523581,1.57078,0,1.04718,0,0,0
13:34:56:15322,6.98132e-05,-0.523581,1.57078,0,1.04718,0,0,0
13:34:56:19618,6.98132e-05,-0.523581,1.57078,0,1.04718,0,0,0
13:34:56:23866,6.98132e-05,-0.523581,1.57078,0,1.04718,0,0,0
13:34:56:28069,6.98132e-05,-0.523581,1.57078,0,1.04718,0,0,0
13:34:56:32329,6.98132e-05,-0.523581,1.57078,0,1.04718,0,0,0
13:34:56:36570,6.98132e-05,-0.523581,1.57078,0,1.04718,0,0,0
13:34:56:40897,6.98132e-05,-0.523581,1.57078,0,1.04718,0,0,0
13:34:56:45245,6.98132e-05,-0.523581,1.57078,0,1.04718,0,0,0
13:34:56:49440,6.98132e-05,-0.523581,1.57078,0,1.04718,0,0,0
13:34:56:53740,6.98132e-05,-0.523581,1.57078,0,1.04718,0,0,0
13:34:56:57989,6.98132e-05,-0.523564,1.57078,0,1.04718,0,0,0
13:34:56:62186,6.98132e-05,-0.523564,1.57078,0,1.04718,0,0,0
13:34:56:66503,6.98132e-05,-0.523564,1.57078,0,1.04718,0,0,0
13:34:56:70698,6.98132e-05,-0.523564,1.57078,0,1.04718,0,0,0
13:34:56:74976,6.98132e-05,-0.523564,1.57078,0,1.04718,0,0,0
13:34:56:79249,6.98132e-05,-0.523564,1.57078,0,1.04718,0,0,0
13:34:56:83487,6.98132e-05,-0.523564,1.57078,0,1.04718,0,0,0
13:34:56:87749,6.98132e-05,-0.523564,1.57078,0,1.04718,0,0,0
13:34:56:91984,6.98132e-05,-0.523564,1.57078,0,1.04718,0,0,0
13:34:56:96189,6.98132e-05,-0.523564,1.57078,0,1.04718,0,0,0
13:34:56:100532,6.98132e-05,-0.523564,1.57078,0,1.04718,0,0,0
13:34:56:104904,6.98132e-05,-0.523564,1.57078,0,1.04718,0,0,0
13:34:56:109079,6.98132e-05,-0.523564,1.57078,0,1.04718,0,0,0
13:34:56:113323,6.98132e-05,-0.523564,1.57078,0,1.04718,0,0,0
13:34:56:117610,6.98132e-05,-0.523564,1.57078,0,1.04718,0,0,0
13:34:56:121873,6.98132e-05,-0.523564,1.57078,0,1.04718,0,0,0
13:34:56:126117,6.98132e-05,-0.523564,1.57078,0,1.04718,0,0,0
13:34:56:130490,6.98132e-05,-0.523564,1.57078,0,1.04718,0,0,0
13:34:56:134747,6.98132e-05,-0.523564,1.57078,0,1.04718,0,0,0
13:34:56:138996,6.98132e-05,-0.523564,1.57078,0,1.04718,0,0,0
13:34:56:143184,6.98132e-05,-0.523564,1.57078,0,1.04718,0,0,0
13:34:56:147509,6.98132e-05,-0.523564,1.57078,0,1.04718,0,0,0
13:34:56:151736,6.98132e-05,-0.523546,1.57078,0,1.04718,0,0,0
13:34:56:155935,6.98132e-05,-0.523546,1.57078,0,1.04718,0,0,0
13:34:56:160257,6.98132e-05,-0.523546,1.57078,0,1.04718,0,0,0
13:34:56:164447,6.98132e-05,-0.523546,1.57078,0,1.04718,0,0,0
13:34:56:168757,6.98132e-05,-0.523546,1.57078,0,1.04718,0,0,0
13:34:56:172927,6.98132e-05,-0.523546,1.57078,0,1.04718,0,0,0
13:34:56:177257,6.98132e-05,-0.523546,1.57078,0,1.04718,0,0,0
13:34:56:181474,6.98132e-05,-0.523546,1.57078,0,1.04718,0,0,0
13:34:56:185756,6.98132e-05,-0.523546,1.57078,0,1.04718,0,0,0
13:34:56:190127,6.98132e-05,-0.523546,1.57078,0,1.04718,0,0,0
13:34:56:194377,6.98132e-05,-0.523546,1.57078,0,1.04718,0,0,0
13:34:56:198629,6.98132e-05,-0.523546,1.57078,0,1.04718,0,0,0
13:34:56:203004,6.98132e-05,-0.523546,1.57078,0,1.04718,0,0,0
13:34:56:207393,6.98132e-05,-0.523546,1.57078,0,1.04718,0,0,0
13:34:56:211755,6.98132e-05,-0.523546,1.57078,0,1.04718,0,0,0
