Time,X,Y,Fx,Fy,Fz,Mx,My,Mz,Potentiometer_bit,handle_disp
02:02:17:957263,0.374037,0,0.076,-0.022,-0.298,0,0.001,0.001,506,-0.000469208
02:02:17:962273,0.374037,0,0.104,-0.006,-0.294,0.001,0.001,0.001,506,-0.000469208
02:02:17:967298,0.374037,0,0.085,-0.007,-0.207,0,0.001,0,506,-0.000469208
02:02:17:972418,0.374034,-0.000237325,0.052,-0.022,-0.152,-0.001,0,0,505,-0.000527859
02:02:17:977518,0.374034,-0.000506011,0.029,-0.036,-0.116,-0.002,-0.002,0,505,-0.000527859
02:02:17:982664,0.374034,-0.000874702,0.036,-0.025,-0.102,-0.001,-0.002,0,505,-0.000527859
02:02:17:987729,0.374031,-0.0013434,0.051,0.016,-0.043,0,-0.001,0,505,-0.000527859
02:02:17:992649,0.374074,-0.00191236,0.05,0.045,0.016,0.001,0,0,505,-0.000527859
02:02:17:997775,0.374066,-0.00258257,0.027,0.062,0.064,0.001,0.001,0,505,-0.000527859
02:02:18:2761,0.374055,-0.00335327,0,0.054,0.032,0,0.001,0,505,-0.000527859
02:02:18:7899,0.374041,-0.0042238,-0.043,0.023,-0.099,0,0.001,0,505,-0.000527859
02:02:18:12893,0.374067,-0.00519508,-0.045,-0.01,-0.21,-0.001,0,0,505,-0.000527859
02:02:18:18025,0.374037,-0.00626527,-0.016,-0.022,-0.196,0,0,-0.002,505,-0.000527859
02:02:18:23025,0.374045,-0.00743655,0.026,-0.01,-0.023,0,0,-0.003,505,-0.000527859
02:02:18:28144,0.374045,-0.00870824,0.028,0.018,0.104,0,0,0,503,-0.000645161
02:02:18:33203,0.374033,-0.0100806,0,0.069,0.131,0,0,0.013,496,-0.00105572
02:02:18:38267,0.374051,-0.0115542,-0.017,0.098,0.036,0,0.001,0.019,496,-0.00105572
02:02:18:43284,0.374055,-0.0131272,-0.048,0.1,-0.103,0.005,0.001,0.018,486,-0.00164223
02:02:18:48423,0.374038,-0.0147993,-0.106,0.005,-0.135,0.007,0,0.018,473,-0.00240469
02:02:18:53406,0.37405,-0.016573,-0.276,-0.496,-0.177,-0.002,-0.004,0.018,473,-0.00240469
02:02:18:58409,0.374038,-0.0184455,-0.409,-1.154,-0.232,-0.024,-0.008,0.006,459,-0.00322581
