Time,FT1,FT2,X,Y,Z
14:16:45:555802,0,0,-0.125,0.465,0.01
14:16:45:560711,0,0,-0.125,0.465031,0.01
14:16:45:565940,0,0,-0.125,0.465037,0.01
14:16:45:570932,0,0,-0.125,0.465037,0.01
14:16:45:576049,0,0,-0.125,0.465042,0.01
14:16:45:581048,0,0,-0.125,0.465042,0.01
14:16:45:586179,0,0,-0.125,0.465042,0.01
14:16:45:591301,0,0,-0.125,0.465042,0.01
14:16:45:596299,0,0,-0.125,0.465048,0.01
14:16:45:601423,0,0,-0.125,0.465048,0.01
14:16:45:606551,0,0,-0.125,0.465048,0.01
14:16:45:611588,0,0,-0.125,0.465053,0.01
14:16:45:616555,0,0,-0.125,0.465053,0.01
14:16:45:621705,0,0,-0.125,0.465053,0.01
14:16:45:626678,0,0,-0.125,0.465053,0.01
14:16:45:631841,0,0,-0.125,0.465053,0.01
14:16:45:636804,0,0,-0.125,0.465053,0.01
14:16:45:641925,0,0,-0.125,0.465058,0.01
14:16:45:646934,0,0,-0.125,0.465058,0.01
14:16:45:652071,0,0,-0.125,0.465058,0.01
14:16:45:657185,0,0,-0.125,0.465058,0.01
14:16:45:662173,0,0,-0.125,0.465058,0.01
14:16:45:667185,0,0,-0.125,0.465059,0.01
14:16:45:672309,0,0,-0.125,0.465059,0.01
14:16:45:677297,0,0,-0.125,0.465059,0.01
14:16:45:682434,0,0,-0.125,0.465059,0.01
14:16:45:687561,0,0,-0.125,0.465059,0.01
14:16:45:692551,0,0,-0.125,0.465059,0.01
14:16:45:697548,0,0,-0.125,0.465059,0.01
14:16:45:702805,0,0,-0.125,0.465059,0.01
14:16:45:707808,0,0,-0.125,0.465059,0.01
14:16:45:712807,0,0,-0.125,0.465059,0.01
14:16:45:717797,0,0,-0.125,0.465059,0.01
14:16:45:723060,0,0,-0.125,0.465059,0.01
14:16:45:727822,0,0,-0.125,0.465059,0.01
14:16:45:733047,0,0,-0.125,0.465059,0.01
14:16:45:738064,0,0,-0.125,0.465059,0.01
14:16:45:743182,0,0,-0.125,0.465059,0.01
