Time,X,Y,Fx,Fy,Fz,Mx,My,Mz,Potentiometer_bit,handle_disp
22:56:11:95791,0.374037,0,-0.033,-0.004,0.006,-0.005,0,-0.002,521,0.000410557
22:56:11:100851,0.374037,0,0.097,-0.041,-0.26,-0.004,0.001,0,521,0.000410557
22:56:11:105905,0.374037,0,0.15,-0.054,-0.319,-0.004,0.002,0,521,0.000410557
22:56:11:110902,0.374034,0.000198492,0.143,-0.044,-0.175,-0.004,0.003,0,521,0.000410557
22:56:11:115921,0.374034,0.000420973,0.097,-0.025,-0.032,-0.004,0.002,-0.002,521,0.000410557
22:56:11:121076,0.374034,0.00071935,0.031,-0.008,0.051,-0.005,0,-0.003,521,0.000410557
22:56:11:126036,0.374031,0.00109825,0.016,-0.015,0.009,-0.005,-0.002,-0.003,521,0.000410557
22:56:11:131173,0.37403,0.00154987,0.034,-0.046,-0.076,-0.007,-0.002,-0.002,521,0.000410557
22:56:11:136351,0.374071,0.00207863,0.06,-0.064,-0.096,-0.007,-0.001,-0.002,521,0.000410557
22:56:11:141282,0.374065,0.00267623,0.096,-0.064,-0.091,-0.007,0,-0.003,521,0.000410557
22:56:11:146198,0.374055,0.00334654,0.106,-0.045,-0.098,-0.006,0.001,-0.004,521,0.000410557
22:56:11:151427,0.374044,0.00408203,0.091,-0.004,-0.156,-0.005,0.001,-0.002,521,0.000410557
22:56:11:156541,0.374072,0.00488566,0.046,0.042,-0.248,-0.003,0,0.004,523,0.000527859
22:56:11:161517,0.374051,0.00574981,0.015,0.066,-0.278,-0.001,0,0.007,528,0.000821114
22:56:11:166527,0.374072,0.0066776,-0.007,0.048,-0.222,0,-0.002,-0.007,528,0.000821114
22:56:11:171657,0.374039,0.00766012,0,-0.016,-0.141,0,-0.004,-0.026,537,0.00134897
22:56:11:176781,0.374046,0.00870097,0.042,-0.103,-0.04,-0.007,-0.007,-0.039,547,0.00193548
22:56:11:181784,0.374044,0.00979199,0.098,-0.04,-0.003,-0.01,-0.005,-0.023,547,0.00193548
22:56:11:186783,0.374036,0.0109347,0.241,0.385,0.049,-0.004,0.005,0.019,558,0.00258065
22:56:11:191931,0.374065,0.0121235,0.36,0.857,0.097,0.011,0.014,0.034,572,0.00340176
22:56:11:196909,0.37404,0.0133563,0.468,1.638,0.146,0.041,0.019,0.023,572,0.00340176
22:56:11:202047,0.37405,0.0146297,0.422,2.093,0.126,0.057,0.014,0.017,584,0.00410557
22:56:11:207157,0.374052,0.0159424,0.162,2.588,0.003,0.065,0.001,0.039,584,0.00410557
22:56:11:212163,0.37404,0.0172878,-0.06,2.784,-0.098,0.062,-0.007,0.066,596,0.00480938
22:56:11:217146,0.374065,0.0186682,-0.305,2.882,-0.166,0.056,-0.016,0.087,605,0.00533724
22:56:11:222273,0.374033,0.0200735,-0.359,2.834,-0.124,0.055,-0.021,0.079,605,0.00533724
22:56:11:227280,0.374034,0.0215074,-0.287,2.652,-0.002,0.06,-0.026,0.052,612,0.0057478
22:56:11:232391,0.374067,0.0229659,-0.107,2.401,0.036,0.065,-0.025,0.036,615,0.00592375
22:56:11:237412,0.374046,0.0244422,0.011,2.222,-0.013,0.063,-0.021,0.036,615,0.00592375
22:56:11:242519,0.374056,0.0259371,0.097,1.958,-0.139,0.054,-0.014,0.042,615,0.00592375
22:56:11:247567,0.374057,0.0274473,0.083,1.791,-0.223,0.048,-0.01,0.043,615,0.00592375
22:56:11:252644,0.374045,0.0289676,0.038,1.561,-0.321,0.046,-0.003,0.036,615,0.00592375
22:56:11:257678,0.374066,0.0305007,0.04,1.426,-0.325,0.049,0.003,0.03,613,0.00580645
22:56:11:262718,0.374031,0.0320357,0.1,1.247,-0.129,0.051,0.014,0.023,613,0.00580645
22:56:11:267775,0.374073,0.0335822,0.163,1.129,0.122,0.049,0.016,0.017,612,0.0057478
22:56:11:272785,0.374062,0.0351263,0.287,0.963,0.413,0.044,0.009,0.004,610,0.0056305
22:56:11:277891,0.374039,0.0366697,0.379,0.894,0.378,0.045,0.003,-0.001,610,0.0056305
22:56:11:282911,0.374049,0.0382139,0.456,0.903,0.019,0.052,-0.001,0.003,610,0.0056305
22:56:11:287913,0.374051,0.0397551,0.424,0.955,-0.219,0.053,0,0.01,610,0.0056305
22:56:11:293037,0.374041,0.0412889,0.263,0.985,-0.314,0.037,0.006,0.019,610,0.0056305
22:56:11:298166,0.374069,0.0428212,0.131,0.93,-0.22,0.019,0.009,0.021,610,0.0056305
22:56:11:303161,0.374043,0.0443413,0.018,0.792,0.003,0,0.007,0.02,610,0.0056305
22:56:11:308308,0.374053,0.0458561,0.09,0.745,0.157,0,0.001,0.017,609,0.00557185
22:56:11:313277,0.374054,0.0473604,0.506,0.846,0.318,0.01,0.001,0.011,609,0.00557185
22:56:11:318270,0.37405,0.0488507,0.892,0.992,0.303,0.017,0.014,0.01,609,0.00557185
22:56:11:323300,0.374035,0.0503338,1.174,1.137,0.039,0.022,0.042,0.017,607,0.00545455
22:56:11:328542,0.37406,0.0518091,0.653,1.029,-0.369,0.018,0.047,0.027,604,0.00527859
22:56:11:333549,0.374032,0.0532637,-0.031,0.864,-0.611,0.013,0.026,0.029,604,0.00527859
22:56:11:338668,0.374043,0.0547147,-0.869,0.691,-0.81,0.007,-0.024,0.024,600,0.00504399
22:56:11:343704,0.374049,0.0561516,-0.979,0.686,-0.786,0.008,-0.051,0.018,594,0.00469208
22:56:11:348672,0.374046,0.0575739,-0.601,0.731,-0.514,0.015,-0.068,0.008,594,0.00469208
22:56:11:353801,0.37404,0.0589826,-0.331,0.679,-0.27,0.017,-0.066,0.002,589,0.00439883
22:56:11:358801,0.374076,0.060385,-0.237,0.389,-0.052,0.01,-0.053,-0.004,589,0.00439883
22:56:11:363899,0.374056,0.0617686,-0.24,0.112,-0.069,0,-0.039,-0.005,585,0.00416422
22:56:11:369036,0.374036,0.0631353,0.07,-0.254,-0.24,-0.013,0,-0.004,581,0.00392962
22:56:11:374048,0.374056,0.0644954,0.499,-0.403,-0.345,-0.018,0.035,-0.003,581,0.00392962
22:56:11:379160,0.37407,0.0658413,1.02,-0.478,-0.344,-0.02,0.075,-0.007,575,0.00357771
22:56:11:384163,0.374035,0.0671688,1.029,-0.447,-0.194,-0.02,0.076,-0.01,570,0.00328446
22:56:11:389287,0.374043,0.0684871,0.603,-0.299,0.15,-0.016,0.041,-0.012,570,0.00328446
22:56:11:394282,0.374047,0.0697913,0.294,-0.156,0.288,-0.011,0.011,-0.009,565,0.0029912
22:56:11:399472,0.374047,0.0710815,0.087,0.036,0.158,-0.001,-0.012,-0.003,565,0.0029912
22:56:11:404407,0.374046,0.072358,-0.034,0.09,-0.127,0.003,-0.015,0,563,0.0028739
22:56:11:409552,0.374042,0.0736203,-0.244,0.007,-0.156,-0.002,-0.017,-0.004,561,0.0027566
22:56:11:414535,0.374034,0.0748686,-0.62,-0.266,0.082,-0.022,-0.021,-0.013,561,0.0027566
22:56:11:419661,0.374069,0.0761122,-0.689,-0.443,0.252,-0.034,-0.023,-0.017,560,0.00269795
22:56:11:424684,0.374056,0.0773324,-0.39,-0.465,0.282,-0.034,-0.019,-0.015,558,0.00258065
22:56:11:429795,0.374043,0.078539,-0.079,-0.279,0.161,-0.024,-0.013,-0.009,558,0.00258065
22:56:11:434782,0.374072,0.0797409,0.228,0.085,-0.115,-0.008,0.002,0,557,0.00252199
22:56:11:439818,0.374059,0.0809203,0.281,0.22,-0.311,-0.006,0.017,0.005,554,0.00234604
22:56:11:444904,0.37404,0.0820845,0.252,0.196,-0.5,-0.012,0.036,0.009,554,0.00234604
22:56:11:449898,0.374066,0.0832452,0.218,0.108,-0.476,-0.014,0.035,0.009,553,0.00228739
22:56:11:455019,0.374047,0.0843859,0.106,-0.019,-0.244,-0.014,0.015,0.001,553,0.00228739
22:56:11:459919,0.374073,0.0855191,-0.05,-0.111,-0.08,-0.013,-0.004,-0.007,551,0.00217009
22:56:11:465165,0.37405,0.086631,-0.346,-0.301,-0.007,-0.015,-0.026,-0.018,548,0.00199413
22:56:11:470145,0.37403,0.0877299,-0.462,-0.454,-0.083,-0.019,-0.034,-0.02,548,0.00199413
22:56:11:475282,0.374054,0.0888251,-0.36,-0.648,-0.259,-0.027,-0.038,-0.018,547,0.00193548
22:56:11:480287,0.374034,0.0898998,-0.153,-0.708,-0.331,-0.03,-0.033,-0.017,547,0.00193548
22:56:11:485415,0.374055,0.0909705,0.154,-0.695,-0.296,-0.028,-0.009,-0.019,547,0.00193548
22:56:11:490414,0.374035,0.0920209,0.33,-0.663,-0.14,-0.027,0.025,-0.019,547,0.00193548
22:56:11:495516,0.374055,0.0930713,0.375,-0.675,-0.029,-0.03,0.042,-0.017,547,0.00193548
22:56:11:500658,0.374035,0.0940973,0.296,-0.678,0.095,-0.034,0.039,-0.016,546,0.00187683
22:56:11:505670,0.374056,0.0951237,0.117,-0.606,0.133,-0.031,0.02,-0.015,545,0.00181818
22:56:11:510668,0.374036,0.0961292,-0.223,-0.39,0.085,-0.021,-0.01,-0.008,545,0.00181818
22:56:11:515776,0.374055,0.0971387,-0.367,-0.251,-0.01,-0.015,-0.023,-0.001,545,0.00181818
22:56:11:520779,0.374036,0.0981235,-0.36,-0.166,-0.141,-0.013,-0.028,0.002,545,0.00181818
22:56:11:525928,0.374057,0.0991128,-0.265,-0.204,-0.157,-0.014,-0.026,-0.002,545,0.00181818
22:56:11:531069,0.374035,0.10008,-0.134,-0.373,-0.086,-0.02,-0.019,-0.011,545,0.00181818
22:56:11:536025,0.374057,0.101049,-0.082,-0.53,-0.029,-0.027,-0.012,-0.013,545,0.00181818
22:56:11:541044,0.374035,0.101999,-0.014,-0.715,0.012,-0.037,0.005,-0.009,545,0.00181818
22:56:11:546162,0.374056,0.102955,0.068,-0.711,0.021,-0.039,0.018,-0.008,544,0.00175953
22:56:11:551160,0.374032,0.103887,0.262,-0.463,0.035,-0.028,0.029,-0.009,544,0.00175953
22:56:11:556295,0.374052,0.104826,0.38,-0.222,0.045,-0.016,0.026,-0.009,544,0.00175953
22:56:11:561315,0.374074,0.105754,0.416,0.046,0.039,-0.001,0.015,-0.003,542,0.00164223
22:56:11:566408,0.374052,0.106663,0.322,0.15,-0.015,0.008,0.011,0.004,542,0.00164223
22:56:11:571423,0.374072,0.107574,0.253,0.178,-0.078,0.014,0.011,0.008,541,0.00158358
22:56:11:576557,0.374053,0.108466,0.097,0.16,-0.2,0.013,0.006,0.007,541,0.00158358
22:56:11:581536,0.374031,0.109351,-0.1,0.058,-0.297,0.003,-0.003,0.003,541,0.00158358
22:56:11:586677,0.374057,0.110236,-0.399,-0.231,-0.466,-0.017,-0.018,-0.003,540,0.00152493
22:56:11:591660,0.374042,0.111097,-0.413,-0.437,-0.569,-0.027,-0.022,-0.006,540,0.00152493
22:56:11:596776,0.37407,0.111965,-0.066,-0.629,-0.592,-0.03,-0.018,-0.009,540,0.00152493
22:56:11:601794,0.374059,0.112802,0.228,-0.664,-0.455,-0.027,-0.013,-0.014,540,0.00152493
22:56:11:606913,0.37405,0.113633,0.418,-0.637,-0.101,-0.026,-0.001,-0.025,540,0.00152493
22:56:11:611916,0.374047,0.114447,0.328,-0.607,0.068,-0.028,0.007,-0.027,540,0.00152493
22:56:11:616916,0.374051,0.115244,0.002,-0.575,0.014,-0.033,0.017,-0.017,540,0.00152493
22:56:11:622032,0.374058,0.116027,-0.219,-0.546,-0.169,-0.034,0.015,-0.009,540,0.00152493
22:56:11:627073,0.374073,0.116793,-0.316,-0.435,-0.374,-0.028,0,-0.003,540,0.00152493
22:56:11:632173,0.374055,0.117526,-0.15,-0.319,-0.363,-0.02,-0.009,-0.002,540,0.00152493
22:56:11:637291,0.374044,0.118241,0.239,-0.162,-0.203,-0.01,-0.012,-0.002,540,0.00152493
22:56:11:642280,0.374044,0.11893,0.378,-0.105,-0.111,-0.009,-0.007,-0.004,540,0.00152493
22:56:11:647184,0.374059,0.119599,0.304,-0.074,-0.103,-0.01,0.007,-0.006,540,0.00152493
22:56:11:652420,0.374039,0.120229,0.087,-0.066,-0.222,-0.01,0.018,0,539,0.00146628
22:56:11:657433,0.374036,0.120829,-0.086,-0.086,-0.305,-0.01,0.017,0.007,537,0.00134897
22:56:11:662543,0.37405,0.121399,-0.334,-0.154,-0.361,-0.012,0.001,0.007,537,0.00134897
22:56:11:667657,0.374039,0.121926,-0.347,-0.179,-0.36,-0.013,-0.01,0.001,536,0.00129032
22:56:11:672670,0.374047,0.122418,0,-0.146,-0.302,-0.007,-0.017,-0.006,536,0.00129032
22:56:11:677795,0.374032,0.122862,0.297,-0.131,-0.191,-0.002,-0.014,-0.007,536,0.00129032
22:56:11:682794,0.374039,0.123266,0.433,-0.237,0.058,-0.001,-0.004,-0.009,535,0.00123167
22:56:11:687891,0.374072,0.12363,0.314,-0.388,0.149,-0.008,0.004,-0.013,533,0.00111437
22:56:11:692898,0.374047,0.123922,0.052,-0.622,-0.023,-0.024,0.016,-0.015,533,0.00111437
22:56:11:697910,0.374047,0.124169,-0.142,-0.729,-0.26,-0.036,0.019,-0.012,531,0.000997067
22:56:11:703038,0.374036,0.124352,-0.433,-0.759,-0.419,-0.044,0.005,-0.004,531,0.000997067
22:56:11:708030,0.374056,0.124485,-0.472,-0.684,-0.293,-0.04,-0.008,-0.003,529,0.000879765
22:56:11:713141,0.374067,0.124549,-0.142,-0.528,0.022,-0.025,-0.022,-0.009,526,0.000703812
22:56:11:718161,0.374067,0.12455,0.139,-0.508,0.135,-0.016,-0.022,-0.016,526,0.000703812
22:56:11:723306,0.374064,0.124472,0.219,-0.687,0.1,-0.018,-0.009,-0.025,523,0.000527859
22:56:11:728303,0.374054,0.124322,0.074,-0.861,0.025,-0.027,0.003,-0.024,519,0.000293255
22:56:11:733466,0.374043,0.124091,-0.078,-1.017,-0.078,-0.038,0.023,-0.014,519,0.000293255
22:56:11:738428,0.374072,0.123796,-0.07,-1.046,-0.182,-0.043,0.029,-0.008,514,0
22:56:11:743563,0.374059,0.123398,-0.095,-1.064,-0.223,-0.044,0.019,-0.013,514,0
22:56:11:748595,0.374046,0.122924,-0.177,-1.101,-0.167,-0.045,-0.006,-0.027,509,-0.000293255
22:56:11:753531,0.374034,0.122353,-0.165,-1.101,-0.086,-0.042,-0.018,-0.03,503,-0.000645161
22:56:11:758662,0.374067,0.121709,-0.061,-1.092,-0.06,-0.033,-0.022,-0.022,503,-0.000645161
22:56:11:763828,0.374063,0.120956,-0.053,-1.143,-0.131,-0.03,-0.021,-0.02,496,-0.00105572
22:56:11:768790,0.374059,0.120111,-0.231,-1.342,-0.216,-0.037,-0.02,-0.033,489,-0.00146628
22:56:11:773804,0.374063,0.119161,-0.371,-1.504,-0.18,-0.047,-0.017,-0.043,489,-0.00146628
22:56:11:778929,0.374064,0.11812,-0.297,-1.667,-0.036,-0.059,0.003,-0.039,483,-0.00181818
22:56:11:783819,0.37407,0.116977,0.023,-1.685,0.048,-0.061,0.026,-0.027,478,-0.00211144
22:56:11:789030,0.374032,0.115722,0.664,-1.623,0.117,-0.054,0.055,-0.022,478,-0.00211144
22:56:11:794044,0.374038,0.114376,0.901,-1.611,0.121,-0.049,0.057,-0.033,473,-0.00240469
22:56:11:799168,0.374035,0.112934,0.653,-1.779,0.014,-0.052,0.034,-0.052,473,-0.00240469
22:56:11:804151,0.374034,0.111389,0.183,-1.985,-0.129,-0.063,0.01,-0.054,465,-0.0028739
22:56:11:809295,0.374063,0.109758,-0.47,-2.138,-0.295,-0.076,-0.016,-0.04,455,-0.00346041
22:56:11:814293,0.374044,0.108008,-0.624,-1.971,-0.266,-0.072,-0.023,-0.028,455,-0.00346041
22:56:11:819413,0.374053,0.106182,-0.419,-1.387,-0.04,-0.051,-0.021,-0.012,441,-0.00428152
22:56:11:824424,0.374043,0.104256,-0.082,-0.956,0.099,-0.034,-0.014,0,426,-0.00516129
22:56:11:829542,0.374049,0.10227,0.022,-1.052,0.005,-0.036,-0.008,0,426,-0.00516129
22:56:11:834532,0.374063,0.100229,-0.008,-1.811,-0.37,-0.06,0.003,-0.022,411,-0.00604106
22:56:11:839545,0.374072,0.0981489,-0.095,-2.52,-0.632,-0.081,0.012,-0.049,411,-0.00604106
22:56:11:844664,0.374074,0.0960496,-0.337,-3.431,-0.801,-0.107,0.013,-0.079,397,-0.00686217
22:56:11:849767,0.37405,0.0939577,-0.589,-3.77,-0.72,-0.116,0.003,-0.079,383,-0.00768328
22:56:11:854772,0.374034,0.0919086,-0.892,-3.859,-0.39,-0.116,-0.022,-0.065,383,-0.00768328
22:56:11:859796,0.374064,0.0899379,-0.842,-3.735,-0.115,-0.109,-0.038,-0.064,369,-0.0085044
22:56:11:864943,0.374042,0.0880519,-0.293,-3.503,0.219,-0.092,-0.046,-0.082,359,-0.00909091
22:56:11:869904,0.374054,0.0862709,0.263,-3.405,0.304,-0.082,-0.032,-0.092,359,-0.00909091
22:56:11:874931,0.374061,0.0845881,1.116,-3.309,0.196,-0.081,0.03,-0.084,355,-0.00932551
22:56:11:879962,0.374066,0.0830042,1.519,-3.217,0.069,-0.086,0.09,-0.069,356,-0.00926686
22:56:11:885168,0.374065,0.0815209,1.449,-3.144,0.005,-0.096,0.146,-0.061,356,-0.00926686
22:56:11:890142,0.374069,0.0801368,0.848,-3.292,0.049,-0.107,0.126,-0.071,364,-0.00879765
22:56:11:895298,0.374069,0.0788531,-0.288,-3.729,0.054,-0.13,0.02,-0.089,364,-0.00879765
22:56:11:900290,0.374033,0.0776583,-0.649,-3.822,-0.024,-0.135,-0.053,-0.09,380,-0.00785924
22:56:11:905410,0.374044,0.0765777,-0.434,-3.22,-0.066,-0.111,-0.091,-0.076,401,-0.00662757
22:56:11:910405,0.374063,0.075595,-0.23,-2.17,0.169,-0.087,-0.039,-0.059,401,-0.00662757
22:56:11:915420,0.374042,0.0747073,-0.358,-1.666,0.35,-0.093,0.007,-0.049,430,-0.00492669
22:56:11:920553,0.374033,0.0739176,-0.35,-1.238,0.34,-0.109,0.049,-0.029,466,-0.00281525
22:56:11:925642,0.374032,0.0732362,0.059,-0.847,0.185,-0.093,0.052,-0.015,466,-0.00281525
22:56:11:930658,0.374042,0.0726482,0.746,0.151,0.126,-0.03,0.038,-0.003,504,-0.00058651
22:56:11:935797,0.374061,0.0721722,0.761,0.85,0.289,0.003,0.028,0,544,0.00175953
22:56:11:940774,0.37405,0.0717806,0.134,1.464,0.458,0.008,0.012,0.01,544,0.00175953
22:56:11:945772,0.374051,0.0714975,-0.263,1.637,0.265,-0.002,0,0.026,588,0.00434018
22:56:11:950912,0.374064,0.0713113,-0.378,2.023,-0.397,0.005,-0.021,0.054,588,0.00434018
22:56:11:955799,0.374048,0.0712251,-0.353,2.465,-0.788,0.029,-0.032,0.066,630,0.00680352
22:56:11:961057,0.374041,0.071239,-0.748,2.988,-0.968,0.053,-0.048,0.071,667,0.00897361
22:56:11:966154,0.374052,0.0713544,-1.296,2.959,-0.888,0.045,-0.061,0.068,667,0.00897361
22:56:11:971146,0.374073,0.0715738,-1.899,2.431,-0.764,0.017,-0.085,0.061,697,0.0107331
22:56:11:976174,0.374063,0.0718853,-1.775,2.089,-0.744,0.015,-0.094,0.054,721,0.0121408
