-0.8	0.6	0	0.4	0.6	0.8	0	-0.3	0	0	-1	0.35	7.1589
0.70711	0.70711	0	-0.3	0.70711	-0.70711	0	-0.3	0	0	-1	0.2	7.1589
-0.8	0.6	0	0.4	0.6	0.8	0	-0.3	0	0	-1	0.35	7.1589
0.70711	0.70711	0	-0.3	0.70711	-0.70711	0	-0.3	0	0	-1	0.2	7.1589
-0.8	0.6	0	0.4	0.6	0.8	0	-0.3	0	0	-1	0.35	7.1589
-0.0034208	0.99999	0	0.0013477	0.99999	0.0034208	0	-0.39398	0	0	-1	0.25977	2.0636
-0.69282	0.72111	0	0.26127	0.72111	0.69282	0	-0.27194	0	0	-1	0.24421	1.0871
-0.9998	0.020098	0	0.33599	0.020098	0.9998	0	-0.006754	0	0	-1	0.27531	0.97046
-0.76728	0.64131	0	0.34121	0.64131	0.76728	0	-0.28519	0	0	-1	0.2475	0.95168
-0.0072922	0.99997	0	0.002318	0.99997	0.0072922	0	-0.31786	0	0	-1	0.25348	1.6558
-0.90922	0.41632	0	0.29517	0.41632	0.90922	0	-0.13515	0	0	-1	0.41177	1.5801
-0.16025	0.98708	0	0.074504	0.98708	0.16025	0	-0.45893	0	0	-1	0.3791	1.6051
-0.97694	0.21352	0	0.46823	0.21352	0.97694	0	-0.10234	0	0	-1	0.28125	1.9327
-0.59571	0.8032	0	0.23636	0.8032	0.59571	0	-0.31869	0	0	-1	0.34818	1.1087
-0.97609	0.21738	0	0.43894	0.21738	0.97609	0	-0.097753	0	0	-1	0.39567	1.0449
-0.62763	0.77851	0	0.28694	0.77851	0.62763	0	-0.35592	0	0	-1	0.41732	1.4506
-0.98434	0.1763	0	0.43081	0.1763	0.98434	0	-0.07716	0	0	-1	0.40206	1.3254
-0.29697	0.95489	0	0.11544	0.95489	0.29697	0	-0.37119	0	0	-1	0.3099	1.9383
-0.99686	0.079146	0	0.46221	0.079146	0.99686	0	-0.036697	0	0	-1	0.35089	2.3329
-0.3143	0.94932	0	0.14391	0.94932	0.3143	0	-0.43468	0	0	-1	0.39733	1.9291
-0.77495	0.63202	0	0.26336	0.63202	0.77495	0	-0.21478	0	0	-1	0.23346	1.0038
-0.18766	0.98223	0	0.068911	0.98223	0.18766	0	-0.36069	0	0	-1	0.38186	1.1767
-0.7852	0.61924	0	0.34152	0.61924	0.7852	0	-0.26933	0	0	-1	0.41207	1.3176
-0.082506	0.99659	0	0.03918	0.99659	0.082506	0	-0.47326	0	0	-1	0.38144	1.4811
-0.65869	0.75242	0	0.29482	0.75242	0.65869	0	-0.33677	0	0	-1	0.37164	1.1085
-0.9594	0.28206	0	0.44439	0.28206	0.9594	0	-0.13065	0	0	-1	0.42319	1.0437
-0.64878	0.76098	0	0.24063	0.76098	0.64878	0	-0.28224	0	0	-1	0.27752	1.2532
-0.0075371	0.99997	0	0.0036491	0.99997	0.0075371	0	-0.48414	0	0	-1	0.27239	1.4416
-0.99254	0.12195	0	0.37212	0.12195	0.99254	0	-0.04572	0	0	-1	0.41839	2.3035
-0.19845	0.98011	0	0.059771	0.98011	0.19845	0	-0.29521	0	0	-1	0.41082	1.884
-0.70711	-0.70711	0	0.3	-0.70711	0.70711	0	0.3	0	0	-1	0.2	6.7559
0.8	-0.6	0	-0.4	-0.6	-0.8	0	0.3	0	0	-1	0.35	7.1589
-0.70711	-0.70711	0	0.3	-0.70711	0.70711	0	0.3	0	0	-1	0.2	7.1589
0.8	-0.6	0	-0.4	-0.6	-0.8	0	0.3	0	0	-1	0.35	7.1589
-0.70711	-0.70711	0	0.3	-0.70711	0.70711	0	0.3	0	0	-1	0.2	7.1589
0.8	-0.6	0	-0.4	-0.6	-0.8	0	0.3	0	0	-1	0.35	7.1589
-0.70711	-0.70711	0	0.3	-0.70711	0.70711	0	0.3	0	0	-1	0.2	7.1589
0.8	-0.6	0	-0.4	-0.6	-0.8	0	0.3	0	0	-1	0.35	7.1589
-0.70711	-0.70711	0	0.3	-0.70711	0.70711	0	0.3	0	0	-1	0.2	7.1589
0.8	-0.6	0	-0.4	-0.6	-0.8	0	0.3	0	0	-1	0.35	7.1589
-0.70711	-0.70711	0	0.3	-0.70711	0.70711	0	0.3	0	0	-1	0.2	7.1589
0.8	-0.6	0	-0.4	-0.6	-0.8	0	0.3	0	0	-1	0.35	7.1589
-0.70711	-0.70711	0	0.3	-0.70711	0.70711	0	0.3	0	0	-1	0.2	7.1589
0.8	-0.6	0	-0.4	-0.6	-0.8	0	0.3	0	0	-1	0.35	7.1589
-0.70711	-0.70711	0	0.3	-0.70711	0.70711	0	0.3	0	0	-1	0.2	7.1589
0.8	-0.6	0	-0.4	-0.6	-0.8	0	0.3	0	0	-1	0.35	7.1589
-0.70711	-0.70711	0	0.3	-0.70711	0.70711	0	0.3	0	0	-1	0.2	7.1589
0.8	-0.6	0	-0.4	-0.6	-0.8	0	0.3	0	0	-1	0.35	7.1589
-0.70711	-0.70711	0	0.3	-0.70711	0.70711	0	0.3	0	0	-1	0.2	7.1589
0.8	-0.6	0	-0.4	-0.6	-0.8	0	0.3	0	0	-1	0.35	7.1589
-0.70711	-0.70711	0	0.3	-0.70711	0.70711	0	0.3	0	0	-1	0.2	7.1589
0.8	-0.6	0	-0.4	-0.6	-0.8	0	0.3	0	0	-1	0.35	7.1589
-0.70711	-0.70711	0	0.3	-0.70711	0.70711	0	0.3	0	0	-1	0.2	7.1589
0.8	-0.6	0	-0.4	-0.6	-0.8	0	0.3	0	0	-1	0.35	7.1589
-0.70711	-0.70711	0	0.3	-0.70711	0.70711	0	0.3	0	0	-1	0.2	7.1589
0.8	-0.6	0	-0.4	-0.6	-0.8	0	0.3	0	0	-1	0.35	7.1589
-0.70711	-0.70711	0	0.3	-0.70711	0.70711	0	0.3	0	0	-1	0.2	7.1589
0.8	-0.6	0	-0.4	-0.6	-0.8	0	0.3	0	0	-1	0.35	7.1589
-0.70711	-0.70711	0	0.3	-0.70711	0.70711	0	0.3	0	0	-1	0.2	7.1589
0.8	-0.6	0	-0.4	-0.6	-0.8	0	0.3	0	0	-1	0.35	7.1589
-0.44818	-0.89394	0	0.17063	-0.89394	0.44818	0	0.34033	0	0	-1	0.42295	2.4495
-0.89929	-0.43735	0	0.43144	-0.43735	0.89929	0	0.20982	0	0	-1	0.40394	1.4263
-0.52921	-0.84849	0	0.24873	-0.84849	0.52921	0	0.39879	0	0	-1	0.28736	1.1993
-0.045005	-0.99899	0	0.014713	-0.99899	0.045005	0	0.3266	0	0	-1	0.35781	1.0926
-0.81249	-0.58298	0	0.33719	-0.58298	0.81249	0	0.24194	0	0	-1	0.34822	1.1799
-0.075625	-0.99714	0	0.027811	-0.99714	0.075625	0	0.3667	0	0	-1	0.27825	1.183
-0.99967	-0.025642	0	0.40667	-0.025642	0.99967	0	0.010431	0	0	-1	0.27673	2.4428
-0.24234	-0.97019	0	0.10132	-0.97019	0.24234	0	0.40563	0	0	-1	0.24905	1.983
-0.99981	-0.019496	0	0.32013	-0.019496	0.99981	0	0.0062424	0	0	-1	0.38624	1.7528
-0.37762	-0.92596	0	0.14496	-0.92596	0.37762	0	0.35545	0	0	-1	0.33961	1.4317
-0.92885	-0.37046	0	0.33606	-0.37046	0.92885	0	0.13404	0	0	-1	0.41055	1.0829
-0.54934	-0.8356	0	0.25013	-0.8356	0.54934	0	0.38047	0	0	-1	0.38275	1.1125
-0.90937	-0.41598	0	0.35729	-0.41598	0.90937	0	0.16344	0	0	-1	0.2594	1.0653
-0.4243	-0.90552	0	0.15243	-0.90552	0.4243	0	0.32531	0	0	-1	0.26716	1.0586
-0.95734	-0.28895	0	0.36093	-0.28895	0.95734	0	0.10894	0	0	-1	0.2897	1.0768
-0.040424	-0.99918	0	0.014136	-0.99918	0.040424	0	0.3494	0	0	-1	0.35752	1.5697
-0.99427	-0.10693	0	0.31819	-0.10693	0.99427	0	0.034218	0	0	-1	0.34696	1.7008
-0.23905	-0.97101	0	0.11302	-0.97101	0.23905	0	0.45907	0	0	-1	0.23901	2.3885
-0.96506	-0.26201	0	0.42642	-0.26201	0.96506	0	0.11577	0	0	-1	0.24549	1.8725
-0.31719	-0.94836	0	0.14886	-0.94836	0.31719	0	0.44507	0	0	-1	0.24242	1.5025
-0.9351	-0.35438	0	0.41504	-0.35438	0.9351	0	0.15729	0	0	-1	0.3172	1.9367
-0.06501	-0.99788	0	0.020124	-0.99788	0.06501	0	0.30889	0	0	-1	0.23814	1.7781
-0.95404	-0.29968	0	0.41286	-0.29968	0.95404	0	0.12969	0	0	-1	0.41103	1.7427
-0.25686	-0.96645	0	0.10571	-0.96645	0.25686	0	0.39775	0	0	-1	0.28723	1.8523
-0.73298	-0.68025	0	0.23619	-0.68025	0.73298	0	0.2192	0	0	-1	0.41029	0.86388
