0.70711	0.70711	0	-0.3	0.70711	-0.70711	0	-0.3	0	0	-1	0.2	9
-0.8	0.6	0	0.4	0.6	0.8	0	-0.3	0	0	-1	0.35	7.1589
0.70711	0.70711	0	-0.3	0.70711	-0.70711	0	-0.3	0	0	-1	0.2	7.1589
-0.8	0.6	0	0.4	0.6	0.8	0	-0.3	0	0	-1	0.35	7.1589
0.70711	0.70711	0	-0.3	0.70711	-0.70711	0	-0.3	0	0	-1	0.2	7.1589
-0.8	0.6	0	0.4	0.6	0.8	0	-0.3	0	0	-1	0.35	7.1589
0.70711	0.70711	0	-0.3	0.70711	-0.70711	0	-0.3	0	0	-1	0.2	7.1589
-0.8	0.6	0	0.4	0.6	0.8	0	-0.3	0	0	-1	0.35	7.1589
0.70711	0.70711	0	-0.3	0.70711	-0.70711	0	-0.3	0	0	-1	0.2	7.1589
-0.8	0.6	0	0.4	0.6	0.8	0	-0.3	0	0	-1	0.35	7.1589
0.70711	0.70711	0	-0.3	0.70711	-0.70711	0	-0.3	0	0	-1	0.2	7.1589
-0.8	0.6	0	0.4	0.6	0.8	0	-0.3	0	0	-1	0.35	7.1589
0.70711	0.70711	0	-0.3	0.70711	-0.70711	0	-0.3	0	0	-1	0.2	7.1589
-0.8	0.6	0	0.4	0.6	0.8	0	-0.3	0	0	-1	0.35	7.1589
0.70711	0.70711	0	-0.3	0.70711	-0.70711	0	-0.3	0	0	-1	0.2	7.1589
-0.8	0.6	0	0.4	0.6	0.8	0	-0.3	0	0	-1	0.35	7.1589
0.70711	0.70711	0	-0.3	0.70711	-0.70711	0	-0.3	0	0	-1	0.2	7.1589
-0.8	0.6	0	0.4	0.6	0.8	0	-0.3	0	0	-1	0.35	7.1589
0.70711	0.70711	0	-0.3	0.70711	-0.70711	0	-0.3	0	0	-1	0.2	7.1589
-0.8	0.6	0	0.4	0.6	0.8	0	-0.3	0	0	-1	0.35	7.1589
0.70711	0.70711	0	-0.3	0.70711	-0.70711	0	-0.3	0	0	-1	0.2	7.1589
-0.8	0.6	0	0.4	0.6	0.8	0	-0.3	0	0	-1	0.35	7.1589
0.70711	0.70711	0	-0.3	0.70711	-0.70711	0	-0.3	0	0	-1	0.2	7.1589
-0.8	0.6	0	0.4	0.6	0.8	0	-0.3	0	0	-1	0.35	7.1589
0.70711	0.70711	0	-0.3	0.70711	-0.70711	0	-0.3	0	0	-1	0.2	7.1589
