Time,X,Y,Fx,Fy,Fz,Mx,My,Mz,Potentiometer_bit,handle_disp
01:58:43:926055,0.374037,0,0.025,-0.056,-0.032,-0.002,0,-0.001,514,0
01:58:43:931017,0.374037,0,0.036,-0.06,-0.108,-0.003,0,0,514,0
01:58:43:936036,0.374037,0,0.047,-0.054,-0.197,-0.002,0,0,514,0
01:58:43:941069,0.374034,-0.000229108,0.059,-0.036,-0.233,0,0,0,514,0
01:58:43:946155,0.374034,-0.000494159,0.064,-0.021,-0.16,0,0,0,514,0
01:58:43:951295,0.374033,-0.000859142,0.066,0.01,0.01,0,0,-0.001,514,0
01:58:43:956296,0.374031,-0.0013241,0.054,0.037,0.105,0,0,-0.001,514,0
01:58:43:961440,0.374074,-0.00189033,0.026,0.067,0.18,0,0,-0.001,514,0
01:58:43:966423,0.374066,-0.00255522,0.016,0.066,0.182,0,0,-0.001,514,0
01:58:43:971544,0.374056,-0.00332227,0.025,0.04,0.115,0,-0.001,-0.001,514,0
01:58:43:976427,0.374043,-0.0041882,0.03,0.024,0.046,0,-0.001,-0.001,514,0
01:58:43:981660,0.374067,-0.00515545,0.005,0.023,-0.023,0,0,0,514,0
01:58:43:986650,0.374041,-0.0061544,-0.026,0.034,-0.046,0.001,0.001,-0.002,514,0
01:58:43:991778,0.37406,-0.00705892,-0.016,0.036,-0.071,0,0.001,-0.003,513,-5.8651e-05
01:58:43:996768,0.374031,-0.00787745,0.04,0.04,-0.104,0,0,0.004,513,-5.8651e-05
01:58:44:1766,0.374045,-0.00871369,0.071,0.055,-0.061,0,0,0.012,512,-0.000117302
01:58:44:6899,0.374051,-0.0096503,0.063,0.088,0.096,0.002,0,0.019,512,-0.000117302
01:58:44:12051,0.374049,-0.0106854,0.028,0.089,0.14,0.005,0,0.018,512,-0.000117302
01:58:44:17042,0.374037,-0.0118212,-0.065,-0.054,-0.065,0.006,0,0.017,512,-0.000117302
01:58:44:22169,0.374058,-0.0130585,-0.184,-0.35,-0.306,0,-0.002,0.018,512,-0.000117302
