Time,X,Y,Fx,Fy,Fz,Mx,My,Mz,Potentiometer_bit,handle_disp
02:01:25:196482,0.374037,0,-0.046,-0.004,-0.004,-0.001,-0.001,-0.002,505,-0.000527859
02:01:25:201488,0.374037,0,-0.022,-0.043,-0.093,-0.002,0,-0.001,505,-0.000527859
02:01:25:206605,0.374037,0,0.008,-0.047,-0.028,-0.001,0.001,-0.001,505,-0.000527859
02:01:25:211736,0.374034,-0.000237325,0.014,-0.013,0.108,-0.001,0.002,-0.002,505,-0.000527859
02:01:25:216741,0.374034,-0.000506011,-0.005,0.061,0.319,0,0.003,-0.003,505,-0.000527859
02:01:25:221849,0.374034,-0.000874702,-0.028,0.098,0.327,-0.001,0.002,-0.003,505,-0.000527859
02:01:25:226886,0.374031,-0.0013434,-0.023,0.083,0.185,-0.001,0,-0.002,505,-0.000527859
02:01:25:231975,0.374074,-0.00191236,-0.001,0.034,-0.052,-0.001,0,0,505,-0.000527859
02:01:25:236975,0.374066,-0.00258257,0.001,0.014,-0.104,0,-0.001,0,505,-0.000527859
02:01:25:242120,0.374055,-0.00335327,-0.016,0.009,-0.063,0,0,-0.001,505,-0.000527859
02:01:25:247156,0.374041,-0.0042238,-0.022,0.005,-0.068,0,0,0,505,-0.000527859
02:01:25:252251,0.374067,-0.00519508,0,-0.006,-0.144,0,0.002,0,505,-0.000527859
02:01:25:257263,0.374037,-0.00626527,0.015,-0.004,-0.149,0,0.002,-0.002,505,-0.000527859
02:01:25:262335,0.374045,-0.00743655,0.001,0.022,-0.042,-0.001,0.001,-0.004,505,-0.000527859
02:01:25:267490,0.374045,-0.00870824,-0.031,0.048,0.033,-0.001,0,0,503,-0.000645161
02:01:25:272475,0.374033,-0.0100806,-0.074,0.089,0.069,0,0,0.012,496,-0.00105572
02:01:25:277480,0.374051,-0.0115542,-0.083,0.114,0.07,0.002,0.001,0.018,496,-0.00105572
02:01:25:282601,0.374055,-0.0131272,-0.092,0.112,0.071,0.007,0.001,0.017,486,-0.00164223
02:01:25:287713,0.374038,-0.0147993,-0.13,0.023,0.039,0.008,0,0.015,474,-0.00234604
02:01:25:292736,0.37405,-0.016573,-0.276,-0.432,-0.097,-0.001,-0.004,0.015,474,-0.00234604
02:01:25:297734,0.374038,-0.0184455,-0.408,-1.042,-0.208,-0.021,-0.008,0.006,460,-0.00316716
02:01:25:302853,0.374056,-0.0203275,-0.516,-1.875,-0.273,-0.052,-0.012,-0.018,460,-0.00316716
02:01:25:307853,0.374064,-0.0221095,-0.443,-3.597,-0.127,-0.108,-0.015,-0.091,446,-0.00398827
02:01:25:312967,0.374073,-0.0237914,-0.207,-4.148,0.05,-0.118,-0.01,-0.111,430,-0.00492669
02:01:25:317986,0.374033,-0.0253702,0.315,-4.44,0.244,-0.116,0.014,-0.108,430,-0.00492669
02:01:25:323110,0.37404,-0.0268519,0.629,-4.367,0.227,-0.112,0.038,-0.097,417,-0.00568915
02:01:25:328110,0.374048,-0.0282339,0.741,-4.029,0.024,-0.103,0.059,-0.087,405,-0.00639296
02:01:25:333105,0.374064,-0.0295147,0.5,-3.749,-0.112,-0.094,0.053,-0.082,405,-0.00639296
02:01:25:338118,0.374039,-0.0306921,-0.139,-3.454,-0.192,-0.086,0.014,-0.071,398,-0.00680352
02:01:25:343239,0.374068,-0.0317736,-0.56,-3.415,-0.182,-0.093,-0.016,-0.066,396,-0.00692082
02:01:25:348346,0.37406,-0.0327525,-0.993,-3.464,-0.131,-0.111,-0.052,-0.066,396,-0.00692082
02:01:25:353358,0.374067,-0.0336323,-1.11,-3.415,-0.063,-0.117,-0.061,-0.068,399,-0.00674487
02:01:25:358364,0.374037,-0.0344088,-0.882,-3.083,0.059,-0.114,-0.042,-0.066,399,-0.00674487
02:01:25:363485,0.374069,-0.0350899,-0.407,-2.732,0.08,-0.106,-0.006,-0.065,413,-0.00592375
02:01:25:368495,0.374067,-0.0356668,0.487,-2.177,-0.061,-0.094,0.056,-0.071,434,-0.00469208
02:01:25:373607,0.374033,-0.0361407,0.834,-1.862,-0.218,-0.088,0.077,-0.074,434,-0.00469208
02:01:25:378716,0.374062,-0.0365214,0.645,-1.419,-0.375,-0.085,0.052,-0.057,460,-0.00316716
02:01:25:383738,0.374063,-0.0367969,0.253,-0.967,-0.354,-0.079,0.013,-0.029,491,-0.00134897
02:01:25:388878,0.374034,-0.0369741,-0.039,0.254,-0.099,-0.038,-0.028,0.017,491,-0.00134897
02:01:25:393871,0.374065,-0.0370506,0.341,1.941,0.318,0.03,-0.015,0.047,526,0.000703812
02:01:25:398848,0.374069,-0.0370291,0.725,2.904,0.507,0.066,0.017,0.057,526,0.000703812
02:01:25:403967,0.374045,-0.0369017,0.856,3.557,0.352,0.075,0.057,0.069,564,0.00293255
02:01:25:408982,0.374038,-0.0366732,0.464,3.477,-0.051,0.058,0.056,0.077,600,0.00504399
02:01:25:414093,0.374046,-0.0363505,-0.554,3.039,-0.736,0.031,0.006,0.085,600,0.00504399
02:01:25:419093,0.37407,-0.0359277,-1.108,2.79,-0.981,0.027,-0.04,0.081,635,0.00709677
02:01:25:424253,0.374063,-0.0354021,-1.197,2.634,-0.846,0.043,-0.091,0.061,665,0.0088563
02:01:25:429361,0.37407,-0.034776,-0.788,2.618,-0.509,0.061,-0.096,0.047,665,0.0088563
02:01:25:434365,0.374047,-0.0340467,-0.042,2.537,0.012,0.077,-0.066,0.036,688,0.0102053
02:01:25:439493,0.374038,-0.0332186,0.208,2.376,0.168,0.073,-0.032,0.038,704,0.0111437
02:01:25:444485,0.374038,-0.0322917,0.098,2.027,0.025,0.059,0.019,0.044,704,0.0111437
