Time,X,Y,Fx,Fy,Fz,Mx,My,Mz,Potentiometer_bit,handle_disp
18:09:12:352701,0.374037,0,0.018,0.025,0.157,-0.001,0.001,0,521,0.000410557
18:09:12:357697,0.374037,0,0.018,0.031,0.082,0,0.002,0,521,0.000410557
18:09:12:362697,0.374037,0,0.024,0.032,-0.037,0,0.002,0.001,521,0.000410557
18:09:12:367811,0.374034,0.000279029,0.029,0.015,-0.087,0,0.001,0.002,521,0.000410557
18:09:12:372855,0.374034,0.0005604,0.025,-0.031,-0.103,-0.001,0,0.001,521,0.000410557
18:09:12:377968,0.374033,0.000951487,0.014,-0.06,-0.091,-0.001,0,0,521,0.000410557
18:09:12:382988,0.37403,0.00143549,0.001,-0.082,-0.099,-0.001,0,0,521,0.000410557
18:09:12:388085,0.374073,0.00201748,0.003,-0.085,-0.127,-0.002,0,0,521,0.000410557
18:09:12:393076,0.374065,0.00270652,0.008,-0.093,-0.113,-0.003,0.001,0,521,0.000410557
18:09:12:398222,0.374053,0.00348845,0.003,-0.111,0.055,-0.004,0.001,-0.004,521,0.000410557
18:09:12:403222,0.374037,0.0043703,0.004,-0.118,0.189,-0.004,0.001,-0.006,521,0.000410557
18:09:12:408331,0.37406,0.00535755,0.029,-0.079,0.227,-0.003,0,-0.003,522,0.000469208
18:09:12:413342,0.374032,0.00643684,0.056,-0.011,0.113,-0.001,0,0.004,526,0.000703812
18:09:12:418461,0.374041,0.00761906,0.072,0.095,-0.098,0.003,0,0.009,526,0.000703812
18:09:12:423472,0.374037,0.00890338,0.056,0.097,-0.134,0.005,-0.001,-0.003,535,0.00123167
18:09:12:428586,0.374069,0.0102817,0.016,-0.031,0.048,0,-0.005,-0.038,547,0.00193548
18:09:12:433570,0.37404,0.0117627,0.019,-0.093,0.252,-0.007,-0.007,-0.047,547,0.00193548
18:09:12:438696,0.37404,0.0133447,0.131,0.124,0.455,-0.011,-0.002,-0.013,563,0.0028739
18:09:12:443710,0.37407,0.0150205,0.28,0.545,0.439,-0.001,0.006,0.018,581,0.00392962
18:09:12:448834,0.374031,0.0168001,0.516,1.445,0.243,0.032,0.021,0.035,581,0.00392962
18:09:12:453839,0.374064,0.0186809,0.572,2.08,0.096,0.056,0.024,0.028,602,0.00516129
18:09:12:458973,0.374071,0.0206526,0.361,2.898,-0.051,0.075,0.013,0.037,602,0.00516129
18:09:12:463954,0.374047,0.0227314,0.051,3.282,-0.115,0.076,0.001,0.067,623,0.00639296
18:09:12:468947,0.37404,0.0249053,-0.418,3.538,-0.205,0.07,-0.016,0.106,641,0.00744868
18:09:12:474068,0.374046,0.0271722,-0.572,3.519,-0.248,0.07,-0.025,0.104,641,0.00744868
18:09:12:479091,0.374058,0.0295486,-0.455,3.389,-0.212,0.076,-0.032,0.07,658,0.00844575
18:09:12:484191,0.374034,0.0320081,-0.215,3.34,-0.095,0.083,-0.032,0.054,672,0.00926686
18:09:12:489198,0.374068,0.0345069,0.114,3.315,0.143,0.087,-0.025,0.056,672,0.00926686
18:09:12:494317,0.374073,0.0370037,0.125,3.148,0.241,0.083,-0.018,0.063,683,0.00991202
18:09:12:499316,0.374051,0.0394975,-0.048,2.898,0.163,0.076,-0.017,0.059,683,0.00991202
18:09:12:504449,0.374047,0.0419931,-0.298,2.458,-0.019,0.069,-0.015,0.045,688,0.0102053
18:09:12:509444,0.374059,0.0444908,-0.277,2.26,-0.038,0.069,-0.01,0.041,690,0.0103226
18:09:12:514580,0.374044,0.0469857,0.073,2.237,0.167,0.078,0.005,0.043,690,0.0103226
18:09:12:519591,0.374046,0.0494833,0.367,2.379,0.364,0.088,0.015,0.044,690,0.0103226
18:09:12:524700,0.374065,0.0519806,0.572,2.658,0.499,0.105,0.023,0.04,688,0.0102053
18:09:12:529720,0.374058,0.0544716,0.487,2.748,0.405,0.114,0.023,0.037,688,0.0102053
18:09:12:534845,0.374069,0.0569665,0.243,2.601,0.111,0.111,0.017,0.04,685,0.0100293
18:09:12:539832,0.374052,0.0594511,0.235,2.416,0.013,0.098,0.01,0.044,680,0.00973607
