Time,X,Y,Fx,Fy,Fz,Mx,My,Mz,Potentiometer_bit,handle_disp
23:44:17:343287,0.374037,0,0.096,0.046,-0.106,-0.005,-0.001,-0.002,513,-5.8651e-05
23:44:17:348274,0.374037,0,0.072,0.075,-0.006,-0.003,-0.002,-0.003,513,-5.8651e-05
23:44:17:353410,0.374037,0,0.05,0.072,0.013,-0.002,-0.002,-0.003,513,-5.8651e-05
23:44:17:358408,0.374034,-0.000210403,0.042,0.032,-0.045,-0.003,-0.001,-0.003,513,-5.8651e-05
23:44:17:363563,0.374034,-0.000465582,0.056,0.006,-0.088,-0.004,0,-0.003,513,-5.8651e-05
23:44:17:368563,0.374034,-0.000820786,0.077,-0.003,-0.04,-0.005,0,-0.003,513,-5.8651e-05
23:44:17:373659,0.374031,-0.00127593,0.06,0.007,0.094,-0.006,0,-0.005,513,-5.8651e-05
23:44:17:378647,0.374074,-0.0018315,0.037,0.01,0.117,-0.006,0,-0.005,513,-5.8651e-05
23:44:17:383800,0.374067,-0.00248683,0.029,0.006,-0.016,-0.007,0,-0.003,513,-5.8651e-05
23:44:17:389012,0.374057,-0.00324213,0.049,0.003,-0.12,-0.006,0,-0.002,513,-5.8651e-05
23:44:17:393774,0.374044,-0.0040973,0.068,0.013,-0.097,-0.004,0.001,-0.001,513,-5.8651e-05
23:44:17:398920,0.374069,-0.00505291,0.042,0.034,0.027,-0.003,0.001,-0.001,513,-5.8651e-05
23:44:17:404028,0.374041,-0.00610787,-0.038,0.084,0.185,-0.002,0.002,-0.004,513,-5.8651e-05
23:44:17:409033,0.374052,-0.00726355,-0.079,0.113,0.188,-0.002,0.002,-0.006,513,-5.8651e-05
23:44:17:414182,0.374054,-0.0085189,-0.072,0.128,0.1,-0.001,0.001,-0.001,511,-0.000175953
23:44:17:419158,0.374042,-0.00987379,-0.033,0.129,0.06,-0.001,0.001,0.006,511,-0.000175953
23:44:17:424159,0.374063,-0.0113296,0.026,0.162,0.077,0,0.003,0.017,511,-0.000175953
