Time,X,Y,Fx,Fy,Fz,Mx,My,Mz,Potentiometer_bit,handle_disp
18:10:41:224095,0.374037,0,-0.034,0.034,0.208,-0.001,-0.001,-0.001,513,-5.8651e-05
18:10:41:229120,0.374037,0,0.008,0.034,0.265,0,-0.001,-0.002,513,-5.8651e-05
18:10:41:234216,0.374037,0,0.054,0.029,0.229,0.001,0.001,-0.001,513,-5.8651e-05
18:10:41:239265,0.374034,0.000247745,0.067,0.022,0.123,0.001,0.002,0,513,-5.8651e-05
18:10:41:244127,0.374034,0.000520263,0.061,0.009,-0.021,0.001,0.001,0,513,-5.8651e-05
18:10:41:249356,0.374033,0.000891863,0.041,-0.003,-0.04,0,0,0,513,-5.8651e-05
18:10:41:254315,0.374031,0.00136253,-0.002,-0.037,0.035,-0.001,-0.001,-0.001,513,-5.8651e-05
18:10:41:259326,0.374074,0.00193247,-0.026,-0.064,0.113,-0.002,-0.002,-0.001,513,-5.8651e-05
18:10:41:264460,0.374066,0.00260133,-0.024,-0.079,0.223,-0.003,-0.001,-0.003,513,-5.8651e-05
18:10:41:269460,0.374054,0.00337123,0.008,-0.063,0.256,-0.003,-0.001,-0.004,513,-5.8651e-05
18:10:41:274620,0.374041,0.00424089,0.081,-0.017,0.162,-0.002,0,-0.005,513,-5.8651e-05
18:10:41:279581,0.374066,0.00521034,0.112,0.016,0.026,0,0,-0.003,513,-5.8651e-05
18:10:41:284723,0.374037,0.006278,0.088,0.075,-0.076,0.001,0.001,0.005,514,0
18:10:41:289831,0.374045,0.00744526,0,0.12,0.065,0.004,0.001,0.007,514,0
18:10:41:294850,0.374045,0.00871151,-0.044,0.092,0.174,0.004,0,-0.005,514,0
18:10:41:299971,0.374033,0.0100758,-0.026,-0.043,0.14,-0.001,-0.005,-0.035,514,0
18:10:41:304949,0.374051,0.0115411,0.048,-0.095,0.046,-0.008,-0.007,-0.04,514,0
18:10:41:309982,0.374057,0.0130948,0.227,0.15,0.071,-0.011,-0.002,-0.008,514,0
18:10:41:315078,0.374054,0.0145912,0.366,0.591,0.219,0.001,0.006,0.019,514,0
18:10:41:320079,0.374046,0.0159906,0.559,1.513,0.369,0.041,0.022,0.034,514,0
18:10:41:325205,0.37404,0.0172932,0.634,2.156,0.29,0.07,0.03,0.029,516,0.000117302
18:10:41:330319,0.374074,0.0185607,0.556,3.054,0.009,0.103,0.029,0.044,516,0.000117302
18:10:41:335332,0.374046,0.0199108,0.335,3.608,-0.112,0.122,0.017,0.076,516,0.000117302
18:10:41:340217,0.374047,0.0213608,-0.185,4.289,-0.039,0.154,-0.014,0.117,517,0.000175953
18:10:41:345444,0.374074,0.0229134,-0.526,4.53,0.112,0.169,-0.039,0.119,517,0.000175953
18:10:41:350475,0.374034,0.0245608,-0.772,4.467,0.255,0.162,-0.064,0.091,517,0.000175953
18:10:41:355598,0.374058,0.0263107,-0.701,4.22,0.216,0.141,-0.064,0.075,517,0.000175953
18:10:41:360590,0.374059,0.028158,-0.375,3.782,0.033,0.108,-0.042,0.069,517,0.000175953
18:10:41:365712,0.374074,0.0301052,-0.055,3.438,-0.093,0.095,-0.013,0.068,515,5.8651e-05
18:10:41:370698,0.37406,0.0321492,0.068,3.273,-0.094,0.094,0.001,0.068,515,5.8651e-05
18:10:41:375842,0.374057,0.0342922,0.124,3.044,-0.031,0.089,0.016,0.081,508,-0.000351906
18:10:41:380838,0.374061,0.0365359,0.098,2.818,0,0.083,0.022,0.095,502,-0.000703812
18:10:41:385967,0.37407,0.0388816,0.01,2.187,0.008,0.073,0.021,0.088,502,-0.000703812
18:10:41:390972,0.374036,0.0413178,-0.053,1.511,0.015,0.063,0.013,0.052,500,-0.000821114
18:10:41:396080,0.374057,0.0438154,-0.128,0.155,0.081,0.032,-0.003,-0.03,500,-0.000821114
18:10:41:401089,0.37405,0.0463065,-0.159,-0.876,0.142,-0.001,-0.014,-0.077,502,-0.000703812
18:10:41:406227,0.374061,0.0488042,-0.12,-2.264,0.132,-0.059,-0.027,-0.103,511,-0.000175953
18:10:41:411200,0.374043,0.0512949,0.035,-2.814,0.011,-0.085,-0.03,-0.097,511,-0.000175953
18:10:41:416333,0.374043,0.0537892,0.602,-2.805,-0.222,-0.087,-0.01,-0.078,528,0.000821114
18:10:41:421375,0.374061,0.0562836,1.233,-2.323,-0.258,-0.076,0.027,-0.069,552,0.00222874
18:10:41:426474,0.37405,0.0587791,2.324,-1.173,0.006,-0.061,0.103,-0.054,552,0.00222874
18:10:41:431470,0.374059,0.0612716,2.782,-0.199,0.29,-0.048,0.139,-0.035,580,0.00387097
18:10:41:436617,0.374037,0.0637649,2.412,1.487,0.47,-0.002,0.128,0.01,610,0.0056305
