Time,X,Y,Fx,Fy,Fz,Mx,My,Mz,Potentiometer_bit,handle_disp
22:18:22:314058,0.41774,0,0.053,-0.017,-0.02,-0.002,0,-0.001,449,-0.00111437
22:18:22:318971,0.41774,0,0.07,-0.021,-0.142,-0.001,0,0,449,-0.00111437
22:18:22:324228,0.41774,0,0.06,-0.023,-0.109,-0.001,0,0,449,-0.00111437
22:18:22:329308,0.41774,0,0.015,-0.014,0.067,-0.001,0,-0.001,449,-0.00111437
22:18:22:334309,0.41774,0,-0.022,0.008,0.226,-0.001,0,-0.002,449,-0.00111437
22:18:22:339452,0.41774,0,-0.032,0.025,0.27,0,0,-0.002,450,-0.00105572
22:18:22:344452,0.41774,0.000154531,-0.031,0.041,0.243,0.001,0.001,-0.002,449,-0.00111437
22:18:22:349577,0.41774,0.00025517,-0.018,0.038,0.175,0.001,0.001,-0.002,449,-0.00111437
22:18:22:354551,0.417739,0.000392132,0.025,0.009,0.053,0,0.001,-0.001,449,-0.00111437
22:18:22:359580,0.417739,0.000570938,0.057,-0.019,0.017,0,0,-0.001,449,-0.00111437
22:18:22:364676,0.417739,0.000797028,0.066,-0.063,0.078,-0.002,-0.001,-0.001,449,-0.00111437
22:18:22:369710,0.417738,0.00107555,0.046,-0.088,0.139,-0.002,-0.001,-0.002,449,-0.00111437
22:18:22:374826,0.417735,0.00141155,0.022,-0.122,0.117,-0.002,0,-0.002,449,-0.00111437
22:18:22:379825,0.417732,0.00180959,0.027,-0.132,0.017,-0.002,0,-0.002,449,-0.00111437
22:18:22:384946,0.41773,0.00227367,0.046,-0.099,-0.105,-0.002,0.001,-0.001,449,-0.00111437
22:18:22:389982,0.417767,0.00280739,0.054,-0.046,-0.073,-0.001,0.001,0,449,-0.00111437
22:18:22:395077,0.417758,0.00341306,0.064,0.018,0.128,0,0.001,0,449,-0.00111437
22:18:22:400098,0.417749,0.00409334,0.081,0.013,0.254,0,0,-0.004,447,-0.00123167
22:18:22:405089,0.417735,0.00485058,0.11,-0.061,0.25,0,0,-0.015,447,-0.00123167
22:18:22:410174,0.41776,0.00568653,0.116,-0.096,0.127,-0.002,-0.001,-0.02,445,-0.00134897
22:18:22:415328,0.417735,0.00660168,0.108,-0.021,-0.051,-0.004,-0.001,-0.012,442,-0.00152493
22:18:22:420230,0.41775,0.00759615,0.098,0.116,-0.077,-0.002,0,-0.001,442,-0.00152493
22:18:22:425450,0.417758,0.00866888,0.077,0.366,-0.022,0.007,0.004,0.014,437,-0.00181818
22:18:22:430484,0.417756,0.00981777,0.049,0.587,-0.022,0.019,0.006,0.021,437,-0.00181818
22:18:22:435427,0.417748,0.01104,0.045,0.722,-0.076,0.026,0.004,0.019,431,-0.00217009
22:18:22:440587,0.417728,0.0123314,0.083,0.957,-0.142,0.031,-0.001,0.009,422,-0.00269795
22:18:22:445568,0.417741,0.0136902,0.125,1.154,-0.117,0.034,-0.004,0.006,422,-0.00269795
22:18:22:450689,0.417744,0.0151106,0.144,1.515,0.032,0.04,-0.005,0.019,413,-0.00322581
22:18:22:455694,0.417736,0.0165862,0.1,1.773,0.142,0.047,-0.003,0.036,402,-0.00387097
22:18:22:460827,0.417755,0.0181125,-0.05,2.094,0.156,0.057,-0.002,0.051,402,-0.00387097
22:18:22:465922,0.417763,0.0196787,-0.172,2.215,0.036,0.059,-0.004,0.049,392,-0.00445748
22:18:22:470934,0.417758,0.0212741,-0.308,2.262,-0.159,0.056,-0.01,0.046,383,-0.00498534
22:18:22:476060,0.417739,0.0228873,-0.329,2.245,-0.157,0.054,-0.013,0.05,383,-0.00498534
22:18:22:481090,0.417754,0.0245076,-0.255,2.211,0.053,0.055,-0.013,0.051,374,-0.0055132
22:18:22:486053,0.41776,0.0261167,-0.169,2.197,0.183,0.059,-0.012,0.043,374,-0.0055132
22:18:22:491204,0.417757,0.0276965,-0.044,2.208,0.163,0.066,-0.009,0.036,365,-0.00604106
22:18:22:496208,0.417752,0.0292276,0.022,2.237,0.05,0.069,-0.003,0.04,360,-0.00633431
22:18:22:501313,0.417743,0.0306874,0.088,2.269,-0.05,0.068,0.005,0.051,360,-0.00633431
22:18:22:506332,0.417739,0.0320599,0.096,2.254,-0.023,0.065,0.009,0.05,356,-0.00656891
22:18:22:511424,0.417738,0.0333376,0.055,2.184,0.046,0.064,0.008,0.039,356,-0.00656891
22:18:22:516452,0.417747,0.0345187,0.013,2.077,0.031,0.07,0.001,0.035,356,-0.00656891
22:18:22:521553,0.417763,0.0356027,0.041,1.977,0.01,0.075,-0.001,0.036,356,-0.00656891
22:18:22:526577,0.417748,0.0365861,0.217,1.805,0.086,0.075,-0.002,0.033,356,-0.00656891
22:18:22:531561,0.417741,0.0374712,0.383,1.724,0.212,0.072,0.001,0.029,359,-0.00639296
