Time,X,Y,Fx,Fy,Fz,Mx,My,Mz,Potentiometer_bit,handle_disp
22:18:46:654741,0.41774,0,0.058,-0.013,-0.142,-0.004,0.001,-0.003,463,-0.000293255
22:18:46:659727,0.41774,0,0.058,-0.022,-0.051,-0.004,0.001,-0.004,463,-0.000293255
22:18:46:664888,0.41774,0,0.058,-0.027,0.1,-0.006,0,-0.006,463,-0.000293255
22:18:46:669859,0.41774,0,0.061,-0.032,0.16,-0.006,0,-0.007,463,-0.000293255
22:18:46:675002,0.41774,0,0.068,-0.036,0.172,-0.007,-0.001,-0.007,463,-0.000293255
22:18:46:680011,0.41774,0,0.071,-0.02,0.139,-0.007,-0.002,-0.006,463,-0.000293255
22:18:46:685108,0.41774,0.000154531,0.071,0.039,0.058,-0.005,-0.001,-0.005,463,-0.000293255
22:18:46:690101,0.41774,0.00025517,0.067,0.088,0.03,-0.003,0,-0.004,463,-0.000293255
22:18:46:695190,0.417739,0.000392132,0.053,0.136,0.119,-0.001,0.001,-0.003,463,-0.000293255
22:18:46:700227,0.417739,0.000570938,0.037,0.145,0.247,0,0.002,-0.004,463,-0.000293255
22:18:46:705388,0.417739,0.000797028,0.01,0.129,0.361,-0.001,0,-0.004,463,-0.000293255
22:18:46:710373,0.417738,0.00107555,-0.001,0.104,0.301,-0.001,0,-0.003,463,-0.000293255
22:18:46:715404,0.417735,0.00141155,0,0.063,0.083,-0.002,-0.002,-0.002,463,-0.000293255
22:18:46:720500,0.417732,0.00180959,0.016,0.052,-0.025,-0.003,-0.002,-0.002,463,-0.000293255
22:18:46:725501,0.41773,0.00227367,0.052,0.067,-0.056,-0.002,-0.001,-0.002,463,-0.000293255
22:18:46:730637,0.417767,0.00280739,0.073,0.078,-0.066,-0.001,0,0,462,-0.000351906
22:18:46:735614,0.417758,0.00341306,0.093,0.041,-0.198,0,0.001,0.002,461,-0.000410557
22:18:46:740771,0.417749,0.00409334,0.101,-0.029,-0.324,0,0.002,-0.001,461,-0.000410557
22:18:46:745746,0.417735,0.00485058,0.12,-0.144,-0.385,-0.002,0.001,-0.014,459,-0.000527859
22:18:46:750900,0.41776,0.00568653,0.163,-0.138,-0.26,-0.007,-0.001,-0.022,456,-0.000703812
22:18:46:755870,0.417735,0.00660168,0.191,-0.023,-0.187,-0.007,-0.002,-0.016,456,-0.000703812
22:18:46:761020,0.41775,0.00759615,0.179,0.255,-0.196,-0.002,0,0.003,452,-0.000938416
22:18:46:765996,0.417758,0.00866888,0.115,0.441,-0.223,0.005,0.003,0.015,452,-0.000938416
22:18:46:771100,0.417756,0.00981777,-0.002,0.644,-0.168,0.017,0.006,0.022,444,-0.00140762
22:18:46:776218,0.417748,0.01104,-0.022,0.754,-0.087,0.024,0.006,0.018,435,-0.00193548
22:18:46:781223,0.417728,0.0123314,0.082,0.975,-0.025,0.029,0.001,0.005,435,-0.00193548
22:18:46:786223,0.417741,0.0136902,0.173,1.191,-0.023,0.03,-0.002,0,425,-0.00252199
22:18:46:791370,0.417744,0.0151106,0.18,1.584,0.023,0.034,-0.006,0.013,413,-0.00322581
22:18:46:796376,0.417736,0.0165862,0.089,1.834,0.077,0.04,-0.007,0.032,413,-0.00322581
22:18:46:801471,0.417755,0.0181125,-0.06,2.089,0.037,0.05,-0.007,0.051,401,-0.00392962
22:18:46:806569,0.417763,0.0196787,-0.112,2.16,-0.099,0.052,-0.008,0.049,389,-0.00463343
22:18:46:811624,0.417758,0.0212741,-0.145,2.191,-0.257,0.048,-0.011,0.044,389,-0.00463343
22:18:46:816619,0.417739,0.0228873,-0.158,2.214,-0.206,0.047,-0.012,0.046,380,-0.00516129
22:18:46:821738,0.417754,0.0245076,-0.12,2.258,0.014,0.054,-0.011,0.047,380,-0.00516129
22:18:46:826710,0.41776,0.0261167,-0.029,2.268,0.094,0.061,-0.01,0.04,370,-0.0057478
22:18:46:831875,0.417757,0.0276965,0.135,2.252,0.002,0.067,-0.008,0.033,362,-0.00621701
22:18:46:836859,0.417752,0.0292276,0.187,2.236,-0.144,0.066,-0.004,0.044,362,-0.00621701
22:18:46:841987,0.417743,0.0306874,0.137,2.22,-0.141,0.063,0,0.053,356,-0.00656891
22:18:46:846998,0.417739,0.0320599,0.031,2.168,0.027,0.06,0.005,0.049,354,-0.00668622
22:18:46:852087,0.417738,0.0333376,0,2.136,0.176,0.061,0.005,0.04,354,-0.00668622
22:18:46:857150,0.417747,0.0345187,0.054,2.103,0.322,0.067,0.002,0.033,354,-0.00668622
22:18:46:862234,0.417763,0.0356027,0.16,2.054,0.366,0.072,0,0.032,354,-0.00668622
22:18:46:867234,0.417748,0.0365861,0.415,1.911,0.433,0.076,0.005,0.03,356,-0.00656891
22:18:46:872375,0.417741,0.0374712,0.595,1.82,0.477,0.075,0.012,0.027,363,-0.00615836
22:18:46:877469,0.417749,0.0382587,0.665,1.761,0.385,0.075,0.024,0.031,363,-0.00615836
22:18:46:882362,0.417726,0.0389442,0.46,1.724,0.166,0.075,0.027,0.04,374,-0.0055132
22:18:46:887490,0.417761,0.0395361,-0.154,1.519,-0.211,0.069,0.014,0.048,389,-0.00463343
22:18:46:892607,0.417767,0.040026,-0.562,1.256,-0.329,0.059,-0.002,0.043,389,-0.00463343
22:18:46:897613,0.417745,0.0404138,-0.853,0.771,-0.228,0.037,-0.033,0.022,410,-0.00340176
22:18:46:902742,0.417741,0.0407027,-0.8,0.465,-0.072,0.021,-0.049,0.008,434,-0.00199413
22:18:46:907743,0.417751,0.0408961,-0.464,0.094,0.118,0.002,-0.058,-0.003,434,-0.00199413
22:18:46:912859,0.417737,0.0409847,0.052,-0.232,0.15,-0.001,-0.04,-0.012,462,-0.000351906
22:18:46:917863,0.417738,0.0409766,0.398,-0.509,0.053,0,-0.013,-0.017,462,-0.000351906
22:18:46:923005,0.417755,0.0408721,0.66,-1.088,-0.215,-0.005,0.038,-0.017,493,0.00146628
22:18:46:927999,0.417746,0.0406623,0.59,-1.512,-0.356,-0.017,0.064,-0.013,524,0.00328446
22:18:46:933112,0.417754,0.0403558,0.341,-1.953,-0.299,-0.03,0.066,-0.019,524,0.00328446
22:18:46:938236,0.417734,0.0399463,0.303,-2.032,-0.077,-0.026,0.044,-0.034,553,0.00498534
22:18:46:943278,0.417731,0.0394391,0.514,-1.989,0.291,-0.014,0.001,-0.06,577,0.00639296
22:18:46:948342,0.417744,0.0388335,0.612,-2.058,0.366,-0.019,-0.02,-0.069,577,0.00639296
22:18:46:953339,0.417726,0.0381254,0.287,-2.541,0.05,-0.057,-0.036,-0.071,593,0.00733138
22:18:46:958510,0.417766,0.0373223,-0.221,-3.06,-0.347,-0.093,-0.038,-0.073,602,0.00785924
22:18:46:963477,0.417728,0.0364127,-0.876,-3.746,-0.806,-0.136,-0.032,-0.075,602,0.00785924
22:18:46:968502,0.41775,0.0354085,-0.898,-3.914,-0.813,-0.148,-0.023,-0.074,607,0.00815249
22:18:46:973620,0.417736,0.0343015,-0.199,-3.646,-0.395,-0.147,-0.006,-0.073,607,0.00815249
22:18:46:978582,0.41773,0.033095,0.498,-3.275,-0.012,-0.139,0.007,-0.074,608,0.00821114
22:18:46:983726,0.417731,0.0317894,1.272,-2.768,0.444,-0.131,0.035,-0.071,607,0.00815249
22:18:46:988642,0.417737,0.0303842,1.369,-2.541,0.612,-0.13,0.055,-0.06,607,0.00815249
22:18:46:993731,0.417749,0.0288795,0.885,-2.32,0.628,-0.13,0.07,-0.038,606,0.00809384
22:18:46:998871,0.417762,0.0272751,0.01,-2.216,0.337,-0.126,0.045,-0.037,605,0.00803519
22:18:47:3987,0.417731,0.0255677,-0.535,-2.218,0.052,-0.123,0.005,-0.048,605,0.00803519
22:18:47:8987,0.417742,0.0237631,-1.003,-2.218,-0.242,-0.116,-0.059,-0.057,605,0.00803519
22:18:47:14116,0.417748,0.0218587,-1.006,-2.123,-0.255,-0.108,-0.084,-0.048,605,0.00803519
22:18:47:19104,0.417747,0.0198538,-0.609,-1.863,-0.111,-0.087,-0.071,-0.02,607,0.00815249
22:18:47:24268,0.417739,0.0177489,-0.204,-1.764,-0.051,-0.071,-0.031,-0.008,609,0.00826979
22:18:47:29249,0.417757,0.0155928,0.356,-1.941,-0.124,-0.058,0.039,-0.017,609,0.00826979
22:18:47:34360,0.41775,0.0135331,0.591,-2.251,-0.218,-0.057,0.071,-0.037,612,0.00844575
22:18:47:39386,0.417766,0.0115738,0.677,-2.806,-0.278,-0.066,0.072,-0.064,613,0.0085044
22:18:47:44469,0.417762,0.00971373,0.586,-3.159,-0.251,-0.078,0.045,-0.073,613,0.0085044
22:18:47:49474,0.417739,0.00795306,0.297,-3.665,-0.22,-0.105,-0.005,-0.082,611,0.0083871
22:18:47:54495,0.417744,0.00629301,0.025,-4,-0.269,-0.124,-0.031,-0.092,607,0.00815249
22:18:47:59621,0.417737,0.00473267,-0.452,-4.476,-0.436,-0.144,-0.048,-0.109,607,0.00815249
22:18:47:64586,0.417759,0.0032727,-0.706,-4.742,-0.532,-0.153,-0.048,-0.114,600,0.00774194
22:18:47:69763,0.417731,0.00191226,-0.658,-4.94,-0.489,-0.165,-0.035,-0.108,600,0.00774194
22:18:47:74891,0.417739,0.000652013,0.132,-4.664,-0.176,-0.165,-0.003,-0.098,586,0.00692082
22:18:47:79896,0.417739,-0.000508338,0.9,-4.184,0.079,-0.149,0.027,-0.093,560,0.00539589
