Time,X,Y,Fx,Fy,Fz,Mx,My,Mz,Potentiometer_bit,handle_disp, magnet_pos
21:54:47:465189,0.374037,0,1.432,9.515,-0.174,1.052,0.103,0.25,514,0,220
21:54:47:470300,0.374037,0,1.456,9.508,-0.182,1.05,0.104,0.248,514,0,220
21:54:47:475294,0.374037,0,1.455,9.508,-0.193,1.047,0.104,0.246,515,5.8651e-05,220
21:54:47:480457,0.374034,-0.000210403,1.435,9.502,-0.155,1.045,0.103,0.245,514,0,220
21:54:47:485435,0.374034,-0.000465582,1.411,9.459,-0.061,1.041,0.101,0.243,514,0,220
21:54:47:490576,0.374034,-0.000820786,1.414,9.418,-0.031,1.039,0.1,0.242,514,0,220
21:54:47:495557,0.374031,-0.00127593,1.437,9.397,-0.038,1.038,0.101,0.243,514,0,220
21:54:47:500554,0.374074,-0.0018315,1.447,9.425,-0.025,1.039,0.102,0.243,514,0,220
21:54:47:505662,0.374067,-0.00248683,1.443,9.487,0.037,1.042,0.104,0.242,514,0,220
21:54:47:510678,0.374057,-0.00324213,1.433,9.504,0.059,1.044,0.104,0.242,514,0,220
21:54:47:515803,0.374044,-0.0040973,1.412,9.497,0.041,1.045,0.103,0.244,514,0,220
21:54:47:520791,0.374069,-0.00505291,1.396,9.496,0.031,1.045,0.101,0.245,514,0,220
21:54:47:525913,0.374041,-0.00610787,1.376,9.512,0.037,1.045,0.1,0.244,514,0,220
21:54:47:530912,0.374052,-0.00726355,1.37,9.522,0.03,1.045,0.1,0.243,514,0,220
21:54:47:536053,0.374054,-0.0085189,1.37,9.526,0.015,1.045,0.1,0.247,511,-0.000175953,220
21:54:47:541164,0.374042,-0.00987379,1.376,9.546,0.066,1.045,0.103,0.257,511,-0.000175953,220
21:54:47:546163,0.374063,-0.0113296,1.378,9.575,0.118,1.046,0.106,0.261,504,-0.00058651,220
21:54:47:551300,0.374069,-0.0128848,1.352,9.597,0.118,1.049,0.109,0.262,505,-0.000527859,220
21:54:47:556293,0.374056,-0.0145396,1.283,9.534,0.058,1.05,0.108,0.264,505,-0.000527859,220
21:54:47:561288,0.37407,-0.0162951,1.079,9.165,-0.002,1.044,0.102,0.266,505,-0.000527859,220
21:54:47:566467,0.374061,-0.0181492,0.91,8.653,0.038,1.03,0.095,0.256,505,-0.000527859,220
21:54:47:571525,0.374075,-0.0201046,0.774,7.921,0.131,1.007,0.087,0.23,502,-0.000703812,220
21:54:47:576540,0.374059,-0.0221577,0.745,6.569,0.234,0.96,0.078,0.174,509,-0.000293255,220
21:54:47:581676,0.374059,-0.0243109,1.026,5.266,0.151,0.904,0.082,0.136,509,-0.000293255,220
21:54:47:586657,0.374033,-0.0265352,1.374,4.615,0.025,0.867,0.098,0.127,511,-0.000175953,220
21:54:47:591833,0.374035,-0.0286891,1.924,4.155,-0.087,0.83,0.136,0.125,511,-0.000175953,220
21:54:47:596803,0.374034,-0.0307437,2.105,4.219,-0.048,0.827,0.157,0.125,511,-0.000175953,220
21:54:47:601771,0.374069,-0.0327016,1.863,4.703,0.076,0.856,0.153,0.13,512,-0.000117302,220
21:54:47:606929,0.37406,-0.0345563,1.416,5.099,0.079,0.883,0.125,0.141,512,-0.000117302,220
21:54:47:612023,0.374051,-0.0363114,0.671,5.574,-0.097,0.914,0.07,0.158,514,0,220
21:54:47:617050,0.374046,-0.0379674,0.237,5.947,-0.265,0.933,0.033,0.17,514,0,220
21:54:47:622190,0.374047,-0.0395228,0.257,6.251,-0.237,0.943,0.03,0.177,514,0,220
21:54:47:627166,0.374055,-0.0409812,0.811,6.913,-0.034,0.958,0.063,0.193,514,0,220
21:54:47:632317,0.374072,-0.0423388,1.424,7.482,0.076,0.97,0.104,0.208,513,-5.8651e-05,220
21:54:47:637298,0.374055,-0.0435901,2.189,8.328,0.084,0.996,0.166,0.235,513,-5.8651e-05,220
21:54:47:642398,0.374053,-0.0447484,2.272,8.693,0.036,1.013,0.184,0.25,514,0,220
21:54:47:647333,0.374064,-0.0458058,1.709,8.697,0.051,1.023,0.156,0.251,512,-0.000117302,220
21:54:47:652538,0.374047,-0.0467607,1.23,8.395,0.169,1.018,0.11,0.229,512,-0.000117302,220
21:54:47:657543,0.374046,-0.0476145,1.107,7.928,0.489,1.008,0.057,0.181,515,5.8651e-05,220
21:54:47:662708,0.374064,-0.0483752,1.581,7.878,0.721,1.007,0.062,0.162,515,5.8651e-05,220
21:54:47:667606,0.374056,-0.0490292,2.682,8.349,0.845,1.012,0.14,0.181,522,0.000469208,220
21:54:47:672813,0.374069,-0.0495864,3.191,8.932,0.653,1.018,0.207,0.215,522,0.000469208,220
21:54:47:677715,0.374058,-0.0500405,2.964,9.986,0.06,1.036,0.236,0.266,522,0.000469208,220
21:54:47:682911,0.374067,-0.0503975,2.12,10.733,-0.304,1.06,0.18,0.285,520,0.000351906,220
21:54:47:687839,0.374054,-0.0506514,0.472,11.846,-0.54,1.114,0.029,0.298,519,0.000293255,220
21:54:47:693057,0.374065,-0.0508085,-0.433,12.836,-0.579,1.172,-0.064,0.315,519,0.000293255,220
21:54:47:698040,0.374049,-0.0508658,-0.254,13.4,-0.692,1.203,-0.051,0.335,517,0.000175953,220
21:54:47:703187,0.37406,-0.0508228,0.76,14.086,-1.077,1.235,0.038,0.363,517,0.000175953,220
21:54:47:708184,0.37405,-0.0506767,1.386,14.351,-1.388,1.245,0.093,0.374,515,5.8651e-05,220
21:54:47:713292,0.374058,-0.0504333,1.754,14.212,-1.672,1.235,0.119,0.37,514,0,220
21:54:47:718332,0.374067,-0.0501899,1.8,13.734,-1.584,1.211,0.109,0.352,514,0,220
21:54:47:723420,0.374057,-0.0500441,2.099,12.735,-0.971,1.167,0.092,0.314,514,0,220
21:54:47:728414,0.374067,-0.050001,2.434,12.086,-0.437,1.142,0.092,0.289,514,0,220
21:54:47:729204,0.374067,-0.050001,2.56,11.789,-0.218,-1.131,0.094,0.279,514,0.00269795
21:54:47:729244,0.374067,-0.050001,2.56,11.789,-0.218,-1.131,0.094,0.279,514,0.00269795
21:54:47:729270,0.374067,-0.050001,2.56,11.789,-0.218,-1.131,0.094,0.279,514,0.00269795
21:54:47:729293,0.374067,-0.050001,2.56,11.789,-0.218,-1.131,0.094,0.279,514,0.00269795
21:54:47:729317,0.374067,-0.050001,2.56,11.789,-0.218,-1.131,0.094,0.279,514,0.00269795
21:54:47:729340,0.374067,-0.050001,2.56,11.789,-0.218,-1.131,0.094,0.279,514,0.00269795
21:54:47:729364,0.374067,-0.050001,2.56,11.789,-0.218,-1.131,0.094,0.279,514,0.00269795
21:54:47:729387,0.374067,-0.050001,2.56,11.789,-0.218,-1.131,0.094,0.279,514,0.00269795
21:54:47:729410,0.374067,-0.050001,2.56,11.789,-0.218,-1.131,0.094,0.279,514,0.00269795
21:54:47:729434,0.374067,-0.050001,2.56,11.789,-0.218,-1.131,0.094,0.279,514,0.00269795
21:54:47:729457,0.374067,-0.050001,2.56,11.789,-0.218,-1.131,0.094,0.279,514,0.00269795
21:54:47:729480,0.374067,-0.050001,2.56,11.789,-0.218,-1.131,0.094,0.279,514,0.00269795
21:54:47:729503,0.374067,-0.050001,2.56,11.789,-0.218,-1.131,0.094,0.279,514,0.00269795
21:54:47:729526,0.374067,-0.050001,2.56,11.789,-0.218,-1.131,0.094,0.279,514,0.00269795
21:54:47:729549,0.374067,-0.050001,2.56,11.789,-0.218,-1.131,0.094,0.279,514,0.00269795
21:54:47:729572,0.374067,-0.050001,2.56,11.789,-0.218,-1.131,0.094,0.279,514,0.00269795
21:54:47:729595,0.374067,-0.050001,2.56,11.789,-0.218,-1.131,0.094,0.279,514,0.00269795
21:54:47:729619,0.374067,-0.050001,2.56,11.789,-0.218,-1.131,0.094,0.279,514,0.00269795
21:54:47:729642,0.374067,-0.050001,2.56,11.789,-0.218,-1.131,0.094,0.279,514,0.00269795
21:54:47:729665,0.374067,-0.050001,2.56,11.789,-0.218,-1.131,0.094,0.279,514,0.00269795
21:54:47:729688,0.374067,-0.050001,2.56,11.789,-0.218,-1.131,0.094,0.279,514,0.00269795
21:54:47:729712,0.374067,-0.050001,2.56,11.789,-0.218,-1.131,0.094,0.279,514,0.00269795
21:54:47:729735,0.374067,-0.050001,2.56,11.789,-0.218,-1.131,0.094,0.279,514,0.00269795
21:54:47:729758,0.374067,-0.050001,2.56,11.789,-0.218,-1.131,0.094,0.279,514,0.00269795
21:54:47:729781,0.374067,-0.050001,2.56,11.789,-0.218,-1.131,0.094,0.279,514,0.00269795
21:54:47:729804,0.374067,-0.050001,2.56,11.789,-0.218,-1.131,0.094,0.279,514,0.00269795
21:54:47:729828,0.374067,-0.050001,2.56,11.789,-0.218,-1.131,0.094,0.279,514,0.00269795
21:54:47:729851,0.374067,-0.050001,2.56,11.789,-0.218,-1.131,0.094,0.279,514,0.00269795
21:54:47:729874,0.374067,-0.050001,2.56,11.789,-0.218,-1.131,0.094,0.279,514,0.00269795
21:54:47:729897,0.374067,-0.050001,2.56,11.789,-0.218,-1.131,0.094,0.279,514,0.00269795
21:54:47:729920,0.374067,-0.050001,2.56,11.789,-0.218,-1.131,0.094,0.279,514,0.00269795
21:54:47:729949,0.374067,-0.050001,2.56,11.789,-0.218,-1.131,0.094,0.279,514,0.00269795
21:54:47:729978,0.374067,-0.050001,2.56,11.789,-0.218,-1.131,0.094,0.279,514,0.00269795
21:54:47:730002,0.374067,-0.050001,2.56,11.789,-0.218,-1.131,0.094,0.279,514,0.00269795
21:54:47:730025,0.374067,-0.050001,2.56,11.789,-0.218,-1.131,0.094,0.279,514,0.00269795
21:54:47:730048,0.374067,-0.050001,2.56,11.789,-0.218,-1.131,0.094,0.279,514,0.00269795
21:54:47:730071,0.374067,-0.050001,2.56,11.789,-0.218,-1.131,0.094,0.279,514,0.00269795
21:54:47:730095,0.374067,-0.050001,2.56,11.789,-0.218,-1.131,0.094,0.279,514,0.00269795
21:54:47:730118,0.374067,-0.050001,2.56,11.789,-0.218,-1.131,0.094,0.279,514,0.00269795
21:54:47:730141,0.374067,-0.050001,2.56,11.789,-0.218,-1.131,0.094,0.279,514,0.00269795
21:54:47:730174,0.374067,-0.050001,2.56,11.789,-0.218,-1.131,0.094,0.279,514,0.00269795
21:54:47:730199,0.374067,-0.050001,2.56,11.789,-0.218,-1.131,0.094,0.279,514,0.00269795
21:54:47:730223,0.374067,-0.050001,2.56,11.789,-0.218,-1.131,0.094,0.279,514,0.00269795
21:54:47:730246,0.374067,-0.050001,2.56,11.789,-0.218,-1.131,0.094,0.279,514,0.00269795
21:54:47:730269,0.374067,-0.050001,2.56,11.789,-0.218,-1.131,0.094,0.279,514,0.00269795
21:54:47:730292,0.374067,-0.050001,2.56,11.789,-0.218,-1.131,0.094,0.279,514,0.00269795
21:54:47:730315,0.374067,-0.050001,2.56,11.789,-0.218,-1.131,0.094,0.279,514,0.00269795
21:54:47:730338,0.374067,-0.050001,2.56,11.789,-0.218,-1.131,0.094,0.279,514,0.00269795
21:54:47:730362,0.374067,-0.050001,2.56,11.789,-0.218,-1.131,0.094,0.279,514,0.00269795
21:54:47:730385,0.374067,-0.050001,2.56,11.789,-0.218,-1.131,0.094,0.279,514,0.00269795
21:54:47:730408,0.374067,-0.050001,2.56,11.789,-0.218,-1.131,0.094,0.279,514,0.00269795
21:54:47:730431,0.374067,-0.050001,2.56,11.789,-0.218,-1.131,0.094,0.279,514,0.00269795
21:54:47:730454,0.374067,-0.050001,2.56,11.789,-0.218,-1.131,0.094,0.279,514,0.00269795
21:54:47:730477,0.374067,-0.050001,2.56,11.789,-0.218,-1.131,0.094,0.279,514,0.00269795
