21:54:47:730500,0.374067,-0.050001,2.56,11.789,-0.218,-1.131,0.094,0.279,514,0.00269795
21:54:47:730523,0.374067,-0.050001,2.56,11.789,-0.218,-1.131,0.094,0.279,514,0.00269795
21:54:47:730546,0.374067,-0.050001,2.56,11.789,-0.218,-1.131,0.094,0.279,514,0.00269795
21:54:47:730569,0.374067,-0.050001,2.56,11.789,-0.218,-1.131,0.094,0.279,514,0.00269795
21:54:47:730592,0.374067,-0.050001,2.56,11.789,-0.218,-1.131,0.094,0.279,514,0.00269795
21:54:47:730615,0.374067,-0.050001,2.56,11.789,-0.218,-1.131,0.094,0.279,514,0.00269795
21:54:47:730638,0.374067,-0.050001,2.56,11.789,-0.218,-1.131,0.094,0.279,514,0.00269795
21:54:47:730661,0.374067,-0.050001,2.56,11.789,-0.218,-1.131,0.094,0.279,514,0.00269795
21:54:47:730684,0.374067,-0.050001,2.56,11.789,-0.218,-1.131,0.094,0.279,514,0.00269795
21:54:47:730707,0.374067,-0.050001,2.56,11.789,-0.218,-1.131,0.094,0.279,514,0.00269795
21:54:47:730730,0.374067,-0.050001,2.56,11.789,-0.218,-1.131,0.094,0.279,514,0.00269795
21:54:47:730753,0.374067,-0.050001,2.56,11.789,-0.218,-1.131,0.094,0.279,514,0.00269795
21:54:47:730776,0.374067,-0.050001,2.56,11.789,-0.218,-1.131,0.094,0.279,514,0.00269795
21:54:47:730800,0.374067,-0.050001,2.56,11.789,-0.218,-1.131,0.094,0.279,514,0.00269795
21:54:47:730822,0.374067,-0.050001,2.56,11.789,-0.218,-1.131,0.094,0.279,514,0.00269795
21:54:47:730845,0.374067,-0.050001,2.56,11.789,-0.218,-1.131,0.094,0.279,514,0.00269795
21:54:47:730868,0.374067,-0.050001,2.56,11.789,-0.218,-1.131,0.094,0.279,514,0.00269795
21:54:47:730892,0.374067,-0.050001,2.56,11.789,-0.218,-1.131,0.094,0.279,514,0.00269795
21:54:47:730915,0.374067,-0.050001,2.56,11.789,-0.218,-1.131,0.094,0.279,514,0.00269795
21:54:47:730939,0.374067,-0.050001,2.56,11.789,-0.218,-1.131,0.094,0.279,514,0.00269795
21:54:47:730971,0.374067,-0.050001,2.56,11.789,-0.218,-1.131,0.094,0.279,514,0.00269795
21:54:47:730995,0.374067,-0.050001,2.56,11.789,-0.218,-1.131,0.094,0.279,514,0.00269795
21:54:47:731018,0.374067,-0.050001,2.617,11.506,-0.064,-1.12,0.096,0.279,514,0.00269795
21:54:47:731042,0.374067,-0.050001,2.617,11.506,-0.064,-1.12,0.096,0.271,514,0.00269795
21:54:47:731065,0.374067,-0.050001,2.617,11.506,-0.064,-1.12,0.096,0.271,514,0.00269795
21:54:47:731088,0.374067,-0.050001,2.617,11.506,-0.064,-1.12,0.096,0.271,514,0.00269795
21:54:47:731111,0.374067,-0.050001,2.617,11.506,-0.064,-1.12,0.096,0.271,514,0.00269795
21:54:47:731134,0.374067,-0.050001,2.617,11.506,-0.064,-1.12,0.096,0.271,514,0.00269795
21:54:47:731157,0.374067,-0.050001,2.617,11.506,-0.064,-1.12,0.096,0.271,514,0.00269795
21:54:47:731180,0.374067,-0.050001,2.617,11.506,-0.064,-1.12,0.096,0.271,514,0.00269795
21:54:47:731203,0.374067,-0.050001,2.617,11.506,-0.064,-1.12,0.096,0.271,514,0.00269795
21:54:47:731225,0.374067,-0.050001,2.617,11.506,-0.064,-1.12,0.096,0.271,514,0.00269795
21:54:47:731248,0.374067,-0.050001,2.617,11.506,-0.064,-1.12,0.096,0.271,514,0.00269795
21:54:47:731278,0.374067,-0.050001,2.617,11.506,-0.064,-1.12,0.096,0.271,514,0.00269795
21:54:47:731303,0.374067,-0.050001,2.617,11.506,-0.064,-1.12,0.096,0.271,514,0.00269795
21:54:47:731326,0.374067,-0.050001,2.617,11.506,-0.064,-1.12,0.096,0.271,514,0.00269795
21:54:47:731349,0.374067,-0.050001,2.617,11.506,-0.064,-1.12,0.096,0.271,514,0.00269795
21:54:47:731373,0.374067,-0.050001,2.617,11.506,-0.064,-1.12,0.096,0.271,514,0.00269795
21:54:47:731396,0.374067,-0.050001,2.617,11.506,-0.064,-1.12,0.096,0.271,514,0.00269795
21:54:47:731419,0.374067,-0.050001,2.617,11.506,-0.064,-1.12,0.096,0.271,514,0.00269795
21:54:47:731442,0.374067,-0.050001,2.617,11.506,-0.064,-1.12,0.096,0.271,514,0.00269795
21:54:47:731465,0.374067,-0.050001,2.617,11.506,-0.064,-1.12,0.096,0.271,514,0.00269795
21:54:47:731488,0.374067,-0.050001,2.617,11.506,-0.064,-1.12,0.096,0.271,514,0.00269795
21:54:47:731511,0.374067,-0.050001,2.617,11.506,-0.064,-1.12,0.096,0.271,514,0.00269795
21:54:47:731534,0.374067,-0.050001,2.617,11.506,-0.064,-1.12,0.096,0.271,514,0.00269795
21:54:47:731557,0.374067,-0.050001,2.617,11.506,-0.064,-1.12,0.096,0.271,514,0.00269795
21:54:47:731580,0.374067,-0.050001,2.617,11.506,-0.064,-1.12,0.096,0.271,514,0.00269795
21:54:47:731621,0.374067,-0.050001,2.617,11.506,-0.064,-1.12,0.096,0.271,514,0.00269795
21:54:47:731645,0.374067,-0.050001,2.617,11.506,-0.064,-1.12,0.096,0.271,514,0.00269795
21:54:47:731668,0.374067,-0.050001,2.617,11.506,-0.064,-1.12,0.096,0.271,514,0.00269795
21:54:47:731692,0.374067,-0.050001,2.617,11.506,-0.064,-1.12,0.096,0.271,514,0.00269795
21:54:47:731715,0.374067,-0.050001,2.617,11.506,-0.064,-1.12,0.096,0.271,514,0.00269795
21:54:47:731738,0.374067,-0.050001,2.617,11.506,-0.064,-1.12,0.096,0.271,514,0.00269795
21:54:47:731761,0.374067,-0.050001,2.617,11.506,-0.064,-1.12,0.096,0.271,514,0.00269795
21:54:47:731784,0.374067,-0.050001,2.617,11.506,-0.064,-1.12,0.096,0.271,514,0.00269795
21:54:47:731807,0.374067,-0.050001,2.617,11.506,-0.064,-1.12,0.096,0.271,514,0.00269795
21:54:47:731830,0.374067,-0.050001,2.617,11.506,-0.064,-1.12,0.096,0.271,514,0.00269795
21:54:47:731854,0.374067,-0.050001,2.617,11.506,-0.064,-1.12,0.096,0.271,514,0.00269795
21:54:47:731877,0.374067,-0.050001,2.617,11.506,-0.064,-1.12,0.096,0.271,514,0.00269795
21:54:47:731899,0.374067,-0.050001,2.617,11.506,-0.064,-1.12,0.096,0.271,514,0.00269795
21:54:47:731922,0.374067,-0.050001,2.617,11.506,-0.064,-1.12,0.096,0.271,514,0.00269795
21:54:47:731954,0.374067,-0.050001,2.617,11.506,-0.064,-1.12,0.096,0.271,514,0.00269795
21:54:47:731980,0.374067,-0.050001,2.617,11.506,-0.064,-1.12,0.096,0.271,514,0.00269795
21:54:47:732004,0.374067,-0.050001,2.617,11.506,-0.064,-1.12,0.096,0.271,514,0.00269795
21:54:47:732026,0.374067,-0.050001,2.617,11.506,-0.064,-1.12,0.096,0.271,514,0.00269795
21:54:47:732049,0.374067,-0.050001,2.617,11.506,-0.064,-1.12,0.096,0.271,514,0.00269795
21:54:47:732072,0.374067,-0.050001,2.617,11.506,-0.064,-1.12,0.096,0.271,514,0.00269795
21:54:47:732096,0.374067,-0.050001,2.617,11.506,-0.064,-1.12,0.096,0.271,514,0.00269795
21:54:47:732119,0.374067,-0.050001,2.617,11.506,-0.064,-1.12,0.096,0.271,514,0.00269795
21:54:47:732142,0.374067,-0.050001,2.617,11.506,-0.064,-1.12,0.096,0.271,514,0.00269795
21:54:47:732165,0.374067,-0.050001,2.617,11.506,-0.064,-1.12,0.096,0.271,514,0.00269795
21:54:47:732187,0.374067,-0.050001,2.617,11.506,-0.064,-1.12,0.096,0.271,514,0.00269795
21:54:47:732210,0.374067,-0.050001,2.617,11.506,-0.064,-1.12,0.096,0.271,514,0.00269795
21:54:47:732259,0.374067,-0.050001,2.617,11.506,-0.064,-1.12,0.096,0.271,514,0.00269795
21:54:47:732306,0.374067,-0.050001,2.617,11.506,-0.064,-1.12,0.096,0.271,514,0.00269795
21:54:47:732349,0.374067,-0.050001,2.617,11.506,-0.064,-1.12,0.096,0.271,514,0.00269795
21:54:47:732377,0.374067,-0.050001,2.617,11.506,-0.064,-1.12,0.096,0.271,514,0.00269795
21:54:47:732400,0.374067,-0.050001,2.617,11.506,-0.064,-1.12,0.096,0.271,514,0.00269795
21:54:47:732424,0.374067,-0.050001,2.617,11.506,-0.064,-1.12,0.096,0.271,514,0.00269795
21:54:47:732456,0.374067,-0.050001,2.617,11.506,-0.064,-1.12,0.096,0.271,514,0.00269795
21:54:47:732480,0.374067,-0.050001,2.617,11.506,-0.064,-1.12,0.096,0.271,514,0.00269795
21:54:47:732505,0.374067,-0.050001,2.617,11.506,-0.064,-1.12,0.096,0.271,514,0.00269795
21:54:47:732529,0.374067,-0.050001,2.617,11.506,-0.064,-1.12,0.096,0.271,514,0.00269795
21:54:47:732552,0.374067,-0.050001,2.617,11.506,-0.064,-1.12,0.096,0.271,514,0.00269795
21:54:47:732576,0.374067,-0.050001,2.617,11.506,-0.064,-1.12,0.096,0.271,514,0.00269795
21:54:47:732599,0.374067,-0.050001,2.617,11.506,-0.064,-1.12,0.096,0.271,514,0.00269795
21:54:47:732622,0.374067,-0.050001,2.617,11.506,-0.064,-1.12,0.096,0.271,514,0.00269795
21:54:47:732645,0.374067,-0.050001,2.617,11.506,-0.064,-1.12,0.096,0.271,514,0.00269795
21:54:47:732668,0.374067,-0.050001,2.617,11.506,-0.064,-1.12,0.096,0.271,514,0.00269795
21:54:47:732692,0.374067,-0.050001,2.617,11.506,-0.064,-1.12,0.096,0.271,514,0.00269795
21:54:47:732715,0.374067,-0.050001,2.617,11.506,-0.064,-1.12,0.096,0.271,514,0.00269795
21:54:47:732738,0.374067,-0.050001,2.617,11.506,-0.064,-1.12,0.096,0.271,514,0.00269795
21:54:47:732761,0.374067,-0.050001,2.617,11.506,-0.064,-1.12,0.096,0.271,514,0.00269795
21:54:47:732784,0.374067,-0.050001,2.617,11.506,-0.064,-1.12,0.096,0.271,514,0.00269795
21:54:47:732807,0.374067,-0.050001,2.617,11.506,-0.064,-1.12,0.096,0.271,514,0.00269795
21:54:47:732831,0.374067,-0.050001,2.617,11.506,-0.064,-1.12,0.096,0.271,514,0.00269795
21:54:47:732854,0.374067,-0.050001,2.617,11.506,-0.064,-1.12,0.096,0.271,514,0.00269795
21:54:47:732877,0.374067,-0.050001,2.617,11.506,-0.064,-1.12,0.096,0.271,514,0.00269795
21:54:47:732901,0.374067,-0.050001,2.617,11.506,-0.064,-1.12,0.096,0.271,514,0.00269795
21:54:47:732924,0.374067,-0.050001,2.617,11.506,-0.064,-1.12,0.096,0.271,514,0.00269795
21:54:47:732956,0.374067,-0.050001,2.617,11.506,-0.064,-1.12,0.096,0.271,514,0.00269795
21:54:47:732983,0.374067,-0.050001,2.617,11.506,-0.064,-1.12,0.096,0.271,514,0.00269795
21:54:47:733007,0.374067,-0.050001,2.617,11.506,-0.064,-1.12,0.096,0.271,514,0.00269795
21:54:47:733030,0.374067,-0.050001,2.585,11.233,0.01,-1.109,0.098,0.265,514,0.00269795
21:54:47:733053,0.374067,-0.050001,2.585,11.233,0.01,-1.109,0.098,0.265,514,0.00269795
21:54:47:733077,0.374067,-0.050001,2.585,11.233,0.01,-1.109,0.098,0.265,514,0.00269795
21:54:47:733100,0.374067,-0.050001,2.585,11.233,0.01,-1.109,0.098,0.265,514,0.00269795
21:54:47:733124,0.374067,-0.050001,2.585,11.233,0.01,-1.109,0.098,0.265,514,0.00269795
21:54:47:733148,0.374067,-0.050001,2.585,11.233,0.01,-1.109,0.098,0.265,514,0.00269795
21:54:47:733171,0.374067,-0.050001,2.585,11.233,0.01,-1.109,0.098,0.265,514,0.00269795
21:54:47:733194,0.374067,-0.050001,2.585,11.233,0.01,-1.109,0.098,0.265,514,0.00269795
21:54:47:733218,0.374067,-0.050001,2.585,11.233,0.01,-1.109,0.098,0.265,514,0.00269795
21:54:47:733241,0.374067,-0.050001,2.585,11.233,0.01,-1.109,0.098,0.265,514,0.00269795
21:54:47:733265,0.374067,-0.050001,2.585,11.233,0.01,-1.109,0.098,0.265,514,0.00269795
21:54:47:733288,0.374067,-0.050001,2.585,11.233,0.01,-1.109,0.098,0.265,514,0.00269795
21:54:47:733312,0.374067,-0.050001,2.585,11.233,0.01,-1.109,0.098,0.265,514,0.00269795
21:54:47:733335,0.374067,-0.050001,2.585,11.233,0.01,-1.109,0.098,0.265,514,0.00269795
21:54:47:733358,0.374067,-0.050001,2.585,11.233,0.01,-1.109,0.098,0.265,514,0.00269795
21:54:47:733381,0.374067,-0.050001,2.585,11.233,0.01,-1.109,0.098,0.265,514,0.00269795
21:54:47:733405,0.374067,-0.050001,2.585,11.233,0.01,-1.109,0.098,0.265,514,0.00269795
21:54:47:733428,0.374067,-0.050001,2.585,11.233,0.01,-1.109,0.098,0.265,514,0.00269795
21:54:47:733452,0.374067,-0.050001,2.585,11.233,0.01,-1.109,0.098,0.265,514,0.00269795
21:54:47:733475,0.374067,-0.050001,2.585,11.233,0.01,-1.109,0.098,0.265,514,0.00269795
21:54:47:733499,0.374067,-0.050001,2.585,11.233,0.01,-1.109,0.098,0.265,514,0.00269795
21:54:47:733522,0.374067,-0.050001,2.585,11.233,0.01,-1.109,0.098,0.265,514,0.00269795
21:54:47:733545,0.374067,-0.050001,2.585,11.233,0.01,-1.109,0.098,0.265,514,0.00269795
21:54:47:733575,0.374067,-0.050001,2.585,11.233,0.01,-1.109,0.098,0.265,514,0.00269795
21:54:47:733599,0.374067,-0.050001,2.585,11.233,0.01,-1.109,0.098,0.265,514,0.00269795
21:54:47:733623,0.374067,-0.050001,2.585,11.233,0.01,-1.109,0.098,0.265,514,0.00269795
21:54:47:733646,0.374067,-0.050001,2.585,11.233,0.01,-1.109,0.098,0.265,514,0.00269795
21:54:47:733669,0.374067,-0.050001,2.585,11.233,0.01,-1.109,0.098,0.265,514,0.00269795
21:54:47:733692,0.374067,-0.050001,2.585,11.233,0.01,-1.109,0.098,0.265,514,0.00269795
21:54:47:733715,0.374067,-0.050001,2.585,11.233,0.01,-1.109,0.098,0.265,514,0.00269795
21:54:47:733738,0.374067,-0.050001,2.585,11.233,0.01,-1.109,0.098,0.265,514,0.00269795
21:54:47:733762,0.374067,-0.050001,2.585,11.233,0.01,-1.109,0.098,0.265,514,0.00269795
21:54:47:733786,0.374067,-0.050001,2.585,11.233,0.01,-1.109,0.098,0.265,514,0.00269795
21:54:47:733809,0.374067,-0.050001,2.585,11.233,0.01,-1.109,0.098,0.265,514,0.00269795
21:54:47:733833,0.374067,-0.050001,2.585,11.233,0.01,-1.109,0.098,0.265,514,0.00269795
21:54:47:733856,0.374067,-0.050001,2.585,11.233,0.01,-1.109,0.098,0.265,514,0.00269795
21:54:47:733880,0.374067,-0.050001,2.585,11.233,0.01,-1.109,0.098,0.265,514,0.00269795
21:54:47:733903,0.374067,-0.050001,2.585,11.233,0.01,-1.109,0.098,0.265,514,0.00269795
21:54:47:733926,0.374067,-0.050001,2.585,11.233,0.01,-1.109,0.098,0.265,514,0.00269795
21:54:47:733958,0.374067,-0.050001,2.585,11.233,0.01,-1.109,0.098,0.265,514,0.00269795
21:54:47:733985,0.374067,-0.050001,2.585,11.233,0.01,-1.109,0.098,0.265,514,0.00269795
21:54:47:734008,0.374067,-0.050001,2.585,11.233,0.01,-1.109,0.098,0.265,514,0.00269795
21:54:47:734031,0.374067,-0.050001,2.585,11.233,0.01,-1.109,0.098,0.265,514,0.00269795
21:54:47:734054,0.374067,-0.050001,2.585,11.233,0.01,-1.109,0.098,0.265,514,0.00269795
