Time,X,Y,Fx,Fy,Fz,Mx,My,Mz,Potentiometer_bit,handle_disp
22:42:52:898057,0.374037,0,0.111,0.034,-0.079,0.002,0,0.002,536,0.00129032
22:42:52:903188,0.374037,0,0.189,0.014,0.096,0.001,0.004,0,536,0.00129032
22:42:52:908210,0.374037,0,0.238,0.015,0.222,0,0.007,-0.002,536,0.00129032
22:42:52:913307,0.374034,0.000212144,0.245,0.043,0.304,0.001,0.012,-0.001,536,0.00129032
22:42:52:918322,0.374034,0.000467945,0.185,0.067,0.258,0.002,0.011,0,536,0.00129032
22:42:52:923438,0.374034,0.000797008,0.035,0.078,0.069,0.005,0.004,0.003,536,0.00129032
22:42:52:928454,0.374032,0.00104946,-0.06,0.065,-0.065,0.006,-0.003,0.003,536,0.00129032
22:42:52:933570,0.374031,0.00120212,-0.143,0.043,-0.113,0.005,-0.013,0.002,536,0.00129032
22:42:52:938564,0.374031,0.00125448,-0.145,0.033,-0.014,0.003,-0.015,0,536,0.00129032
22:42:52:943690,0.374031,0.001207,-0.07,-0.003,0.149,0,-0.011,-0.003,536,0.00129032
22:42:52:948667,0.374032,0.00105968,0.016,-0.054,0.141,-0.002,-0.004,-0.005,536,0.00129032
22:42:52:953829,0.374034,0.000812023,0.146,-0.118,-0.031,-0.005,0.006,-0.003,536,0.00129032
22:42:52:958793,0.374034,0.000464564,0.191,-0.103,-0.137,-0.005,0.01,0.001,536,0.00129032
22:42:52:963938,0.374037,0,0.169,-0.005,-0.206,0,0.005,0.008,538,0.00140762
22:42:52:968938,0.374034,-0.00053037,0.11,0.031,-0.252,0.004,-0.002,0.001,540,0.00152493
22:42:52:974049,0.374031,-0.0011778,0.005,-0.054,-0.368,0.008,-0.014,-0.028,540,0.00152493
22:42:52:979077,0.374074,-0.00192531,-0.029,-0.137,-0.407,0.003,-0.018,-0.043,542,0.00164223
22:42:52:984202,0.374063,-0.0027729,0.062,-0,-0.317,-0.005,-0.012,-0.022,542,0.00164223
22:42:52:989206,0.374049,-0.00372028,0.318,0.635,-0.15,0.003,0.006,0.04,542,0.00164223
22:42:52:994291,0.374076,-0.00476789,0.444,1.172,-0.091,0.023,0.018,0.071,540,0.00152493
22:42:52:999513,0.374047,-0.00591522,0.3,1.643,-0.132,0.053,0.02,0.073,540,0.00152493
22:42:53:4435,0.374056,-0.00716285,-0.02,1.558,-0.214,0.059,0.009,0.053,532,0.00105572
22:42:53:9445,0.374054,-0.00851018,-0.508,0.977,-0.27,0.041,-0.011,0.025,519,0.000293255
22:42:53:14570,0.374038,-0.00995739,-0.619,0.506,-0.17,0.024,-0.02,0.016,519,0.000293255
22:42:53:19565,0.374053,-0.0115051,-0.414,-0.123,0.185,0.006,-0.021,0.013,501,-0.000762463
22:42:53:24579,0.374052,-0.0131525,-0.19,-0.537,0.43,-0.002,-0.018,0.008,480,-0.00199413
22:42:53:29682,0.374033,-0.0148992,-0.025,-1.332,0.549,-0.019,-0.013,-0.011,480,-0.00199413
22:42:53:34687,0.374037,-0.0167469,-0.073,-2.026,0.414,-0.036,-0.009,-0.035,456,-0.00340176
22:42:53:39844,0.374062,-0.0186953,-0.205,-3.197,0.048,-0.07,0.005,-0.075,456,-0.00340176
22:42:53:44933,0.374062,-0.0207433,-0.187,-3.879,-0.137,-0.092,0.02,-0.091,432,-0.00480938
22:42:53:49928,0.37403,-0.0228887,0.077,-4.388,-0.122,-0.107,0.038,-0.093,408,-0.00621701
22:42:53:55079,0.374058,-0.0251378,0.316,-4.323,0.059,-0.098,0.04,-0.089,408,-0.00621701
22:42:53:60065,0.374068,-0.0273738,0.519,-3.899,0.323,-0.074,0.025,-0.086,384,-0.00762463
22:42:53:65205,0.374065,-0.0295093,0.391,-3.516,0.298,-0.066,0.006,-0.084,363,-0.0088563
22:42:53:70207,0.374057,-0.0315441,0.155,-3.342,0.114,-0.07,0,-0.076,363,-0.0088563
22:42:53:75311,0.374044,-0.0334784,-0.263,-3.113,-0.269,-0.076,-0.003,-0.06,350,-0.00961877
22:42:53:80317,0.374031,-0.0353124,-0.489,-3.003,-0.504,-0.077,-0.007,-0.051,344,-0.00997067
22:42:53:85451,0.374065,-0.0370506,-0.659,-3.024,-0.669,-0.088,-0.018,-0.052,344,-0.00997067
22:42:53:90460,0.374057,-0.0386854,-0.665,-3.135,-0.582,-0.1,-0.028,-0.059,341,-0.0101466
22:42:53:95570,0.374058,-0.0402233,-0.514,-3.181,-0.195,-0.113,-0.035,-0.065,341,-0.0101466
22:42:53:100551,0.374065,-0.0416599,-0.288,-2.972,0.117,-0.112,-0.027,-0.059,343,-0.0100293
22:42:53:105696,0.374037,-0.0429907,0.149,-2.286,0.476,-0.093,0.008,-0.039,348,-0.00973607
22:42:53:110693,0.374065,-0.0442296,0.336,-1.805,0.588,-0.077,0.039,-0.024,348,-0.00973607
22:42:53:115815,0.374064,-0.0453664,0.241,-1.617,0.552,-0.073,0.063,-0.017,358,-0.00914956
22:42:53:120812,0.374032,-0.0463965,0.035,-1.997,0.449,-0.093,0.052,-0.031,375,-0.00815249
22:42:53:125920,0.374061,-0.0473354,-0.026,-2.899,0.411,-0.131,0.012,-0.073,375,-0.00815249
22:42:53:130938,0.374062,-0.0481715,0.242,-3.252,0.579,-0.135,-0.005,-0.101,400,-0.00668622
22:42:53:136069,0.374037,-0.0489045,0.859,-2.971,0.975,-0.098,0.011,-0.108,435,-0.00463343
22:42:53:141087,0.374033,-0.0495371,1.127,-2.346,1.058,-0.064,0.045,-0.087,435,-0.00463343
22:42:53:146191,0.374049,-0.0500764,1.038,-1.174,0.594,-0.036,0.087,-0.035,476,-0.00222874
22:42:53:151270,0.374041,-0.0505087,0.478,-0.012,-0.273,-0.031,0.071,0.008,476,-0.00222874
22:42:53:156297,0.374056,-0.0508481,0.007,0.721,-0.71,-0.023,0.028,0.027,521,0.000410557
22:42:53:161311,0.374046,-0.0510802,-0.636,1.776,-0.838,0.005,-0.05,0.049,567,0.0031085
22:42:53:166418,0.37406,-0.0512194,-0.927,2.451,-0.653,0.031,-0.09,0.063,567,0.0031085
22:42:53:171421,0.374054,-0.0512519,-1.047,3.318,-0.38,0.068,-0.112,0.084,614,0.0058651
22:42:53:176577,0.374067,-0.0511908,-0.945,3.648,-0.421,0.08,-0.107,0.091,658,0.00844575
22:42:53:181572,0.374061,-0.0510267,-0.745,3.532,-0.893,0.072,-0.087,0.087,658,0.00844575
22:42:53:186674,0.374075,-0.0507618,-0.662,3.089,-1.301,0.053,-0.072,0.075,697,0.0107331
22:42:53:191710,0.374058,-0.0504334,-0.424,2.337,-1.589,0.029,-0.049,0.055,697,0.0107331
22:42:53:196818,0.374067,-0.05019,-0.008,2.069,-1.439,0.031,-0.027,0.046,729,0.01261
22:42:53:201807,0.374057,-0.0500441,0.901,2.091,-0.921,0.058,0.012,0.042,751,0.0139003
22:42:53:206941,0.374067,-0.050001,1.354,2.188,-0.605,0.075,0.033,0.043,751,0.0139003
22:42:53:207656,0.374067,-0.050001,1.448,2.205,-0.485,-0.081,0.04,0.043,751,0.0165982
22:42:53:207712,0.374067,-0.050001,1.448,2.205,-0.485,-0.081,0.04,0.043,751,0.0165982
22:42:53:207739,0.374067,-0.050001,1.448,2.205,-0.485,-0.081,0.04,0.043,751,0.0165982
22:42:53:207762,0.374067,-0.050001,1.448,2.205,-0.485,-0.081,0.04,0.043,751,0.0165982
22:42:53:207786,0.374067,-0.050001,1.448,2.205,-0.485,-0.081,0.04,0.043,751,0.0165982
22:42:53:207810,0.374067,-0.050001,1.448,2.205,-0.485,-0.081,0.04,0.043,751,0.0165982
22:42:53:207833,0.374067,-0.050001,1.448,2.205,-0.485,-0.081,0.04,0.043,751,0.0165982
