Time,X,Y,Fx,Fy,Fz,Mx,My,Mz,Potentiometer_bit,handle_disp
02:06:04:332569,0.374037,0,-0.006,-0.082,-0.14,-0.001,0,-0.001,537,0.00134897
02:06:04:337587,0.374037,0,0.015,-0.103,-0.161,-0.002,0,-0.001,537,0.00134897
02:06:04:342695,0.374037,0,0.031,-0.103,-0.183,-0.002,0,-0.001,537,0.00134897
02:06:04:347706,0.374037,0.000170692,0.058,-0.079,-0.186,-0.002,0,0,537,0.00134897
02:06:04:352841,0.374034,0.000325224,0.075,-0.054,-0.175,-0.001,0,0,537,0.00134897
02:06:04:357832,0.374034,0.000523643,0.079,-0.024,-0.165,0,0,0,537,0.00134897
02:06:04:362815,0.374034,0.000764287,0.061,-0.017,-0.145,0.001,0,0,537,0.00134897
02:06:04:367943,0.374032,0.00104543,0.018,-0.024,-0.043,0.001,0,0,537,0.00134897
02:06:04:372941,0.374031,0.00137431,-0.006,-0.033,0.049,0.001,0,0,537,0.00134897
02:06:04:378061,0.374075,0.00173929,-0.02,-0.035,0.102,0,0,-0.002,537,0.00134897
02:06:04:383059,0.374071,0.00213826,-0.005,-0.023,-0.002,0,0,-0.002,537,0.00134897
02:06:04:388208,0.374066,0.00256966,0.013,-0.01,-0.092,0,0,-0.001,537,0.00134897
02:06:04:393175,0.374059,0.00303179,0.046,0.007,-0.139,0,0,0.004,537,0.00134897
02:06:04:398321,0.374053,0.00352295,0.061,0.01,-0.116,0,0,0.006,539,0.00146628
02:06:04:403314,0.374044,0.00404748,0.062,-0.029,-0.09,0.001,0,-0.004,541,0.00158358
02:06:04:408454,0.374034,0.00459717,0.047,-0.085,-0.093,0,-0.003,-0.018,541,0.00158358
02:06:04:413470,0.374067,0.00516999,0.032,-0.119,-0.074,-0.006,-0.005,-0.029,543,0.00170088
02:06:04:418550,0.374051,0.00576398,0.054,-0.018,-0.032,-0.007,-0.003,-0.018,546,0.00187683
02:06:04:423542,0.374036,0.00637835,0.152,0.38,0.007,0.003,0.005,0.019,546,0.00187683
02:06:04:428543,0.374061,0.00701201,0.23,0.744,-0.007,0.018,0.011,0.039,549,0.00205279
02:06:04:433681,0.374039,0.00766556,0.262,1.228,-0.029,0.042,0.012,0.036,549,0.00205279
02:06:04:438709,0.374059,0.00833567,0.191,1.443,0.001,0.051,0.006,0.019,551,0.00217009
02:06:04:443793,0.374034,0.00901828,-0.002,1.643,0.054,0.052,-0.004,0.008,552,0.00222874
02:06:04:448815,0.37405,0.00971502,-0.115,1.75,0.022,0.049,-0.009,0.024,552,0.00222874
02:06:04:453825,0.374063,0.0104231,-0.169,1.867,-0.113,0.047,-0.01,0.057,552,0.00222874
02:06:04:458943,0.374072,0.0111417,-0.135,1.858,-0.174,0.05,-0.01,0.061,552,0.00222874
02:06:04:464080,0.374033,0.011871,-0.053,1.67,-0.141,0.054,-0.011,0.036,552,0.00222874
02:06:04:469084,0.37404,0.0126094,0,1.397,-0.062,0.05,-0.01,0.02,552,0.00222874
02:06:04:474195,0.37404,0.0133549,0.018,1.246,-0.047,0.046,-0.009,0.027,552,0.00222874
02:06:04:479208,0.37404,0.0141071,0.034,1.048,-0.081,0.041,-0.007,0.035,552,0.00222874
02:06:04:484192,0.374035,0.0148647,0.053,0.894,-0.124,0.039,-0.007,0.025,552,0.00222874
02:06:04:489313,0.374074,0.0156294,0.111,0.651,-0.195,0.036,-0.004,0.001,552,0.00222874
02:06:04:494323,0.374062,0.0163975,0.162,0.525,-0.221,0.033,0.001,-0.002,552,0.00222874
02:06:04:499439,0.374051,0.0171691,0.208,0.369,-0.17,0.023,0.012,0.007,552,0.00222874
02:06:04:504449,0.374035,0.0179434,0.19,0.223,-0.08,0.01,0.016,0.01,552,0.00222874
02:06:04:509593,0.374058,0.0187225,0.092,-0.082,0.046,-0.013,0.01,-0.003,552,0.00222874
02:06:04:514575,0.374037,0.0195016,0.016,-0.276,0.059,-0.024,0.002,-0.014,552,0.00222874
02:06:04:519680,0.374058,0.0202846,-0.051,-0.408,-0.063,-0.028,-0.008,-0.017,552,0.00222874
02:06:04:524557,0.374031,0.0210669,-0.055,-0.359,-0.19,-0.023,-0.011,-0.012,552,0.00222874
02:06:04:529808,0.374044,0.0218524,-0.017,-0.121,-0.285,-0.012,-0.009,-0.004,552,0.00222874
02:06:04:534808,0.374057,0.0226385,0.021,0.101,-0.233,-0.004,-0.004,0,552,0.00222874
02:06:04:539948,0.374067,0.0234251,0.079,0.436,-0.077,0.012,0.002,0.009,552,0.00222874
02:06:04:544940,0.374073,0.0242118,0.113,0.603,-0.024,0.024,0.006,0.014,552,0.00222874
02:06:04:550047,0.374075,0.0249979,0.166,0.731,-0.073,0.036,0.007,0.014,552,0.00222874
02:06:04:555077,0.374029,0.0257806,0.197,0.76,-0.155,0.035,0.005,0.009,552,0.00222874
02:06:04:560190,0.374073,0.0265688,0.165,0.757,-0.186,0.029,0.003,0.012,552,0.00222874
02:06:04:565214,0.374069,0.0273531,0.008,0.719,-0.215,0.022,0.001,0.021,552,0.00222874
02:06:04:570302,0.374061,0.0281362,-0.127,0.67,-0.198,0.019,-0.001,0.025,552,0.00222874
02:06:04:575320,0.374053,0.0289181,-0.25,0.587,-0.014,0.016,-0.007,0.018,552,0.00222874
02:06:04:580445,0.374037,0.0296981,-0.239,0.534,0.195,0.013,-0.011,0.008,552,0.00222874
02:06:04:585450,0.374069,0.0304805,-0.134,0.427,0.409,0.008,-0.013,-0.001,552,0.00222874
02:06:04:590547,0.374052,0.0312572,-0.047,0.324,0.366,0.005,-0.01,0,552,0.00222874
02:06:04:595552,0.374032,0.0320321,0.103,0.145,0.088,0.004,0,0.006,552,0.00222874
02:06:04:600694,0.374054,0.0328084,0.242,0.032,-0.086,0.003,0.011,0.007,552,0.00222874
02:06:04:605679,0.374073,0.033583,0.493,-0.11,-0.139,-0.002,0.024,-0.002,552,0.00222874
02:06:04:610813,0.374047,0.0343515,0.643,-0.174,-0.035,-0.007,0.028,-0.009,552,0.00222874
02:06:04:615831,0.374062,0.0351208,0.776,-0.206,0.202,-0.012,0.029,-0.012,552,0.00222874
02:06:04:620955,0.37403,0.0358834,0.788,-0.196,0.319,-0.012,0.029,-0.009,552,0.00222874
02:06:04:625943,0.374042,0.036648,0.637,-0.18,0.285,-0.012,0.024,-0.008,552,0.00222874
02:06:04:631054,0.374051,0.0374093,0.177,-0.175,-0.05,-0.012,0.008,-0.011,552,0.00222874
02:06:04:636104,0.374057,0.038167,-0.277,-0.157,-0.354,-0.011,-0.008,-0.009,552,0.00222874
02:06:04:641195,0.374062,0.0389212,-0.925,-0.102,-0.655,-0.009,-0.034,0.001,552,0.00222874
02:06:04:646168,0.374065,0.0396757,-1.145,-0.062,-0.634,-0.007,-0.048,0.008,553,0.00228739
02:06:04:651334,0.374066,0.0404228,-1.012,0.007,-0.316,-0.003,-0.061,0.005,553,0.00228739
02:06:04:656305,0.374066,0.0411665,-0.673,0.094,-0.045,0,-0.062,-0.001,553,0.00228739
02:06:04:661342,0.374062,0.0419065,0.014,0.305,0.245,0.013,-0.042,-0.006,553,0.00228739
02:06:04:666606,0.374058,0.0426429,0.5,0.452,0.323,0.022,-0.009,-0.002,552,0.00222874
02:06:04:671566,0.374053,0.0433761,1.099,0.55,0.285,0.028,0.061,0.01,552,0.00222874
02:06:04:676562,0.374047,0.0441019,1.24,0.503,0.199,0.024,0.097,0.016,552,0.00222874
02:06:04:681563,0.374035,0.0448275,0.782,0.316,0.061,0.011,0.092,0.014,552,0.00222874
02:06:04:686681,0.374071,0.0455519,0.082,0.156,-0.001,0.001,0.047,0.008,552,0.00222874
02:06:04:691674,0.374059,0.046267,-0.98,-0.106,-0.023,-0.012,-0.042,0,552,0.00222874
02:06:04:696820,0.374046,0.0469748,-1.298,-0.267,0.038,-0.019,-0.085,-0.006,552,0.00222874
02:06:04:701942,0.37403,0.047679,-0.951,-0.38,0.259,-0.02,-0.097,-0.02,552,0.00222874
02:06:04:706943,0.374061,0.048386,-0.344,-0.332,0.404,-0.012,-0.07,-0.028,552,0.00222874
02:06:04:712084,0.374046,0.049076,0.61,-0.168,0.338,0.005,0.007,-0.022,552,0.00222874
02:06:04:716958,0.374073,0.0497722,0.997,-0.101,0.027,0.01,0.066,-0.005,552,0.00222874
02:06:04:722183,0.374052,0.0504547,0.906,-0.133,-0.593,0.003,0.11,0.02,552,0.00222874
02:06:04:727185,0.374033,0.0511341,0.101,-0.218,-0.864,-0.011,0.063,0.019,552,0.00222874
