time,bd,bv,hd,hv,md1,md2
0.0,-9.388933737306273e-17,-2.2073017229456557e-25,0,0,-0.03,0.03
0.0005099261777605065,1.04004160166829e-06,0.002039592488135323,0,0,-0.03,0.03
0.001019852355521013,3.12012480499626e-06,0.004079184976271017,0,0,-0.03,0.03
0.0015297785332815193,6.240249609988468e-06,0.006118777464406774,0,0,-0.03,0.03
0.002039704711042026,1.0400416016644482e-05,0.00815836995254232,0,0,-0.03,0.03
0.0025496308888025322,1.5600624024964666e-05,0.010197962440677957,0,0,-0.03,0.03
0.0030595570665630386,2.1840873634948883e-05,0.012237554928813711,0,0,-0.03,0.03
0.003569483244323545,2.912116484659699e-05,0.014277147416949363,0,0,-0.03,0.03
0.004079409422084052,3.744149765990945e-05,0.016316739905084948,0,0,-0.03,0.03
0.004589335599844558,4.680187207488577e-05,0.01835633239322071,0,0,-0.03,0.03
0.0050992617776050644,5.720228809152608e-05,0.020395924881356352,0,0,-0.03,0.03
0.00560918795536557,6.86427457098307e-05,0.022435517369492005,0,0,-0.03,0.03
0.006119114133126077,8.112324492978301e-05,0.024475109857627804,0,0,-0.03,0.03
0.006629040310886583,9.464378575141494e-05,0.02651470234576297,0,0,-0.03,0.03
0.00713896648864709,0.00010920436817471171,0.028554294833898555,0,0,-0.03,0.03
0.007648892666407596,0.00012480499219967207,0.030593887322034233,0,0,-0.03,0.03
0.008158818844168103,0.0001414456578262964,0.03263347981017,0,0,-0.03,0.03
0.00866874502192861,0.00015912636505458565,0.034673072298305734,0,0,-0.03,0.03
0.009178671199689115,0.00017784711388453965,0.036712664786441376,0,0,-0.03,0.03
0.009688597377449622,0.00019760790431615536,0.03875225727457709,0,0,-0.03,0.03
0.010198523555210129,0.0002184087363494374,0.04079184976271286,0,0,-0.03,0.03
0.010708449732970636,0.00024024960998437987,0.04283144225084845,0,0,-0.03,0.03
0.01121837591073114,0.0002631305252209917,0.044871034738984135,0,0,-0.03,0.03
0.011728302088491648,0.0002870514820592653,0.04691062722711986,0,0,-0.03,0.03
0.012238228266252154,0.0003120124804992023,0.04895021971525543,0,0,-0.03,0.03
0.012748154444012661,0.0003380135205408036,0.050989812203391036,0,0,-0.03,0.03
0.013258080621773166,0.0003650546021840681,0.05302940469152681,0,0,-0.03,0.03
0.013768006799533673,0.00039313572542900037,0.055068997179662474,0,0,-0.03,0.03
0.01427793297729418,0.00042225689027559096,0.05710858966779825,0,0,-0.03,0.03
0.014787859155054687,0.00045241809672384796,0.059148182155934,0,0,-0.03,0.03
0.015297785332815192,0.00048361934477376934,0.061187774644069624,0,0,-0.03,0.03
0.0158077115105757,0.0005158606344253569,0.06322736713220539,0,0,-0.03,0.03
0.016317637688336207,0.0005491419656786066,0.06526695962034093,0,0,-0.03,0.03
0.016827563866096712,0.000583463338533519,0.06730655210847641,0,0,-0.03,0.03
0.01733749004385722,0.0006188247529900977,0.06934614459661208,0,0,-0.03,0.03
0.017847416221617726,0.0006552262090483416,0.0713857370847479,0,0,-0.03,0.03
0.01835734239937823,0.0006926677067082466,0.07342532957288357,0,0,-0.03,0.03
0.018867268577138736,0.000731149245969812,0.07546492206101917,0,0,-0.03,0.03
0.019377194754899244,0.0007706708268330507,0.07750451454915502,0,0,-0.03,0.03
0.01988712093265975,0.0008112324492979442,0.07954410703729095,0,0,-0.03,0.03
0.020397047110420258,0.0008528341133645126,0.08158369952542657,0,0,-0.03,0.03
0.020906973288180763,0.0008954758190327343,0.08362329201356211,0,0,-0.03,0.03
0.02141689946594127,0.000939157566302627,0.0856628845016978,0,0,-0.03,0.03
0.021926825643701773,0.0009838793551741776,0.0877024769898336,0,0,-0.03,0.03
0.02243675182146228,0.0010296411856474028,0.08974206947796906,0,0,-0.03,0.03
0.022946677999222787,0.0010764430577222873,0.09178166196610489,0,0,-0.03,0.03
0.023456604176983295,0.00112428497139883,0.09382125445424067,0,0,-0.03,0.03
0.0239665303547438,0.0011731669266770409,0.09586084694237593,0,0,-0.03,0.03
0.02447645653250431,0.0012230889235569139,0.09790043943051194,0,0,-0.03,0.03
0.024986382710264814,0.0012740509620384533,0.09994003191864749,0,0,-0.03,0.03
0.025496308888025322,0.0013260530421216599,0.1019796244067833,0,0,-0.03,0.03
0.026006235065785827,0.0013790951638065262,0.1040192168949191,0,0,-0.03,0.03
0.026516161243546332,0.0014331773270930626,0.10605880938305484,0,0,-0.03,0.03
0.02702608742130684,0.0014882995319812733,0.10809840187119034,0,0,-0.03,0.03
0.027536013599067346,0.0015444617784711265,0.11013799435932611,0,0,-0.03,0.03
0.028045939776827854,0.0016016640665626478,0.11217758684746187,0,0,-0.03,0.03
0.02855586595458836,0.0016599063962558333,0.11421717933559752,0,0,-0.03,0.03
0.029065792132348868,0.0017191887675506864,0.11625677182373308,0,0,-0.03,0.03
0.029575718310109373,0.00177951118044721,0.11829636431186898,0,0,-0.03,0.03
0.030085644487869878,0.001840873634945379,0.12033595680000457,0,0,-0.03,0.03
0.030595570665630383,0.001903276131045223,0.12237554928814008,0,0,-0.03,0.03
0.03110549684339089,0.001966718668746737,0.12441514177627629,0,0,-0.03,0.03
0.0316154230211514,0.0020312012480498986,0.1264547342644118,0,0,-0.03,0.03
0.032125349198911905,0.002096723868954743,0.12849432675254702,0,0,-0.03,0.03
0.032635275376672414,0.0021632865314612356,0.13053391924068306,0,0,-0.03,0.03
0.033145201554432915,0.002230889235569407,0.13257351172881876,0,0,-0.03,0.03
0.033655127732193424,0.0022995319812792315,0.13461310421695405,0,0,-0.03,0.03
