Time,X,Y,Fx,Fy,Fz,Mx,My,Mz,Potentiometer_bit,handle_disp
23:00:13:247951,0.374037,0,0.011,-0.057,-0.339,-0.003,0.002,0,513,-5.8651e-05
23:00:13:253105,0.374037,0,-0.001,-0.041,-0.249,-0.003,0.004,0,513,-5.8651e-05
23:00:13:258195,0.374037,0,0.016,-0.023,-0.081,-0.003,0.003,-0.001,513,-5.8651e-05
23:00:13:263203,0.374034,0.000238972,0.048,-0.015,0.133,-0.002,0.001,-0.002,513,-5.8651e-05
23:00:13:268233,0.374034,0.000509755,0.042,-0.02,0.198,-0.002,0,-0.002,513,-5.8651e-05
23:00:13:273322,0.374034,0.000876084,-0.005,-0.031,0.19,-0.002,-0.002,-0.004,513,-5.8651e-05
23:00:13:278315,0.374031,0.00134584,-0.027,-0.044,0.132,-0.003,-0.001,-0.004,513,-5.8651e-05
23:00:13:283470,0.374074,0.00191134,0.003,-0.084,-0.001,-0.005,0,-0.004,513,-5.8651e-05
23:00:13:288458,0.374066,0.00258009,0.05,-0.114,-0.082,-0.005,0.001,-0.003,513,-5.8651e-05
23:00:13:293568,0.374055,0.00334425,0.091,-0.13,-0.134,-0.005,0.001,-0.003,513,-5.8651e-05
23:00:13:298571,0.374042,0.00421183,0.062,-0.094,-0.126,-0.005,0,-0.004,514,0
23:00:13:303582,0.374067,0.00517471,0.03,-0.046,-0.119,-0.005,0,-0.004,514,0
23:00:13:308734,0.374038,0.00624056,0.009,0.045,-0.103,-0.003,-0.001,0.003,514,0
23:00:13:313847,0.374047,0.00740167,0.018,0.094,-0.077,-0.001,0,0.005,514,0
23:00:13:318850,0.374048,0.00866574,0.029,0.06,-0.034,0,-0.001,-0.009,514,0
23:00:13:323970,0.374034,0.0100242,0.025,-0.051,-0.015,-0.002,-0.003,-0.03,514,0
23:00:13:328962,0.374054,0.0114862,0.046,-0.18,0.028,-0.013,-0.005,-0.042,514,0
23:00:13:334099,0.374058,0.0130432,0.12,-0.067,0.084,-0.016,-0.003,-0.024,514,0
23:00:13:339095,0.374046,0.014702,0.341,0.559,0.167,0.003,0.008,0.018,515,5.8651e-05
23:00:13:344089,0.374059,0.0164568,0.509,1.201,0.191,0.031,0.018,0.032,515,5.8651e-05
23:00:13:349078,0.37405,0.0183134,0.628,2.213,0.17,0.071,0.027,0.029,516,0.000117302
23:00:13:354313,0.374059,0.020266,0.557,2.82,0.131,0.088,0.027,0.035,516,0.000117302
23:00:13:359340,0.374044,0.0223195,0.259,3.631,0.033,0.11,0.014,0.076,516,0.000117302
