Time,X,Y,Fx,Fy,Fz,Mx,My,Mz,Potentiometer_bit,handle_disp
22:53:02:979696,0.374037,0,0.11,-0.048,-0.35,0.002,0.003,0.002,518,0.000234604
22:53:02:984685,0.374037,0,0.124,0.005,-0.4,0.004,0.004,0.003,518,0.000234604
22:53:02:989814,0.374037,0,0.141,0.058,-0.4,0.005,0.004,0.005,518,0.000234604
22:53:02:994824,0.374034,0.000198492,0.145,0.07,-0.313,0.004,0.004,0.005,518,0.000234604
22:53:02:999939,0.374034,0.000420973,0.151,0.069,-0.115,0.001,0.003,0.003,518,0.000234604
22:53:03:4955,0.374034,0.00071935,0.165,0.061,-0.017,0,0.003,0.001,518,0.000234604
22:53:03:10063,0.374031,0.00109825,0.19,0.037,0.043,-0.001,0.002,0,518,0.000234604
22:53:03:15062,0.37403,0.00154987,0.194,0.02,0.069,-0.001,0.003,0,518,0.000234604
22:53:03:20062,0.374071,0.00207863,0.174,0.006,0.102,0,0.004,0,518,0.000234604
22:53:03:25186,0.374065,0.00267623,0.158,0.009,0.067,0.001,0.004,0,518,0.000234604
22:53:03:30226,0.374055,0.00334654,0.155,0.012,-0.099,0.003,0.004,0.001,518,0.000234604
22:53:03:35318,0.374044,0.00408203,0.172,-0.004,-0.237,0.003,0.004,0.001,518,0.000234604
22:53:03:40317,0.374072,0.00488566,0.176,-0.025,-0.227,0.003,0.004,0.002,518,0.000234604
22:53:03:45458,0.374051,0.00574981,0.156,-0.059,-0.129,0,0.005,0.005,518,0.000234604
22:53:03:50431,0.374072,0.0066776,0.144,-0.078,-0.08,-0.001,0.004,0.002,518,0.000234604
22:53:03:55574,0.374039,0.00766012,0.162,-0.075,-0.002,-0.005,0.003,-0.012,522,0.000469208
22:53:03:60567,0.374046,0.00870097,0.19,-0.027,0.104,-0.006,0.002,-0.026,522,0.000469208
22:53:03:65674,0.374044,0.00979199,0.206,0.103,0.263,-0.002,0.001,-0.028,532,0.00105572
22:53:03:70683,0.374036,0.0109347,0.192,0.185,0.248,0.001,0.002,-0.014,547,0.00193548
22:53:03:75802,0.374065,0.0121235,0.216,0.306,0.043,0.006,0.005,0.006,547,0.00193548
22:53:03:80826,0.37404,0.0133563,0.319,0.503,-0.06,0.011,0.008,0.007,560,0.00269795
22:53:03:85928,0.37405,0.0146297,0.577,1.208,0.032,0.029,0.013,0.003,576,0.00363636
22:53:03:90936,0.374052,0.0159424,0.704,1.928,0.187,0.048,0.017,0.016,576,0.00363636
22:53:03:96068,0.37404,0.0172878,0.598,2.977,0.26,0.076,0.016,0.06,592,0.00457478
22:53:03:101072,0.374065,0.0186682,0.292,3.385,0.124,0.086,0.01,0.088,592,0.00457478
22:53:03:106180,0.374033,0.0200735,-0.31,3.408,-0.217,0.08,-0.006,0.101,608,0.0055132
22:53:03:111206,0.374034,0.0215074,-0.596,3.157,-0.391,0.068,-0.017,0.09,620,0.00621701
22:53:03:116348,0.374067,0.0229659,-0.589,2.73,-0.416,0.054,-0.027,0.066,620,0.00621701
22:53:03:121336,0.374046,0.0244422,-0.118,2.503,-0.169,0.058,-0.026,0.051,628,0.00668622
22:53:03:126448,0.374056,0.0259371,0.255,2.453,0.053,0.068,-0.021,0.047,631,0.00686217
22:53:03:131459,0.374057,0.0274473,0.556,2.348,0.272,0.075,-0.011,0.043,631,0.00686217
22:53:03:136581,0.374045,0.0289676,0.486,2.181,0.259,0.07,-0.005,0.039,631,0.00686217
22:53:03:141575,0.374066,0.0305007,0.093,1.801,0.031,0.059,0.001,0.036,631,0.00686217
22:53:03:146689,0.374031,0.0320357,-0.161,1.516,-0.143,0.056,0.005,0.037,629,0.00674487
22:53:03:151706,0.374073,0.0335822,-0.213,1.1,-0.203,0.053,0.01,0.034,625,0.00651026
22:53:03:156611,0.374062,0.0351263,0.014,0.863,-0.061,0.05,0.012,0.023,625,0.00651026
22:53:03:161800,0.374039,0.0366697,0.535,0.671,0.234,0.049,0.012,0.003,621,0.00627566
22:53:03:166946,0.374049,0.0382139,0.794,0.669,0.299,0.055,0.012,-0.001,619,0.00615836
22:53:03:171955,0.374051,0.0397551,0.814,0.697,0.071,0.062,0.014,0.001,619,0.00615836
22:53:03:177069,0.374041,0.0412889,0.604,0.615,-0.167,0.053,0.018,0.005,617,0.00604106
22:53:03:182056,0.374069,0.0428212,0.217,0.349,-0.32,0.02,0.022,0.005,616,0.0059824
22:53:03:187207,0.374043,0.0443413,0.093,0.213,-0.225,0.002,0.019,0.003,616,0.0059824
22:53:03:192210,0.374053,0.0458561,0.297,0.289,0.065,0,0.009,0.002,615,0.00592375
