Time,X,Y,Fx,Fy,Fz,Mx,My,Mz,Potentiometer_bit,handle_disp, magnet_pos
22:07:43:440124,0.374044,0.0710921,-0.642,-0.727,-0.569,0,-0.055,-0.007,514,0,540
22:07:43:445252,0.374047,0.0697877,-0.502,-0.464,-0.407,0.005,-0.051,-0.002,514,0,540
22:07:43:450249,0.374048,0.0684691,-0.264,-0.115,-0.289,0.017,-0.028,0.002,514,0,540
22:07:43:455378,0.374046,0.0671371,0.03,0.383,-0.26,0.033,0.017,0.018,513,-5.8651e-05,540
22:07:43:460373,0.374038,0.0657905,0.054,0.588,-0.33,0.039,0.038,0.03,513,-5.8651e-05,540
22:07:43:465498,0.374071,0.0644381,-0.22,0.638,-0.468,0.042,0.03,0.034,514,0,540
22:07:43:470498,0.374057,0.0630639,-0.494,0.499,-0.523,0.041,0,0.025,514,0,540
22:07:43:475627,0.374038,0.0616758,-0.724,0.123,-0.495,0.034,-0.056,0.006,514,0,540
22:07:43:480661,0.374056,0.060277,-0.605,-0.117,-0.409,0.028,-0.07,-0.001,513,-5.8651e-05,540
22:07:43:485750,0.37407,0.0588718,0.061,-0.249,-0.234,0.02,-0.026,0,513,-5.8651e-05,540
22:07:43:490758,0.374037,0.0574384,1.009,-0.085,-0.038,0.021,0.064,0.01,512,-0.000117302,540
22:07:43:495876,0.37404,0.0560051,1.432,0.048,0.103,0.025,0.109,0.013,511,-0.000175953,540
22:07:43:500877,0.374037,0.054554,1.284,0.005,0.291,0.029,0.1,0.008,511,-0.000175953,540
22:07:43:505998,0.374074,0.0530954,0.693,-0.257,0.363,0.023,0.048,0,512,-0.000117302,540
22:07:43:510999,0.374058,0.051616,-0.361,-0.821,0.371,0.004,-0.041,-0.015,512,-0.000117302,540
22:07:43:516001,0.374038,0.0501229,-0.78,-1.083,0.323,-0.007,-0.072,-0.024,512,-0.000117302,540
22:07:43:521125,0.374053,0.0486254,-0.64,-1.005,0.18,-0.011,-0.05,-0.027,512,-0.000117302,540
22:07:43:526124,0.374062,0.0471099,-0.134,-0.654,0.06,-0.006,-0.001,-0.02,512,-0.000117302,540
22:07:43:531250,0.374063,0.0455841,0.632,0.004,-0.07,0.005,0.07,0,511,-0.000175953,540
22:07:43:536250,0.374058,0.0440442,0.759,0.298,-0.097,0.015,0.084,0.011,511,-0.000175953,540
22:07:43:541374,0.374042,0.04249,0.182,0.3,-0.104,0.028,0.032,0.012,511,-0.000175953,540
22:07:43:546499,0.374064,0.040927,-0.461,0.073,-0.124,0.031,-0.029,0.005,512,-0.000117302,540
22:07:43:551500,0.374033,0.0393447,-1.156,-0.253,-0.147,0.03,-0.095,-0.003,512,-0.000117302,540
22:07:43:556662,0.374037,0.0377569,-1.051,-0.228,-0.152,0.029,-0.081,-0.002,512,-0.000117302,540
22:07:43:561624,0.374032,0.0361548,-0.523,-0.034,-0.196,0.03,-0.033,0.002,511,-0.000175953,540
22:07:43:566756,0.374063,0.0345441,0.556,0.278,-0.315,0.031,0.049,0.012,511,-0.000175953,540
22:07:43:571751,0.374037,0.0329154,1.076,0.379,-0.326,0.031,0.083,0.018,511,-0.000175953,540
22:07:43:576879,0.374047,0.0312784,1.044,0.285,-0.151,0.029,0.077,0.017,511,-0.000175953,540
22:07:43:581875,0.374048,0.0296283,0.546,0.068,-0.026,0.023,0.04,0.01,511,-0.000175953,540
22:07:43:586874,0.374037,0.0279653,-0.297,-0.36,-0.087,0.007,-0.027,-0.005,511,-0.000175953,540
22:07:43:592001,0.374061,0.026293,-0.615,-0.59,-0.268,-0.001,-0.058,-0.013,511,-0.000175953,540
22:07:43:597127,0.374073,0.0246084,-0.642,-0.674,-0.422,-0.002,-0.059,-0.014,511,-0.000175953,540
22:07:43:602126,0.374074,0.0229109,-0.449,-0.54,-0.322,0.004,-0.033,-0.007,511,-0.000175953,540
22:07:43:607173,0.374064,0.0212012,0.038,-0.164,-0.033,0.017,0.019,0.005,509,-0.000293255,540
22:07:43:612250,0.37404,0.0194791,0.399,0.091,0.064,0.026,0.045,0.012,509,-0.000293255,540
22:07:43:617251,0.374049,0.0177481,0.695,0.27,-0.031,0.041,0.05,0.015,509,-0.000293255,540
22:07:43:622375,0.374046,0.0160044,0.596,0.175,-0.161,0.048,0.033,0.009,509,-0.000293255,540
22:07:43:627500,0.374031,0.0142498,0.123,-0.224,-0.265,0.044,0.001,-0.005,509,-0.000293255,540
22:07:43:632500,0.374046,0.0124851,-0.177,-0.507,-0.247,0.028,-0.013,-0.015,509,-0.000293255,540
22:07:43:637502,0.374048,0.010709,-0.304,-0.693,-0.155,0,-0.023,-0.022,509,-0.000293255,540
22:07:43:642660,0.374037,0.0089212,-0.114,-0.532,-0.101,-0.011,-0.018,-0.015,510,-0.000234604,540
22:07:43:647756,0.374056,0.00712432,0.021,-0.31,-0.136,-0.005,-0.006,-0.006,509,-0.000293255,540
22:07:43:652754,0.374061,0.00531574,0.094,0.06,-0.257,0.012,0.018,0.01,509,-0.000293255,540
22:07:43:657751,0.374053,0.00349732,0.086,0.283,-0.294,0.023,0.029,0.018,507,-0.000410557,540
22:07:43:662879,0.374075,0.00166856,0.079,0.473,-0.169,0.039,0.026,0.02,507,-0.000410557,540
22:07:43:667875,0.374037,-0.000169874,0.086,0.438,-0.016,0.048,0.014,0.017,506,-0.000469208,540
22:07:43:673001,0.374073,-0.00201832,0.079,0.151,0.096,0.052,-0.001,0.009,506,-0.000469208,540
22:07:43:678000,0.374046,-0.00387552,0.044,-0.114,0.02,0.045,-0.006,0,506,-0.000469208,540
22:07:43:683125,0.374051,-0.00574217,-0.084,-0.494,-0.202,0.02,-0.008,-0.015,507,-0.000410557,540
22:07:43:688125,0.374041,-0.00761687,-0.209,-0.686,-0.276,0,-0.013,-0.022,507,-0.000410557,540
22:07:43:693256,0.374059,-0.00950096,-0.303,-0.772,-0.142,-0.019,-0.018,-0.02,507,-0.000410557,540
22:07:43:698251,0.374059,-0.0113917,-0.171,-0.618,0.027,-0.013,-0.012,-0.013,507,-0.000410557,540
22:07:43:703379,0.374046,-0.0132899,0.302,-0.103,0.139,0.014,0.014,0,505,-0.000527859,540
22:07:43:708376,0.374059,-0.0151953,0.561,0.273,0.058,0.034,0.034,0.007,505,-0.000527859,540
22:07:43:713501,0.374054,-0.0171058,0.443,0.589,-0.139,0.051,0.042,0.02,504,-0.00058651,540
22:07:43:718501,0.374035,-0.0190205,0.091,0.558,-0.209,0.054,0.028,0.025,504,-0.00058651,540
22:07:43:723640,0.374042,-0.0209406,-0.28,0.22,-0.168,0.046,-0.004,0.019,505,-0.000527859,540
22:07:43:728677,0.374032,-0.0228622,-0.107,-0.273,0,0.026,-0.028,-0.004,505,-0.000527859,540
22:07:43:733751,0.374052,-0.0247878,0.123,-0.58,0.127,0.008,-0.032,-0.018,505,-0.000527859,540
22:07:43:738759,0.374055,-0.026713,0.271,-0.839,0.123,-0.014,-0.015,-0.022,506,-0.000469208,540
22:07:43:743877,0.374043,-0.0286366,0.23,-0.787,-0.105,-0.018,0.01,-0.012,506,-0.000469208,540
22:07:43:748881,0.374057,-0.0305604,0.077,-0.329,-0.561,-0.004,0.043,0.005,506,-0.000469208,540
22:07:43:754002,0.374055,-0.0324797,-0.099,0.12,-0.639,0.013,0.042,0.014,505,-0.000527859,540
22:07:43:759002,0.37404,-0.034393,-0.444,0.631,-0.211,0.038,0,0.017,505,-0.000527859,540
22:07:43:764127,0.374054,-0.0363025,-0.569,0.669,0.196,0.049,-0.034,0.012,505,-0.000527859,540
22:07:43:769127,0.37405,-0.038203,-0.383,0.262,0.39,0.055,-0.051,0,505,-0.000527859,540
22:07:43:774126,0.374036,-0.0400919,-0.102,-0.119,0.142,0.05,-0.032,-0.006,505,-0.000527859,540
22:07:43:779252,0.374052,-0.0419678,0.18,-0.442,-0.418,0.026,0.016,-0.003,506,-0.000469208,540
22:07:43:784251,0.374055,-0.0438299,0.154,-0.377,-0.597,0.006,0.04,0.003,506,-0.000469208,540
22:07:43:789376,0.374046,-0.0456742,-0.106,0.016,-0.315,-0.01,0.041,0.013,506,-0.000469208,540
22:07:43:794376,0.374069,-0.0475029,-0.285,0.304,0.124,-0.004,0.02,0.015,506,-0.000469208,540
22:07:43:799504,0.374041,-0.0492975,-0.38,0.531,0.67,0.021,-0.019,0.013,507,-0.000410557,540
22:07:43:804502,0.374061,-0.0510194,-0.308,0.494,0.714,0.038,-0.035,0.009,507,-0.000410557,540
22:07:43:809628,0.374045,-0.0526419,-0.031,0.242,0.335,0.05,-0.029,0.002,507,-0.000410557,540
22:07:43:814673,0.374043,-0.0541607,0.451,0.032,-0.045,0.047,0.014,-0.003,507,-0.000410557,540
22:07:43:819754,0.374054,-0.0555867,0.845,0.052,-0.068,0.04,0.05,-0.007,508,-0.000351906,540
22:07:43:824880,0.374038,-0.0569057,1.203,0.288,0.098,0.031,0.084,-0.009,509,-0.000293255,540
22:07:43:829877,0.374039,-0.0581282,1.033,0.453,0.135,0.028,0.077,-0.005,509,-0.000293255,540
22:07:43:834878,0.374059,-0.0592544,0.155,0.557,-0.017,0.026,0.027,0.009,509,-0.000293255,540
22:07:43:840002,0.374056,-0.060277,-0.52,0.554,-0.137,0.028,-0.015,0.019,510,-0.000234604,540
22:07:43:845127,0.374035,-0.0611929,-1.039,0.528,-0.216,0.036,-0.061,0.023,510,-0.000234604,540
22:07:43:850129,0.374031,-0.062015,-0.937,0.5,-0.275,0.043,-0.07,0.018,510,-0.000234604,540
22:07:43:855288,0.374058,-0.062742,-0.349,0.458,-0.468,0.049,-0.048,0.009,514,0,540
22:07:43:860252,0.374061,-0.0633642,0.129,0.477,-0.575,0.048,-0.015,0.008,514,0,540
22:07:43:865252,0.37405,-0.0638832,0.696,0.6,-0.498,0.046,0.04,0.007,517,0.000175953,540
22:07:43:870379,0.374064,-0.0643093,0.838,0.691,-0.301,0.043,0.062,0.005,517,0.000175953,540
22:07:43:875379,0.374062,-0.0646315,0.606,0.795,0.011,0.032,0.049,0.002,472,-0.00246334,540
22:07:43:880503,0.374041,-0.0648489,0.279,0.923,0.119,0.024,0.017,0.003,432,-0.00480938,540
22:07:43:885503,0.374053,-0.0649711,-0.109,1.433,0.085,0.048,-0.028,0.015,432,-0.00480938,540
22:07:43:890641,0.374044,-0.0649959,-0.296,2.327,-0.009,0.124,-0.039,0.035,403,-0.00651026,540
22:07:43:895641,0.374063,-0.0649317,-0.471,2.839,0.005,0.146,-0.03,0.05,374,-0.00821114,540
22:07:43:900774,0.37406,-0.0647887,-0.838,2.876,0.081,0.031,-0.021,0.073,374,-0.00821114,540
22:07:43:905762,0.374035,-0.0645667,-0.943,2.447,0.047,-0.107,-0.026,0.083,364,-0.00879765,540
22:07:43:910881,0.374066,-0.0642947,-0.652,1.947,-0.102,-0.187,-0.031,0.083,364,-0.00879765,540
22:07:43:915879,0.374074,-0.0639623,-0.299,2.029,-0.103,-0.102,-0.025,0.069,354,-0.00938416,540
22:07:43:921003,0.374045,-0.0635787,0.145,2.299,0.122,0.06,-0.004,0.038,358,-0.00914956,540
22:07:43:926002,0.374071,-0.0631751,0.382,2.19,0.26,0.077,0.008,0.024,358,-0.00914956,540
22:07:43:931129,0.374058,-0.062742,0.733,1.781,0.18,0.01,0.023,0.023,348,-0.00973607,540
22:07:43:936128,0.374045,-0.0622982,0.863,1.648,-0.016,-0.009,0.029,0.031,339,-0.0102639,540
22:07:43:941253,0.374032,-0.0618544,0.696,1.581,-0.211,0.005,0.027,0.035,339,-0.0102639,540
22:07:43:946253,0.374064,-0.0614184,0.417,1.441,-0.116,0.006,0.015,0.026,337,-0.0103812,540
22:07:43:951384,0.374044,-0.0609851,0.088,1.212,0.305,0,-0.003,0.005,330,-0.0107918,540
22:07:43:956380,0.374069,-0.0605744,0.034,1.129,0.516,0.001,-0.007,-0.001,330,-0.0107918,540
22:07:43:961504,0.37404,-0.0601699,0.078,0.839,0.343,-0.031,-0.001,0.004,332,-0.0106745,540
22:07:43:966503,0.374051,-0.0597907,0.045,0.476,-0.014,-0.078,0.002,0.009,332,-0.0106745,540
22:07:43:971629,0.374058,-0.0594372,-0.208,0.104,-0.42,-0.101,0.001,0,333,-0.0106158,540
22:07:43:976640,0.374054,-0.0591007,-0.411,0.12,-0.468,-0.07,-0.006,-0.009,336,-0.0104399,540
22:07:43:981754,0.374047,-0.058786,-0.451,0.234,-0.36,-0.04,-0.025,-0.008,336,-0.0104399,540
22:07:43:986757,0.374034,-0.0584966,-0.095,0.258,-0.174,-0.06,-0.038,0.007,339,-0.0102639,540
22:07:43:991878,0.374058,-0.0582357,0.197,0.364,-0.018,-0.057,-0.033,0.014,342,-0.010088,540
22:07:43:996881,0.37403,-0.0579853,0.459,0.603,0.11,-0.018,-0.005,0.01,342,-0.010088,540
22:07:44:1879,0.374042,-0.0577671,0.474,0.602,0.053,-0.008,0.017,0.005,344,-0.00997067,540
22:07:44:7006,0.374051,-0.0575672,0.293,0.296,-0.086,-0.033,0.034,0.003,344,-0.00997067,540
22:07:44:12134,0.374051,-0.0573847,0.081,0.072,-0.09,-0.047,0.027,0.003,345,-0.00991202,540
22:07:44:17130,0.374047,-0.05722,-0.223,-0.126,-0.013,-0.036,-0.003,0,347,-0.00979472,540
22:07:44:22129,0.37404,-0.0570737,-0.33,-0.237,-0.005,-0.023,-0.025,-0.005,347,-0.00979472,540
22:07:44:27254,0.374074,-0.0569449,-0.325,-0.462,-0.066,-0.018,-0.037,-0.013,347,-0.00979472,540
22:07:44:32253,0.37406,-0.0568197,-0.251,-0.61,-0.1,-0.021,-0.029,-0.018,349,-0.00967742,540
22:07:44:37380,0.374042,-0.056709,-0.075,-0.736,-0.122,-0.026,-0.003,-0.022,349,-0.00967742,540
22:07:44:42381,0.374069,-0.0566128,0.057,-0.734,-0.138,-0.027,0.012,-0.022,349,-0.00967742,540
22:07:44:47505,0.374048,-0.0565125,0.185,-0.632,-0.151,-0.021,0.019,-0.022,351,-0.00956012,540
22:07:44:52504,0.37407,-0.0564266,0.18,-0.553,-0.147,-0.016,0.012,-0.021,351,-0.00956012,540
22:07:44:57630,0.374047,-0.0563337,0.053,-0.486,-0.155,-0.014,-0.005,-0.015,352,-0.00950147,540
22:07:44:62643,0.374071,-0.0562481,-0.067,-0.467,-0.179,-0.017,-0.013,-0.006,352,-0.00950147,540
22:07:44:67755,0.374049,-0.0561515,-0.236,-0.436,-0.207,-0.02,-0.019,0.005,354,-0.00938416,540
22:07:44:72758,0.374072,-0.0560583,-0.334,-0.398,-0.201,-0.02,-0.021,0.001,356,-0.00926686,540
22:07:44:77879,0.374053,-0.0559512,-0.345,-0.368,-0.2,-0.02,-0.022,-0.006,356,-0.00926686,540
22:07:44:82882,0.374037,-0.0558372,-0.292,-0.292,-0.221,-0.015,-0.024,-0.014,357,-0.00920821,540
22:07:44:88004,0.374068,-0.055719,-0.228,-0.237,-0.227,-0.01,-0.025,-0.013,359,-0.00909091,540
22:07:44:93004,0.374055,-0.0555794,-0.12,-0.206,-0.183,-0.006,-0.024,-0.008,359,-0.00909091,540
22:07:44:98129,0.374049,-0.0554258,-0.075,-0.226,-0.138,-0.007,-0.024,-0.007,361,-0.00897361,540
22:07:44:103162,0.374045,-0.0552617,-0.102,-0.284,-0.151,-0.012,-0.022,-0.009,364,-0.00879765,540
22:07:44:108254,0.374045,-0.0550756,-0.18,-0.328,-0.232,-0.015,-0.021,-0.01,364,-0.00879765,540
22:07:44:113256,0.374049,-0.0548754,-0.304,-0.378,-0.322,-0.017,-0.022,-0.009,366,-0.00868035,540
22:07:44:118379,0.374057,-0.0546572,-0.341,-0.372,-0.263,-0.015,-0.023,-0.005,366,-0.00868035,540
22:07:44:123380,0.374071,-0.0544178,-0.298,-0.29,-0.032,-0.009,-0.025,0,369,-0.0085044,540
22:07:44:128505,0.374044,-0.0541535,-0.218,-0.227,0.076,-0.007,-0.026,0,372,-0.00832845,540
22:07:44:133505,0.374067,-0.0538745,-0.061,-0.186,0.024,-0.007,-0.019,-0.004,372,-0.00832845,540
22:07:44:138657,0.374049,-0.0535708,0.073,-0.181,-0.135,-0.006,-0.005,-0.007,375,-0.00815249,540
22:07:44:143758,0.374036,-0.0532532,0.1,-0.157,-0.165,-0.004,0.004,-0.004,379,-0.00791789,540
22:07:44:148762,0.374069,-0.0529238,-0.002,-0.104,-0.052,-0.002,0.008,-0.001,379,-0.00791789,540
22:07:44:153755,0.374063,-0.0525741,-0.135,-0.092,0.054,-0.003,0.001,-0.005,383,-0.00768328,540
22:07:44:158884,0.374056,-0.0522168,-0.292,-0.139,0.12,-0.008,-0.012,-0.017,383,-0.00768328,540
22:07:44:164032,0.374048,-0.0518557,-0.299,-0.191,0.066,-0.01,-0.019,-0.02,388,-0.00739003,540
22:07:44:169007,0.37404,-0.0514985,-0.141,-0.214,-0.088,-0.009,-0.02,-0.007,394,-0.00703812,540
22:07:44:174007,0.374076,-0.0511586,0.057,-0.145,-0.144,-0.004,-0.013,0.008,394,-0.00703812,540
22:07:44:179132,0.374058,-0.0508335,0.436,0.083,-0.056,0.007,0.01,0.024,402,-0.00656891,540
22:07:44:184130,0.374032,-0.0505446,0.665,0.25,0.063,0.014,0.031,0.019,411,-0.00604106,540
22:07:44:189257,0.374042,-0.0503088,0.762,0.362,0.134,0.016,0.047,-0.007,411,-0.00604106,540
22:07:44:194255,0.374037,-0.0501302,0.588,0.331,0.059,0.012,0.039,-0.021,420,-0.0055132,540
22:07:44:199386,0.374059,-0.0500296,0.092,0.281,-0.1,0.007,0.008,-0.007,430,-0.00492669,540
22:07:44:204380,0.374067,-0.050001,-0.224,0.341,-0.129,0.009,-0.01,0.022,430,-0.00492669,540
22:07:44:205188,0.374067,-0.050001,-0.339,0.399,-0.111,-0.011,-0.017,0.036,430,-0.00222874
22:07:44:205242,0.374067,-0.050001,-0.339,0.399,-0.111,-0.011,-0.017,0.036,430,-0.00222874
22:07:44:205269,0.374067,-0.050001,-0.339,0.399,-0.111,-0.011,-0.017,0.036,430,-0.00222874
22:07:44:205292,0.374067,-0.050001,-0.339,0.399,-0.111,-0.011,-0.017,0.036,430,-0.00222874
22:07:44:205314,0.374067,-0.050001,-0.339,0.399,-0.111,-0.011,-0.017,0.036,430,-0.00222874
22:07:44:205336,0.374067,-0.050001,-0.339,0.399,-0.111,-0.011,-0.017,0.036,430,-0.00222874
22:07:44:205359,0.374067,-0.050001,-0.339,0.399,-0.111,-0.011,-0.017,0.036,430,-0.00222874
22:07:44:205382,0.374067,-0.050001,-0.339,0.399,-0.111,-0.011,-0.017,0.036,430,-0.00222874
22:07:44:205404,0.374067,-0.050001,-0.339,0.399,-0.111,-0.011,-0.017,0.036,430,-0.00222874
22:07:44:205426,0.374067,-0.050001,-0.339,0.399,-0.111,-0.011,-0.017,0.036,430,-0.00222874
22:07:44:205449,0.374067,-0.050001,-0.339,0.399,-0.111,-0.011,-0.017,0.036,430,-0.00222874
22:07:44:205471,0.374067,-0.050001,-0.339,0.399,-0.111,-0.011,-0.017,0.036,430,-0.00222874
22:07:44:205494,0.374067,-0.050001,-0.339,0.399,-0.111,-0.011,-0.017,0.036,430,-0.00222874
22:07:44:205516,0.374067,-0.050001,-0.339,0.399,-0.111,-0.011,-0.017,0.036,430,-0.00222874
22:07:44:205539,0.374067,-0.050001,-0.339,0.399,-0.111,-0.011,-0.017,0.036,430,-0.00222874
22:07:44:205561,0.374067,-0.050001,-0.339,0.399,-0.111,-0.011,-0.017,0.036,430,-0.00222874
22:07:44:205584,0.374067,-0.050001,-0.339,0.399,-0.111,-0.011,-0.017,0.036,430,-0.00222874
22:07:44:205607,0.374067,-0.050001,-0.339,0.399,-0.111,-0.011,-0.017,0.036,430,-0.00222874
22:07:44:205630,0.374067,-0.050001,-0.339,0.399,-0.111,-0.011,-0.017,0.036,430,-0.00222874
22:07:44:205652,0.374067,-0.050001,-0.339,0.399,-0.111,-0.011,-0.017,0.036,430,-0.00222874
22:07:44:205675,0.374067,-0.050001,-0.339,0.399,-0.111,-0.011,-0.017,0.036,430,-0.00222874
22:07:44:205698,0.374067,-0.050001,-0.339,0.399,-0.111,-0.011,-0.017,0.036,430,-0.00222874
22:07:44:205720,0.374067,-0.050001,-0.339,0.399,-0.111,-0.011,-0.017,0.036,430,-0.00222874
22:07:44:205743,0.374067,-0.050001,-0.339,0.399,-0.111,-0.011,-0.017,0.036,430,-0.00222874
22:07:44:205765,0.374067,-0.050001,-0.339,0.399,-0.111,-0.011,-0.017,0.036,430,-0.00222874
22:07:44:205788,0.374067,-0.050001,-0.339,0.399,-0.111,-0.011,-0.017,0.036,430,-0.00222874
22:07:44:205810,0.374067,-0.050001,-0.339,0.399,-0.111,-0.011,-0.017,0.036,430,-0.00222874
22:07:44:205833,0.374067,-0.050001,-0.339,0.399,-0.111,-0.011,-0.017,0.036,430,-0.00222874
22:07:44:205855,0.374067,-0.050001,-0.339,0.399,-0.111,-0.011,-0.017,0.036,430,-0.00222874
22:07:44:205878,0.374067,-0.050001,-0.339,0.399,-0.111,-0.011,-0.017,0.036,430,-0.00222874
22:07:44:205901,0.374067,-0.050001,-0.339,0.399,-0.111,-0.011,-0.017,0.036,430,-0.00222874
22:07:44:205924,0.374067,-0.050001,-0.339,0.399,-0.111,-0.011,-0.017,0.036,430,-0.00222874
22:07:44:205946,0.374067,-0.050001,-0.339,0.399,-0.111,-0.011,-0.017,0.036,430,-0.00222874
22:07:44:205968,0.374067,-0.050001,-0.339,0.399,-0.111,-0.011,-0.017,0.036,430,-0.00222874
22:07:44:205991,0.374067,-0.050001,-0.339,0.399,-0.111,-0.011,-0.017,0.036,430,-0.00222874
22:07:44:206014,0.374067,-0.050001,-0.339,0.399,-0.111,-0.011,-0.017,0.036,430,-0.00222874
22:07:44:206036,0.374067,-0.050001,-0.339,0.399,-0.111,-0.011,-0.017,0.036,430,-0.00222874
22:07:44:206059,0.374067,-0.050001,-0.339,0.399,-0.111,-0.011,-0.017,0.036,430,-0.00222874
22:07:44:206081,0.374067,-0.050001,-0.339,0.399,-0.111,-0.011,-0.017,0.036,430,-0.00222874
22:07:44:206104,0.374067,-0.050001,-0.339,0.399,-0.111,-0.011,-0.017,0.036,430,-0.00222874
22:07:44:206126,0.374067,-0.050001,-0.339,0.399,-0.111,-0.011,-0.017,0.036,430,-0.00222874
22:07:44:206149,0.374067,-0.050001,-0.339,0.399,-0.111,-0.011,-0.017,0.036,430,-0.00222874
22:07:44:206171,0.374067,-0.050001,-0.339,0.399,-0.111,-0.011,-0.017,0.036,430,-0.00222874
22:07:44:206194,0.374067,-0.050001,-0.339,0.399,-0.111,-0.011,-0.017,0.036,430,-0.00222874
22:07:44:206216,0.374067,-0.050001,-0.339,0.399,-0.111,-0.011,-0.017,0.036,430,-0.00222874
22:07:44:206239,0.374067,-0.050001,-0.339,0.399,-0.111,-0.011,-0.017,0.036,430,-0.00222874
22:07:44:206268,0.374067,-0.050001,-0.339,0.399,-0.111,-0.011,-0.017,0.036,430,-0.00222874
22:07:44:206292,0.374067,-0.050001,-0.339,0.399,-0.111,-0.011,-0.017,0.036,430,-0.00222874
22:07:44:206314,0.374067,-0.050001,-0.339,0.399,-0.111,-0.011,-0.017,0.036,430,-0.00222874
22:07:44:206337,0.374067,-0.050001,-0.339,0.399,-0.111,-0.011,-0.017,0.036,430,-0.00222874
22:07:44:206359,0.374067,-0.050001,-0.339,0.399,-0.111,-0.011,-0.017,0.036,430,-0.00222874
22:07:44:206382,0.374067,-0.050001,-0.339,0.399,-0.111,-0.011,-0.017,0.036,430,-0.00222874
22:07:44:206404,0.374067,-0.050001,-0.339,0.399,-0.111,-0.011,-0.017,0.036,430,-0.00222874
22:07:44:206427,0.374067,-0.050001,-0.339,0.399,-0.111,-0.011,-0.017,0.036,430,-0.00222874
22:07:44:206449,0.374067,-0.050001,-0.339,0.399,-0.111,-0.011,-0.017,0.036,430,-0.00222874
22:07:44:206472,0.374067,-0.050001,-0.339,0.399,-0.111,-0.011,-0.017,0.036,430,-0.00222874
22:07:44:206495,0.374067,-0.050001,-0.339,0.399,-0.111,-0.011,-0.017,0.036,430,-0.00222874
22:07:44:206518,0.374067,-0.050001,-0.339,0.399,-0.111,-0.011,-0.017,0.036,430,-0.00222874
22:07:44:206541,0.374067,-0.050001,-0.339,0.399,-0.111,-0.011,-0.017,0.036,430,-0.00222874
22:07:44:206564,0.374067,-0.050001,-0.339,0.399,-0.111,-0.011,-0.017,0.036,430,-0.00222874
22:07:44:206587,0.374067,-0.050001,-0.339,0.399,-0.111,-0.011,-0.017,0.036,430,-0.00222874
22:07:44:206609,0.374067,-0.050001,-0.339,0.399,-0.111,-0.011,-0.017,0.036,430,-0.00222874
22:07:44:206632,0.374067,-0.050001,-0.339,0.399,-0.111,-0.011,-0.017,0.036,430,-0.00222874
22:07:44:206673,0.374067,-0.050001,-0.339,0.399,-0.111,-0.011,-0.017,0.036,430,-0.00222874
22:07:44:206697,0.374067,-0.050001,-0.339,0.399,-0.111,-0.011,-0.017,0.036,430,-0.00222874
22:07:44:206720,0.374067,-0.050001,-0.417,0.465,-0.08,-0.014,-0.021,0.046,430,-0.00222874
22:07:44:206743,0.374067,-0.050001,-0.417,0.465,-0.08,-0.014,-0.021,0.046,430,-0.00222874
22:07:44:206766,0.374067,-0.050001,-0.417,0.465,-0.08,-0.014,-0.021,0.046,430,-0.00222874
22:07:44:206788,0.374067,-0.050001,-0.417,0.465,-0.08,-0.014,-0.021,0.046,430,-0.00222874
22:07:44:206811,0.374067,-0.050001,-0.417,0.465,-0.08,-0.014,-0.021,0.046,430,-0.00222874
22:07:44:206833,0.374067,-0.050001,-0.417,0.465,-0.08,-0.014,-0.021,0.046,430,-0.00222874
22:07:44:206862,0.374067,-0.050001,-0.417,0.465,-0.08,-0.014,-0.021,0.046,430,-0.00222874
22:07:44:206885,0.374067,-0.050001,-0.417,0.465,-0.08,-0.014,-0.021,0.046,430,-0.00222874
22:07:44:206907,0.374067,-0.050001,-0.417,0.465,-0.08,-0.014,-0.021,0.046,430,-0.00222874
22:07:44:206930,0.374067,-0.050001,-0.417,0.465,-0.08,-0.014,-0.021,0.046,430,-0.00222874
22:07:44:206952,0.374067,-0.050001,-0.417,0.465,-0.08,-0.014,-0.021,0.046,430,-0.00222874
22:07:44:206975,0.374067,-0.050001,-0.417,0.465,-0.08,-0.014,-0.021,0.046,430,-0.00222874
22:07:44:206998,0.374067,-0.050001,-0.417,0.465,-0.08,-0.014,-0.021,0.046,430,-0.00222874
22:07:44:207020,0.374067,-0.050001,-0.417,0.465,-0.08,-0.014,-0.021,0.046,430,-0.00222874
22:07:44:207043,0.374067,-0.050001,-0.417,0.465,-0.08,-0.014,-0.021,0.046,430,-0.00222874
22:07:44:207065,0.374067,-0.050001,-0.417,0.465,-0.08,-0.014,-0.021,0.046,430,-0.00222874
22:07:44:207088,0.374067,-0.050001,-0.417,0.465,-0.08,-0.014,-0.021,0.046,430,-0.00222874
22:07:44:207110,0.374067,-0.050001,-0.417,0.465,-0.08,-0.014,-0.021,0.046,430,-0.00222874
22:07:44:207133,0.374067,-0.050001,-0.417,0.465,-0.08,-0.014,-0.021,0.046,430,-0.00222874
22:07:44:207155,0.374067,-0.050001,-0.417,0.465,-0.08,-0.014,-0.021,0.046,430,-0.00222874
22:07:44:207178,0.374067,-0.050001,-0.417,0.465,-0.08,-0.014,-0.021,0.046,430,-0.00222874
22:07:44:207200,0.374067,-0.050001,-0.417,0.465,-0.08,-0.014,-0.021,0.046,430,-0.00222874
22:07:44:207223,0.374067,-0.050001,-0.417,0.465,-0.08,-0.014,-0.021,0.046,430,-0.00222874
22:07:44:207260,0.374067,-0.050001,-0.417,0.465,-0.08,-0.014,-0.021,0.046,430,-0.00222874
