Time,X,Y,Fx,Fy,Fz,Mx,My,Mz,Potentiometer_bit,handle_disp, magnet_pos
22:07:07:296919,0.374048,0.0684691,-0.258,0.175,-0.143,0.056,-0.029,0.008,506,-0.000469208,460
22:07:07:302050,0.374046,0.0671371,0.265,0.765,-0.073,0.071,0.033,0.022,506,-0.000469208,460
22:07:07:307137,0.374038,0.0657905,0.358,1.043,-0.169,0.077,0.055,0.032,506,-0.000469208,460
22:07:07:312175,0.374071,0.0644381,0.015,1.12,-0.274,0.08,0.035,0.035,507,-0.000410557,460
22:07:07:317195,0.374057,0.0630639,-0.359,0.932,-0.195,0.079,-0.004,0.027,507,-0.000410557,460
22:07:07:322265,0.374038,0.0616758,-0.687,0.441,0.037,0.074,-0.063,0.011,506,-0.000469208,460
22:07:07:327392,0.374056,0.060277,-0.567,0.142,0.124,0.071,-0.071,0.003,506,-0.000469208,460
22:07:07:332386,0.37407,0.0588718,0.133,-0.014,0.113,0.067,-0.018,0.001,506,-0.000469208,460
22:07:07:337581,0.374037,0.0574384,0.756,0.103,0.122,0.065,0.043,0.004,506,-0.000469208,460
22:07:07:342512,0.37404,0.0560051,1.376,0.401,0.299,0.062,0.113,0.009,506,-0.000469208,460
22:07:07:347650,0.374037,0.054554,1.332,0.479,0.465,0.061,0.116,0.01,506,-0.000469208,460
22:07:07:352684,0.374074,0.0530954,0.647,0.2,0.556,0.057,0.055,0.003,506,-0.000469208,460
22:07:07:357808,0.374058,0.051616,0.075,-0.193,0.442,0.05,0.001,-0.004,506,-0.000469208,460
22:07:07:362762,0.374038,0.0501229,-0.435,-0.733,0.12,0.034,-0.051,-0.017,507,-0.000410557,460
22:07:07:367907,0.374053,0.0486254,-0.422,-0.839,-0.057,0.026,-0.053,-0.02,506,-0.000469208,460
22:07:07:372891,0.374062,0.0471099,0.004,-0.505,-0.131,0.027,-0.014,-0.012,506,-0.000469208,460
22:07:07:378039,0.374063,0.0455841,0.502,0.132,-0.085,0.044,0.041,0.007,507,-0.000410557,460
22:07:07:383045,0.374058,0.0440442,0.622,0.466,-0.117,0.059,0.062,0.018,507,-0.000410557,460
22:07:07:388192,0.374042,0.04249,0.332,0.596,-0.299,0.074,0.044,0.022,507,-0.000410557,460
22:07:07:393137,0.374064,0.040927,-0.068,0.492,-0.409,0.075,0.005,0.015,507,-0.000410557,460
22:07:07:398262,0.374033,0.0393447,-0.602,0.348,-0.383,0.074,-0.052,0.003,507,-0.000410557,460
22:07:07:403261,0.374037,0.0377569,-0.723,0.377,-0.263,0.076,-0.067,0.002,506,-0.000469208,460
22:07:07:408417,0.374032,0.0361548,-0.42,0.548,-0.134,0.081,-0.045,0.013,506,-0.000469208,460
22:07:07:413315,0.374063,0.0345441,0.039,0.638,-0.147,0.082,-0.007,0.024,506,-0.000469208,460
22:07:07:418512,0.374037,0.0329154,0.745,0.639,-0.193,0.076,0.053,0.032,506,-0.000469208,460
22:07:07:423517,0.374047,0.0312784,0.961,0.558,-0.138,0.07,0.076,0.03,506,-0.000469208,460
22:07:07:428638,0.374048,0.0296283,0.724,0.347,0.064,0.06,0.061,0.016,506,-0.000469208,460
22:07:07:433683,0.374037,0.0279653,0.331,0.16,0.173,0.052,0.022,0.004,506,-0.000469208,460
22:07:07:438636,0.374061,0.026293,-0.217,-0.127,0.151,0.039,-0.037,-0.009,506,-0.000469208,460
22:07:07:443809,0.374073,0.0246084,-0.423,-0.25,0.025,0.035,-0.054,-0.011,506,-0.000469208,460
22:07:07:448932,0.374074,0.0229109,-0.454,-0.206,-0.2,0.039,-0.035,-0.001,505,-0.000527859,460
22:07:07:453934,0.374064,0.0212012,-0.279,-0.016,-0.298,0.048,-0.003,0.009,505,-0.000527859,460
22:07:07:459061,0.37404,0.0194791,0.23,0.343,-0.312,0.065,0.038,0.021,505,-0.000527859,460
22:07:07:464049,0.374049,0.0177481,0.704,0.481,-0.209,0.078,0.045,0.02,505,-0.000527859,460
22:07:07:469186,0.374046,0.0160044,0.76,0.376,-0.13,0.08,0.032,0.014,505,-0.000527859,460
22:07:07:474170,0.374031,0.0142498,0.452,0.085,-0.08,0.074,0.006,0.002,506,-0.000469208,460
22:07:07:479311,0.374046,0.0124851,0.225,-0.057,-0.115,0.065,-0.003,-0.004,507,-0.000410557,460
22:07:07:484272,0.374048,0.010709,0.197,-0.124,-0.246,0.048,-0.004,-0.009,507,-0.000410557,460
22:07:07:489438,0.374037,0.0089212,0.322,-0.118,-0.333,0.04,-0.002,-0.008,507,-0.000410557,460
22:07:07:494388,0.374056,0.00712432,0.386,-0.052,-0.372,0.036,0,0.003,507,-0.000410557,460
22:07:07:499441,0.374061,0.00531574,0.297,0.082,-0.326,0.042,0.003,0.014,506,-0.000469208,460
22:07:07:504560,0.374053,0.00349732,0.202,0.436,-0.227,0.063,0.013,0.027,505,-0.000527859,460
22:07:07:509684,0.374075,0.00166856,0.257,0.668,-0.177,0.079,0.02,0.03,505,-0.000527859,460
22:07:07:514640,0.374037,-0.000169874,0.36,0.793,-0.114,0.094,0.022,0.031,505,-0.000527859,460
22:07:07:519811,0.374073,-0.00201832,0.319,0.702,-0.071,0.094,0.017,0.029,507,-0.000410557,460
22:07:07:524774,0.374046,-0.00387552,0.118,0.417,-0.099,0.084,0.006,0.016,507,-0.000410557,460
22:07:07:529935,0.374051,-0.00574217,-0.01,0.18,-0.245,0.072,0,0.001,508,-0.000351906,460
22:07:07:535062,0.374041,-0.00761687,-0.109,-0.204,-0.545,0.046,-0.008,-0.013,508,-0.000351906,460
22:07:07:540024,0.374059,-0.00950096,-0.068,-0.444,-0.588,0.022,-0.011,-0.007,508,-0.000351906,460
22:07:07:545036,0.374059,-0.0113917,0.077,-0.364,-0.387,0.019,-0.006,0,507,-0.000410557,460
22:07:07:550170,0.374046,-0.0132899,0.433,0.156,0.024,0.044,0.013,0.007,507,-0.000410557,460
22:07:07:555139,0.374059,-0.0151953,0.594,0.602,0.197,0.07,0.028,0.012,506,-0.000469208,460
22:07:07:560272,0.374054,-0.0171058,0.432,1.021,0.235,0.096,0.037,0.025,506,-0.000469208,460
22:07:07:565436,0.374035,-0.0190205,0.105,1.014,0.184,0.099,0.029,0.034,506,-0.000469208,460
22:07:07:570389,0.374042,-0.0209406,-0.269,0.636,0.074,0.089,0.006,0.03,507,-0.000410557,460
22:07:07:575562,0.374032,-0.0228622,-0.252,0.255,-0.019,0.075,-0.007,0.016,508,-0.000351906,460
22:07:07:580531,0.374052,-0.0247878,0.042,-0.279,-0.168,0.047,-0.018,-0.005,508,-0.000351906,460
22:07:07:585514,0.374055,-0.026713,0.215,-0.481,-0.243,0.03,-0.018,-0.012,508,-0.000351906,460
22:07:07:590638,0.374043,-0.0286366,0.255,-0.408,-0.315,0.019,-0.005,-0.008,508,-0.000351906,460
22:07:07:595648,0.374057,-0.0305604,0.161,-0.131,-0.353,0.028,0.008,0,508,-0.000351906,460
22:07:07:600784,0.374055,-0.0324797,-0.045,0.417,-0.386,0.056,0.023,0.015,507,-0.000410557,460
22:07:07:605764,0.37404,-0.034393,-0.136,0.725,-0.365,0.076,0.023,0.02,507,-0.000410557,460
22:07:07:610888,0.374054,-0.0363025,-0.046,0.923,-0.273,0.094,0.011,0.017,507,-0.000410557,460
22:07:07:615790,0.37405,-0.038203,0.147,0.83,-0.213,0.097,0.003,0.01,509,-0.000293255,460
22:07:07:620914,0.374036,-0.0400919,0.356,0.407,-0.196,0.088,-0.002,0.004,509,-0.000293255,460
22:07:07:626147,0.374052,-0.0419678,0.185,-0.06,-0.277,0.068,-0.005,0.001,509,-0.000293255,460
22:07:07:631145,0.374055,-0.0438299,-0.076,-0.196,-0.343,0.054,-0.008,0,510,-0.000234604,460
22:07:07:636141,0.374046,-0.0456742,-0.368,0.003,-0.33,0.04,-0.01,0.004,510,-0.000234604,460
22:07:07:641167,0.374069,-0.0475029,-0.366,0.358,-0.177,0.04,-0.004,0.012,510,-0.000234604,460
22:07:07:646389,0.374041,-0.0492975,-0.084,0.96,0.234,0.058,0.009,0.025,510,-0.000234604,460
22:07:07:651292,0.374061,-0.0510194,0.198,1.2,0.485,0.076,0.018,0.028,510,-0.000234604,460
22:07:07:656516,0.374045,-0.0526419,0.637,1.073,0.578,0.093,0.027,0.021,511,-0.000175953,460
22:07:07:661419,0.374043,-0.0541607,0.91,0.723,0.445,0.092,0.034,0.014,511,-0.000175953,460
22:07:07:666640,0.374054,-0.0555867,1.227,0.203,0.155,0.078,0.049,0.004,513,-5.8651e-05,460
22:07:07:671658,0.374038,-0.0569057,1.262,0.073,0.013,0.069,0.055,0,514,0,460
22:07:07:676769,0.374039,-0.0581282,0.843,0.267,-0.078,0.06,0.044,0,514,0,460
22:07:07:681770,0.374059,-0.0592544,0.291,0.562,-0.07,0.059,0.022,0.009,514,0,460
22:07:07:686932,0.374056,-0.060277,-0.516,1.028,0,0.065,-0.015,0.029,515,5.8651e-05,460
22:07:07:691911,0.374035,-0.0611929,-0.77,1.216,0.016,0.075,-0.035,0.038,515,5.8651e-05,460
22:07:07:696819,0.374031,-0.062015,-0.618,1.181,-0.125,0.088,-0.049,0.035,518,0.000234604,460
22:07:07:702047,0.374058,-0.062742,-0.116,0.95,-0.407,0.091,-0.037,0.023,518,0.000234604,460
22:07:07:707140,0.374061,-0.0633642,0.235,0.865,-0.563,0.09,-0.013,0.017,522,0.000469208,460
22:07:07:712174,0.37405,-0.0638832,0.64,0.882,-0.675,0.087,0.031,0.012,479,-0.00205279,460
22:07:07:717266,0.374064,-0.0643093,0.768,0.898,-0.695,0.082,0.052,0.008,479,-0.00205279,460
22:07:07:722266,0.374062,-0.0646315,0.728,0.911,-0.669,0.067,0.049,0.003,438,-0.00445748,460
22:07:07:727439,0.374041,-0.0648489,0.629,1.035,-0.609,0.063,0.027,0.006,413,-0.00592375,460
22:07:07:732300,0.374053,-0.0649711,0.513,1.615,-0.481,0.105,-0.006,0.021,413,-0.00592375,460
22:07:07:737516,0.374044,-0.0649959,0.373,2.241,-0.363,0.159,-0.018,0.037,390,-0.00727273,460
22:07:07:742517,0.374063,-0.0649317,-0.218,3.123,-0.046,0.179,-0.024,0.062,390,-0.00727273,460
22:07:07:747653,0.37406,-0.0647887,-0.814,3.364,0.25,0.094,-0.029,0.076,387,-0.00744868,460
22:07:07:752641,0.374035,-0.0645667,-1.39,3.146,0.566,-0.098,-0.036,0.086,372,-0.00832845,460
22:07:07:757812,0.374066,-0.0642947,-1.261,2.917,0.547,-0.142,-0.03,0.084,372,-0.00832845,460
22:07:07:762813,0.374074,-0.0639623,-0.481,2.773,0.285,-0.023,0.001,0.069,360,-0.00903226,460
22:07:07:767939,0.374045,-0.0635787,0.074,2.613,0.159,0.068,0.022,0.054,354,-0.00938416,460
22:07:07:772895,0.374071,-0.0631751,0.592,2.001,0.215,0.069,0.032,0.031,354,-0.00938416,460
22:07:07:778038,0.374058,-0.062742,0.718,1.493,0.356,0.014,0.018,0.02,345,-0.00991202,460
22:07:07:783068,0.374045,-0.0622982,0.619,1.459,0.338,0.015,0.01,0.022,342,-0.010088,460
22:07:07:788163,0.374032,-0.0618544,0.309,1.409,0.132,0,0.008,0.029,342,-0.010088,460
22:07:07:793141,0.374064,-0.0614184,0.146,1.125,0.002,-0.058,0.01,0.027,337,-0.0103812,460
22:07:07:798291,0.374044,-0.0609851,0.176,0.627,0.002,-0.123,0.017,0.012,337,-0.0103812,460
22:07:07:803391,0.374069,-0.0605744,0.327,0.467,0.106,-0.104,0.022,0.001,337,-0.0103812,460
22:07:07:808392,0.37404,-0.0601699,0.423,0.257,0.222,-0.064,0.02,-0.005,338,-0.0103226,460
22:07:07:813563,0.374051,-0.0597907,0.249,-0.037,0.196,-0.085,0.012,-0.008,338,-0.0103226,460
22:07:07:818562,0.374058,-0.0594372,-0.292,-0.489,-0.002,-0.148,-0.005,-0.019,341,-0.0101466,460
22:07:07:823662,0.374054,-0.0591007,-0.621,-0.606,-0.182,-0.163,-0.016,-0.026,344,-0.00997067,460
22:07:07:828640,0.374047,-0.058786,-0.716,-0.576,-0.312,-0.153,-0.031,-0.023,344,-0.00997067,460
22:07:07:833640,0.374034,-0.0584966,-0.482,-0.541,-0.183,-0.151,-0.039,-0.013,346,-0.00985337,460
22:07:07:838792,0.374058,-0.0582357,0.064,-0.475,0.254,-0.147,-0.042,-0.007,348,-0.00973607,460
22:07:07:843767,0.37403,-0.0579853,0.37,-0.405,0.481,-0.133,-0.033,-0.011,348,-0.00973607,460
22:07:07:848891,0.374042,-0.0577671,0.526,-0.366,0.447,-0.109,-0.008,-0.02,349,-0.00967742,460
22:07:07:853945,0.374051,-0.0575672,0.398,-0.433,0.249,-0.104,0.006,-0.02,349,-0.00967742,460
22:07:07:859062,0.374051,-0.0573847,-0.003,-0.627,-0.023,-0.106,0.013,-0.014,351,-0.00956012,460
22:07:07:864179,0.374047,-0.05722,-0.326,-0.883,-0.171,-0.105,0,-0.013,351,-0.00956012,460
22:07:07:869162,0.37404,-0.0570737,-0.369,-1.084,-0.243,-0.104,-0.012,-0.018,351,-0.00956012,460
22:07:07:874144,0.374074,-0.0569449,-0.208,-1.371,-0.287,-0.102,-0.022,-0.03,352,-0.00950147,460
22:07:07:879318,0.37406,-0.0568197,-0.049,-1.498,-0.224,-0.101,-0.019,-0.037,354,-0.00938416,460
22:07:07:884404,0.374042,-0.056709,0.119,-1.55,-0.031,-0.102,-0.009,-0.042,354,-0.00938416,460
22:07:07:889438,0.374069,-0.0566128,0.139,-1.496,0.08,-0.101,-0.004,-0.04,355,-0.00932551,460
22:07:07:894552,0.374048,-0.0565125,0.025,-1.329,0.12,-0.095,-0.003,-0.037,355,-0.00932551,460
22:07:07:899525,0.37407,-0.0564266,-0.104,-1.204,0.06,-0.09,-0.006,-0.036,357,-0.00920821,460
22:07:07:904650,0.374047,-0.0563337,-0.275,-1.057,-0.102,-0.088,-0.013,-0.028,358,-0.00914956,460
22:07:07:909665,0.374071,-0.0562481,-0.327,-0.996,-0.2,-0.087,-0.017,-0.018,358,-0.00914956,460
22:07:07:914785,0.374049,-0.0561515,-0.303,-0.956,-0.262,-0.083,-0.022,-0.005,360,-0.00903226,460
22:07:07:919825,0.374072,-0.0560583,-0.25,-0.96,-0.266,-0.081,-0.024,-0.007,362,-0.00891496,460
22:07:07:924899,0.374053,-0.0559512,-0.19,-0.963,-0.29,-0.082,-0.028,-0.021,362,-0.00891496,460
22:07:07:929898,0.374037,-0.0558372,-0.188,-0.922,-0.299,-0.081,-0.03,-0.028,363,-0.0088563,460
22:07:07:935072,0.374068,-0.055719,-0.223,-0.798,-0.193,-0.075,-0.034,-0.028,365,-0.008739,460
22:07:07:940048,0.374055,-0.0555794,-0.262,-0.734,0.01,-0.067,-0.037,-0.024,365,-0.008739,460
22:07:07:945143,0.374049,-0.0554258,-0.298,-0.787,0.063,-0.066,-0.039,-0.025,367,-0.0086217,460
22:07:07:950173,0.374045,-0.0552617,-0.402,-0.968,-0.095,-0.071,-0.043,-0.029,367,-0.0086217,460
22:07:07:955270,0.374045,-0.0550756,-0.498,-1.072,-0.277,-0.074,-0.049,-0.031,369,-0.0085044,460
22:07:07:960270,0.374049,-0.0548754,-0.609,-1.082,-0.407,-0.072,-0.06,-0.028,371,-0.0083871,460
22:07:07:965399,0.374057,-0.0546572,-0.613,-0.988,-0.318,-0.068,-0.064,-0.023,371,-0.0083871,460
22:07:07:970441,0.374071,-0.0544178,-0.491,-0.796,-0.025,-0.061,-0.061,-0.017,374,-0.00821114,460
22:07:07:975565,0.374044,-0.0541535,-0.358,-0.703,0.121,-0.06,-0.054,-0.017,377,-0.00803519,460
22:07:07:980538,0.374067,-0.0538745,-0.185,-0.667,0.073,-0.06,-0.04,-0.023,377,-0.00803519,460
22:07:07:985643,0.374049,-0.0535708,-0.145,-0.692,-0.103,-0.061,-0.034,-0.026,380,-0.00785924,460
22:07:07:990690,0.374036,-0.0532532,-0.231,-0.731,-0.328,-0.06,-0.034,-0.023,380,-0.00785924,460
22:07:07:995816,0.374069,-0.0529238,-0.358,-0.73,-0.349,-0.057,-0.04,-0.02,385,-0.00756598,460
22:07:08:768,0.374063,-0.0525741,-0.548,-0.697,-0.266,-0.051,-0.052,-0.022,390,-0.00727273,460
22:07:08:5943,0.374056,-0.0522168,-0.617,-0.682,-0.24,-0.047,-0.059,-0.027,390,-0.00727273,460
22:07:08:11018,0.374048,-0.0518557,-0.592,-0.671,-0.257,-0.045,-0.058,-0.028,396,-0.00692082,460
22:07:08:15948,0.37404,-0.0514985,-0.464,-0.633,-0.23,-0.046,-0.046,-0.02,403,-0.00651026,460
22:07:08:21192,0.374076,-0.0511586,-0.067,-0.469,-0.072,-0.044,-0.01,0,403,-0.00651026,460
22:07:08:26181,0.374058,-0.0508335,0.467,-0.239,0.135,-0.035,0.031,0.011,412,-0.0059824,460
22:07:08:31316,0.374032,-0.0505446,0.72,-0.133,0.252,-0.028,0.045,0.005,421,-0.00545455,460
22:07:08:36201,0.374042,-0.0503088,0.697,-0.109,0.349,-0.024,0.036,-0.019,421,-0.00545455,460
22:07:08:41393,0.374037,-0.0501302,0.432,-0.135,0.327,-0.026,0.019,-0.031,431,-0.00486804,460
22:07:08:46305,0.374059,-0.0500296,-0.058,-0.085,0.159,-0.028,0.001,-0.013,431,-0.00486804,460
22:07:08:51519,0.374067,-0.050001,-0.284,0.043,0.033,-0.025,0,0.017,440,-0.00434018,460
22:07:08:52278,0.374067,-0.050001,-0.345,0.124,-0.007,0.022,0.002,0.031,440,-0.00164223
22:07:08:52334,0.374067,-0.050001,-0.345,0.124,-0.007,0.022,0.002,0.031,440,-0.00164223
22:07:08:52361,0.374067,-0.050001,-0.345,0.124,-0.007,0.022,0.002,0.031,440,-0.00164223
22:07:08:52385,0.374067,-0.050001,-0.345,0.124,-0.007,0.022,0.002,0.031,440,-0.00164223
22:07:08:52409,0.374067,-0.050001,-0.345,0.124,-0.007,0.022,0.002,0.031,440,-0.00164223
22:07:08:52433,0.374067,-0.050001,-0.345,0.124,-0.007,0.022,0.002,0.031,440,-0.00164223
22:07:08:52456,0.374067,-0.050001,-0.345,0.124,-0.007,0.022,0.002,0.031,440,-0.00164223
22:07:08:52480,0.374067,-0.050001,-0.345,0.124,-0.007,0.022,0.002,0.031,440,-0.00164223
22:07:08:52503,0.374067,-0.050001,-0.345,0.124,-0.007,0.022,0.002,0.031,440,-0.00164223
22:07:08:52526,0.374067,-0.050001,-0.345,0.124,-0.007,0.022,0.002,0.031,440,-0.00164223
22:07:08:52550,0.374067,-0.050001,-0.345,0.124,-0.007,0.022,0.002,0.031,440,-0.00164223
22:07:08:52573,0.374067,-0.050001,-0.345,0.124,-0.007,0.022,0.002,0.031,440,-0.00164223
22:07:08:52596,0.374067,-0.050001,-0.345,0.124,-0.007,0.022,0.002,0.031,440,-0.00164223
22:07:08:52620,0.374067,-0.050001,-0.345,0.124,-0.007,0.022,0.002,0.031,440,-0.00164223
22:07:08:52644,0.374067,-0.050001,-0.345,0.124,-0.007,0.022,0.002,0.031,440,-0.00164223
22:07:08:52668,0.374067,-0.050001,-0.345,0.124,-0.007,0.022,0.002,0.031,440,-0.00164223
22:07:08:52691,0.374067,-0.050001,-0.345,0.124,-0.007,0.022,0.002,0.031,440,-0.00164223
22:07:08:52715,0.374067,-0.050001,-0.345,0.124,-0.007,0.022,0.002,0.031,440,-0.00164223
22:07:08:52738,0.374067,-0.050001,-0.345,0.124,-0.007,0.022,0.002,0.031,440,-0.00164223
22:07:08:52761,0.374067,-0.050001,-0.345,0.124,-0.007,0.022,0.002,0.031,440,-0.00164223
22:07:08:52796,0.374067,-0.050001,-0.345,0.124,-0.007,0.022,0.002,0.031,440,-0.00164223
22:07:08:52843,0.374067,-0.050001,-0.345,0.124,-0.007,0.022,0.002,0.031,440,-0.00164223
22:07:08:52884,0.374067,-0.050001,-0.345,0.124,-0.007,0.022,0.002,0.031,440,-0.00164223
22:07:08:52911,0.374067,-0.050001,-0.345,0.124,-0.007,0.022,0.002,0.031,440,-0.00164223
22:07:08:52934,0.374067,-0.050001,-0.345,0.124,-0.007,0.022,0.002,0.031,440,-0.00164223
22:07:08:52957,0.374067,-0.050001,-0.345,0.124,-0.007,0.022,0.002,0.031,440,-0.00164223
22:07:08:52980,0.374067,-0.050001,-0.345,0.124,-0.007,0.022,0.002,0.031,440,-0.00164223
22:07:08:53003,0.374067,-0.050001,-0.345,0.124,-0.007,0.022,0.002,0.031,440,-0.00164223
22:07:08:53026,0.374067,-0.050001,-0.345,0.124,-0.007,0.022,0.002,0.031,440,-0.00164223
22:07:08:53050,0.374067,-0.050001,-0.345,0.124,-0.007,0.022,0.002,0.031,440,-0.00164223
22:07:08:53073,0.374067,-0.050001,-0.345,0.124,-0.007,0.022,0.002,0.031,440,-0.00164223
22:07:08:53096,0.374067,-0.050001,-0.345,0.124,-0.007,0.022,0.002,0.031,440,-0.00164223
22:07:08:53119,0.374067,-0.050001,-0.345,0.124,-0.007,0.022,0.002,0.031,440,-0.00164223
22:07:08:53142,0.374067,-0.050001,-0.345,0.124,-0.007,0.022,0.002,0.031,440,-0.00164223
22:07:08:53166,0.374067,-0.050001,-0.345,0.124,-0.007,0.022,0.002,0.031,440,-0.00164223
22:07:08:53189,0.374067,-0.050001,-0.345,0.124,-0.007,0.022,0.002,0.031,440,-0.00164223
22:07:08:53212,0.374067,-0.050001,-0.345,0.124,-0.007,0.022,0.002,0.031,440,-0.00164223
22:07:08:53235,0.374067,-0.050001,-0.345,0.124,-0.007,0.022,0.002,0.031,440,-0.00164223
22:07:08:53258,0.374067,-0.050001,-0.345,0.124,-0.007,0.022,0.002,0.031,440,-0.00164223
22:07:08:53281,0.374067,-0.050001,-0.345,0.124,-0.007,0.022,0.002,0.031,440,-0.00164223
22:07:08:53304,0.374067,-0.050001,-0.345,0.124,-0.007,0.022,0.002,0.031,440,-0.00164223
22:07:08:53327,0.374067,-0.050001,-0.345,0.124,-0.007,0.022,0.002,0.031,440,-0.00164223
22:07:08:53351,0.374067,-0.050001,-0.345,0.124,-0.007,0.022,0.002,0.031,440,-0.00164223
22:07:08:53375,0.374067,-0.050001,-0.345,0.124,-0.007,0.022,0.002,0.031,440,-0.00164223
22:07:08:53398,0.374067,-0.050001,-0.345,0.124,-0.007,0.022,0.002,0.031,440,-0.00164223
22:07:08:53421,0.374067,-0.050001,-0.345,0.124,-0.007,0.022,0.002,0.031,440,-0.00164223
22:07:08:53444,0.374067,-0.050001,-0.345,0.124,-0.007,0.022,0.002,0.031,440,-0.00164223
22:07:08:53467,0.374067,-0.050001,-0.345,0.124,-0.007,0.022,0.002,0.031,440,-0.00164223
22:07:08:53498,0.374067,-0.050001,-0.345,0.124,-0.007,0.022,0.002,0.031,440,-0.00164223
22:07:08:53523,0.374067,-0.050001,-0.345,0.124,-0.007,0.022,0.002,0.031,440,-0.00164223
22:07:08:53547,0.374067,-0.050001,-0.345,0.124,-0.007,0.022,0.002,0.031,440,-0.00164223
22:07:08:53570,0.374067,-0.050001,-0.345,0.124,-0.007,0.022,0.002,0.031,440,-0.00164223
22:07:08:53593,0.374067,-0.050001,-0.345,0.124,-0.007,0.022,0.002,0.031,440,-0.00164223
22:07:08:53616,0.374067,-0.050001,-0.345,0.124,-0.007,0.022,0.002,0.031,440,-0.00164223
22:07:08:53640,0.374067,-0.050001,-0.345,0.124,-0.007,0.022,0.002,0.031,440,-0.00164223
22:07:08:53663,0.374067,-0.050001,-0.345,0.124,-0.007,0.022,0.002,0.031,440,-0.00164223
22:07:08:53686,0.374067,-0.050001,-0.345,0.124,-0.007,0.022,0.002,0.031,440,-0.00164223
22:07:08:53710,0.374067,-0.050001,-0.345,0.124,-0.007,0.022,0.002,0.031,440,-0.00164223
22:07:08:53733,0.374067,-0.050001,-0.345,0.124,-0.007,0.022,0.002,0.031,440,-0.00164223
22:07:08:53757,0.374067,-0.050001,-0.345,0.124,-0.007,0.022,0.002,0.031,440,-0.00164223
22:07:08:53780,0.374067,-0.050001,-0.345,0.124,-0.007,0.022,0.002,0.031,440,-0.00164223
22:07:08:53803,0.374067,-0.050001,-0.345,0.124,-0.007,0.022,0.002,0.031,440,-0.00164223
22:07:08:53827,0.374067,-0.050001,-0.345,0.124,-0.007,0.022,0.002,0.031,440,-0.00164223
22:07:08:53850,0.374067,-0.050001,-0.345,0.124,-0.007,0.022,0.002,0.031,440,-0.00164223
22:07:08:53874,0.374067,-0.050001,-0.345,0.124,-0.007,0.022,0.002,0.031,440,-0.00164223
22:07:08:53897,0.374067,-0.050001,-0.345,0.124,-0.007,0.022,0.002,0.031,440,-0.00164223
22:07:08:53921,0.374067,-0.050001,-0.345,0.124,-0.007,0.022,0.002,0.031,440,-0.00164223
22:07:08:53944,0.374067,-0.050001,-0.345,0.124,-0.007,0.022,0.002,0.031,440,-0.00164223
22:07:08:53986,0.374067,-0.050001,-0.345,0.124,-0.007,0.022,0.002,0.031,440,-0.00164223
22:07:08:54011,0.374067,-0.050001,-0.371,0.203,-0.027,0.018,0.003,0.04,440,-0.00164223
22:07:08:54035,0.374067,-0.050001,-0.371,0.203,-0.027,0.018,0.003,0.04,440,-0.00164223
22:07:08:54058,0.374067,-0.050001,-0.371,0.203,-0.027,0.018,0.003,0.04,440,-0.00164223
22:07:08:54082,0.374067,-0.050001,-0.371,0.203,-0.027,0.018,0.003,0.04,440,-0.00164223
22:07:08:54105,0.374067,-0.050001,-0.371,0.203,-0.027,0.018,0.003,0.04,440,-0.00164223
22:07:08:54133,0.374067,-0.050001,-0.371,0.203,-0.027,0.018,0.003,0.04,440,-0.00164223
22:07:08:54157,0.374067,-0.050001,-0.371,0.203,-0.027,0.018,0.003,0.04,440,-0.00164223
22:07:08:54190,0.374067,-0.050001,-0.371,0.203,-0.027,0.018,0.003,0.04,440,-0.00164223
22:07:08:54220,0.374067,-0.050001,-0.371,0.203,-0.027,0.018,0.003,0.04,440,-0.00164223
22:07:08:54244,0.374067,-0.050001,-0.371,0.203,-0.027,0.018,0.003,0.04,440,-0.00164223
22:07:08:54268,0.374067,-0.050001,-0.371,0.203,-0.027,0.018,0.003,0.04,440,-0.00164223
22:07:08:54292,0.374067,-0.050001,-0.371,0.203,-0.027,0.018,0.003,0.04,440,-0.00164223
22:07:08:54315,0.374067,-0.050001,-0.371,0.203,-0.027,0.018,0.003,0.04,440,-0.00164223
22:07:08:54338,0.374067,-0.050001,-0.371,0.203,-0.027,0.018,0.003,0.04,440,-0.00164223
22:07:08:54361,0.374067,-0.050001,-0.371,0.203,-0.027,0.018,0.003,0.04,440,-0.00164223
22:07:08:54385,0.374067,-0.050001,-0.371,0.203,-0.027,0.018,0.003,0.04,440,-0.00164223
22:07:08:54408,0.374067,-0.050001,-0.371,0.203,-0.027,0.018,0.003,0.04,440,-0.00164223
22:07:08:54432,0.374067,-0.050001,-0.371,0.203,-0.027,0.018,0.003,0.04,440,-0.00164223
22:07:08:54455,0.374067,-0.050001,-0.371,0.203,-0.027,0.018,0.003,0.04,440,-0.00164223
22:07:08:54478,0.374067,-0.050001,-0.371,0.203,-0.027,0.018,0.003,0.04,440,-0.00164223
22:07:08:54502,0.374067,-0.050001,-0.371,0.203,-0.027,0.018,0.003,0.04,440,-0.00164223
22:07:08:54525,0.374067,-0.050001,-0.371,0.203,-0.027,0.018,0.003,0.04,440,-0.00164223
22:07:08:54548,0.374067,-0.050001,-0.371,0.203,-0.027,0.018,0.003,0.04,440,-0.00164223
22:07:08:54572,0.374067,-0.050001,-0.371,0.203,-0.027,0.018,0.003,0.04,440,-0.00164223
22:07:08:54595,0.374067,-0.050001,-0.371,0.203,-0.027,0.018,0.003,0.04,440,-0.00164223
