Time,X,Y,Fx,Fy,Fz,Mx,My,Mz,Potentiometer_bit,handle_disp, magnet_pos
22:06:26:901299,0.374044,0.00877695,0.408,1.723,-0.131,0.177,0.007,0.029,533,0.00111437,380
22:06:26:906245,0.374044,0.00980544,0.518,2.033,-0.165,0.186,0.014,0.057,542,0.00164223,380
22:06:26:911396,0.374039,0.0108755,0.616,2.625,-0.328,0.211,0.023,0.08,549,0.00205279,380
22:06:26:916364,0.374073,0.0119891,0.584,3.014,-0.402,0.228,0.025,0.073,549,0.00205279,380
22:06:26:921485,0.374055,0.013137,0.391,3.542,-0.334,0.242,0.017,0.059,554,0.00234604,380
22:06:26:926506,0.37407,0.0143231,0.217,3.862,-0.221,0.244,0.009,0.069,556,0.00246334,380
22:06:26:931617,0.374032,0.0155384,0,4.238,-0.168,0.246,0,0.106,556,0.00246334,380
22:06:26:936624,0.374032,0.016786,-0.07,4.365,-0.255,0.251,-0.003,0.124,556,0.00246334,380
22:06:26:941732,0.374069,0.0180622,-0.053,4.348,-0.389,0.262,-0.004,0.12,556,0.00246334,380
22:06:26:946740,0.37405,0.0193615,0.022,4.253,-0.34,0.266,-0.004,0.105,554,0.00234604,380
22:06:26:951925,0.374065,0.0206844,0.173,4.099,-0.067,0.27,-0.004,0.088,549,0.00205279,380
22:06:26:956932,0.374073,0.0220282,0.268,4.015,0.099,0.272,-0.002,0.084,549,0.00205279,380
22:06:26:961993,0.374069,0.023388,0.358,3.883,0.116,0.276,0,0.085,543,0.00170088,380
22:06:26:967037,0.374057,0.024764,0.357,3.757,-0.015,0.278,0.002,0.086,538,0.00140762,380
22:06:26:972163,0.374032,0.0261521,0.258,3.466,-0.258,0.275,0.001,0.082,538,0.00140762,380
22:06:26:977119,0.374043,0.0275548,0.177,3.2,-0.36,0.265,0,0.076,533,0.00111437,380
22:06:26:982227,0.374045,0.0289669,0.163,2.756,-0.359,0.239,0.004,0.064,533,0.00111437,380
22:06:26:987243,0.374035,0.0303861,0.328,2.492,-0.261,0.221,0.012,0.056,530,0.000938416,380
22:06:26:992351,0.374063,0.0318153,0.477,2.229,-0.037,0.206,0.022,0.046,528,0.000821114,380
22:06:26:997371,0.374034,0.0332449,0.63,2.141,0.15,0.207,0.023,0.036,528,0.000821114,380
22:06:27:2476,0.374041,0.0346814,0.655,2.165,0.188,0.211,0.02,0.034,527,0.000762463,380
22:06:27:7478,0.374036,0.0361197,0.609,2.287,0.092,0.213,0.019,0.043,527,0.000762463,380
22:06:27:12603,0.374071,0.0375619,0.541,2.394,-0.009,0.212,0.021,0.053,527,0.000762463,380
22:06:27:17619,0.374048,0.0390007,0.363,2.522,-0.037,0.205,0.021,0.062,527,0.000762463,380
22:06:27:22727,0.374064,0.040441,0.188,2.544,0.053,0.2,0.016,0.062,528,0.000821114,380
22:06:27:27747,0.374069,0.0418814,-0.054,2.446,0.177,0.193,0.001,0.058,528,0.000821114,380
22:06:27:32853,0.374065,0.0433148,-0.077,2.323,0.146,0.19,-0.006,0.056,528,0.000821114,380
22:06:27:37871,0.374053,0.0447484,0.277,2.194,0.013,0.188,-0.004,0.054,528,0.000821114,380
22:06:27:42978,0.374032,0.0461711,0.752,2.23,0.002,0.189,0.012,0.053,527,0.000762463,380
22:06:27:47980,0.374049,0.0476002,1.486,2.461,0.109,0.196,0.057,0.056,527,0.000762463,380
22:06:27:53103,0.374057,0.0490183,1.678,2.615,0.107,0.206,0.083,0.059,527,0.000762463,380
22:06:27:58119,0.374059,0.0504297,1.149,2.602,-0.207,0.219,0.078,0.065,527,0.000762463,380
22:06:27:63228,0.374052,0.051834,0.338,2.397,-0.53,0.22,0.039,0.065,526,0.000703812,380
22:06:27:68369,0.37404,0.0532315,-0.875,2.018,-0.79,0.209,-0.046,0.058,526,0.000703812,380
22:06:27:73355,0.374065,0.0546287,-1.239,1.884,-0.562,0.199,-0.102,0.047,524,0.00058651,380
22:06:27:78378,0.374037,0.0560083,-0.906,1.939,-0.304,0.197,-0.095,0.043,522,0.000469208,380
22:06:27:83479,0.374051,0.0573846,-0.042,1.984,-0.192,0.196,-0.025,0.044,522,0.000469208,380
22:06:27:88494,0.374056,0.0587539,0.413,1.884,-0.361,0.194,0.03,0.048,522,0.000469208,380
22:06:27:93605,0.374057,0.060113,0.673,1.592,-0.662,0.188,0.069,0.048,522,0.000469208,380
22:06:27:98621,0.374052,0.0614575,0.664,1.393,-0.706,0.184,0.056,0.042,523,0.000527859,380
22:06:27:103729,0.374041,0.0627952,0.625,1.156,-0.575,0.173,0.008,0.027,523,0.000527859,380
22:06:27:108745,0.374071,0.0641304,0.614,1.047,-0.495,0.163,-0.017,0.019,523,0.000527859,380
22:06:27:113853,0.374049,0.065447,0.539,1.01,-0.473,0.157,-0.024,0.017,523,0.000527859,380
22:06:27:118871,0.374068,0.0667576,0.451,1.111,-0.471,0.161,-0.012,0.024,522,0.000469208,380
22:06:27:123992,0.37404,0.0680499,0.368,1.465,-0.453,0.174,0.016,0.04,522,0.000469208,380
22:06:27:128994,0.374051,0.06934,0.365,1.798,-0.446,0.183,0.032,0.054,520,0.000351906,380
22:06:27:134104,0.374059,0.0706196,0.326,2.278,-0.395,0.195,0.039,0.071,520,0.000351906,380
22:06:27:139119,0.374063,0.0718853,0.213,2.438,-0.284,0.205,0.028,0.072,520,0.000351906,380
22:06:27:144231,0.374063,0.0731405,-0.067,2.251,-0.047,0.213,-0.002,0.055,521,0.000410557,380
22:06:27:149230,0.374062,0.0743819,-0.253,1.899,0.084,0.209,-0.025,0.037,521,0.000410557,380
22:06:27:154356,0.374056,0.0756087,-0.353,1.382,0.204,0.192,-0.044,0.022,521,0.000410557,380
22:06:27:159359,0.37405,0.076826,-0.04,1.215,0.245,0.175,-0.025,0.029,521,0.000410557,380
22:06:27:164481,0.374038,0.0780321,0.383,1.29,0.177,0.168,0.011,0.039,521,0.000410557,380
22:06:27:169484,0.374072,0.0792345,1.002,1.513,-0.113,0.164,0.077,0.05,519,0.000293255,380
22:06:27:174608,0.374059,0.0804131,1.153,1.68,-0.327,0.17,0.099,0.053,517,0.000175953,380
22:06:27:179617,0.374043,0.0815773,0.857,1.922,-0.424,0.188,0.069,0.053,517,0.000175953,380
22:06:27:184610,0.374071,0.0827413,0.449,2.025,-0.329,0.199,0.019,0.051,517,0.000175953,380
22:06:27:189729,0.374052,0.0838852,-0.171,1.982,-0.17,0.207,-0.045,0.044,517,0.000175953,380
22:06:27:194855,0.374035,0.0850116,-0.49,1.811,-0.142,0.206,-0.06,0.038,516,0.000117302,380
22:06:27:199856,0.37406,0.086138,-0.706,1.424,-0.142,0.193,-0.047,0.032,515,5.8651e-05,380
22:06:27:204979,0.374041,0.0872402,-0.581,1.162,-0.109,0.177,-0.031,0.03,515,5.8651e-05,380
22:06:27:209979,0.374065,0.0883387,0.068,0.945,-0.074,0.154,-0.004,0.031,515,5.8651e-05,380
22:06:27:215106,0.374046,0.0894168,0.654,1.01,-0.125,0.15,0.02,0.033,515,5.8651e-05,380
22:06:27:220105,0.374072,0.0904881,1.251,1.349,-0.287,0.166,0.064,0.039,515,5.8651e-05,380
22:06:27:225106,0.374051,0.0915377,1.234,1.522,-0.372,0.178,0.076,0.041,516,0.000117302,380
22:06:27:230230,0.374032,0.0925735,0.643,1.369,-0.407,0.173,0.042,0.035,516,0.000117302,380
22:06:27:235230,0.374058,0.0936106,0.115,1.047,-0.398,0.156,-0.004,0.024,516,0.000117302,380
22:06:27:240360,0.374042,0.0946192,-0.451,0.707,-0.387,0.137,-0.061,0.012,515,5.8651e-05,380
22:06:27:245360,0.37407,0.0956286,-0.539,0.949,-0.365,0.147,-0.06,0.021,515,5.8651e-05,380
22:06:27:250481,0.374058,0.0966135,-0.381,1.356,-0.326,0.165,-0.03,0.037,514,0,380
22:06:27:255483,0.374043,0.0975836,-0.04,1.927,-0.216,0.189,0.02,0.059,514,0,380
22:06:27:260620,0.374033,0.0985442,0.139,2.094,-0.098,0.201,0.041,0.062,514,0,380
22:06:27:265605,0.37407,0.0994992,0.28,1.947,0.163,0.208,0.043,0.051,515,5.8651e-05,380
22:06:27:270746,0.374062,0.100432,0.323,1.646,0.37,0.201,0.033,0.038,515,5.8651e-05,380
22:06:27:275746,0.374058,0.101351,0.334,1.124,0.599,0.174,0.012,0.023,515,5.8651e-05,380
22:06:27:280869,0.374054,0.102256,0.287,0.897,0.612,0.154,0.001,0.018,515,5.8651e-05,380
22:06:27:285856,0.374056,0.103151,0.178,0.932,0.379,0.144,-0.004,0.019,515,5.8651e-05,380
22:06:27:290996,0.37406,0.104029,0.156,1.175,0.109,0.154,0.002,0.026,515,5.8651e-05,380
22:06:27:295996,0.374065,0.104896,0.263,1.599,-0.266,0.179,0.024,0.042,514,0,380
22:06:27:301120,0.374032,0.105738,0.382,1.77,-0.365,0.191,0.038,0.051,514,0,380
22:06:27:306105,0.374045,0.106582,0.523,1.799,-0.199,0.2,0.042,0.053,514,0,380
22:06:27:311230,0.37406,0.107408,0.535,1.719,0.02,0.201,0.033,0.047,514,0,380
22:06:27:316230,0.374039,0.108213,0.321,1.541,0.216,0.195,0.012,0.037,514,0,380
22:06:27:321359,0.374062,0.109016,-0.153,1.353,0.099,0.179,-0.012,0.03,514,0,380
22:06:27:326378,0.374045,0.109792,-0.423,1.25,-0.074,0.168,-0.028,0.03,514,0,380
22:06:27:331484,0.374034,0.110559,-0.384,1.142,-0.282,0.162,-0.036,0.032,514,0,380
22:06:27:336480,0.374068,0.111324,-0.016,1.084,-0.322,0.162,-0.022,0.031,515,5.8651e-05,380
22:06:27:341605,0.374065,0.112063,0.738,0.981,-0.253,0.162,0.023,0.023,515,5.8651e-05,380
22:06:27:346623,0.374065,0.112793,1.102,0.901,-0.191,0.158,0.051,0.018,515,5.8651e-05,380
22:06:27:351732,0.374072,0.113504,1.066,0.795,-0.212,0.15,0.06,0.021,515,5.8651e-05,380
22:06:27:356733,0.374038,0.114197,0.625,0.769,-0.311,0.148,0.039,0.026,515,5.8651e-05,380
22:06:27:361873,0.374051,0.114884,-0.274,0.851,-0.451,0.15,-0.014,0.029,515,5.8651e-05,380
22:06:27:366856,0.374072,0.115563,-0.675,0.994,-0.462,0.156,-0.047,0.029,515,5.8651e-05,380
22:06:27:371997,0.374053,0.116214,-0.628,1.264,-0.365,0.17,-0.064,0.033,515,5.8651e-05,380
22:06:27:376996,0.37404,0.116855,-0.237,1.408,-0.264,0.18,-0.045,0.039,515,5.8651e-05,380
22:06:27:382106,0.374033,0.117479,0.528,1.502,-0.078,0.19,0.019,0.042,515,5.8651e-05,380
22:06:27:387105,0.374071,0.11811,0.945,1.506,0.066,0.191,0.062,0.041,515,5.8651e-05,380
22:06:27:392236,0.374073,0.11871,1.112,1.494,0.246,0.186,0.086,0.04,515,5.8651e-05,380
22:06:27:397232,0.374039,0.119286,0.822,1.478,0.277,0.181,0.066,0.042,515,5.8651e-05,380
22:06:27:402355,0.374053,0.119867,0.018,1.395,0.143,0.171,0.005,0.04,514,0,380
22:06:27:407358,0.374072,0.12043,-0.551,1.261,-0.093,0.165,-0.048,0.03,514,0,380
22:06:27:412482,0.374053,0.120973,-0.549,1.208,-0.191,0.166,-0.057,0.026,514,0,380
22:06:27:417485,0.374042,0.121498,-0.091,1.228,-0.155,0.177,-0.024,0.03,514,0,380
22:06:27:422612,0.374036,0.122014,0.316,1.272,-0.064,0.184,0.018,0.037,514,0,380
22:06:27:427633,0.374036,0.122519,0.803,1.287,-0.008,0.185,0.069,0.041,514,0,380
22:06:27:432746,0.374043,0.123012,0.936,1.242,-0.067,0.18,0.074,0.036,514,0,380
22:06:27:437733,0.374054,0.123494,0.704,1.097,-0.198,0.169,0.039,0.025,514,0,380
22:06:27:442858,0.374074,0.123959,0.273,0.971,-0.229,0.159,0.004,0.022,514,0,380
22:06:27:447859,0.374053,0.124403,-0.463,0.832,-0.168,0.145,-0.037,0.026,514,0,380
22:06:27:452995,0.374044,0.124834,-0.72,0.844,-0.127,0.143,-0.051,0.029,514,0,380
22:06:27:457998,0.37404,0.125252,-0.464,1.039,-0.186,0.155,-0.04,0.033,514,0,380
22:06:27:463108,0.374041,0.125659,0.025,1.217,-0.282,0.169,-0.011,0.035,514,0,380
22:06:27:468106,0.374047,0.126056,0.748,1.42,-0.329,0.187,0.046,0.037,514,0,380
22:06:27:473249,0.374062,0.12644,1.02,1.494,-0.239,0.194,0.072,0.037,514,0,380
22:06:27:478242,0.374041,0.1268,0.907,1.513,-0.084,0.197,0.066,0.037,514,0,380
22:06:27:483359,0.374071,0.127161,0.409,1.347,-0.174,0.186,0.016,0.037,514,0,380
22:06:27:488374,0.374064,0.127493,-0.045,1.12,-0.338,0.168,-0.019,0.034,514,0,380
22:06:27:493492,0.374063,0.127815,-0.651,0.787,-0.453,0.142,-0.052,0.026,514,0,380
22:06:27:498486,0.374068,0.128128,-0.814,0.728,-0.371,0.136,-0.056,0.021,513,-5.8651e-05,380
22:06:27:503629,0.37404,0.128416,-0.532,0.981,-0.186,0.151,-0.038,0.024,513,-5.8651e-05,380
22:06:27:508653,0.374059,0.128705,-0.091,1.267,-0.152,0.168,-0.012,0.032,513,-5.8651e-05,380
22:06:27:513734,0.374043,0.128966,0.558,1.572,-0.23,0.187,0.033,0.043,513,-5.8651e-05,380
22:06:27:518906,0.374037,0.129217,0.793,1.598,-0.26,0.192,0.056,0.046,513,-5.8651e-05,380
22:06:27:523904,0.374034,0.129458,0.82,1.418,-0.116,0.19,0.059,0.04,513,-5.8651e-05,380
22:06:27:528785,0.37404,0.12969,0.733,1.232,0.089,0.185,0.043,0.03,513,-5.8651e-05,380
22:06:27:533983,0.374054,0.129904,0.59,0.969,0.357,0.168,0.009,0.015,513,-5.8651e-05,380
22:06:27:538892,0.374034,0.130097,0.484,0.865,0.37,0.155,-0.004,0.012,513,-5.8651e-05,380
22:06:27:544128,0.37406,0.130291,0.293,0.894,0.098,0.148,-0.003,0.019,513,-5.8651e-05,380
22:06:27:549314,0.374055,0.130462,0.145,1.086,-0.286,0.158,0.015,0.033,513,-5.8651e-05,380
22:06:27:554279,0.374051,0.130621,0.1,1.188,-0.463,0.168,0.027,0.041,513,-5.8651e-05,380
22:06:27:559162,0.374059,0.130767,0.08,1.207,-0.544,0.172,0.029,0.045,513,-5.8651e-05,380
22:06:27:564406,0.374034,0.130885,0.071,1.133,-0.501,0.171,0.015,0.04,513,-5.8651e-05,380
22:06:27:569292,0.374054,0.131012,0.083,1.112,-0.377,0.171,0,0.032,513,-5.8651e-05,380
22:06:27:574565,0.374041,0.13111,0.091,1.205,-0.126,0.175,-0.011,0.026,513,-5.8651e-05,380
22:06:27:579487,0.374035,0.131198,0.045,1.368,0.013,0.18,-0.004,0.036,513,-5.8651e-05,380
22:06:27:584609,0.374039,0.131273,0.046,1.462,0,0.182,0.009,0.042,513,-5.8651e-05,380
22:06:27:589758,0.374046,0.131338,0.2,1.569,-0.096,0.184,0.03,0.037,513,-5.8651e-05,380
22:06:27:594734,0.374062,0.131393,0.32,1.606,-0.175,0.186,0.035,0.036,513,-5.8651e-05,380
22:06:27:599735,0.374044,0.131419,0.257,1.535,-0.347,0.185,0.022,0.049,512,-0.000117302,380
22:06:27:604786,0.374034,0.131436,0.067,1.401,-0.473,0.18,0.006,0.055,512,-0.000117302,380
22:06:27:609860,0.374073,0.131454,-0.062,1.214,-0.494,0.172,-0.011,0.036,512,-0.000117302,380
22:06:27:615013,0.374034,0.131436,0.105,1.189,-0.341,0.171,-0.012,0.019,512,-0.000117302,380
22:06:27:619894,0.374045,0.131415,0.518,1.254,-0.067,0.174,0,0.02,512,-0.000117302,380
22:06:27:625110,0.374063,0.131389,0.627,1.234,-0.044,0.173,0.008,0.036,512,-0.000117302,380
22:06:27:630030,0.374047,0.131334,0.36,0.99,-0.32,0.163,0.015,0.043,512,-0.000117302,380
22:06:27:635235,0.37404,0.13127,0.048,0.768,-0.559,0.152,0.012,0.028,512,-0.000117302,380
22:06:27:640234,0.374039,0.131191,-0.214,0.62,-0.664,0.141,0,0.005,511,-0.000175953,380
22:06:27:645363,0.374043,0.131106,-0.028,0.83,-0.342,0.147,-0.01,0.016,511,-0.000175953,380
22:06:27:650485,0.374058,0.131005,0.249,1.07,-0.027,0.16,-0.009,0.03,512,-0.000117302,380
22:06:27:655489,0.374035,0.130882,0.59,1.299,0.221,0.18,0.006,0.035,513,-5.8651e-05,380
22:06:27:660488,0.374065,0.130761,0.629,1.272,0.12,0.185,0.025,0.026,513,-5.8651e-05,380
22:06:27:665610,0.374059,0.130611,0.366,1.034,-0.253,0.175,0.045,0.017,513,-5.8651e-05,380
22:06:27:670613,0.374058,0.130454,0.06,0.872,-0.417,0.16,0.04,0.021,514,0,380
22:06:27:675737,0.374066,0.130285,-0.349,0.805,-0.337,0.142,0.002,0.032,514,0,380
22:06:27:680735,0.374041,0.130087,-0.457,0.917,-0.161,0.143,-0.029,0.035,514,0,380
22:06:27:685860,0.374062,0.129894,-0.278,1.276,0.018,0.165,-0.049,0.033,514,0,380
22:06:27:690859,0.374049,0.129676,0.013,1.564,0.045,0.185,-0.032,0.035,513,-5.8651e-05,380
22:06:27:695986,0.374043,0.129445,0.492,1.882,0.047,0.204,0.024,0.044,513,-5.8651e-05,380
22:06:27:700985,0.374046,0.129204,0.704,1.937,0.057,0.205,0.06,0.051,513,-5.8651e-05,380
22:06:27:706110,0.374052,0.128952,0.739,1.783,0.07,0.197,0.073,0.051,513,-5.8651e-05,380
22:06:27:711111,0.37407,0.128689,0.594,1.594,0.083,0.19,0.052,0.043,513,-5.8651e-05,380
22:06:27:716236,0.37405,0.128399,0.268,1.311,0.117,0.178,0.003,0.029,513,-5.8651e-05,380
22:06:27:721235,0.374037,0.128096,0.06,1.168,0.098,0.17,-0.022,0.023,513,-5.8651e-05,380
22:06:27:726236,0.374032,0.127784,-0.151,1.069,-0.08,0.161,-0.035,0.024,513,-5.8651e-05,380
22:06:27:731364,0.374033,0.127458,-0.144,1.134,-0.311,0.163,-0.021,0.032,514,0,380
22:06:27:736488,0.374042,0.127122,0.032,1.251,-0.372,0.168,-0.001,0.038,513,-5.8651e-05,380
22:06:27:741490,0.374057,0.126777,0.5,1.445,-0.348,0.178,0.031,0.044,513,-5.8651e-05,380
22:06:27:746611,0.374037,0.126398,0.808,1.535,-0.367,0.183,0.044,0.045,513,-5.8651e-05,380
22:06:27:751616,0.374064,0.126029,1.001,1.572,-0.476,0.189,0.04,0.042,512,-0.000117302,380
22:06:27:756611,0.374058,0.125632,0.885,1.545,-0.495,0.189,0.025,0.038,512,-0.000117302,380
22:06:27:761736,0.374055,0.125225,0.433,1.453,-0.371,0.183,0.001,0.031,511,-0.000175953,380
22:06:27:766861,0.374062,0.124804,0.072,1.356,-0.308,0.177,-0.008,0.03,511,-0.000175953,380
22:06:27:771861,0.374034,0.124355,-0.33,1.156,-0.42,0.168,-0.013,0.036,511,-0.000175953,380
22:06:27:776861,0.374052,0.123911,-0.428,1.006,-0.537,0.162,-0.012,0.042,511,-0.000175953,380
22:06:27:781986,0.374033,0.123442,-0.359,0.794,-0.48,0.153,-0.009,0.038,511,-0.000175953,380
22:06:27:787112,0.374065,0.122971,-0.251,0.656,-0.273,0.149,-0.008,0.023,511,-0.000175953,380
22:06:27:792111,0.374061,0.122479,-0.074,0.45,0.053,0.144,-0.01,-0.004,511,-0.000175953,380
22:06:27:797236,0.374063,0.12197,0.083,0.364,0.185,0.141,-0.011,-0.009,511,-0.000175953,380
22:06:27:802237,0.37407,0.121455,0.458,0.447,0.286,0.143,0,0.012,512,-0.000117302,380
22:06:27:807236,0.374041,0.120908,0.773,0.638,0.302,0.151,0.022,0.03,512,-0.000117302,380
22:06:27:812364,0.374059,0.120365,1.093,0.916,0.182,0.165,0.062,0.031,512,-0.000117302,380
22:06:27:817490,0.374041,0.119799,0.894,0.967,-0.071,0.165,0.073,0.011,513,-5.8651e-05,380
22:06:27:822520,0.374072,0.119229,0.475,0.915,-0.196,0.157,0.05,0.01,513,-5.8651e-05,380
22:06:27:827618,0.374067,0.118635,-0.178,0.919,-0.198,0.148,-0.007,0.03,513,-5.8651e-05,380
22:06:27:832612,0.374066,0.118032,-0.384,1.034,-0.121,0.153,-0.039,0.038,513,-5.8651e-05,380
22:06:27:837612,0.374072,0.117415,-0.29,1.304,-0.045,0.175,-0.048,0.029,513,-5.8651e-05,380
22:06:27:842738,0.374036,0.116769,-0.099,1.468,-0.077,0.189,-0.028,0.025,513,-5.8651e-05,380
22:06:27:847738,0.374052,0.116125,0.187,1.6,-0.207,0.194,0.017,0.042,513,-5.8651e-05,380
22:06:27:852864,0.374074,0.115471,0.356,1.624,-0.256,0.19,0.041,0.058,513,-5.8651e-05,380
22:06:27:857862,0.374056,0.114789,0.551,1.645,-0.148,0.185,0.051,0.058,512,-0.000117302,380
22:06:27:862988,0.374044,0.114094,0.589,1.681,0.005,0.187,0.04,0.045,512,-0.000117302,380
22:06:27:867988,0.374036,0.113389,0.441,1.726,0.139,0.193,0.011,0.031,512,-0.000117302,380
22:06:27:873115,0.374033,0.112671,0.222,1.693,0.069,0.192,-0.005,0.032,513,-5.8651e-05,380
22:06:27:878237,0.374035,0.111939,-0.168,1.492,-0.226,0.183,-0.022,0.04,513,-5.8651e-05,380
22:06:27:883238,0.37404,0.111192,-0.365,1.29,-0.427,0.174,-0.027,0.041,513,-5.8651e-05,380
22:06:27:888237,0.37405,0.110432,-0.419,1.03,-0.529,0.164,-0.027,0.034,513,-5.8651e-05,380
22:06:27:893366,0.374065,0.109663,-0.2,0.97,-0.348,0.16,-0.021,0.026,513,-5.8651e-05,380
22:06:27:898362,0.374041,0.108867,0.028,1.032,-0.173,0.161,-0.01,0.025,512,-0.000117302,380
22:06:27:903490,0.374063,0.10807,0.458,1.142,-0.032,0.166,0.021,0.033,512,-0.000117302,380
22:06:27:908493,0.374047,0.107247,0.794,1.175,-0.036,0.17,0.046,0.036,512,-0.000117302,380
22:06:27:913613,0.374034,0.106413,1.181,1.182,-0.028,0.176,0.068,0.03,512,-0.000117302,380
22:06:27:918741,0.374067,0.105575,1.182,1.178,0.057,0.179,0.061,0.022,511,-0.000175953,380
22:06:27:923739,0.37406,0.104714,0.715,1.118,0.213,0.176,0.027,0.017,511,-0.000175953,380
22:06:27:928862,0.374057,0.103839,0.27,1.012,0.221,0.168,0.005,0.019,512,-0.000117302,380
22:06:27:933862,0.374057,0.102951,-0.17,0.804,0.023,0.151,-0.012,0.025,512,-0.000117302,380
22:06:27:938862,0.374061,0.102049,-0.219,0.706,-0.179,0.144,-0.014,0.026,513,-5.8651e-05,380
22:06:27:943988,0.374066,0.101134,-0.128,0.687,-0.408,0.146,-0.015,0.023,512,-0.000117302,380
22:06:27:948988,0.374073,0.100204,-0.105,0.74,-0.431,0.153,-0.015,0.02,512,-0.000117302,380
22:06:27:954112,0.374039,0.0992524,-0.068,0.882,-0.247,0.161,-0.009,0.021,512,-0.000117302,380
22:06:27:959112,0.374054,0.098296,0.128,1.035,-0.037,0.163,0.005,0.025,513,-5.8651e-05,380
22:06:27:964237,0.374066,0.0973246,0.736,1.359,0.236,0.169,0.04,0.035,513,-5.8651e-05,380
22:06:27:969237,0.374039,0.0963323,1.089,1.571,0.309,0.178,0.062,0.038,513,-5.8651e-05,380
22:06:27:974410,0.37406,0.0953345,0.988,1.701,0.234,0.191,0.065,0.034,513,-5.8651e-05,380
22:06:27:979490,0.374035,0.0943145,0.157,1.518,0.035,0.186,0.022,0.03,513,-5.8651e-05,380
22:06:27:984487,0.374056,0.0932884,-0.423,1.307,-0.095,0.174,-0.018,0.032,514,0,380
22:06:27:989490,0.374034,0.0922414,-0.851,1.097,-0.219,0.161,-0.065,0.039,514,0,380
22:06:27:994613,0.374056,0.0911911,-0.823,1.112,-0.249,0.162,-0.07,0.041,512,-0.000117302,380
22:06:27:999642,0.374038,0.0901129,-0.458,1.316,-0.246,0.176,-0.036,0.04,512,-0.000117302,380
22:06:28:4739,0.374063,0.0890354,-0.03,1.48,-0.212,0.184,0.002,0.039,512,-0.000117302,380
22:06:28:9737,0.374045,0.0879295,0.728,1.641,-0.069,0.191,0.054,0.041,511,-0.000175953,380
22:06:28:14864,0.374068,0.0868237,1.053,1.651,0.086,0.193,0.07,0.042,511,-0.000175953,380
22:06:28:19867,0.37405,0.0856903,0.908,1.487,0.285,0.19,0.058,0.035,511,-0.000175953,380
22:06:28:24987,0.374075,0.0845571,0.507,1.28,0.29,0.18,0.033,0.028,511,-0.000175953,380
22:06:28:29988,0.374054,0.0833956,0,0.957,0.035,0.159,-0.004,0.022,511,-0.000175953,380
22:06:28:34989,0.374035,0.0822248,-0.114,0.814,-0.245,0.152,-0.021,0.025,512,-0.000117302,380
22:06:28:40114,0.374057,0.0810458,-0.125,0.704,-0.597,0.154,-0.03,0.029,512,-0.000117302,380
22:06:28:45238,0.374035,0.0798434,-0.097,0.646,-0.657,0.157,-0.023,0.027,512,-0.000117302,380
22:06:28:50244,0.374055,0.0786406,0.205,0.586,-0.457,0.155,0.004,0.018,511,-0.000175953,380
22:06:28:55367,0.374074,0.0774198,0.885,0.699,-0.153,0.151,0.047,0.018,512,-0.000117302,380
22:06:28:60364,0.374044,0.0761754,1.249,0.883,-0.062,0.157,0.069,0.022,512,-0.000117302,380
22:06:28:65368,0.374061,0.0749271,1.146,1.104,-0.174,0.172,0.065,0.024,513,-5.8651e-05,380
22:06:28:70518,0.374071,0.073668,0.661,1.088,-0.336,0.176,0.034,0.022,513,-5.8651e-05,380
22:06:28:75631,0.374037,0.0723827,-0.176,0.88,-0.512,0.166,-0.027,0.022,513,-5.8651e-05,380
22:06:28:80615,0.374044,0.0710921,-0.509,0.791,-0.522,0.157,-0.054,0.025,512,-0.000117302,380
