Time,X,Y,Fx,Fy,Fz,Mx,My,Mz,Potentiometer_bit,handle_disp, magnet_pos
22:05:16:885893,0.374046,0.0671371,0.839,5.313,-0.393,0.716,0.069,0.151,513,-5.8651e-05,220
22:05:16:890891,0.374038,0.0657905,0.929,5.699,-0.381,0.731,0.103,0.169,513,-5.8651e-05,220
22:05:16:895890,0.374071,0.0644381,0.721,5.786,-0.386,0.732,0.102,0.177,514,0,220
22:05:16:901014,0.374057,0.0630639,0.303,5.685,-0.264,0.727,0.064,0.171,514,0,220
22:05:16:906042,0.374038,0.0616758,0.157,5.382,-0.008,0.721,0.014,0.154,514,0,220
22:05:16:911141,0.374056,0.060277,0.328,5.148,0.115,0.718,0.005,0.144,513,-5.8651e-05,220
22:05:16:916147,0.37407,0.0588718,0.996,4.936,0.093,0.713,0.054,0.138,513,-5.8651e-05,220
22:05:16:921264,0.374037,0.0574384,1.584,4.954,-0.001,0.71,0.115,0.141,513,-5.8651e-05,220
22:05:16:926269,0.37404,0.0560051,2.16,5.121,-0.015,0.707,0.183,0.151,513,-5.8651e-05,220
22:05:16:931389,0.374037,0.054554,2.06,5.161,0.129,0.706,0.18,0.154,513,-5.8651e-05,220
22:05:16:936390,0.374074,0.0530954,1.233,4.897,0.408,0.701,0.105,0.145,513,-5.8651e-05,220
22:05:16:941515,0.374058,0.051616,0.58,4.548,0.46,0.694,0.043,0.133,513,-5.8651e-05,220
22:05:16:946515,0.374038,0.0501229,0.094,4.108,0.232,0.679,0,0.118,514,0,220
22:05:16:951640,0.374053,0.0486254,0.247,4.071,-0.021,0.673,0.017,0.119,513,-5.8651e-05,220
22:05:16:956667,0.374062,0.0471099,0.935,4.466,-0.278,0.678,0.089,0.135,513,-5.8651e-05,220
22:05:16:961766,0.374063,0.0455841,1.358,4.88,-0.273,0.689,0.133,0.149,513,-5.8651e-05,220
22:05:16:966765,0.374058,0.0440442,1.419,5.338,-0.092,0.709,0.141,0.159,513,-5.8651e-05,220
22:05:16:971770,0.374042,0.04249,1.038,5.39,-0.006,0.718,0.102,0.157,513,-5.8651e-05,220
22:05:16:976890,0.374064,0.040927,0.239,5.181,-0.078,0.722,0.021,0.147,513,-5.8651e-05,220
22:05:16:982045,0.374033,0.0393447,-0.251,5.03,-0.221,0.722,-0.018,0.143,513,-5.8651e-05,220
22:05:16:987015,0.374037,0.0377569,-0.232,5.109,-0.228,0.723,-0.004,0.147,513,-5.8651e-05,220
22:05:16:992043,0.374032,0.0361548,0.343,5.37,-0.125,0.723,0.056,0.158,513,-5.8651e-05,220
22:05:16:997140,0.374063,0.0345441,0.958,5.482,-0.061,0.719,0.1,0.164,513,-5.8651e-05,220
22:05:17:2144,0.374037,0.0329154,1.694,5.45,0.001,0.709,0.137,0.164,513,-5.8651e-05,220
22:05:17:7265,0.374047,0.0312784,1.758,5.336,0.038,0.706,0.134,0.157,513,-5.8651e-05,220
22:05:17:12270,0.374048,0.0296283,1.231,5.093,-0.007,0.704,0.098,0.146,513,-5.8651e-05,220
22:05:17:17392,0.374037,0.0279653,0.783,4.887,-0.184,0.701,0.067,0.142,513,-5.8651e-05,220
22:05:17:22392,0.374061,0.026293,0.423,4.573,-0.58,0.691,0.036,0.142,514,0,220
22:05:17:27516,0.374073,0.0246084,0.39,4.46,-0.736,0.686,0.03,0.144,514,0,220
22:05:17:32516,0.374074,0.0229109,0.456,4.585,-0.593,0.687,0.038,0.147,513,-5.8651e-05,220
22:05:17:37666,0.374064,0.0212012,0.561,4.84,-0.339,0.696,0.054,0.148,512,-0.000117302,220
22:05:17:42641,0.37404,0.0194791,0.876,5.245,-0.075,0.715,0.085,0.151,512,-0.000117302,220
22:05:17:47767,0.374049,0.0177481,1.114,5.383,-0.058,0.728,0.102,0.154,513,-5.8651e-05,220
22:05:17:52765,0.374046,0.0160044,1.242,5.3,-0.092,0.738,0.106,0.155,513,-5.8651e-05,220
22:05:17:57890,0.374031,0.0142498,1.135,5.1,-0.054,0.735,0.095,0.151,513,-5.8651e-05,220
22:05:17:62890,0.374046,0.0124851,0.94,4.727,-0.012,0.713,0.072,0.138,514,0,220
22:05:17:68018,0.374048,0.010709,0.925,4.498,-0.102,0.691,0.062,0.131,514,0,220
22:05:17:73017,0.374037,0.0089212,0.986,4.298,-0.33,0.665,0.059,0.132,514,0,220
22:05:17:78145,0.374056,0.00712432,0.896,4.415,-0.334,0.667,0.064,0.143,513,-5.8651e-05,220
22:05:17:83140,0.374061,0.00531574,0.788,4.694,-0.177,0.682,0.069,0.151,513,-5.8651e-05,220
22:05:17:88144,0.374053,0.00349732,0.795,5.262,0.015,0.715,0.08,0.159,511,-0.000175953,220
22:05:17:93266,0.374075,0.00166856,0.917,5.599,-0.003,0.734,0.086,0.162,511,-0.000175953,220
22:05:17:98268,0.374037,-0.000169874,1.019,5.862,-0.104,0.75,0.087,0.169,512,-0.000117302,220
22:05:17:103390,0.374073,-0.00201832,0.936,5.841,-0.069,0.753,0.081,0.172,514,0,220
22:05:17:108516,0.374046,-0.00387552,0.721,5.507,0.082,0.745,0.07,0.164,514,0,220
22:05:17:113516,0.374051,-0.00574217,0.641,5.11,0.07,0.729,0.063,0.149,515,5.8651e-05,220
22:05:17:118519,0.374041,-0.00761687,0.646,4.457,-0.17,0.689,0.054,0.129,515,5.8651e-05,220
22:05:17:123644,0.374059,-0.00950096,0.69,4.184,-0.272,0.661,0.052,0.125,515,5.8651e-05,220
22:05:17:128643,0.374059,-0.0113917,0.836,4.249,-0.056,0.646,0.06,0.13,514,0,220
22:05:17:133792,0.374046,-0.0132899,1.002,4.56,0.188,0.661,0.076,0.136,512,-0.000117302,220
22:05:17:138766,0.374059,-0.0151953,1.184,5.126,0.189,0.703,0.099,0.146,512,-0.000117302,220
22:05:17:143893,0.374054,-0.0171058,1.105,5.419,-0.135,0.727,0.105,0.156,512,-0.000117302,220
22:05:17:148892,0.374035,-0.0190205,0.697,5.642,-0.668,0.747,0.092,0.173,512,-0.000117302,220
22:05:17:153892,0.374042,-0.0209406,0.454,5.634,-0.738,0.751,0.073,0.176,513,-5.8651e-05,220
22:05:17:159017,0.374032,-0.0228622,0.455,5.368,-0.371,0.747,0.046,0.162,514,0,220
22:05:17:164144,0.374052,-0.0247878,0.759,4.888,0.077,0.724,0.033,0.14,514,0,220
22:05:17:169143,0.374055,-0.026713,0.915,4.603,0.193,0.701,0.041,0.131,515,5.8651e-05,220
22:05:17:174147,0.374043,-0.0286366,0.949,4.461,0.086,0.668,0.076,0.135,514,0,220
22:05:17:179267,0.374057,-0.0305604,0.886,4.585,-0.079,0.659,0.101,0.145,514,0,220
22:05:17:184392,0.374055,-0.0324797,0.77,4.959,-0.309,0.673,0.107,0.159,512,-0.000117302,220
22:05:17:189392,0.37404,-0.034393,0.732,5.219,-0.375,0.695,0.088,0.163,512,-0.000117302,220
22:05:17:194518,0.374054,-0.0363025,0.819,5.475,-0.282,0.734,0.054,0.157,513,-5.8651e-05,220
22:05:17:199517,0.37405,-0.038203,0.938,5.497,-0.139,0.753,0.045,0.15,514,0,220
22:05:17:204643,0.374036,-0.0400919,0.982,5.275,-0.002,0.756,0.054,0.145,514,0,220
22:05:17:209642,0.374052,-0.0419678,0.84,5.005,-0.069,0.74,0.064,0.147,514,0,220
22:05:17:214667,0.374055,-0.0438299,0.543,4.638,-0.393,0.703,0.073,0.152,514,0,220
22:05:17:219771,0.374046,-0.0456742,0.48,4.574,-0.603,0.684,0.076,0.155,514,0,220
22:05:17:224767,0.374069,-0.0475029,0.7,4.873,-0.565,0.683,0.077,0.157,513,-5.8651e-05,220
22:05:17:229896,0.374041,-0.0492975,0.947,5.244,-0.236,0.697,0.077,0.159,514,0,220
22:05:17:234893,0.374061,-0.0510194,1.201,5.695,0.405,0.723,0.074,0.16,514,0,220
22:05:17:240029,0.374045,-0.0526419,1.236,5.707,0.669,0.735,0.072,0.159,514,0,220
22:05:17:245017,0.374043,-0.0541607,1.252,5.511,0.537,0.735,0.077,0.156,514,0,220
22:05:17:250149,0.374054,-0.0555867,1.449,5.213,0.157,0.728,0.098,0.149,515,5.8651e-05,220
22:05:17:255143,0.374038,-0.0569057,1.625,5.149,-0.029,0.721,0.116,0.146,515,5.8651e-05,220
22:05:17:260269,0.374039,-0.0581282,1.57,5.308,-0.126,0.709,0.125,0.146,515,5.8651e-05,220
22:05:17:265268,0.374059,-0.0592544,1.186,5.54,-0.113,0.705,0.108,0.151,514,0,220
22:05:17:270397,0.374056,-0.060277,0.38,5.928,-0.022,0.713,0.058,0.164,514,0,220
22:05:17:275393,0.374035,-0.0611929,0.021,6.092,0.087,0.726,0.027,0.172,514,0,220
22:05:17:280518,0.374031,-0.062015,0.043,6.05,0.239,0.744,0.008,0.175,515,5.8651e-05,220
22:05:17:285518,0.374058,-0.062742,0.337,5.876,0.233,0.75,0.018,0.171,515,5.8651e-05,220
22:05:17:290643,0.374061,-0.0633642,0.869,5.633,-0.002,0.749,0.054,0.156,518,0.000234604,220
22:05:17:295646,0.37405,-0.0638832,1.153,5.577,-0.205,0.741,0.083,0.146,513,-5.8651e-05,220
22:05:17:300768,0.374064,-0.0643093,1.385,5.627,-0.309,0.721,0.108,0.138,513,-5.8651e-05,220
22:05:17:305768,0.374062,-0.0646315,1.409,5.704,-0.21,0.707,0.106,0.14,481,-0.00193548,220
22:05:17:310893,0.374041,-0.0648489,1.332,5.889,-0.083,0.701,0.082,0.152,466,-0.00281525,220
22:05:17:316032,0.374053,-0.0649711,1.263,6.128,-0.205,0.719,0.069,0.163,466,-0.00281525,220
22:05:17:321021,0.374044,-0.0649959,1.13,6.878,-0.642,0.786,0.064,0.184,454,-0.00351906,220
22:05:17:326030,0.374063,-0.0649317,0.993,7.673,-0.829,0.834,0.063,0.204,444,-0.00410557,220
22:05:17:331143,0.37406,-0.0647887,0.766,8.823,-0.584,0.837,0.047,0.237,444,-0.00410557,220
22:05:17:336146,0.374035,-0.0645667,0.643,8.85,0.008,0.707,0.022,0.249,438,-0.00445748,220
22:05:17:341268,0.374066,-0.0642947,0.602,7.882,0.234,0.561,0.017,0.23,438,-0.00445748,220
22:05:17:346286,0.374074,-0.0639623,0.473,5.164,0.144,0.28,0.032,0.161,432,-0.00480938,220
22:05:17:351394,0.374045,-0.0635787,0.337,2.825,0.016,0.051,0.042,0.1,429,-0.00498534,220
22:05:17:356393,0.374071,-0.0631751,0.174,-0.942,0.129,-0.329,0.033,0.006,429,-0.00498534,220
22:05:17:361393,0.374058,-0.062742,0.116,-3.321,0.369,-0.559,0.016,-0.048,425,-0.00521994,220
22:05:17:366519,0.374045,-0.0622982,0.014,-6.277,0.531,-0.813,-0.001,-0.113,423,-0.00533724,220
22:05:17:371650,0.374032,-0.0618544,-0.103,-7.818,0.361,-0.936,-0.004,-0.147,423,-0.00533724,220
22:05:17:376645,0.374064,-0.0614184,-0.28,-9.79,-0.048,-1.113,0,-0.197,421,-0.00545455,220
22:05:17:381673,0.374044,-0.0609851,-0.317,-11.044,-0.17,-1.235,0.003,-0.231,419,-0.00557185,220
22:05:17:386769,0.374069,-0.0605744,-0.217,-12.866,-0.051,-1.406,0.008,-0.273,419,-0.00557185,220
22:05:17:391769,0.37404,-0.0601699,-0.12,-13.968,0.066,-1.503,0.013,-0.29,416,-0.0057478,220
22:05:17:396894,0.374051,-0.0597907,-0.134,-15.37,0.07,-1.633,0.024,-0.31,416,-0.0057478,220
22:05:17:401900,0.374058,-0.0594372,-0.307,-16.165,-0.017,-1.716,0.03,-0.326,416,-0.0057478,220
22:05:17:407020,0.374054,-0.0591007,-0.696,-17.265,-0.094,-1.841,0.028,-0.355,416,-0.0057478,220
22:05:17:412035,0.374047,-0.058786,-0.944,-18.302,0.031,-1.948,0.009,-0.377,416,-0.0057478,220
22:05:17:417144,0.374034,-0.0584966,-0.93,-18.927,0.196,-1.997,-0.01,-0.389,418,-0.0056305,220
22:05:17:422149,0.374058,-0.0582357,-0.738,-19.711,0.362,-2.037,-0.038,-0.412,420,-0.0055132,220
22:05:17:427270,0.37403,-0.0579853,-0.646,-20.117,0.288,-2.05,-0.048,-0.427,420,-0.0055132,220
22:05:17:432271,0.374042,-0.0577671,-0.772,-20.532,-0.123,-2.062,-0.051,-0.432,421,-0.00545455,220
22:05:17:437395,0.374051,-0.0575672,-1.031,-20.663,-0.453,-2.063,-0.048,-0.423,421,-0.00545455,220
22:05:17:442395,0.374051,-0.0573847,-1.465,-20.646,-0.684,-2.063,-0.042,-0.404,421,-0.00545455,220
22:05:17:447519,0.374047,-0.05722,-1.632,-20.521,-0.583,-2.063,-0.043,-0.398,421,-0.00545455,220
22:05:17:452519,0.37404,-0.0570737,-1.605,-20.243,-0.254,-2.063,-0.053,-0.408,421,-0.00545455,220
22:05:17:457521,0.374074,-0.0569449,-1.468,-20.048,-0.097,-2.056,-0.064,-0.42,421,-0.00545455,220
22:05:17:462646,0.37406,-0.0568197,-1.299,-19.781,-0.055,-2.018,-0.08,-0.433,421,-0.00545455,220
22:05:17:467791,0.374042,-0.056709,-1.306,-19.61,-0.093,-1.984,-0.086,-0.432,421,-0.00545455,220
22:05:17:472772,0.374069,-0.0566128,-1.494,-19.339,-0.155,-1.944,-0.088,-0.417,421,-0.00545455,220
22:05:17:477828,0.374048,-0.0565125,-1.657,-19.157,-0.202,-1.931,-0.085,-0.407,421,-0.00545455,220
22:05:17:482897,0.37407,-0.0564266,-1.811,-18.937,-0.286,-1.932,-0.081,-0.4,421,-0.00545455,220
22:05:17:488075,0.374047,-0.0563337,-1.834,-18.848,-0.357,-1.946,-0.085,-0.396,421,-0.00545455,220
22:05:17:493026,0.374071,-0.0562481,-1.83,-18.874,-0.4,-1.956,-0.093,-0.392,421,-0.00545455,220
22:05:17:498151,0.374049,-0.0561515,-1.864,-18.992,-0.467,-1.971,-0.109,-0.389,423,-0.00533724,220
22:05:17:503146,0.374072,-0.0560583,-1.907,-19.068,-0.497,-1.982,-0.118,-0.394,424,-0.00527859,220
22:05:17:508298,0.374053,-0.0559512,-1.953,-19.107,-0.51,-2.003,-0.127,-0.408,424,-0.00527859,220
22:05:17:513272,0.374037,-0.0558372,-1.962,-19.058,-0.517,-2.016,-0.131,-0.411,425,-0.00521994,220
22:05:17:518419,0.374068,-0.055719,-1.989,-18.844,-0.545,-2.015,-0.136,-0.405,426,-0.00516129,220
22:05:17:523398,0.374055,-0.0555794,-2.043,-18.602,-0.538,-1.992,-0.141,-0.398,426,-0.00516129,220
22:05:17:528522,0.374049,-0.0554258,-2.166,-18.16,-0.439,-1.931,-0.149,-0.392,426,-0.00516129,220
22:05:17:533529,0.374045,-0.0552617,-2.253,-17.897,-0.363,-1.887,-0.157,-0.391,426,-0.00516129,220
22:05:17:538647,0.374045,-0.0550756,-2.386,-17.655,-0.39,-1.83,-0.17,-0.391,427,-0.00510264,220
22:05:17:543648,0.374049,-0.0548754,-2.485,-17.566,-0.532,-1.799,-0.181,-0.389,428,-0.00504399,220
22:05:17:548817,0.374057,-0.0546572,-2.632,-17.377,-0.803,-1.752,-0.199,-0.381,428,-0.00504399,220
22:05:17:553771,0.374071,-0.0544178,-2.702,-17.147,-0.916,-1.72,-0.211,-0.377,429,-0.00498534,220
22:05:17:558897,0.374044,-0.0541535,-2.753,-16.687,-0.913,-1.673,-0.227,-0.375,430,-0.00492669,220
22:05:17:563803,0.374067,-0.0538745,-2.78,-16.386,-0.836,-1.646,-0.235,-0.377,430,-0.00492669,220
22:05:17:569036,0.374049,-0.0535708,-2.877,-16.03,-0.739,-1.616,-0.242,-0.377,432,-0.00480938,220
22:05:17:574072,0.374036,-0.0532532,-2.991,-15.84,-0.751,-1.6,-0.246,-0.371,436,-0.00457478,220
22:05:17:579194,0.374069,-0.0529238,-3.194,-15.549,-0.901,-1.576,-0.254,-0.361,436,-0.00457478,220
22:05:17:584151,0.374063,-0.0525741,-3.363,-15.209,-1.094,-1.547,-0.268,-0.358,439,-0.00439883,220
22:05:17:589291,0.374056,-0.0522168,-3.428,-14.958,-1.147,-1.523,-0.277,-0.361,439,-0.00439883,220
22:05:17:594399,0.374048,-0.0518557,-3.426,-14.538,-0.995,-1.486,-0.283,-0.358,442,-0.00422287,220
22:05:17:599397,0.37404,-0.0514985,-3.342,-14.22,-0.741,-1.462,-0.277,-0.347,446,-0.00398827,220
22:05:17:604417,0.374076,-0.0511586,-3.086,-13.695,-0.303,-1.427,-0.254,-0.32,446,-0.00398827,220
22:05:17:609522,0.374058,-0.0508335,-2.867,-13.329,-0.127,-1.397,-0.234,-0.304,451,-0.00369501,220
22:05:17:614456,0.374032,-0.0505446,-2.569,-12.782,-0.147,-1.328,-0.204,-0.299,455,-0.00346041,220
22:05:17:619666,0.374042,-0.0503088,-2.428,-12.408,-0.251,-1.27,-0.189,-0.306,455,-0.00346041,220
22:05:17:624668,0.374037,-0.0501302,-2.314,-11.764,-0.287,-1.184,-0.17,-0.306,460,-0.00316716,220
22:05:17:629705,0.374059,-0.0500296,-2.3,-11.241,-0.192,-1.134,-0.159,-0.283,464,-0.00293255,220
22:05:17:634897,0.374067,-0.050001,-2.33,-10.336,-0.011,-1.06,-0.146,-0.221,464,-0.00293255,220
22:05:17:635616,0.374067,-0.050001,-2.33,-10.336,-0.011,1.06,-0.146,-0.221,464,-0.000234604
22:05:17:635659,0.374067,-0.050001,-2.33,-10.336,-0.011,1.06,-0.146,-0.221,464,-0.000234604
22:05:17:635687,0.374067,-0.050001,-2.33,-10.336,-0.011,1.06,-0.146,-0.221,464,-0.000234604
22:05:17:635712,0.374067,-0.050001,-2.33,-10.336,-0.011,1.06,-0.146,-0.221,464,-0.000234604
22:05:17:635735,0.374067,-0.050001,-2.33,-10.336,-0.011,1.06,-0.146,-0.221,464,-0.000234604
22:05:17:635759,0.374067,-0.050001,-2.33,-10.336,-0.011,1.06,-0.146,-0.221,464,-0.000234604
22:05:17:635783,0.374067,-0.050001,-2.33,-10.336,-0.011,1.06,-0.146,-0.221,464,-0.000234604
22:05:17:635807,0.374067,-0.050001,-2.33,-10.336,-0.011,1.06,-0.146,-0.221,464,-0.000234604
22:05:17:635830,0.374067,-0.050001,-2.33,-10.336,-0.011,1.06,-0.146,-0.221,464,-0.000234604
22:05:17:635856,0.374067,-0.050001,-2.33,-10.336,-0.011,1.06,-0.146,-0.221,464,-0.000234604
22:05:17:635880,0.374067,-0.050001,-2.33,-10.336,-0.011,1.06,-0.146,-0.221,464,-0.000234604
22:05:17:635903,0.374067,-0.050001,-2.33,-10.336,-0.011,1.06,-0.146,-0.221,464,-0.000234604
22:05:17:635941,0.374067,-0.050001,-2.33,-10.336,-0.011,1.06,-0.146,-0.221,464,-0.000234604
22:05:17:635966,0.374067,-0.050001,-2.33,-10.336,-0.011,1.06,-0.146,-0.221,464,-0.000234604
22:05:17:635990,0.374067,-0.050001,-2.33,-10.336,-0.011,1.06,-0.146,-0.221,464,-0.000234604
22:05:17:636031,0.374067,-0.050001,-2.331,-10.336,-0.011,1.06,-0.146,-0.221,464,-0.000234604
22:05:17:636057,0.374067,-0.050001,-2.331,-10.023,0.03,1.033,-0.142,-0.202,464,-0.000234604
22:05:17:636081,0.374067,-0.050001,-2.331,-10.023,0.03,1.033,-0.142,-0.202,464,-0.000234604
22:05:17:636104,0.374067,-0.050001,-2.331,-10.023,0.03,1.033,-0.142,-0.202,464,-0.000234604
22:05:17:636128,0.374067,-0.050001,-2.331,-10.023,0.03,1.033,-0.142,-0.202,464,-0.000234604
22:05:17:636151,0.374067,-0.050001,-2.331,-10.023,0.03,1.033,-0.142,-0.202,464,-0.000234604
22:05:17:636180,0.374067,-0.050001,-2.331,-10.023,0.03,1.033,-0.142,-0.202,464,-0.000234604
22:05:17:636204,0.374067,-0.050001,-2.331,-10.023,0.03,1.033,-0.142,-0.202,464,-0.000234604
22:05:17:636228,0.374067,-0.050001,-2.331,-10.023,0.03,1.033,-0.142,-0.202,464,-0.000234604
22:05:17:636251,0.374067,-0.050001,-2.331,-10.023,0.03,1.033,-0.142,-0.202,464,-0.000234604
22:05:17:636275,0.374067,-0.050001,-2.331,-10.023,0.03,1.033,-0.142,-0.202,464,-0.000234604
22:05:17:636298,0.374067,-0.050001,-2.331,-10.023,0.03,1.033,-0.142,-0.202,464,-0.000234604
22:05:17:636322,0.374067,-0.050001,-2.331,-10.023,0.03,1.033,-0.142,-0.202,464,-0.000234604
22:05:17:636345,0.374067,-0.050001,-2.331,-10.023,0.03,1.033,-0.142,-0.202,464,-0.000234604
22:05:17:636369,0.374067,-0.050001,-2.331,-10.023,0.03,1.033,-0.142,-0.202,464,-0.000234604
22:05:17:636392,0.374067,-0.050001,-2.331,-10.023,0.03,1.033,-0.142,-0.202,464,-0.000234604
22:05:17:636416,0.374067,-0.050001,-2.331,-10.023,0.03,1.033,-0.142,-0.202,464,-0.000234604
22:05:17:636439,0.374067,-0.050001,-2.331,-10.023,0.03,1.033,-0.142,-0.202,464,-0.000234604
22:05:17:636463,0.374067,-0.050001,-2.331,-10.023,0.03,1.033,-0.142,-0.202,464,-0.000234604
22:05:17:636486,0.374067,-0.050001,-2.331,-10.023,0.03,1.033,-0.142,-0.202,464,-0.000234604
22:05:17:636510,0.374067,-0.050001,-2.331,-10.023,0.03,1.033,-0.142,-0.202,464,-0.000234604
22:05:17:636533,0.374067,-0.050001,-2.331,-10.023,0.03,1.033,-0.142,-0.202,464,-0.000234604
22:05:17:636557,0.374067,-0.050001,-2.331,-10.023,0.03,1.033,-0.142,-0.202,464,-0.000234604
22:05:17:636580,0.374067,-0.050001,-2.331,-10.023,0.03,1.033,-0.142,-0.202,464,-0.000234604
22:05:17:636604,0.374067,-0.050001,-2.331,-10.023,0.03,1.033,-0.142,-0.202,464,-0.000234604
22:05:17:636628,0.374067,-0.050001,-2.331,-10.023,0.03,1.033,-0.142,-0.202,464,-0.000234604
22:05:17:636651,0.374067,-0.050001,-2.331,-10.023,0.03,1.033,-0.142,-0.202,464,-0.000234604
22:05:17:636675,0.374067,-0.050001,-2.331,-10.023,0.03,1.033,-0.142,-0.202,464,-0.000234604
22:05:17:636699,0.374067,-0.050001,-2.331,-10.023,0.03,1.033,-0.142,-0.202,464,-0.000234604
22:05:17:636722,0.374067,-0.050001,-2.331,-10.023,0.03,1.033,-0.142,-0.202,464,-0.000234604
22:05:17:636746,0.374067,-0.050001,-2.331,-10.023,0.03,1.033,-0.142,-0.202,464,-0.000234604
22:05:17:636769,0.374067,-0.050001,-2.331,-10.023,0.03,1.033,-0.142,-0.202,464,-0.000234604
22:05:17:636793,0.374067,-0.050001,-2.331,-10.023,0.03,1.033,-0.142,-0.202,464,-0.000234604
22:05:17:636816,0.374067,-0.050001,-2.331,-10.023,0.03,1.033,-0.142,-0.202,464,-0.000234604
22:05:17:636840,0.374067,-0.050001,-2.331,-10.023,0.03,1.033,-0.142,-0.202,464,-0.000234604
22:05:17:636863,0.374067,-0.050001,-2.331,-10.023,0.03,1.033,-0.142,-0.202,464,-0.000234604
22:05:17:636887,0.374067,-0.050001,-2.331,-10.023,0.03,1.033,-0.142,-0.202,464,-0.000234604
22:05:17:636911,0.374067,-0.050001,-2.331,-10.023,0.03,1.033,-0.142,-0.202,464,-0.000234604
22:05:17:636935,0.374067,-0.050001,-2.331,-10.023,0.03,1.033,-0.142,-0.202,464,-0.000234604
22:05:17:636959,0.374067,-0.050001,-2.331,-10.023,0.03,1.033,-0.142,-0.202,464,-0.000234604
22:05:17:636982,0.374067,-0.050001,-2.331,-10.023,0.03,1.033,-0.142,-0.202,464,-0.000234604
22:05:17:637006,0.374067,-0.050001,-2.331,-10.023,0.03,1.033,-0.142,-0.202,464,-0.000234604
22:05:17:637036,0.374067,-0.050001,-2.331,-10.023,0.03,1.033,-0.142,-0.202,464,-0.000234604
22:05:17:637061,0.374067,-0.050001,-2.331,-10.023,0.03,1.033,-0.142,-0.202,464,-0.000234604
22:05:17:637085,0.374067,-0.050001,-2.331,-10.023,0.03,1.033,-0.142,-0.202,464,-0.000234604
22:05:17:637109,0.374067,-0.050001,-2.331,-10.023,0.03,1.033,-0.142,-0.202,464,-0.000234604
22:05:17:637132,0.374067,-0.050001,-2.331,-10.023,0.03,1.033,-0.142,-0.202,464,-0.000234604
22:05:17:637156,0.374067,-0.050001,-2.331,-10.023,0.03,1.033,-0.142,-0.202,464,-0.000234604
22:05:17:637180,0.374067,-0.050001,-2.331,-10.023,0.03,1.033,-0.142,-0.202,464,-0.000234604
22:05:17:637203,0.374067,-0.050001,-2.331,-10.023,0.03,1.033,-0.142,-0.202,464,-0.000234604
22:05:17:637227,0.374067,-0.050001,-2.331,-10.023,0.03,1.033,-0.142,-0.202,464,-0.000234604
22:05:17:637250,0.374067,-0.050001,-2.331,-10.023,0.03,1.033,-0.142,-0.202,464,-0.000234604
22:05:17:637274,0.374067,-0.050001,-2.331,-10.023,0.03,1.033,-0.142,-0.202,464,-0.000234604
22:05:17:637297,0.374067,-0.050001,-2.331,-10.023,0.03,1.033,-0.142,-0.202,464,-0.000234604
22:05:17:637321,0.374067,-0.050001,-2.331,-10.023,0.03,1.033,-0.142,-0.202,464,-0.000234604
22:05:17:637344,0.374067,-0.050001,-2.331,-10.023,0.03,1.033,-0.142,-0.202,464,-0.000234604
22:05:17:637368,0.374067,-0.050001,-2.331,-10.023,0.03,1.033,-0.142,-0.202,464,-0.000234604
22:05:17:637392,0.374067,-0.050001,-2.331,-10.023,0.03,1.033,-0.142,-0.202,464,-0.000234604
22:05:17:637415,0.374067,-0.050001,-2.331,-10.023,0.03,1.033,-0.142,-0.202,464,-0.000234604
22:05:17:637439,0.374067,-0.050001,-2.331,-10.023,0.03,1.033,-0.142,-0.202,464,-0.000234604
22:05:17:637463,0.374067,-0.050001,-2.331,-10.023,0.03,1.033,-0.142,-0.202,464,-0.000234604
22:05:17:637486,0.374067,-0.050001,-2.331,-10.023,0.03,1.033,-0.142,-0.202,464,-0.000234604
22:05:17:637510,0.374067,-0.050001,-2.331,-10.023,0.03,1.033,-0.142,-0.202,464,-0.000234604
22:05:17:637533,0.374067,-0.050001,-2.331,-10.023,0.03,1.033,-0.142,-0.202,464,-0.000234604
22:05:17:637557,0.374067,-0.050001,-2.331,-10.023,0.03,1.033,-0.142,-0.202,464,-0.000234604
22:05:17:637580,0.374067,-0.050001,-2.331,-10.023,0.03,1.033,-0.142,-0.202,464,-0.000234604
22:05:17:637604,0.374067,-0.050001,-2.331,-10.023,0.03,1.033,-0.142,-0.202,464,-0.000234604
22:05:17:637627,0.374067,-0.050001,-2.331,-10.023,0.03,1.033,-0.142,-0.202,464,-0.000234604
22:05:17:637651,0.374067,-0.050001,-2.331,-10.023,0.03,1.033,-0.142,-0.202,464,-0.000234604
22:05:17:637675,0.374067,-0.050001,-2.331,-10.023,0.03,1.033,-0.142,-0.202,464,-0.000234604
22:05:17:637698,0.374067,-0.050001,-2.331,-10.023,0.03,1.033,-0.142,-0.202,464,-0.000234604
22:05:17:637721,0.374067,-0.050001,-2.331,-10.023,0.03,1.033,-0.142,-0.202,464,-0.000234604
22:05:17:637757,0.374067,-0.050001,-2.331,-10.023,0.03,1.033,-0.142,-0.202,464,-0.000234604
22:05:17:637783,0.374067,-0.050001,-2.331,-10.023,0.03,1.033,-0.142,-0.202,464,-0.000234604
22:05:17:637807,0.374067,-0.050001,-2.331,-10.023,0.03,1.033,-0.142,-0.202,471,0.000175953
22:05:17:637830,0.374067,-0.050001,-2.331,-10.023,0.03,1.033,-0.142,-0.202,471,0.000175953
22:05:17:637854,0.374067,-0.050001,-2.331,-10.023,0.03,1.033,-0.142,-0.202,471,0.000175953
22:05:17:637877,0.374067,-0.050001,-2.331,-10.023,0.03,1.033,-0.142,-0.202,471,0.000175953
