Time,X,Y,Fx,Fy,Fz,Mx,My,Mz,Potentiometer_bit,handle_disp, magnet_pos
22:08:15:360445,0.374055,0.0786406,-0.226,-0.84,0.208,-0.025,-0.022,-0.021,536,0.00129032,620
22:08:15:365446,0.374074,0.0774198,0.445,-0.758,0.326,-0.023,0.018,-0.021,536,0.00129032,620
22:08:15:370556,0.374044,0.0761754,0.925,-0.575,0.369,-0.015,0.054,-0.016,536,0.00129032,620
22:08:15:375564,0.374061,0.0749271,1.046,-0.356,0.395,-0.006,0.077,-0.014,536,0.00129032,620
22:08:15:380679,0.374071,0.073668,0.628,-0.406,0.307,-0.009,0.053,-0.016,536,0.00129032,620
22:08:15:385687,0.374037,0.0723827,-0.276,-0.713,-0.05,-0.023,-0.023,-0.017,537,0.00134897,620
22:08:15:390855,0.374044,0.0710921,-0.687,-0.859,-0.316,-0.028,-0.067,-0.014,537,0.00134897,620
22:08:15:395811,0.374047,0.0697877,-0.71,-0.72,-0.479,-0.021,-0.075,-0.009,536,0.00129032,620
22:08:15:400714,0.374048,0.0684691,-0.418,-0.437,-0.416,-0.011,-0.044,-0.004,536,0.00129032,620
22:08:15:405953,0.374046,0.0671371,0.073,0.001,-0.265,0,0.018,0.01,536,0.00129032,620
22:08:15:410932,0.374038,0.0657905,0.204,0.196,-0.208,0.004,0.042,0.019,536,0.00129032,620
22:08:15:416057,0.374071,0.0644381,-0.018,0.297,-0.159,0.008,0.029,0.022,536,0.00129032,620
22:08:15:421092,0.374057,0.0630639,-0.332,0.23,-0.121,0.009,-0.006,0.014,536,0.00129032,620
22:08:15:426215,0.374038,0.0616758,-0.689,-0.05,-0.088,0.003,-0.063,0,535,0.00123167,620
22:08:15:431275,0.374056,0.060277,-0.534,-0.366,-0.073,-0.006,-0.067,-0.008,535,0.00123167,620
22:08:15:436332,0.37407,0.0588718,-0.066,-0.457,-0.005,-0.01,-0.029,-0.008,534,0.00117302,620
22:08:15:441331,0.374037,0.0574384,0.927,-0.366,0.22,-0.008,0.06,-0.003,533,0.00111437,620
22:08:15:446461,0.37404,0.0560051,1.432,-0.266,0.378,-0.004,0.104,-0.002,533,0.00111437,620
22:08:15:451454,0.374037,0.054554,1.402,-0.337,0.448,-0.002,0.097,-0.005,533,0.00111437,620
22:08:15:456568,0.374074,0.0530954,0.853,-0.585,0.371,-0.009,0.05,-0.01,533,0.00111437,620
22:08:15:461568,0.374058,0.051616,-0.182,-1.043,0.198,-0.029,-0.031,-0.018,533,0.00111437,620
22:08:15:466717,0.374038,0.0501229,-0.61,-1.209,0.096,-0.037,-0.062,-0.023,533,0.00111437,620
22:08:15:471701,0.374053,0.0486254,-0.549,-1.083,-0.072,-0.035,-0.052,-0.025,533,0.00111437,620
22:08:15:476820,0.374062,0.0471099,-0.158,-0.806,-0.191,-0.028,-0.015,-0.021,533,0.00111437,620
22:08:15:481819,0.374063,0.0455841,0.434,-0.322,-0.226,-0.018,0.044,-0.006,533,0.00111437,620
22:08:15:486944,0.374058,0.0440442,0.535,-0.091,-0.106,-0.012,0.062,0.003,533,0.00111437,620
22:08:15:491945,0.374042,0.04249,0.125,-0.045,0.087,-0.005,0.033,0.007,533,0.00111437,620
22:08:15:497069,0.374064,0.040927,-0.326,-0.203,0.074,-0.005,-0.012,0.002,533,0.00111437,620
22:08:15:502070,0.374033,0.0393447,-0.823,-0.468,-0.097,-0.007,-0.073,-0.009,533,0.00111437,620
22:08:15:507214,0.374037,0.0377569,-0.836,-0.466,-0.143,-0.004,-0.078,-0.014,531,0.000997067,620
22:08:15:512194,0.374032,0.0361548,-0.561,-0.324,-0.09,0.001,-0.046,-0.01,531,0.000997067,620
22:08:15:517327,0.374063,0.0345441,0.142,-0.108,-0.084,0.006,0.026,0.001,531,0.000997067,620
22:08:15:522349,0.374037,0.0329154,0.593,-0.04,-0.122,0.006,0.064,0.009,531,0.000997067,620
22:08:15:527487,0.374047,0.0312784,0.781,-0.074,-0.015,0.001,0.074,0.009,531,0.000997067,620
22:08:15:532437,0.374048,0.0296283,0.505,-0.188,0.175,-0.004,0.046,0,531,0.000997067,620
22:08:15:537579,0.374037,0.0279653,-0.143,-0.475,0.322,-0.02,-0.018,-0.016,531,0.000997067,620
22:08:15:542577,0.374061,0.026293,-0.448,-0.674,0.193,-0.028,-0.051,-0.023,531,0.000997067,620
22:08:15:547724,0.374073,0.0246084,-0.548,-0.805,-0.127,-0.03,-0.058,-0.021,531,0.000997067,620
22:08:15:552745,0.374074,0.0229109,-0.439,-0.722,-0.199,-0.025,-0.037,-0.014,529,0.000879765,620
22:08:15:557821,0.374064,0.0212012,-0.114,-0.401,-0.018,-0.016,0.01,-0.003,529,0.000879765,620
22:08:15:562951,0.37404,0.0194791,0.159,-0.17,0.128,-0.01,0.034,0.001,528,0.000821114,620
22:08:15:567951,0.374049,0.0177481,0.444,-0.022,0.128,0.001,0.039,0.001,529,0.000879765,620
22:08:15:572874,0.374046,0.0160044,0.419,-0.128,-0.002,0.008,0.025,-0.003,529,0.000879765,620
22:08:15:578070,0.374031,0.0142498,0.11,-0.489,-0.164,0.007,-0.001,-0.014,529,0.000879765,620
22:08:15:583118,0.374046,0.0124851,-0.078,-0.713,-0.138,-0.004,-0.012,-0.02,529,0.000879765,620
22:08:15:588197,0.374048,0.010709,-0.088,-0.821,0.066,-0.025,-0.015,-0.023,529,0.000879765,620
22:08:15:593327,0.374037,0.0089212,0.056,-0.663,0.176,-0.033,-0.009,-0.019,529,0.000879765,620
22:08:15:598368,0.374056,0.00712432,0.042,-0.488,0.074,-0.027,-0.003,-0.011,529,0.000879765,620
22:08:15:603277,0.374061,0.00531574,-0.149,-0.213,-0.209,-0.014,0.006,0.002,528,0.000821114,620
22:08:15:608493,0.374053,0.00349732,-0.225,-0.051,-0.291,-0.006,0.011,0.008,525,0.000645161,620
22:08:15:613620,0.374075,0.00166856,-0.068,0.085,-0.1,0.004,0.011,0.01,525,0.000645161,620
22:08:15:618570,0.374037,-0.000169874,0.147,0.075,0.116,0.011,0.007,0.008,525,0.000645161,620
22:08:15:623728,0.374073,-0.00201832,0.366,-0.046,0.25,0.02,0.003,0.001,525,0.000645161,620
22:08:15:628695,0.374046,-0.00387552,0.344,-0.155,0.145,0.019,0.002,-0.004,525,0.000645161,620
22:08:15:633696,0.374051,-0.00574217,0.078,-0.382,-0.116,0,0,-0.014,525,0.000645161,620
22:08:15:638869,0.374041,-0.00761687,-0.153,-0.604,-0.195,-0.022,-0.004,-0.018,525,0.000645161,620
22:08:15:643947,0.374059,-0.00950096,-0.333,-0.899,-0.025,-0.045,-0.013,-0.017,525,0.000645161,620
22:08:15:648975,0.374059,-0.0113917,-0.226,-0.899,0.206,-0.043,-0.016,-0.015,524,0.00058651,620
22:08:15:654091,0.374046,-0.0132899,0.203,-0.506,0.435,-0.016,-0.006,-0.014,524,0.00058651,620
22:08:15:659071,0.374059,-0.0151953,0.458,-0.139,0.387,0.002,0.008,-0.011,524,0.00058651,620
22:08:15:664243,0.374054,-0.0171058,0.468,0.183,0.078,0.015,0.026,0.004,523,0.000527859,620
22:08:15:669242,0.374035,-0.0190205,0.152,0.073,-0.251,0.014,0.025,0.017,523,0.000527859,620
22:08:15:674322,0.374042,-0.0209406,0.007,-0.162,-0.38,0.008,0.011,0.014,524,0.00058651,620
22:08:15:679348,0.374032,-0.0228622,0.04,-0.588,-0.379,-0.007,-0.016,-0.008,524,0.00058651,620
22:08:15:684492,0.374052,-0.0247878,0.112,-0.844,-0.258,-0.022,-0.029,-0.021,524,0.00058651,620
22:08:15:689473,0.374055,-0.026713,0.096,-1.048,-0.036,-0.039,-0.025,-0.025,524,0.00058651,620
22:08:15:694449,0.374043,-0.0286366,0.022,-0.985,0.029,-0.041,-0.009,-0.018,524,0.00058651,620
22:08:15:699570,0.374057,-0.0305604,-0.086,-0.56,-0.004,-0.032,0.016,-0.004,524,0.00058651,620
22:08:15:704620,0.374055,-0.0324797,-0.156,-0.144,0,-0.019,0.02,0.003,521,0.000410557,620
22:08:15:709741,0.37404,-0.034393,-0.214,0.41,0.184,0.004,0.005,0.008,521,0.000410557,620
22:08:15:714820,0.374054,-0.0363025,-0.13,0.586,0.352,0.019,-0.008,0.007,521,0.000410557,620
22:08:15:719734,0.37405,-0.038203,0.166,0.473,0.432,0.032,-0.013,0,521,0.000410557,620
22:08:15:724750,0.374036,-0.0400919,0.265,0.215,0.339,0.03,-0.008,-0.005,521,0.000410557,620
22:08:15:729945,0.374052,-0.0419678,-0.072,-0.223,0.143,0.006,-0.005,-0.006,522,0.000469208,620
22:08:15:734859,0.374055,-0.0438299,-0.524,-0.438,0.077,-0.016,-0.009,-0.004,522,0.000469208,620
22:08:15:740073,0.374046,-0.0456742,-0.958,-0.518,0.073,-0.041,-0.015,-0.001,522,0.000469208,620
22:08:15:745000,0.374069,-0.0475029,-0.84,-0.37,0.083,-0.04,-0.013,0.001,521,0.000410557,620
22:08:15:750100,0.374041,-0.0492975,-0.206,0.069,0.099,-0.012,-0.001,0.007,521,0.000410557,620
22:08:15:755126,0.374061,-0.0510194,0.229,0.346,0.141,0.01,0.009,0.01,521,0.000410557,620
22:08:15:760224,0.374045,-0.0526419,0.587,0.437,0.23,0.028,0.026,0.004,521,0.000410557,620
22:08:15:765329,0.374043,-0.0541607,0.695,0.119,0.238,0.022,0.041,-0.008,521,0.000410557,620
22:08:15:770446,0.374054,-0.0555867,0.75,-0.158,0.185,0.013,0.046,-0.016,523,0.000527859,620
22:08:15:775475,0.374038,-0.0569057,0.723,-0.432,0.102,-0.002,0.036,-0.021,523,0.000527859,620
22:08:15:780577,0.374039,-0.0581282,0.5,-0.467,0.083,-0.013,0.02,-0.017,523,0.000527859,620
22:08:15:785592,0.374059,-0.0592544,-0.094,-0.273,0.088,-0.022,-0.007,-0.004,524,0.00058651,620
22:08:15:790698,0.374056,-0.060277,-0.425,-0.008,0.08,-0.017,-0.019,0.005,524,0.00058651,620
22:08:15:795725,0.374035,-0.0611929,-0.47,0.391,0.011,0.003,-0.024,0.014,524,0.00058651,620
22:08:15:800841,0.374031,-0.062015,-0.246,0.514,-0.073,0.018,-0.02,0.014,525,0.000645161,620
22:08:15:805847,0.374058,-0.062742,0.097,0.447,-0.206,0.026,-0.014,0.01,525,0.000645161,620
22:08:15:810993,0.374061,-0.0633642,0.19,0.35,-0.258,0.027,-0.012,0.006,531,0.000997067,620
22:08:15:815995,0.37405,-0.0638832,0.163,0.298,-0.266,0.025,-0.012,-0.003,498,-0.000938416,620
22:08:15:821001,0.374064,-0.0643093,0.117,0.331,-0.245,0.02,-0.01,-0.009,498,-0.000938416,620
22:08:15:826071,0.374062,-0.0646315,0.102,0.444,-0.204,-0.002,-0.002,-0.008,450,-0.00375367,620
22:08:15:831272,0.374041,-0.0648489,0.199,0.727,-0.187,-0.007,0.01,0.006,450,-0.00375367,620
22:08:15:836226,0.374053,-0.0649711,0.289,1.138,-0.177,0.028,0.016,0.021,418,-0.0056305,620
22:08:15:841350,0.374044,-0.0649959,0.258,2.174,-0.062,0.106,0.017,0.04,384,-0.00762463,620
22:08:15:846327,0.374063,-0.0649317,0.046,2.941,0.105,0.096,0.007,0.053,384,-0.00762463,620
22:08:15:851453,0.37406,-0.0647887,-0.403,3.56,0.316,-0.077,-0.018,0.069,366,-0.00868035,620
22:08:15:856492,0.374035,-0.0645667,-0.627,3.445,0.312,-0.203,-0.036,0.074,352,-0.00950147,620
22:08:15:861619,0.374066,-0.0642947,-0.788,2.841,0.171,-0.193,-0.049,0.065,352,-0.00950147,620
22:08:15:866572,0.374074,-0.0639623,-0.814,2.428,0.123,-0.067,-0.045,0.051,345,-0.00991202,620
22:08:15:871729,0.374045,-0.0635787,-0.555,1.912,0.169,0.06,-0.024,0.03,346,-0.00985337,620
22:08:15:876746,0.374071,-0.0631751,-0.048,1.683,0.236,0.039,0,0.024,346,-0.00985337,620
22:08:15:881828,0.374058,-0.062742,0.915,1.684,0.405,-0.018,0.039,0.027,343,-0.0100293,620
22:08:15:886822,0.374045,-0.0622982,1.24,1.807,0.544,-0.008,0.054,0.032,343,-0.0100293,620
22:08:15:891823,0.374032,-0.0618544,0.873,1.66,0.598,0.018,0.04,0.032,336,-0.0104399,620
22:08:15:896968,0.374064,-0.0614184,0.329,1.293,0.47,0.002,0.013,0.025,329,-0.0108504,620
22:08:15:902094,0.374044,-0.0609851,-0.209,0.825,0.224,-0.015,-0.017,0.005,329,-0.0108504,620
22:08:15:907076,0.374069,-0.0605744,-0.236,0.735,0.149,0.004,-0.022,-0.002,330,-0.0107918,620
22:08:15:911974,0.37404,-0.0601699,-0.044,0.695,0.119,0.021,-0.017,0.002,330,-0.0107918,620
22:08:15:917229,0.374051,-0.0597907,0.05,0.545,-0.004,-0.031,-0.011,0.011,330,-0.0107918,620
22:08:15:922198,0.374058,-0.0594372,0.011,0.453,-0.155,-0.075,-0.007,0.008,331,-0.0107331,620
22:08:15:927329,0.374054,-0.0591007,-0.06,0.412,-0.35,-0.099,-0.003,0,331,-0.0107331,620
22:08:15:932497,0.374047,-0.058786,-0.023,0.447,-0.363,-0.082,-0.005,0,334,-0.0105572,620
22:08:15:937480,0.374034,-0.0584966,0.21,0.603,-0.16,-0.032,-0.011,0.014,337,-0.0103812,620
22:08:15:942594,0.374058,-0.0582357,0.431,0.717,0.015,-0.004,-0.009,0.021,337,-0.0103812,620
22:08:15:947574,0.37403,-0.0579853,0.688,0.709,0.052,0.001,0.007,0.017,341,-0.0101466,620
22:08:15:952573,0.374042,-0.0577671,0.707,0.574,-0.118,-0.01,0.022,0.012,344,-0.00997067,620
22:08:15:957742,0.374051,-0.0575672,0.444,0.37,-0.425,-0.017,0.03,0.008,344,-0.00997067,620
22:08:15:962698,0.374051,-0.0573847,0.146,0.298,-0.486,-0.009,0.02,0.009,345,-0.00991202,620
22:08:15:967872,0.374047,-0.05722,-0.245,0.196,-0.292,0.003,-0.011,0.009,346,-0.00985337,620
22:08:15:972871,0.37404,-0.0570737,-0.366,0.073,-0.079,0.004,-0.029,0.004,346,-0.00985337,620
22:08:15:977948,0.374074,-0.0569449,-0.326,-0.182,0.115,0,-0.037,-0.007,346,-0.00985337,620
22:08:15:982999,0.37406,-0.0568197,-0.202,-0.369,0.087,-0.003,-0.029,-0.014,346,-0.00985337,620
22:08:15:988001,0.374042,-0.056709,0.03,-0.622,-0.109,-0.012,-0.002,-0.019,347,-0.00979472,620
22:08:15:993000,0.374069,-0.0566128,0.163,-0.727,-0.214,-0.017,0.015,-0.019,348,-0.00973607,620
22:08:15:998246,0.374048,-0.0565125,0.254,-0.717,-0.178,-0.016,0.027,-0.022,348,-0.00973607,620
22:08:16:3331,0.37407,-0.0564266,0.194,-0.535,0.002,-0.008,0.014,-0.024,349,-0.00967742,620
22:08:16:8370,0.374047,-0.0563337,0.099,-0.392,0.061,-0.004,0,-0.017,351,-0.00956012,620
22:08:16:13456,0.374071,-0.0562481,-0.064,-0.244,-0.063,-0.004,-0.014,0.001,351,-0.00956012,620
22:08:16:18449,0.374049,-0.0561515,-0.157,-0.201,-0.211,-0.005,-0.017,0.012,353,-0.00944282,620
22:08:16:23634,0.374072,-0.0560583,-0.243,-0.166,-0.264,-0.004,-0.017,0.008,354,-0.00938416,620
22:08:16:28583,0.374053,-0.0559512,-0.265,-0.135,-0.115,-0.004,-0.018,-0.001,354,-0.00938416,620
22:08:16:33610,0.374037,-0.0558372,-0.262,-0.093,0.201,-0.004,-0.019,-0.014,356,-0.00926686,620
22:08:16:38825,0.374068,-0.055719,-0.244,-0.092,0.293,-0.004,-0.019,-0.014,356,-0.00926686,620
22:08:16:43848,0.374055,-0.0555794,-0.188,-0.128,0.15,-0.001,-0.015,-0.009,358,-0.00914956,620
22:08:16:48826,0.374049,-0.0554258,-0.13,-0.146,-0.019,0,-0.01,-0.006,361,-0.00897361,620
22:08:16:53956,0.374045,-0.0552617,-0.045,-0.132,-0.131,0,-0.002,-0.004,361,-0.00897361,620
22:08:16:58950,0.374045,-0.0550756,-0.022,-0.103,-0.081,-0.001,0.002,-0.004,363,-0.0088563,620
22:08:16:64126,0.374049,-0.0548754,-0.056,-0.068,0.011,-0.002,0.002,-0.001,365,-0.008739,620
22:08:16:69123,0.374057,-0.0546572,-0.095,-0.063,-0.013,-0.001,-0.002,0.002,365,-0.008739,620
22:08:16:74201,0.374071,-0.0544178,-0.113,-0.088,-0.157,0.001,-0.012,0.006,368,-0.00856305,620
22:08:16:79274,0.374044,-0.0541535,-0.058,-0.148,-0.226,0,-0.015,0.003,368,-0.00856305,620
22:08:16:84325,0.374067,-0.0538745,0.002,-0.189,-0.18,-0.001,-0.01,-0.002,371,-0.0083871,620
22:08:16:89348,0.374049,-0.0535708,0.079,-0.197,-0.082,-0.002,0.003,-0.006,375,-0.00815249,620
22:08:16:94468,0.374036,-0.0532532,0.085,-0.151,-0.075,-0.001,0.009,-0.004,375,-0.00815249,620
22:08:16:99457,0.374069,-0.0529238,-0.004,-0.057,-0.144,0,0.007,0,379,-0.00791789,620
22:08:16:104626,0.374063,-0.0525741,-0.102,-0.03,-0.177,0.001,-0.002,-0.002,384,-0.00762463,620
22:08:16:109624,0.374056,-0.0522168,-0.205,-0.064,-0.125,0,-0.018,-0.011,384,-0.00762463,620
22:08:16:114700,0.374048,-0.0518557,-0.198,-0.089,-0.031,0,-0.025,-0.014,389,-0.00733138,620
22:08:16:119729,0.37404,-0.0514985,-0.039,-0.034,0.109,0,-0.019,-0.004,395,-0.00697947,620
22:08:16:124870,0.374076,-0.0511586,0.172,0.067,0.142,0.002,-0.003,0.009,395,-0.00697947,620
22:08:16:129824,0.374058,-0.0508335,0.578,0.233,0.054,0.008,0.031,0.024,404,-0.00645161,620
22:08:16:134997,0.374032,-0.0505446,0.784,0.29,-0.048,0.012,0.047,0.02,404,-0.00645161,620
22:08:16:139999,0.374042,-0.0503088,0.76,0.258,-0.133,0.012,0.042,-0.005,413,-0.00592375,620
22:08:16:145122,0.374037,-0.0501302,0.504,0.201,-0.115,0.008,0.021,-0.022,423,-0.00533724,620
22:08:16:150120,0.374059,-0.0500296,-0.016,0.206,-0.074,0.004,-0.012,-0.011,423,-0.00533724,620
22:08:16:155230,0.374067,-0.050001,-0.378,0.402,-0.143,0.011,-0.022,0.034,433,-0.00475073,620
22:08:16:155939,0.374067,-0.050001,-0.378,0.402,-0.143,-0.011,-0.022,0.034,433,-0.00205279
22:08:16:155983,0.374067,-0.050001,-0.378,0.402,-0.143,-0.011,-0.022,0.034,433,-0.00205279
22:08:16:156009,0.374067,-0.050001,-0.378,0.402,-0.143,-0.011,-0.022,0.034,433,-0.00205279
22:08:16:156033,0.374067,-0.050001,-0.378,0.402,-0.143,-0.011,-0.022,0.034,433,-0.00205279
22:08:16:156071,0.374067,-0.050001,-0.378,0.402,-0.143,-0.011,-0.022,0.034,433,-0.00205279
22:08:16:156101,0.374067,-0.050001,-0.378,0.402,-0.143,-0.011,-0.022,0.034,433,-0.00205279
22:08:16:156144,0.374067,-0.050001,-0.378,0.402,-0.143,-0.011,-0.022,0.034,433,-0.00205279
22:08:16:156179,0.374067,-0.050001,-0.378,0.402,-0.143,-0.011,-0.022,0.034,433,-0.00205279
22:08:16:156212,0.374067,-0.050001,-0.378,0.402,-0.143,-0.011,-0.022,0.034,433,-0.00205279
22:08:16:156237,0.374067,-0.050001,-0.378,0.402,-0.143,-0.011,-0.022,0.034,433,-0.00205279
22:08:16:156261,0.374067,-0.050001,-0.378,0.402,-0.143,-0.011,-0.022,0.034,433,-0.00205279
22:08:16:156284,0.374067,-0.050001,-0.378,0.402,-0.143,-0.011,-0.022,0.034,433,-0.00205279
22:08:16:156308,0.374067,-0.050001,-0.378,0.402,-0.143,-0.011,-0.022,0.034,433,-0.00205279
22:08:16:156332,0.374067,-0.050001,-0.378,0.402,-0.143,-0.011,-0.022,0.034,433,-0.00205279
22:08:16:156356,0.374067,-0.050001,-0.378,0.402,-0.143,-0.011,-0.022,0.034,433,-0.00205279
22:08:16:156379,0.374067,-0.050001,-0.378,0.402,-0.143,-0.011,-0.022,0.034,433,-0.00205279
22:08:16:156403,0.374067,-0.050001,-0.378,0.402,-0.143,-0.011,-0.022,0.034,433,-0.00205279
22:08:16:156426,0.374067,-0.050001,-0.378,0.402,-0.143,-0.011,-0.022,0.034,433,-0.00205279
22:08:16:156451,0.374067,-0.050001,-0.378,0.402,-0.143,-0.011,-0.022,0.034,433,-0.00205279
22:08:16:156475,0.374067,-0.050001,-0.378,0.402,-0.143,-0.011,-0.022,0.034,433,-0.00205279
22:08:16:156498,0.374067,-0.050001,-0.378,0.402,-0.143,-0.011,-0.022,0.034,433,-0.00205279
22:08:16:156522,0.374067,-0.050001,-0.378,0.402,-0.143,-0.011,-0.022,0.034,433,-0.00205279
22:08:16:156545,0.374067,-0.050001,-0.378,0.402,-0.143,-0.011,-0.022,0.034,433,-0.00205279
22:08:16:156579,0.374067,-0.050001,-0.378,0.402,-0.143,-0.011,-0.022,0.034,433,-0.00205279
22:08:16:156604,0.374067,-0.050001,-0.378,0.402,-0.143,-0.011,-0.022,0.034,433,-0.00205279
22:08:16:156628,0.374067,-0.050001,-0.378,0.402,-0.143,-0.011,-0.022,0.034,433,-0.00205279
22:08:16:156653,0.374067,-0.050001,-0.378,0.402,-0.143,-0.011,-0.022,0.034,433,-0.00205279
22:08:16:156676,0.374067,-0.050001,-0.378,0.402,-0.143,-0.011,-0.022,0.034,433,-0.00205279
22:08:16:156700,0.374067,-0.050001,-0.378,0.402,-0.143,-0.011,-0.022,0.034,433,-0.00205279
22:08:16:156724,0.374067,-0.050001,-0.378,0.402,-0.143,-0.011,-0.022,0.034,433,-0.00205279
22:08:16:156748,0.374067,-0.050001,-0.378,0.402,-0.143,-0.011,-0.022,0.034,433,-0.00205279
22:08:16:156771,0.374067,-0.050001,-0.378,0.402,-0.143,-0.011,-0.022,0.034,433,-0.00205279
22:08:16:156795,0.374067,-0.050001,-0.378,0.402,-0.143,-0.011,-0.022,0.034,433,-0.00205279
22:08:16:156819,0.374067,-0.050001,-0.378,0.402,-0.143,-0.011,-0.022,0.034,433,-0.00205279
22:08:16:156842,0.374067,-0.050001,-0.378,0.402,-0.143,-0.011,-0.022,0.034,433,-0.00205279
22:08:16:156866,0.374067,-0.050001,-0.378,0.402,-0.143,-0.011,-0.022,0.034,433,-0.00205279
22:08:16:156890,0.374067,-0.050001,-0.378,0.402,-0.143,-0.011,-0.022,0.034,433,-0.00205279
22:08:16:156914,0.374067,-0.050001,-0.378,0.402,-0.143,-0.011,-0.022,0.034,433,-0.00205279
22:08:16:156937,0.374067,-0.050001,-0.378,0.402,-0.143,-0.011,-0.022,0.034,433,-0.00205279
22:08:16:156961,0.374067,-0.050001,-0.378,0.402,-0.143,-0.011,-0.022,0.034,433,-0.00205279
22:08:16:156984,0.374067,-0.050001,-0.378,0.402,-0.143,-0.011,-0.022,0.034,433,-0.00205279
22:08:16:157008,0.374067,-0.050001,-0.378,0.402,-0.143,-0.011,-0.022,0.034,433,-0.00205279
22:08:16:157039,0.374067,-0.050001,-0.378,0.402,-0.143,-0.011,-0.022,0.034,433,-0.00205279
22:08:16:157082,0.374067,-0.050001,-0.378,0.402,-0.143,-0.011,-0.022,0.034,433,-0.00205279
22:08:16:157109,0.374067,-0.050001,-0.378,0.402,-0.143,-0.011,-0.022,0.034,433,-0.00205279
22:08:16:157133,0.374067,-0.050001,-0.378,0.402,-0.143,-0.011,-0.022,0.034,433,-0.00205279
22:08:16:157157,0.374067,-0.050001,-0.378,0.402,-0.143,-0.011,-0.022,0.034,433,-0.00205279
22:08:16:157181,0.374067,-0.050001,-0.378,0.402,-0.143,-0.011,-0.022,0.034,433,-0.00205279
22:08:16:157204,0.374067,-0.050001,-0.378,0.402,-0.143,-0.011,-0.022,0.034,433,-0.00205279
22:08:16:157228,0.374067,-0.050001,-0.431,0.488,-0.185,-0.016,-0.021,0.046,433,-0.00205279
22:08:16:157252,0.374067,-0.050001,-0.431,0.488,-0.185,-0.016,-0.021,0.046,433,-0.00205279
22:08:16:157276,0.374067,-0.050001,-0.431,0.488,-0.185,-0.016,-0.021,0.046,433,-0.00205279
22:08:16:157300,0.374067,-0.050001,-0.431,0.488,-0.185,-0.016,-0.021,0.046,433,-0.00205279
22:08:16:157324,0.374067,-0.050001,-0.431,0.488,-0.185,-0.016,-0.021,0.046,433,-0.00205279
22:08:16:157347,0.374067,-0.050001,-0.431,0.488,-0.185,-0.016,-0.021,0.046,433,-0.00205279
22:08:16:157371,0.374067,-0.050001,-0.431,0.488,-0.185,-0.016,-0.021,0.046,433,-0.00205279
22:08:16:157396,0.374067,-0.050001,-0.431,0.488,-0.185,-0.016,-0.021,0.046,433,-0.00205279
22:08:16:157419,0.374067,-0.050001,-0.431,0.488,-0.185,-0.016,-0.021,0.046,433,-0.00205279
22:08:16:157443,0.374067,-0.050001,-0.431,0.488,-0.185,-0.016,-0.021,0.046,433,-0.00205279
22:08:16:157467,0.374067,-0.050001,-0.431,0.488,-0.185,-0.016,-0.021,0.046,433,-0.00205279
22:08:16:157491,0.374067,-0.050001,-0.431,0.488,-0.185,-0.016,-0.021,0.046,433,-0.00205279
22:08:16:157514,0.374067,-0.050001,-0.431,0.488,-0.185,-0.016,-0.021,0.046,433,-0.00205279
22:08:16:157538,0.374067,-0.050001,-0.431,0.488,-0.185,-0.016,-0.021,0.046,433,-0.00205279
22:08:16:157562,0.374067,-0.050001,-0.431,0.488,-0.185,-0.016,-0.021,0.046,433,-0.00205279
22:08:16:157596,0.374067,-0.050001,-0.431,0.488,-0.185,-0.016,-0.021,0.046,433,-0.00205279
22:08:16:157620,0.374067,-0.050001,-0.431,0.488,-0.185,-0.016,-0.021,0.046,433,-0.00205279
22:08:16:157644,0.374067,-0.050001,-0.431,0.488,-0.185,-0.016,-0.021,0.046,433,-0.00205279
22:08:16:157668,0.374067,-0.050001,-0.431,0.488,-0.185,-0.016,-0.021,0.046,433,-0.00205279
22:08:16:157691,0.374067,-0.050001,-0.431,0.488,-0.185,-0.016,-0.021,0.046,433,-0.00205279
22:08:16:157715,0.374067,-0.050001,-0.431,0.488,-0.185,-0.016,-0.021,0.046,433,-0.00205279
22:08:16:157739,0.374067,-0.050001,-0.431,0.488,-0.185,-0.016,-0.021,0.046,433,-0.00205279
22:08:16:157762,0.374067,-0.050001,-0.431,0.488,-0.185,-0.016,-0.021,0.046,433,-0.00205279
22:08:16:157786,0.374067,-0.050001,-0.431,0.488,-0.185,-0.016,-0.021,0.046,433,-0.00205279
22:08:16:157810,0.374067,-0.050001,-0.431,0.488,-0.185,-0.016,-0.021,0.046,433,-0.00205279
22:08:16:157834,0.374067,-0.050001,-0.431,0.488,-0.185,-0.016,-0.021,0.046,433,-0.00205279
22:08:16:157858,0.374067,-0.050001,-0.431,0.488,-0.185,-0.016,-0.021,0.046,433,-0.00205279
22:08:16:157882,0.374067,-0.050001,-0.431,0.488,-0.185,-0.016,-0.021,0.046,433,-0.00205279
22:08:16:157906,0.374067,-0.050001,-0.431,0.488,-0.185,-0.016,-0.021,0.046,433,-0.00205279
22:08:16:157929,0.374067,-0.050001,-0.431,0.488,-0.185,-0.016,-0.021,0.046,433,-0.00205279
22:08:16:157953,0.374067,-0.050001,-0.431,0.488,-0.185,-0.016,-0.021,0.046,433,-0.00205279
22:08:16:157977,0.374067,-0.050001,-0.431,0.488,-0.185,-0.016,-0.021,0.046,433,-0.00205279
22:08:16:158001,0.374067,-0.050001,-0.431,0.488,-0.185,-0.016,-0.021,0.046,433,-0.00205279
22:08:16:158024,0.374067,-0.050001,-0.431,0.488,-0.185,-0.016,-0.021,0.046,433,-0.00205279
