Time,X,Y,Fx,Fy,Fz,Mx,My,Mz,Potentiometer_bit,handle_disp
01:12:20:68324,0.374037,0,0.073,-0.095,-0.189,-0.002,0,0,513,-5.8651e-05
01:12:20:73422,0.374037,0,0.067,-0.09,-0.18,-0.002,0,0,513,-5.8651e-05
01:12:20:78394,0.374037,0,0.058,-0.082,-0.094,-0.002,0.001,-0.001,513,-5.8651e-05
01:12:20:83535,0.374034,-0.000197154,0.05,-0.068,0.008,-0.002,0.001,-0.002,513,-5.8651e-05
01:12:20:88530,0.374034,-0.000429262,0.03,-0.042,0.12,-0.001,0.001,-0.002,513,-5.8651e-05
01:12:20:93664,0.374034,-0.000749853,0.015,-0.029,0.094,-0.001,0,-0.002,513,-5.8651e-05
01:12:20:98646,0.374031,-0.00115846,0.011,-0.019,-0.057,0,0,-0.001,513,-5.8651e-05
01:12:20:103662,0.374075,-0.00165471,0.022,-0.017,-0.125,0,0,-0.001,513,-5.8651e-05
01:12:20:108787,0.374068,-0.00223777,0.045,-0.023,-0.072,0,0,-0.001,513,-5.8651e-05
01:12:20:113987,0.374062,-0.00290714,0.054,-0.032,0,0,0,-0.001,513,-5.8651e-05
01:12:20:118988,0.374052,-0.00366213,0.05,-0.039,0.008,0,0,0,513,-5.8651e-05
01:12:20:124002,0.374035,-0.00450191,0.039,-0.027,-0.046,0,0,0,513,-5.8651e-05
01:12:20:129004,0.374059,-0.00542663,0.039,0.005,-0.067,0,0,-0.001,513,-5.8651e-05
01:12:20:134155,0.374032,-0.00643355,0.054,0.026,0.015,0,0,-0.003,513,-5.8651e-05
01:12:20:139156,0.374043,-0.0075238,0.072,0.05,0.211,0,-0.002,-0.001,513,-5.8651e-05
01:12:20:144318,0.374046,-0.00869514,0.049,0.072,0.268,0,-0.001,0.009,512,-0.000117302
01:12:20:149261,0.37404,-0.00994615,0.029,0.083,0.161,0.002,0,0.014,512,-0.000117302
01:12:20:154430,0.374066,-0.011277,0.024,0.076,-0.078,0.006,0.002,0.014,512,-0.000117302
01:12:20:159420,0.374034,-0.012683,0.016,0.027,-0.149,0.008,0.002,0.013,512,-0.000117302
01:12:20:164533,0.374034,-0.0141655,-0.097,-0.253,-0.045,0.002,-0.001,0.017,512,-0.000117302
01:12:20:169518,0.374067,-0.015723,-0.257,-0.697,0.075,-0.013,-0.006,0.012,512,-0.000117302
01:12:20:174651,0.374035,-0.0173487,-0.512,-1.83,0.181,-0.057,-0.017,-0.025,512,-0.000117302
01:12:20:179642,0.374033,-0.0190442,-0.575,-2.772,0.203,-0.095,-0.021,-0.065,512,-0.000117302
01:12:20:184648,0.374055,-0.0208067,-0.362,-4.036,0.223,-0.149,-0.012,-0.107,513,-5.8651e-05
01:12:20:189774,0.374057,-0.0226302,-0.032,-4.562,0.222,-0.173,0.005,-0.113,513,-5.8651e-05
01:12:20:194754,0.374037,-0.0245096,0.505,-4.769,0.163,-0.178,0.04,-0.103,513,-5.8651e-05
01:12:20:199886,0.374043,-0.0264442,0.694,-4.591,0.102,-0.164,0.054,-0.099,513,-5.8651e-05
01:12:20:204901,0.37407,-0.0284277,0.522,-4.053,0.017,-0.13,0.043,-0.095,513,-5.8651e-05
