Time,X,Y,Fx,Fy,Fz,Mx,My,Mz,Potentiometer_bit,handle_disp
01:53:16:904296,0.374037,0,0.037,-0.061,-0.138,-0.003,0,-0.001,524,0.00058651
01:53:16:909282,0.374037,0,0.03,-0.041,-0.011,-0.003,0,-0.002,524,0.00058651
01:53:16:914413,0.374037,0,0.031,-0.025,0.034,-0.002,0,-0.002,524,0.00058651
01:53:16:919440,0.374034,-0.000219885,0.045,-0.004,0.087,-0.001,0,-0.002,524,0.00058651
01:53:16:924430,0.374034,-0.000479725,0.052,0.007,0.132,-0.001,0,-0.002,524,0.00058651
01:53:16:929538,0.374034,-0.000839473,0.05,0.011,0.15,0,-0.001,-0.002,524,0.00058651
01:53:16:934514,0.374031,-0.00129909,0.043,0.006,0.114,0,-0.001,-0.001,524,0.00058651
01:53:16:939538,0.374074,-0.00185873,0.038,0.001,0.068,0.001,0,0,524,0.00058651
01:53:16:944677,0.374066,-0.00251708,0.042,0.009,0.074,0.001,0,0,525,0.000645161
01:53:16:949804,0.374058,-0.00315341,0.049,0.031,0.064,0,0,0,525,0.000645161
01:53:16:954824,0.374052,-0.00369013,0.045,0.038,0.006,0,0,0,524,0.00058651
01:53:16:959922,0.374043,-0.00412712,0.024,0.025,-0.078,0,0,0,524,0.00058651
01:53:16:964905,0.374036,-0.0044641,0.009,0.005,-0.059,0,0,-0.002,524,0.00058651
01:53:16:970036,0.374031,-0.00470112,0.008,-0.017,0.053,0,0,-0.005,523,0.000527859
01:53:16:975038,0.374073,-0.00483913,0.035,-0.015,0.077,0,0,0.001,523,0.000527859
01:53:16:980164,0.374072,-0.00487658,0.056,-0.003,-0.005,0,0,0.011,516,0.000117302
01:53:16:985186,0.374073,-0.00481404,0.079,0.017,-0.168,0.001,0.001,0.02,506,-0.000469208
01:53:16:990293,0.374032,-0.00465095,0.08,0.024,-0.218,0.005,0.002,0.02,506,-0.000469208
01:53:16:995270,0.374036,-0.00438884,-0.001,-0.045,-0.172,0.008,0.001,0.021,499,-0.000879765
