Time,X,Y,Fx,Fy,Fz,Mx,My,Mz,Potentiometer_bit,handle_disp
23:01:01:985326,0.374037,0,0.018,0.033,-0.327,-0.002,0,0,513,-5.8651e-05
23:01:01:990442,0.374037,0,0.028,0.031,-0.338,-0.002,0.001,0,513,-5.8651e-05
23:01:01:995440,0.374037,0,0.026,0.06,-0.26,-0.002,0.001,-0.001,513,-5.8651e-05
23:01:02:575,0.374034,0.000238972,0.025,0.072,-0.259,-0.002,0.001,0,513,-5.8651e-05
23:01:02:5564,0.374034,0.000509755,0.028,0.03,-0.358,-0.003,0.001,0,513,-5.8651e-05
23:01:02:10711,0.374034,0.000876084,0.029,-0.023,-0.379,-0.003,0,0,513,-5.8651e-05
23:01:02:15699,0.374031,0.00134584,0.024,-0.066,-0.209,-0.003,0,-0.003,513,-5.8651e-05
23:01:02:20842,0.374074,0.00191134,0.018,-0.045,-0.026,-0.004,0,-0.005,513,-5.8651e-05
23:01:02:25839,0.374066,0.00258009,0.01,0.023,0.12,-0.005,0,-0.006,513,-5.8651e-05
23:01:02:30950,0.374055,0.00334425,0.007,0.049,0.074,-0.005,0,-0.006,513,-5.8651e-05
23:01:02:35977,0.374042,0.00421183,0.006,0.038,-0.091,-0.005,0.001,-0.005,513,-5.8651e-05
23:01:02:41087,0.374067,0.00517471,0.012,0.027,-0.154,-0.005,0.001,-0.003,513,-5.8651e-05
23:01:02:46108,0.374038,0.00624056,0.029,0.061,-0.14,-0.003,0.001,0.004,514,0
23:01:02:51211,0.374047,0.00740167,0.036,0.104,-0.127,0,0.001,0.007,514,0
23:01:02:56241,0.374048,0.00866574,0.025,0.103,-0.158,0.002,0,-0.008,514,0
23:01:02:61224,0.374034,0.0100242,0.009,0.03,-0.138,0,-0.002,-0.029,514,0
23:01:02:66315,0.374054,0.0114862,0.007,-0.062,0.066,-0.011,-0.005,-0.045,514,0
23:01:02:71467,0.374058,0.0130432,0.096,0.169,0.298,-0.015,-0.001,-0.014,515,5.8651e-05
23:01:02:76461,0.374046,0.014702,0.223,0.601,0.307,-0.001,0.007,0.014,515,5.8651e-05
23:01:02:81453,0.374059,0.0164568,0.463,1.531,0.107,0.04,0.024,0.031,515,5.8651e-05
23:01:02:86595,0.37405,0.0183134,0.575,2.182,-0.032,0.069,0.03,0.026,516,0.000117302
23:01:02:91708,0.374059,0.020266,0.523,3.03,-0.119,0.098,0.026,0.038,516,0.000117302
23:01:02:96817,0.374044,0.0223195,0.312,3.513,-0.139,0.113,0.014,0.068,516,0.000117302
23:01:02:101815,0.374044,0.024468,-0.167,4.146,-0.205,0.142,-0.014,0.113,516,0.000117302
23:01:02:106938,0.374054,0.0267191,-0.468,4.444,-0.251,0.161,-0.036,0.12,517,0.000175953
23:01:02:111960,0.374033,0.0290592,-0.669,4.528,-0.254,0.164,-0.058,0.097,517,0.000175953
23:01:02:117168,0.374062,0.0314925,-0.574,4.326,-0.229,0.146,-0.058,0.08,519,0.000293255
23:01:02:122067,0.374057,0.0339787,-0.196,3.832,-0.214,0.115,-0.037,0.071,519,0.000293255
23:01:02:127063,0.37407,0.0364767,0.059,3.514,-0.214,0.103,-0.019,0.071,520,0.000351906
23:01:02:132230,0.374053,0.0389681,0.231,3.124,-0.173,0.096,0,0.064,521,0.000410557
23:01:02:137227,0.374055,0.0414635,0.201,2.886,-0.111,0.088,0.006,0.054,521,0.000410557
23:01:02:142326,0.374072,0.0439611,0.116,2.516,-0.014,0.072,0.008,0.039,523,0.000527859
23:01:02:147348,0.374065,0.0464598,0.183,2.205,0.044,0.062,0.012,0.033,525,0.000645161
23:01:02:152473,0.374071,0.0489535,0.306,2.091,0.062,0.062,0.015,0.031,525,0.000645161
23:01:02:157470,0.374052,0.0514483,0.42,2.038,0.058,0.065,0.015,0.027,527,0.000762463
23:01:02:162597,0.37405,0.0539426,0.352,1.987,0.028,0.065,0.011,0.024,527,0.000762463
23:01:02:167636,0.374069,0.0564302,0.112,1.759,-0.025,0.055,0,0.02,528,0.000821114
23:01:02:172735,0.374067,0.0588936,0.069,1.566,-0.01,0.048,-0.006,0.019,529,0.000879765
23:01:02:177697,0.374048,0.0613147,0.496,1.509,0.133,0.047,0,0.02,529,0.000879765
23:01:02:182816,0.37406,0.0636862,1.038,1.71,0.229,0.055,0.019,0.023,529,0.000879765
23:01:02:187843,0.374071,0.0659954,1.656,2.17,0.114,0.069,0.057,0.038,527,0.000762463
23:01:02:192970,0.374072,0.0682442,1.583,2.39,-0.196,0.07,0.073,0.052,527,0.000762463
23:01:02:197966,0.374075,0.0704303,0.625,2.45,-0.779,0.062,0.058,0.069,525,0.000645161
23:01:02:203065,0.37407,0.072567,-0.31,2.348,-1.012,0.057,0.019,0.071,521,0.000410557
23:01:02:207966,0.374061,0.0746545,-1.43,2.049,-0.928,0.056,-0.062,0.055,521,0.000410557
23:01:02:213081,0.374042,0.0767139,-1.666,1.745,-0.676,0.057,-0.113,0.036,515,5.8651e-05
23:01:02:218196,0.374055,0.0787625,-1.17,1.154,-0.355,0.058,-0.144,0.004,515,5.8651e-05
23:01:02:223226,0.374055,0.0808011,-0.462,0.753,-0.314,0.053,-0.115,-0.009,510,-0.000234604
23:01:02:228322,0.374074,0.0828606,0.684,0.356,-0.43,0.036,-0.004,-0.004,504,-0.00058651
