Time,X,Y,Fx,Fy,Fz,Mx,My,Mz,Potentiometer_bit,handle_disp
01:14:03:823474,0.374037,0,-0.043,-0.013,0.026,-0.003,0.001,-0.002,513,-5.8651e-05
01:14:03:828489,0.374037,0,-0.053,-0.008,0.121,-0.003,0.001,-0.003,513,-5.8651e-05
01:14:03:833611,0.374037,0,-0.051,-0.028,0.122,-0.002,0,-0.004,513,-5.8651e-05
01:14:03:838627,0.374034,-0.000197154,-0.039,-0.044,0.054,-0.001,0,-0.003,513,-5.8651e-05
01:14:03:843633,0.374034,-0.000429262,-0.026,-0.031,0.025,0,0,-0.001,513,-5.8651e-05
01:14:03:848731,0.374034,-0.000749853,-0.032,0.013,0.123,-0.001,0,-0.002,513,-5.8651e-05
01:14:03:853729,0.374031,-0.00115846,-0.052,0.092,0.328,-0.001,0,-0.002,513,-5.8651e-05
01:14:03:858858,0.374075,-0.00165471,-0.047,0.115,0.357,-0.001,0,-0.002,513,-5.8651e-05
01:14:03:864001,0.374068,-0.00223777,0.005,0.077,0.132,0,0.001,-0.001,513,-5.8651e-05
01:14:03:868988,0.374062,-0.00290714,0.052,0.028,-0.085,0,0.001,0,513,-5.8651e-05
01:14:03:873975,0.374052,-0.00366213,0.073,-0.015,-0.218,0.001,0.001,0.002,513,-5.8651e-05
01:14:03:879102,0.374035,-0.00450191,0.039,-0.005,-0.111,0,0.001,0.001,513,-5.8651e-05
01:14:03:884107,0.374059,-0.00542663,-0.046,0.041,0.161,0,0,-0.003,513,-5.8651e-05
01:14:03:889231,0.374032,-0.00643355,-0.082,0.059,0.24,0,-0.001,-0.005,513,-5.8651e-05
01:14:03:894206,0.374043,-0.0075238,-0.073,0.042,0.09,0,-0.001,0,513,-5.8651e-05
01:14:03:899371,0.374046,-0.00869514,-0.018,0.008,-0.165,0,0,0.013,513,-5.8651e-05
01:14:03:904349,0.37404,-0.00994615,0.015,0.009,-0.233,0.001,0.002,0.018,511,-0.000175953
01:14:03:909506,0.374066,-0.011277,0.029,0.053,-0.152,0.004,0.004,0.016,511,-0.000175953
01:14:03:914603,0.374034,-0.012683,-0.007,0.054,-0.076,0.006,0.003,0.015,511,-0.000175953
01:14:03:919601,0.374034,-0.0141655,-0.167,-0.206,-0.08,0.002,0,0.019,511,-0.000175953
01:14:03:924605,0.374067,-0.015723,-0.33,-0.698,-0.162,-0.012,-0.006,0.013,512,-0.000117302
01:14:03:929722,0.374035,-0.0173487,-0.532,-1.948,-0.285,-0.058,-0.018,-0.026,512,-0.000117302
01:14:03:934861,0.374033,-0.0190442,-0.54,-2.938,-0.287,-0.098,-0.023,-0.066,512,-0.000117302
01:14:03:939735,0.374055,-0.0208067,-0.268,-4.162,-0.12,-0.152,-0.013,-0.108,512,-0.000117302
01:14:03:944987,0.374057,-0.0226302,0.061,-4.603,0.027,-0.171,0.007,-0.112,512,-0.000117302
01:14:03:949960,0.374037,-0.0245096,0.544,-4.696,0.079,-0.171,0.045,-0.097,512,-0.000117302
01:14:03:955096,0.374043,-0.0264442,0.685,-4.493,-0.039,-0.156,0.057,-0.09,512,-0.000117302
01:14:03:960124,0.37407,-0.0284277,0.457,-3.998,-0.241,-0.126,0.042,-0.089,513,-5.8651e-05
01:14:03:965099,0.374074,-0.0304508,0.077,-3.64,-0.252,-0.109,0.017,-0.086,513,-5.8651e-05
01:14:03:970226,0.374053,-0.0325059,-0.514,-3.187,-0.108,-0.095,-0.018,-0.07,513,-5.8651e-05
01:14:03:975232,0.374055,-0.0345895,-0.748,-2.96,-0.052,-0.093,-0.029,-0.058,513,-5.8651e-05
01:14:03:980380,0.374034,-0.0366912,-0.764,-2.66,-0.176,-0.092,-0.03,-0.046,513,-5.8651e-05
01:14:03:985357,0.374038,-0.0388009,-0.492,-2.282,-0.397,-0.084,-0.026,-0.041,513,-5.8651e-05
01:14:03:990470,0.374065,-0.0409198,-0.234,-1.94,-0.442,-0.07,-0.02,-0.035,513,-5.8651e-05
01:14:03:995459,0.37403,-0.0430193,0.161,-1.281,-0.27,-0.042,0.002,-0.019,513,-5.8651e-05
01:14:04:604,0.37407,-0.0451122,0.349,-0.804,-0.087,-0.024,0.024,-0.007,513,-5.8651e-05
01:14:04:5602,0.374048,-0.0471748,0.345,-0.266,0.039,-0.006,0.048,0.008,512,-0.000117302
01:14:04:10734,0.374062,-0.0492078,0.13,-0.16,-0.031,-0.005,0.044,0.012,512,-0.000117302
01:14:04:15731,0.374065,-0.0511979,-0.251,-0.369,-0.178,-0.017,0.012,0.007,512,-0.000117302
01:14:04:20850,0.374062,-0.0531383,-0.297,-0.584,-0.128,-0.025,-0.01,0,513,-5.8651e-05
01:14:04:25865,0.374058,-0.0550256,0.113,-0.739,0.214,-0.017,-0.02,-0.009,513,-5.8651e-05
01:14:04:30991,0.374052,-0.0568521,0.532,-0.75,0.436,-0.002,-0.006,-0.016,513,-5.8651e-05
01:14:04:35872,0.374048,-0.0586183,0.879,-0.957,0.391,0.007,0.031,-0.028,513,-5.8651e-05
01:14:04:41083,0.374046,-0.0603164,0.779,-1.37,0.089,-0.014,0.052,-0.037,513,-5.8651e-05
01:14:04:46106,0.374052,-0.0619474,0.287,-2.241,-0.426,-0.084,0.051,-0.046,513,-5.8651e-05
01:14:04:51214,0.374069,-0.0635042,-0.084,-2.694,-0.585,-0.126,0.027,-0.05,513,-5.8651e-05
01:14:04:56236,0.374049,-0.0649819,-0.503,-2.771,-0.47,-0.137,-0.023,-0.055,513,-5.8651e-05
01:14:04:61358,0.374044,-0.0663813,-0.661,-2.142,-0.233,-0.089,-0.058,-0.053,513,-5.8651e-05
01:14:04:66361,0.374054,-0.0677065,-0.59,-1.525,-0.176,-0.05,-0.061,-0.045,513,-5.8651e-05
01:14:04:71487,0.374038,-0.0689455,-0.255,-0.577,-0.268,-0.003,-0.039,-0.021,512,-0.000117302
01:14:04:76474,0.37404,-0.0701067,0.016,-0.015,-0.353,0.02,-0.013,-0.004,510,-0.000234604
01:14:04:81448,0.37406,-0.0711859,0.295,0.616,-0.36,0.043,0.026,0.017,510,-0.000234604
01:14:04:86578,0.374059,-0.0721791,0.362,0.852,-0.27,0.044,0.04,0.025,509,-0.000293255
01:14:04:91604,0.374036,-0.0730821,0.343,0.974,-0.077,0.02,0.033,0.025,509,-0.000293255
01:14:04:96722,0.374038,-0.0738996,0.25,0.999,0.044,-0.004,0.014,0.021,509,-0.000293255
01:14:04:101721,0.374066,-0.0746403,-0.073,1.068,0.206,-0.043,-0.017,0.019,508,-0.000351906
01:14:04:106851,0.374031,-0.0752773,-0.371,1.076,0.311,-0.074,-0.032,0.024,508,-0.000351906
01:14:04:111844,0.37407,-0.075843,-0.701,0.785,0.471,-0.145,-0.045,0.031,507,-0.000410557
