Time,X,Y,Fx,Fy,Fz,Mx,My,Mz,Potentiometer_bit,handle_disp
01:51:35:928211,0.374037,0,0.025,-0.005,0.056,0,0,0,514,0
01:51:35:933469,0.374037,0,0.056,-0.049,-0.213,0,0,0,514,0
01:51:35:938433,0.374037,0,0.081,-0.127,-0.495,0,0.001,0.002,514,0
01:51:35:943426,0.374034,-0.000219965,0.083,-0.151,-0.485,0,0,0.002,514,0
01:51:35:948541,0.374034,-0.000479906,0.065,-0.095,-0.173,0,0,0,514,0
01:51:35:953577,0.374034,-0.000839835,0.047,-0.025,0.041,0,0,0,514,0
01:51:35:958673,0.374031,-0.00129978,0.025,0.036,0.105,0,0,-0.001,514,0
01:51:35:963701,0.374074,-0.00185986,0.015,0.025,0.022,0,0,0,514,0
01:51:35:968839,0.374066,-0.00251977,0.004,-0.024,-0.027,0,0,0,514,0
01:51:35:973817,0.374057,-0.00327962,0,-0.038,0.046,0,0,0,514,0
01:51:35:978923,0.374043,-0.00413948,-0.005,-0.015,0.18,0,0,0,514,0
01:51:35:983929,0.374068,-0.00509945,-0.01,0.009,0.191,0,0,0,513,-5.8651e-05
01:51:35:989057,0.374041,-0.00615876,-0.026,0.025,0.079,0,0.001,-0.002,513,-5.8651e-05
01:51:35:994118,0.374053,-0.0072461,-0.037,0.02,-0.014,0,0.001,-0.003,513,-5.8651e-05
01:51:35:999194,0.374059,-0.00831751,-0.041,0.026,-0.067,0,0.001,0.001,512,-0.000117302
01:51:36:4192,0.374059,-0.00948822,-0.032,0.059,-0.024,0,0,0.009,512,-0.000117302
01:51:36:9299,0.374046,-0.0107589,-0.009,0.135,0.05,0.003,0.001,0.02,511,-0.000175953
01:51:36:14312,0.374065,-0.0121304,-0.006,0.141,-0.027,0.006,0.002,0.022,511,-0.000175953
01:51:36:19447,0.374071,-0.0136015,-0.049,0.032,-0.155,0.006,0.001,0.023,511,-0.000175953
01:51:36:24417,0.37406,-0.015172,-0.228,-0.45,-0.299,-0.003,-0.003,0.018,511,-0.000175953
01:51:36:29548,0.374075,-0.0168434,-0.407,-1.073,-0.298,-0.02,-0.009,0.003,512,-0.000117302
01:51:36:34542,0.374068,-0.018614,-0.612,-2.463,-0.155,-0.068,-0.019,-0.045,512,-0.000117302
01:51:36:39560,0.37404,-0.020483,-0.598,-3.532,-0.003,-0.114,-0.021,-0.081,512,-0.000117302
01:51:36:44800,0.374031,-0.0224534,-0.268,-4.883,0.212,-0.179,-0.005,-0.112,512,-0.000117302
01:51:36:49708,0.374036,-0.0245241,0.098,-5.401,0.27,-0.204,0.016,-0.119,512,-0.000117302
01:51:36:54787,0.374058,-0.0266964,0.612,-5.5,0.181,-0.199,0.051,-0.126,512,-0.000117302
01:51:36:59683,0.374047,-0.0289421,0.758,-5.163,0.079,-0.176,0.06,-0.128,512,-0.000117302
01:51:36:64807,0.374072,-0.031115,0.527,-4.224,0,-0.129,0.044,-0.11,512,-0.000117302
01:51:36:69815,0.374043,-0.0331831,0.126,-3.47,-0.029,-0.098,0.02,-0.078,512,-0.000117302
