Time,X,Y,Fx,Fy,Fz,Mx,My,Mz,Potentiometer_bit,handle_disp
18:08:24:565481,0.374037,0,-0.036,0.01,0.264,-0.002,0,-0.003,517,0.000175953
18:08:24:570476,0.374037,0,-0.018,0.008,0.259,-0.001,0,-0.003,517,0.000175953
18:08:24:575627,0.374037,0,0,0.009,0.105,0,0,-0.001,517,0.000175953
18:08:24:580606,0.374034,0.000279029,0,0.012,-0.022,0,0,0,517,0.000175953
18:08:24:585592,0.374034,0.0005604,-0.005,0.008,-0.144,0,0,0.002,517,0.000175953
18:08:24:590755,0.374033,0.000951487,-0.011,0.003,-0.138,0,0,0.001,517,0.000175953
18:08:24:595718,0.37403,0.00143549,-0.027,0.003,0.006,-0.001,-0.002,0,517,0.000175953
18:08:24:600869,0.374073,0.00201748,-0.039,0.011,0.143,-0.003,-0.002,-0.002,517,0.000175953
18:08:24:605843,0.374065,0.00270652,-0.041,0.011,0.264,-0.005,0,-0.003,517,0.000175953
18:08:24:610866,0.374053,0.00348845,-0.031,-0.008,0.244,-0.005,0.001,-0.004,517,0.000175953
18:08:24:616017,0.374037,0.0043703,-0.018,-0.056,0.126,-0.006,0.001,-0.006,517,0.000175953
18:08:24:621123,0.37406,0.00535755,-0.018,-0.063,0.066,-0.006,0,-0.004,518,0.000234604
18:08:24:626108,0.374032,0.00643684,-0.029,0.001,0.059,-0.003,-0.001,0.004,518,0.000234604
18:08:24:631243,0.374041,0.00761906,-0.035,0.062,0.086,0,-0.001,0.007,523,0.000527859
18:08:24:636370,0.374037,0.00890338,-0.032,0.057,0.12,0.003,-0.002,-0.01,532,0.00105572
18:08:24:641360,0.374069,0.0102817,-0.017,-0.034,0.125,0.001,-0.003,-0.032,532,0.00105572
18:08:24:646506,0.37404,0.0117627,0.052,-0.135,0.1,-0.007,-0.005,-0.044,545,0.00181818
18:08:24:651508,0.37404,0.0133447,0.211,0.131,0.042,-0.01,0,-0.005,561,0.0027566
18:08:24:656624,0.37407,0.0150205,0.356,0.582,0.012,0,0.008,0.025,561,0.0027566
18:08:24:661616,0.374031,0.0168001,0.531,1.5,0.022,0.033,0.02,0.036,580,0.00387097
18:08:24:666737,0.374064,0.0186809,0.532,2.128,0.06,0.057,0.021,0.026,580,0.00387097
18:08:24:671749,0.374071,0.0206526,0.273,2.918,0.112,0.077,0.009,0.036,600,0.00504399
18:08:24:676863,0.374047,0.0227314,-0.026,3.282,0.113,0.077,-0.002,0.067,621,0.00627566
18:08:24:681870,0.37404,0.0249053,-0.436,3.533,0.049,0.068,-0.017,0.105,621,0.00627566
18:08:24:687000,0.374046,0.0271722,-0.552,3.537,-0.013,0.067,-0.023,0.101,640,0.00739003
18:08:24:692002,0.374058,0.0295486,-0.423,3.451,-0.04,0.075,-0.028,0.067,657,0.0083871
18:08:24:697121,0.374034,0.0320081,-0.21,3.397,0.033,0.082,-0.029,0.051,657,0.0083871
18:08:24:702106,0.374068,0.0345069,0.075,3.287,0.208,0.083,-0.027,0.053,672,0.00926686
18:08:24:707257,0.374073,0.0370037,0.123,3.131,0.246,0.078,-0.024,0.061,682,0.00985337
18:08:24:712257,0.374051,0.0394975,-0.05,2.767,0.064,0.069,-0.021,0.061,682,0.00985337
18:08:24:717238,0.374047,0.0419931,-0.214,2.521,-0.121,0.066,-0.018,0.054,687,0.0101466
18:08:24:722407,0.374059,0.0444908,-0.238,2.317,-0.193,0.071,-0.006,0.045,687,0.0101466
18:08:24:727371,0.374044,0.0469857,-0.031,2.326,-0.042,0.079,0.006,0.043,690,0.0103226
