Time,FT1,FT2,X,Y,Z
13:43:05:421161,0,0,-0.125,0.465,0.01
13:43:05:426146,0,0,-0.125,0.465037,0.01
13:43:05:431256,0,0,-0.125,0.465042,0.01
13:43:05:436373,0,0,-0.125,0.465047,0.01
13:43:05:441254,0,0,-0.125,0.465052,0.01
13:43:05:446360,0,0,-0.125,0.465053,0.01
13:43:05:451481,0,0,-0.125,0.465053,0.01
13:43:05:456477,0,0,-0.125,0.465053,0.01
13:43:05:461602,0,0,-0.125,0.465053,0.01
13:43:05:466735,0,0,-0.125,0.465053,0.01
13:43:05:471730,0,0,-0.125,0.465053,0.01
13:43:05:476756,0,0,-0.125,0.465058,0.01
13:43:05:481853,0,0,-0.125,0.465058,0.01
13:43:05:487049,0,0,-0.125,0.465058,0.01
13:43:05:491877,0,0,-0.125,0.465058,0.01
13:43:05:497008,0,0,-0.125,0.465058,0.01
13:43:05:502108,0,0,-0.125,0.465058,0.01
13:43:05:507013,0,0,-0.125,0.465059,0.01
13:43:05:512277,0,0,-0.125,0.465059,0.01
13:43:05:517366,0,0,-0.125,0.465059,0.01
13:43:05:522504,0,0,-0.125,0.465059,0.01
13:43:05:527498,0,0,-0.125,0.465059,0.01
13:43:05:532491,0,0,-0.125,0.465059,0.01
13:43:05:537663,0,0,-0.125,0.465059,0.01
13:43:05:542737,0,0,-0.125,0.465059,0.01
13:43:05:547775,0,0,-0.125,0.465059,0.01
13:43:05:552786,0,0,-0.125,0.465059,0.01
13:43:05:557892,0,0,-0.125,0.465059,0.01
13:43:05:562892,0,0,-0.125,0.465059,0.01
13:43:05:568011,0,0,-0.125,0.465059,0.01
13:43:05:573007,0,0,-0.125,0.465059,0.01
13:43:05:578158,0,0,-0.125,0.465059,0.01
13:43:05:583275,0,0,-0.125,0.465059,0.01
13:43:05:588378,0,0,-0.125,0.465059,0.01
13:43:05:593265,0,0,-0.125,0.465059,0.01
13:43:05:598357,0,0,-0.125,0.465059,0.01
13:43:05:603546,0,0,-0.125007,0.465059,0.01
13:43:05:608375,0,0,-0.125007,0.465059,0.01
13:43:05:613601,0,0,-0.125007,0.465059,0.01
13:43:05:618608,0,0,-0.125007,0.465059,0.01
13:43:05:623785,0,0,-0.125007,0.465064,0.01
13:43:05:628737,0,0,-0.125007,0.465064,0.01
13:43:05:633879,0,0,-0.125007,0.465064,0.01
13:43:05:638988,0,0,-0.125007,0.465064,0.01
