Time,FT1,FT2,X,Y,Z
15:21:35:663573,0,0,-0.125,0.465,0.01
15:21:35:668467,0,0,-0.125,0.465037,0.01
15:21:35:673562,0,0,-0.125,0.465048,0.01
15:21:35:678698,0,0,-0.125,0.465048,0.01
15:21:35:683831,0,0,-0.125,0.465048,0.01
15:21:35:688843,0,0,-0.125,0.465048,0.01
15:21:35:693948,0,0,-0.125,0.465054,0.01
15:21:35:698957,0,0,-0.125,0.465054,0.01
15:21:35:704061,0,0,-0.125,0.465054,0.01
15:21:35:709071,0,0,-0.125,0.465055,0.01
15:21:35:714194,0,0,-0.125,0.465055,0.01
15:21:35:719184,0,0,-0.125,0.46506,0.01
15:21:35:724314,0,0,-0.125,0.46506,0.01
15:21:35:729321,0,0,-0.125,0.46506,0.01
15:21:35:734476,0,0,-0.125,0.46506,0.01
15:21:35:739458,0,0,-0.125,0.465065,0.01
15:21:35:744564,0,0,-0.125,0.465065,0.01
15:21:35:749712,0,0,-0.125,0.465065,0.01
15:21:35:754727,0,0,-0.125,0.465065,0.01
15:21:35:759694,0,0,-0.125,0.465065,0.01
15:21:35:764709,0,0,-0.125,0.465065,0.01
15:21:35:769835,0,0,-0.125,0.465065,0.01
15:21:35:774949,0,0,-0.125,0.465065,0.01
15:21:35:780088,0,0,-0.125,0.465065,0.01
15:21:35:785099,0,0,-0.125,0.46507,0.01
15:21:35:790203,0,0,-0.125,0.46507,0.01
15:21:35:795115,0,0,-0.125,0.46507,0.01
15:21:35:800348,0,0,-0.125,0.46507,0.01
15:21:35:805320,0,0,-0.125,0.46507,0.01
15:21:35:810478,0,0,-0.125,0.46507,0.01
15:21:35:815462,0,0,-0.125,0.46507,0.01
15:21:35:820560,0,0,-0.125,0.465071,0.01
15:21:35:825556,0,0,-0.125,0.465071,0.01
15:21:35:830719,0,0,-0.125,0.465071,0.01
15:21:35:835692,0,0,-0.125,0.465071,0.01
15:21:35:840815,0,0,-0.125,0.465071,0.01
15:21:35:845841,0,0,-0.125,0.465076,0.01
15:21:35:850989,0,0,-0.125,0.465076,0.01
15:21:35:855934,0,0,-0.125,0.465076,0.01
15:21:35:861062,0,0,-0.125,0.465076,0.01
15:21:35:866087,0,0,-0.125,0.465076,0.01
15:21:35:871097,0,0,-0.125,0.465076,0.01
15:21:35:876189,0,0,-0.125,0.465076,0.01
15:21:35:881463,0,0,-0.125,0.465076,0.01
15:21:35:886443,0,0,-0.125,0.465076,0.01
15:21:35:891457,0,0,-0.125,0.465076,0.01
15:21:35:896566,0,0,-0.125,0.465076,0.01
15:21:35:901559,0,0,-0.125,0.465076,0.01
15:21:35:906581,0.007,-0.042,-0.125,0.465076,0.01
15:21:35:911734,-0.003,0.005,-0.125,0.465076,0.01
15:21:35:916810,-0.029,0.089,-0.125,0.465076,0.01
15:21:35:921811,-0.022,0.141,-0.125,0.465076,0.01
15:21:35:926941,0.004,0.133,-0.125,0.465076,0.01
15:21:35:931962,0.03,0.066,-0.125,0.465076,0.01
15:21:35:937065,0.017,0.016,-0.125,0.465076,0.01
15:21:35:942061,-0.023,-0.008,-0.125,0.465081,0.01
15:21:35:947106,-0.036,0.009,-0.125,0.465081,0.01
15:21:35:952206,-0.021,0.043,-0.125,0.465081,0.01
15:21:35:957323,-0.004,0.045,-0.125,0.465081,0.01
15:21:35:962356,0.014,0.023,-0.125,0.465081,0.01
15:21:35:967435,0.029,0.01,-0.125,0.465081,0.01
15:21:35:972456,0.053,0.01,-0.125,0.465081,0.01
15:21:35:977563,0.056,0.019,-0.125,0.465081,0.01
15:21:35:982569,0.027,0.028,-0.125,0.465081,0.01
15:21:35:987705,-0.005,0.029,-0.125,0.465081,0.01
15:21:35:992730,-0.042,0.023,-0.125007,0.465081,0.01
15:21:35:997813,-0.049,0.013,-0.125007,0.465081,0.01
15:21:36:2810,-0.039,0.011,-0.125007,0.465081,0.01
15:21:36:7949,-0.024,0.029,-0.125007,0.465081,0.01
15:21:36:12970,-0.024,0.044,-0.125007,0.465081,0.01
15:21:36:18068,-0.029,0.046,-0.125007,0.465081,0.01
15:21:36:23079,-0.02,0.029,-0.125007,0.465081,0.01
