time,bd,bv,hd,hv,ha,md1,md2
0.0,7.901596175994729e-17,-5.492808757336903e-18,2.570739745485453e-16,5.065033982174049e-18,-8.821693159476883e-21,-0.03,0.03
0.0006,1.4399890301110274e-06,0.002399981716720006,-1.4025188188206527e-06,-0.00233753136512947,-3.895885608549125,-0.030089989576641274,0.030089989576641274
0.0012,4.319967486498e-06,0.004799964093978273,-4.144301217530748e-06,-0.0045696373311834475,-3.720176610089964,-0.030179989153097032,0.030179989153097032
0.0018,8.639935704467784e-06,0.007199947029949629,-8.139626116801957e-06,-0.006658874832118668,-3.482062501558699,-0.030269988729483523,0.030269988729483523
0.0024,1.4399893959285004e-05,0.009599930424695355,-1.3283796500786762e-05,-0.008573617306641357,-3.1912374575378153,-0.030359988305717296,0.030359988305717296
0.003,2.1599842467626325e-05,0.011999914180568847,-1.9456703801498283e-05,-0.010288178834519246,-2.8576025464631463,-0.030449987881675026,0.030449987881675026
0.0036,3.023978138882207e-05,0.014399898201992901,-2.6526380935548452e-05,-0.011782795223417032,-2.4910273148296445,-0.030539987457195484,0.030539987457195484
0.0042,4.0319710825689025e-05,0.016799882394778247,-3.4352468857035396e-05,-0.01304347986914502,-2.1011410762133154,-0.030629987032085356,0.030629987032085356
0.0048,5.183963082474439e-05,0.019199866665092272,-4.2789532547013466e-05,-0.014061772816630255,-1.6971549124753922,-0.030719986606128475,0.030719986606128475
0.0054,6.479954137562634e-05,0.02159985091813653,-5.1690173443761653e-05,-0.014834401494580459,-1.2877144632503361,-0.030809986179097665,0.030809986179097665
0.006,7.919944240955587e-05,0.02399983505654924,-6.090789614682294e-05,-0.01536287117176899,-0.8807827953142185,-0.030899985750768452,0.030899985750768452
0.0066,9.503933379666317e-05,0.026399818978512155,-7.029969757153345e-05,-0.015653002374517718,-0.48355200458121633,-0.0309899853209337,0.0309899853209337
0.0072,0.00011231921534196623,0.02879980257550507,-7.972835640974446e-05,-0.015714431397018565,-0.10238170416807767,-0.031079984889418287,0.031079984889418287
0.0078,0.00013103908677973393,0.03119978572961283,-8.906440963357889e-05,-0.015560088706390973,0.25723781771265297,-0.031169984456093047,0.031169984456093047
0.0084,0.00015119894776587976,0.03359976831024306,-9.818781077140128e-05,-0.015205668563037539,0.5907002389223921,-0.03125998402088706,0.03125998402088706
0.009,0.00017279879786791068,0.03599975017005153,-0.00010698927173481424,-0.014669101605688534,0.8942782622483386,-0.03134998358379762,0.03134998358379762
0.0096,0.00019583863655178304,0.038399731139787285,-0.00011537129606028672,-0.01397004054245439,1.1651017720569117,-0.03143998314489707,0.03143998314489707
0.0102,0.00022031846316477113,0.0407997110216467,-0.00012324891655338737,-0.013129367488501291,1.4011217565884921,-0.03152998270433613,0.03152998270433613
0.0108,0.00024623827691309686,0.043199689580542905,-0.0001305501545135939,-0.01216872993367777,1.6010625913725338,-0.031619982262343124,0.031619982262343124
0.0114,0.00027359807683254776,0.045599666532418134,-0.00013721622101643024,-0.011110110838060808,1.7643651593616052,-0.031709981819219205,0.031709981819219205
0.012,0.00030239786174952193,0.04799964152829027,-0.00014320148319346723,-0.009975436961728527,1.8911231272204665,-0.03179998137532957,0.03179998137532957
0.0126,0.0003326376302287377,0.05039961413202623,-0.0001484732201452229,-0.008786228252926326,1.9820145146703358,-0.03188998093109123,0.03188998093109123
0.0132,0.0003643173805019467,0.05279958378868181,-0.00015301119411931583,-0.007563289956821699,2.0382304935077133,-0.03197998048695801,0.03197998048695801
0.0138,0.0003974371103689193,0.05519954977828763,-0.00015680706296213748,-0.006326448071369545,2.0614031424202572,-0.03206998004340381,0.03206998004340381
0.0144,0.0004319968170568227,0.05759951114650568,-0.0001598636596838732,-0.005094327869559694,2.053533669683085,-0.03215997960090523,0.03215997960090523
0.015,0.00046799649701516604,0.059999466597238864,-0.0001621941643399672,-0.0038841744268234757,2.016922404560366,-0.0322499791599246,0.0322499791599246
0.0156,0.0005054361456072043,0.06239941432006384,-0.0001638211923996943,-0.0027117134328785587,1.9541016565748615,-0.032339978720894606,0.032339978720894606
0.0162,0.0005443157566274913,0.06479935170047839,-0.0001647758224100338,-0.001591050017232513,1.8677723594100766,-0.03242997828420515,0.03242997828420515
0.0168,0.0005846353215115119,0.06719927480670085,-0.0001650965841225329,-0.0005346028541651774,1.7607452717788934,-0.03251997785019321,0.03251997785019321
0.0174,0.0006263948279623638,0.06959917741808651,-0.00016482842635343203,0.0004469296151681383,1.6358874488888602,-0.03260997741913583,0.03260997741913583
0.018,0.0006695942573747864,0.07199904902070439,-0.0001640216816296293,0.0013445745396712513,1.4960748741718557,-0.032699976991246306,0.032699976991246306
0.0186,0.0007142335794731123,0.07439887016387652,-0.00016273104178588494,0.0021510664062406233,1.3441531109489535,-0.03278997656667342,0.03278997656667342
0.0192,0.0007603127393220574,0.07679859974824188,-0.00016101455354106684,0.002860813741363642,1.1829122252050321,-0.03287997614550317,0.03287997614550317
0.0198,0.000807831617050019,0.07919812954660206,-0.00015893262669064217,0.0034698780840412098,1.0151072377959411,-0.032969975727762606,0.032969975727762606
0.0204,0.0008567898211806641,0.08159700688440864,-0.00015654692877558135,0.003976163191768164,0.843808512878257,-0.03305997531342518,0.03305997531342518
0.021,0.0009048376102830569,0.08007964850398791,-0.00015160978653256014,0.008228570405035577,7.0873453554456916,-0.03314997490241714,0.03314997490241714
