time,bd,bv,hd,hv,ha,md1,md2
0.201,0.04324729187959191,0.2542967543959345,-0.008825094625316306,0.28543125154303256,2.8966843629216874,-0.06,0.06
0.2016,0.04339842993470422,0.25189675852049226,-0.00865282236963182,0.28712042614081723,2.815290996307796,-0.06,0.06
0.2022,0.043548127992269155,0.2494967626082117,-0.008479565098778556,0.28876211808877866,2.7361532466024676,-0.06,0.06
0.2028,0.04369638605226515,0.24709676665996502,-0.008305350507533412,0.2903576520752336,2.6592233107581826,-0.06,0.06
0.2034,0.04384320411467111,0.24469677067658754,-0.008130205513448237,0.2919083234752984,2.584452333441245,-0.06,0.06
0.204,0.04398858217946644,0.2422967746588788,-0.007954156274755639,0.29341539782100273,2.5117905761739996,-0.06,0.06
0.2046,0.044132520246631016,0.2398967786076047,-0.007777228208536126,0.2948801103658462,2.4411875747390614,-0.06,0.06
0.2052,0.04427501831614513,0.2374967825234997,-0.007599446009093953,0.29630366573696015,2.3725922851898993,-0.06,0.06
0.2058,0.0444160763879895,0.23509678640726744,-0.007420833666492991,0.2976872376682621,2.305953218836523,-0.06,0.06
0.2064,0.04455569446214525,0.2326967902595833,-0.007241414485208063,0.29903196880821853,2.241218566594096,-0.06,0.06
0.207,0.044693872538593915,0.2302967940810951,-0.00706121110285042,0.3003389705960762,2.178336313096184,-0.06,0.06
0.2076,0.04483061061731738,0.22789679787242462,-0.006880245508930015,0.30160932320066686,2.117254340984305,-0.06,0.06
0.2082,0.04496590869829789,0.22549680163416935,-0.006698539063620333,0.3028440755161415,2.057920525791101,-0.06,0.06
0.2088,0.045099766781518044,0.223096805366903,-0.006516112516494781,0.3040442452092436,2.0002828218368305,-0.06,0.06
0.2094,0.04523218486696076,0.2206968090711774,-0.0063329860252069985,0.30521081881297857,1.9442893395582372,-0.06,0.06
0.21,0.04536316295460928,0.218296812747523,-0.0061491791740899285,0.3063447518617898,1.8898884146853643,-0.06,0.06
0.2106,0.045492701044447165,0.2158968163964501,-0.005964710992651765,0.3074469690635956,1.8370286696763014,-0.06,0.06
0.2112,0.045620799136458244,0.21349682001845022,-0.005779599973949199,0.3085183645042828,1.785659067812113,-0.06,0.06
0.2118,0.04574745723062665,0.21109682361399648,-0.0055938640928209086,0.3095598018804897,1.7357289603448436,-0.06,0.06
0.2124,0.04587267532693679,0.2086968271835447,-0.005407520823966861,0.3105721147567382,1.6871881270808222,-0.06,0.06
0.213,0.04599645342537332,0.20629683072753463,-0.0052205871598609436,0.31155610684319984,1.6399868107695112,-0.06,0.06
0.2136,0.046118791525921174,0.20389683424639,-0.005033079628486582,0.31251255229059305,1.5940757456553403,-0.06,0.06
0.2142,0.046239689628565485,0.2014968377405202,-0.004845014310887237,0.313442195998915,1.549406180536487,-0.06,0.06
0.2148,0.04635914773329169,0.19909684121032026,-0.004656406858525093,0.31434575393691117,1.505929896660396,-0.06,0.06
0.2154,0.04647716584008541,0.19669684465617174,-0.004467272510443463,0.3152239134693742,1.463599220771491,-0.06,0.06
0.216,0.04659374394893248,0.19429684807844394,-0.0042776261102297425,0.3160773336895412,1.4223670336118217,-0.06,0.06
0.2166,0.04670888205981899,0.1918968514774937,-0.004087482122777323,0.31690664575403754,1.3821867741605889,-0.06,0.06
0.2172,0.0468225801727312,0.18949685485366646,-0.0038968546508465368,0.31771245321796787,1.3430124398838676,-0.06,0.06
0.2178,0.046934838287655586,0.18709685820729705,-0.003705757451425789,0.3184953323679185,1.3047985832511246,-0.06,0.06
0.2184,0.04704565640457882,0.18469686153870962,-0.003514203951895319,0.319255832550775,1.267500304760723,-0.06,0.06
0.219,0.04715503452348776,0.182296864848219,-0.0033222072659974842,0.31999447649639645,1.2310732427025488,-0.06,0.06
0.2196,0.04726297264436945,0.17989686813613037,-0.0031297802096180963,0.32071176063231965,1.1954735598719535,-0.06,0.06
0.2202,0.04736947076721111,0.1774968714027401,-0.002936935316384822,0.32140815538878126,1.1606579274359474,-0.06,0.06
0.2208,0.04747452889200012,0.1750968746483366,-0.0027436848530893467,0.32208410549246497,1.1265835061395086,-0.06,0.06
0.2214,0.04757814701872406,0.17269687787319993,-0.0025500408349408525,0.32274003024748144,1.0932079250274107,-0.06,0.06
0.222,0.047680325147370625,0.1702968810776032,-0.002356015040659543,0.32337632380218845,1.0604892578450513,-0.06,0.06
0.2226,0.04778106327792772,0.16789688426181218,-0.002161619027419216,0.3239933554005506,1.0283859972702247,-0.06,0.06
0.2232,0.04788036141038338,0.16549688742608581,-0.0019668641456491174,0.3245914696168208,0.9968570271170165,-0.06,0.06
0.2238,0.047978219544725795,0.16309689057067725,-0.001771761553705677,0.32517098657240634,0.9658615926426087,-0.06,0.06
0.2244,0.048074637680943305,0.16069689369583337,-0.0015763222324253685,0.3257322021338532,0.9353592690781143,-0.06,0.06
0.225,0.048169615819024396,0.15829689680179546,-0.0013805569995707923,0.3262753880909505,0.9053099284954749,-0.06,0.06
0.2256,0.04826315395895769,0.15589689988879998,-0.0011844765241823842,0.3268007923140189,0.875673705113951,-0.06,0.06
0.2262,0.048355252100731945,0.153496902957078,-0.000988091340848676,0.327308638889504,0.8464109591418438,-0.06,0.06
0.2268,0.04844591024433607,0.15109690600685644,-0.00079141186390885,0.3277991282330492,0.8174822392419575,-0.06,0.06
0.2274,0.04853512838975909,0.14869690903835756,-0.0005944484016012909,0.32827243717927074,0.7888482437026062,-0.06,0.06
0.228,0.04862290653699018,0.14629691205179973,-0.0003972111701727822,0.3287287190475048,0.7604697803901361,-0.06,0.06
0.2286,0.048709244686018636,0.14389691504739788,-0.0001997103079630834,0.3291681036828369,0.7323077255536156,-0.06,0.06
0.2292,0.04879414283683386,0.14149691802536318,-1.955889480027379e-06,0.3295906974717655,0.704322981547733,-0.06,0.06
0.2298,0.04887760098942541,0.13909692098590362,0.00019604206051911078,0.32999658333188714,0.6764764335360528,-0.06,0.06
0.2304,0.048959619143782954,0.1366969239292246,0.00039427355292412386,0.33038582067502725,0.6487289052335201,-0.06,0.06
0.231,0.049040197299896275,0.13429692685552844,0.0005927286201300942,0.33075844534327403,0.6210411137445726,-0.06,0.06
0.2316,0.04911933545775529,0.13189692976501544,0.0007913973018405339,0.3311144695174049,0.593373623551467,-0.06,0.06
0.2322,0.04919703361735003,0.12949693265788345,0.0009902696307988678,0.33145388159722866,0.5656867997062824,-0.06,0.06
0.2328,0.04927329177867064,0.12709693553432838,0.0011893356184309116,0.3317766460533966,0.5379407602798665,-0.06,0.06
0.2334,0.04934810994170737,0.12469693839454468,0.0013885852403810702,0.33208270325026945,0.5100953281214066,-0.06,0.06
0.234,0.04942148810645062,0.12229694123872498,0.0015880084219247518,0.33237196923945966,0.4821099819836521,-0.06,0.06
0.2346,0.04949342627289086,0.11989694406706097,0.0017875950232389699,0.33264433552370226,0.4539438070709955,-0.06,0.06
0.2352,0.04956392444101871,0.11749694687974305,0.001987334824513413,0.3328996687907447,0.4255554450706009,-0.06,0.06
0.2358,0.049632982610824904,0.11509694967696073,0.0021872175108836093,0.3331378106169831,0.39690304373080804,-0.06,0.06
0.2364,0.049700600782300264,0.11269695245890328,0.002387232657167976,0.3333585771406167,0.3679442060559229,-0.06,0.06
0.237,0.04976677895543572,0.11029695522575919,0.0025873697123904517,0.3335617587041322,0.338635939192435,-0.06,0.06
0.2376,0.049831517130222366,0.10789695797771678,0.002787617984070049,0.3337471194659854,0.30893460308874515,-0.06,0.06
0.2382,0.049894815306651345,0.10549696071496473,0.0029879666222588836,0.3339143969813965,0.27879585901855597,-0.06,0.06
0.2388,0.04995667348471398,0.10309696343769144,0.0031884046033102314,0.33406330175223686,0.24817461806736224,-0.06,0.06
0.2394,0.05001709166440164,0.10069696614608624,0.0033889207133578595,0.33419351674605213,0.217024989692028,-0.06,0.06
0.24,0.050076069845705846,0.09829696884033874,0.0035895035314884587,0.3343046968843372,0.18530023047518457,-0.06,0.06
0.2406,0.05013360806415606,0.09589703075032892,0.003790141377264771,0.3343964096271766,0.1528545713988752,-0.06,0.06
0.2412,0.050189706320290815,0.09349709355790896,0.0039908223635480786,0.33446831047218567,0.11983474168189674,-0.06,0.06
0.2418,0.050244364614664506,0.09109715728947813,0.004191534343633854,0.3345199668096303,0.08609389574100644,-0.06,0.06
0.2424,0.05029758294784809,0.08869722197261784,0.00439226489301429,0.3345509156340501,0.051581374032989215,-0.06,0.06
0.243,0.050349361320429796,0.08629728763616346,0.004593001290744501,0.3345606628836894,0.01624541606560406,-0.06,0.06
0.2436,0.050399699733015974,0.08389735431028077,0.004793730500395659,0.33454868275191935,-0.01996688628341827,-0.06,0.06
