time,bd,bv,hd,hv,ha,md1,md2
0.0,0.0,0.0,0,0,0,-0.03,0.03
0.0006,1.133417409129357e-06,0.001889029015215595,0,0,0,-0.03,0.03
0.0012,3.3991571217393727e-06,0.0037762328543500274,0,0,0,-0.03,0.03
0.0018,6.796115927123818e-06,0.005661598008974076,0,0,0,-0.03,0.03
0.0024,1.1323182418374412e-05,0.00754511081875099,0,0,0,-0.03,0.03
0.003,1.697923690000992e-05,0.00942675746939251,0,0,0,-0.03,0.03
0.0036,2.3763151294357348e-05,0.01130652399057905,0,0,0,-0.03,0.03
0.0042,3.1673789046663375e-05,0.013184396253843387,0,0,0,-0.03,0.03
0.0048,4.071000502891364e-05,0.015060359970417107,0,0,0,-0.03,0.03
0.0054,5.0870645442337156e-05,0.016934400689039175,0,0,0,-0.03,0.03
0.006,6.215454771857263e-05,0.018806503793725803,0,0,0,-0.03,0.03
0.0066,7.456054041947321e-05,0.020676654501500975,0,0,0,-0.03,0.03
0.0072,8.80874431355253e-05,0.022544837860086816,0,0,0,-0.03,0.03
0.0078,0.00010273406638285708,0.024411038745552976,0,0,0,-0.03,0.03
0.0084,0.0001184992114988117,0.026275241859924366,0,0,0,-0.03,0.03
0.009,0.00013538167053605944,0.028137431728746255,0,0,0,-0.03,0.03
0.0096,0.00015338022615522307,0.029997592698606086,0,0,0,-0.03,0.03
0.0102,0.0001724936515159897,0.03185570893461096,0,0,0,-0.03,0.03
0.0108,0.0001927207101666817,0.033711764417820055,0,0,0,-0.03,0.03
0.0114,0.00021406015593226034,0.035565742942631054,0,0,0,-0.03,0.03
0.012,0.0002365107328007321,0.03741762811411961,0,0,0,-0.03,0.03
0.0126,0.0002600711748079307,0.03926740334533097,0,0,0,-0.03,0.03
0.0132,0.0002847402059206443,0.04111505185452276,0,0,0,-0.03,0.03
0.0138,0.0003105165399180591,0.04296055666235796,0,0,0,-0.03,0.03
0.0144,0.0003373988802714873,0.04480390058904708,0,0,0,-0.03,0.03
0.015,0.0003653859200223505,0.04664506625143852,0,0,0,-0.03,0.03
0.0156,0.000394476341658384,0.048484036060055934,0,0,0,-0.03,0.03
0.0162,0.000424668816988033,0.050320792216081704,0,0,0,-0.03,0.03
0.0168,0.0004559620070130042,0.0521553167082853,0,0,0,-0.03,0.03
0.0174,0.0004883545617989413,0.0539875913098954,0,0,0,-0.03,0.03
0.018,0.0005218451203441902,0.055817597575414664,0,0,0,-0.03,0.03
0.0186,0.0005564323104466157,0.05764531683737593,0,0,0,-0.03,0.03
0.0192,0.0005921147485684389,0.059470730203038585,0,0,0,-0.03,0.03
0.0198,0.0006288910396990535,0.061293818551024004,0,0,0,-0.03,0.03
0.0204,0.0006667597772157866,0.06311456252788857,0,0,0,-0.03,0.03
0.021,0.0007057195427425665,0.0649329425446332,0,0,0,-0.03,0.03
0.0216,0.0007457689060064551,0.06674893877314783,0,0,0,-0.03,0.03
0.0222,0.0007869064246920091,0.0685625311425897,0,0,0,-0.03,0.03
0.0228,0.0008291306442934252,0.07037369933569369,0,0,0,-0.03,0.03
0.0234,0.0008724400979644336,0.07218242278501387,0,0,0,-0.03,0.03
0.024,0.0009168333063658899,0.073988680669094,0,0,0,-0.03,0.03
0.0246,0.0009623087775110298,0.07579245190856626,0,0,0,-0.03,0.03
0.0252,0.0010088650066083353,0.07759371516217603,0,0,0,-0.03,0.03
0.0258,0.0010565004759019742,0.0793924488227316,0,0,0,-0.03,0.03
0.0264,0.0011052136545097603,0.08118863101297687,0,0,0,-0.03,0.03
0.027,0.0011550029982585917,0.08298223958138548,0,0,0,-0.03,0.03
0.0276,0.0012058669495173167,0.08477325209787488,0,0,0,-0.03,0.03
0.0282,0.0012578039370269795,0.0865616458494382,0,0,0,-0.03,0.03
0.0288,0.001310812375728395,0.08834739783569243,0,0,0,-0.03,0.03
0.0294,0.0013648906665869993,0.09013048476434089,0,0,0,-0.03,0.03
0.03,0.0014200371964149285,0.09191088304654846,0,0,0,-0.03,0.03
0.0306,0.0014762503376902646,0.093688568792227,0,0,0,-0.03,0.03
0.0312,0.0015335284483734026,0.09546351780522987,0,0,0,-0.03,0.03
0.0318,0.0015918698717204745,0.09723570557845246,0,0,0,-0.03,0.03
0.0324,0.0016512729360937768,0.09900510728883777,0,0,0,-0.03,0.03
0.033,0.0017117359547691477,0.10077169779228418,0,0,0,-0.03,0.03
0.0336,0.0017732572257402191,0.1025354516184532,0,0,0,-0.03,0.03
0.0342,0.0018358350315195052,0.10429634296547574,0,0,0,-0.03,0.03
0.0348,0.0018994676389362368,0.10605434569455345,0,0,0,-0.03,0.03
0.0354,0.0019641532989309093,0.10780943332445408,0,0,0,-0.03,0.03
0.036,0.002029890246346447,0.10956157902589711,0,0,0,-0.03,0.03
0.0366,0.0020966766997159445,0.11131075561582844,0,0,0,-0.03,0.03
0.0372,0.0021645108610468923,0.11305693555158067,0,0,0,-0.03,0.03
0.0378,0.0022333909156018426,0.11480009092491701,0,0,0,-0.03,0.03
0.0384,0.002303315031675416,0.11654019345595566,0,0,0,-0.03,0.03
0.039,0.0023742813603675997,0.11827721448697233,0,0,0,-0.03,0.03
0.0396,0.002446288035353247,0.12001112497607788,0,0,0,-0.03,0.03
0.0402,0.0025193331726477072,0.12174189549076841,0,0,0,-0.03,0.03
0.0408,0.0025934148703685143,0.1234694962013446,0,0,0,-0.03,0.03
0.0414,0.0026685312084930323,0.12519389687419746,0,0,0,-0.03,0.03
0.042,0.0027446802486120066,0.12691506686495752,0,0,0,-0.03,0.03
0.0426,0.0028218600336789084,0.12863297511150384,0,0,0,-0.03,0.03
0.0432,0.0029000685877550066,0.1303475901268303,0,0,0,-0.03,0.03
0.0438,0.002979303915750065,0.1320588799917651,0,0,0,-0.03,0.03
0.0444,0.00305956400315859,0.13376681234754054,0,0,0,-0.03,0.03
0.045,0.0031408468157915156,0.13547135438820934,0,0,0,-0.03,0.03
0.0456,0.0032231502995032583,0.1371724728529043,0,0,0,-0.03,0.03
0.0462,0.00330647237991402,0.13887013401793666,0,0,0,-0.03,0.03
0.0468,0.0033908109621272587,0.14056430368873096,0,0,0,-0.03,0.03
0.0474,0.0034761639304422124,0.14225494719159062,0,0,0,-0.03,0.03
0.048,0.003562529148061388,0.14394202936529205,0,0,0,-0.03,0.03
0.0486,0.0036499044567928885,0.14562551455250178,0,0,0,-0.03,0.03
0.0492,0.0037382876767474973,0.14730536659101376,0,0,0,-0.03,0.03
0.0498,0.003827676606030377,0.14898154880480105,0,0,0,-0.03,0.03
0.0504,0.0039180690204273045,0.15065402399487898,0,0,0,-0.03,0.03
0.051,0.004009462673085288,0.1523227544299742,0,0,0,-0.03,0.03
0.0516,0.004101855294187487,0.15398770183699564,0,0,0,-0.03,0.03
0.0522,0.004195244590622269,0.15564882739130234,0,0,0,-0.03,0.03
0.0528,0.0042896282456463255,0.15730609170676313,0,0,0,-0.03,0.03
0.0534,0.004385003918541689,0.158959454825604,0,0,0,-0.03,0.03
0.054,0.0044813692442665105,0.16060887620803693,0,0,0,-0.03,0.03
0.0546,0.00457872183309951,0.16225431472166577,0,0,0,-0.03,0.03
0.0552,0.004677059270277908,0.16389572863066348,0,0,0,-0.03,0.03
0.0558,0.004776379115628737,0.16553307558471544,0,0,0,-0.03,0.03
0.0564,0.0048766789031933705,0.16716631260772297,0,0,0,-0.03,0.03
0.057,0.0049779561408451285,0.1687953960862614,0,0,0,-0.03,0.03
0.0576,0.005080208309899801,0.17042028175778703,0,0,0,-0.03,0.03
0.0582,0.005183432864718954,0.17204092469858645,0,0,0,-0.03,0.03
0.0588,0.005287627232305831,0.17365727931146246,0,0,0,-0.03,0.03
0.0594,0.0053927888118937214,0.1752692993131501,0,0,0,-0.03,0.03
0.06,0.005498914974526595,0.17687693772145624,0,0,0,-0.03,0.03
0.0606,0.005606003062631866,0.17848014684211636,0,0,0,-0.03,0.03
0.0612,0.005714050389585082,0.18007887825536126,0,0,0,-0.03,0.03
0.0618,0.005823054239266395,0.18167308280218733,0,0,0,-0.03,0.03
0.0624,0.0059330118656085885,0.18326271057032295,0,0,0,-0.03,0.03
0.063,0.00604392049213652,0.18484771087988364,0,0,0,-0.03,0.03
0.0636,0.006155777311497745,0.18642803226870908,0,0,0,-0.03,0.03
0.0642,0.006268579484984167,0.1880036224773736,0,0,0,-0.03,0.03
0.0648,0.006382324142044487,0.18957442843386374,0,0,0,-0.03,0.03
0.0654,0.006497008379787235,0.19114039623791312,0,0,0,-0.03,0.03
0.066,0.006612629262474229,0.19270147114498845,0,0,0,-0.03,0.03
0.0666,0.00672918382100418,0.19425759754991725,0,0,0,-0.03,0.03
0.0672,0.006846669052386268,0.19580871897014954,0,0,0,-0.03,0.03
0.0678,0.006965081919203456,0.19735477802864484,0,0,0,-0.03,0.03
0.0684,0.007084419349065282,0.19889571643637524,0,0,0,-0.03,0.03
0.069,0.007204678234049944,0.20043147497443708,0,0,0,-0.03,0.03
0.0696,0.0073258554301353996,0.20196199347576077,0,0,0,-0.03,0.03
0.0702,0.007447947756619247,0.20348721080641105,0,0,0,-0.03,0.03
0.0708,0.007570951995527127,0.20500706484646714,0,0,0,-0.03,0.03
