Time,X,Y,Fx,Fy,Fz,Mx,My,Mz,Potentiometer_bit,handle_disp
22:38:31:684777,0.374037,0,-0.042,0.035,0.106,0.001,0.001,0,513,-5.8651e-05
22:38:31:689814,0.374037,0,-0.013,0.047,0.097,0.002,0.002,0.001,513,-5.8651e-05
22:38:31:694913,0.374037,0,0.001,0.043,-0.021,0.002,0.002,0.002,513,-5.8651e-05
22:38:31:699808,0.374034,-0.000212148,0.004,0.014,-0.139,0.002,0.002,0.002,513,-5.8651e-05
22:38:31:705039,0.374034,-0.000467982,-0.011,-0.056,-0.242,0.001,0.002,0.002,513,-5.8651e-05
22:38:31:710048,0.374034,-0.000824094,-0.038,-0.091,-0.2,0.001,0.001,0.001,513,-5.8651e-05
22:38:31:715235,0.374031,-0.00120256,-0.066,-0.086,-0.053,0,0,0,513,-5.8651e-05
22:38:31:720157,0.374075,-0.00164308,-0.053,-0.058,-0.024,0,0,0,513,-5.8651e-05
22:38:31:725280,0.374068,-0.0021837,0.002,-0.03,-0.16,0,0,0.001,513,-5.8651e-05
22:38:31:730317,0.374063,-0.00282413,0.031,-0.033,-0.281,0,0.001,0.002,513,-5.8651e-05
22:38:31:735419,0.374053,-0.00356436,0.027,-0.045,-0.319,0,0.002,0.002,513,-5.8651e-05
22:38:31:740416,0.374036,-0.00440484,0.003,-0.044,-0.232,0,0.002,0.002,513,-5.8651e-05
22:38:31:745554,0.374061,-0.00534555,-0.021,-0.031,-0.058,0,0.001,0,513,-5.8651e-05
22:38:31:750545,0.374036,-0.00634236,-0.022,-0.02,0.012,0.001,0,-0.002,512,-0.000117302
22:38:31:755662,0.374053,-0.00725082,-0.024,0.019,0.026,0,0,0.001,512,-0.000117302
22:38:31:760658,0.37407,-0.00805982,-0.045,0.073,0.011,0.001,0,0.01,512,-0.000117302
22:38:31:765808,0.374044,-0.00876786,-0.099,0.153,0.018,0.004,0.002,0.021,512,-0.000117302
22:38:31:770775,0.374063,-0.00937665,-0.124,0.141,0.027,0.007,0.003,0.02,512,-0.000117302
22:38:31:775947,0.374041,-0.00988434,-0.143,-0.077,-0.028,0.005,0.001,0.009,511,-0.000175953
22:38:31:780913,0.374067,-0.0102937,-0.225,-0.567,-0.124,-0.01,-0.003,0.004,511,-0.000175953
22:38:31:786062,0.374055,-0.0106019,-0.337,-1.04,-0.118,-0.027,-0.007,0.001,511,-0.000175953
22:38:31:791048,0.374043,-0.0108166,-0.473,-1.951,0.02,-0.059,-0.012,-0.022,513,-5.8651e-05
22:38:31:796144,0.374031,-0.0110764,-0.442,-2.637,0.104,-0.084,-0.01,-0.05,513,-5.8651e-05
22:38:31:801152,0.374058,-0.0114379,-0.191,-3.589,0.078,-0.121,0.001,-0.082,515,5.8651e-05
22:38:31:806291,0.374032,-0.0118975,0.015,-4.074,-0.006,-0.139,0.014,-0.09,517,0.000175953
22:38:31:811284,0.374047,-0.0124585,0.206,-4.538,-0.103,-0.15,0.03,-0.096,517,0.000175953
22:38:31:816284,0.374056,-0.0131192,0.239,-4.651,-0.126,-0.151,0.031,-0.109,530,0.000938416
22:38:31:821413,0.374054,-0.0138797,0.234,-4.334,-0.11,-0.142,0.019,-0.129,530,0.000938416
22:38:31:826550,0.374045,-0.0147394,0.229,-3.685,-0.071,-0.123,0.01,-0.126,544,0.00175953
22:38:31:831526,0.374067,-0.0157012,0.18,-2.224,-0.055,-0.072,0.003,-0.083,556,0.00246334
22:38:31:836550,0.374037,-0.0167603,0.095,-1.223,-0.15,-0.037,0.002,-0.041,556,0.00246334
