Time,X,Y,Fx,Fy,Fz,Mx,My,Mz
01:39:53:242886,0.511208,0.0196223,-16.94,3.959,3.953,-0.199,-0.483,-0.026
01:39:53:262898,0.511184,0.020248,-18.597,4.679,4.099,-0.231,-0.528,-0.028
01:39:53:283021,0.511189,0.02086,-19.022,4.907,2.467,-0.213,-0.538,-0.023
01:39:53:303010,0.511195,0.0214533,-20.789,5.459,2.742,-0.246,-0.581,-0.029
01:39:53:323149,0.511202,0.0220298,-22.308,6.017,3.201,-0.272,-0.601,-0.03
01:39:53:343147,0.511209,0.0225865,-23.843,6.199,3.761,-0.287,-0.627,-0.037
01:39:53:363302,0.511187,0.0231193,-25.254,6.626,3.607,-0.313,-0.656,-0.041
01:39:53:383206,0.511195,0.0236442,-26.781,6.395,3.16,-0.29,-0.683,-0.032
01:39:53:403371,0.511205,0.0241426,-28.409,6.862,2.596,-0.305,-0.718,-0.029
01:39:53:423338,0.511187,0.0246213,-29.959,6.672,2.362,-0.294,-0.747,-0.025
01:39:53:443504,0.511198,0.0250842,-32.477,6.965,2.185,-0.302,-0.805,-0.022
01:39:53:463490,0.511211,0.0255282,-31.626,6.703,1.814,-0.29,-0.796,-0.02
01:39:53:483631,0.511196,0.0259473,-34.103,6.583,1.336,-0.283,-0.863,-0.02
01:39:53:503603,0.511184,0.0263423,-35.774,6.977,0.853,-0.298,-0.896,-0.027
01:39:53:523785,0.511201,0.026724,-38.662,7.875,0.816,-0.33,-0.947,-0.032
01:39:53:543792,0.511192,0.0270806,-38.583,7.777,0.992,-0.338,-0.95,-0.044
01:39:53:563873,0.511184,0.0274184,-40.877,7.484,1.214,-0.343,-0.987,-0.051
01:39:53:584024,0.511207,0.0277378,-42.26,8.292,1.474,-0.385,-1.025,-0.066
01:39:53:603958,0.511205,0.0280269,-43.493,8.479,1.254,-0.376,-1.047,-0.056
01:39:53:624130,0.511203,0.0283018,-45.02,8.997,1.755,-0.415,-1.081,-0.073
01:39:53:644080,0.511204,0.0285528,-45.963,9.253,1.51,-0.412,-1.095,-0.063
01:39:53:664085,0.511207,0.0287818,-47.385,9.174,1.09,-0.411,-1.137,-0.063
01:39:53:684284,0.511184,0.0289806,-48.639,10.108,0.997,-0.426,-1.171,-0.057
01:39:53:704313,0.511191,0.0291662,-49.353,10.08,0.605,-0.429,-1.179,-0.059
01:39:53:724371,0.511202,0.0293275,-50.209,10.289,0.361,-0.432,-1.231,-0.058
01:39:53:744532,0.511185,0.0294684,-50.817,9.888,0.307,-0.423,-1.255,-0.057
01:39:53:764428,0.511201,0.0295863,-51.263,10.4,0.154,-0.431,-1.26,-0.051
01:39:53:784621,0.51119,0.0296786,-51.519,10.66,-0.158,-0.439,-1.265,-0.052
01:39:53:804552,0.511211,0.0297479,-52.13,10.614,-0.619,-0.426,-1.286,-0.045
01:39:53:824741,0.511205,0.0297941,-53.077,10.487,-0.586,-0.43,-1.315,-0.051
01:39:53:844748,0.511202,0.0298186,-53.455,10.557,-0.761,-0.431,-1.325,-0.051
01:39:53:864850,0.511202,0.0298213,-53.235,10.727,-0.712,-0.434,-1.315,-0.048
01:39:53:884866,0.511205,0.0297995,-53.361,10.49,-0.897,-0.426,-1.319,-0.049
01:39:53:904984,0.51121,0.029756,-53.344,10.481,-0.906,-0.427,-1.325,-0.049
01:39:53:924999,0.511189,0.0296871,-53.143,10.302,-1.131,-0.42,-1.319,-0.044
01:39:53:945106,0.511199,0.0296003,-53.426,10.275,-0.76,-0.424,-1.329,-0.05
01:39:53:965081,0.511183,0.0294851,-53.384,10.351,-0.918,-0.422,-1.336,-0.047
01:39:53:985241,0.511198,0.029352,-52.103,9.92,-1.047,-0.407,-1.316,-0.037
01:39:54:5178,0.511188,0.0291933,-50.888,9.648,-0.734,-0.4,-1.301,-0.036
01:39:54:25373,0.511209,0.0290168,-49.585,8.746,-1.088,-0.373,-1.276,-0.031
01:39:54:45298,0.511203,0.0288172,-47.682,8.877,-0.96,-0.373,-1.23,-0.03
01:39:54:65478,0.511199,0.0285884,-45.434,7.616,-0.437,-0.347,-1.199,-0.033
01:39:54:85493,0.511198,0.0283453,-44.216,8.282,-0.425,-0.367,-1.174,-0.035
01:39:54:105550,0.511199,0.0280731,-43.02,7.202,-0.233,-0.342,-1.146,-0.042
01:39:54:125604,0.511202,0.0277866,-41.005,7.565,-0.164,-0.34,-1.093,-0.03
01:39:54:145679,0.511207,0.0274762,-39.295,6.825,0.147,-0.331,-1.073,-0.039
01:39:54:165757,0.511185,0.0271377,-37.674,6.908,0.127,-0.327,-1.029,-0.033
01:39:54:185861,0.511195,0.0267837,-35.42,6.147,0.561,-0.305,-0.973,-0.035
01:39:54:205878,0.511206,0.0264133,-34.613,6.361,-0.352,-0.301,-0.953,-0.029
01:39:54:225970,0.511189,0.0260153,-32.539,5.341,-0.024,-0.271,-0.902,-0.03
01:39:54:245938,0.511204,0.0255988,-30.574,5.654,0.557,-0.276,-0.846,-0.03
01:39:54:266053,0.51119,0.0251604,-29.035,5.616,0.861,-0.279,-0.817,-0.029
01:39:54:286093,0.511208,0.0247034,-27.128,4.949,0.616,-0.25,-0.758,-0.026
01:39:54:306236,0.511197,0.0242241,-25.382,4.618,1.043,-0.241,-0.722,-0.024
01:39:54:326239,0.511187,0.0237284,-23.609,5.248,1.817,-0.259,-0.676,-0.024
01:39:54:346342,0.511208,0.0232144,-22.474,4.884,2.131,-0.248,-0.649,-0.025
01:39:54:366464,0.5112,0.0226773,-20.777,3.805,2.416,-0.216,-0.609,-0.025
01:39:54:386417,0.511192,0.0221219,-19.326,4.242,2.047,-0.219,-0.566,-0.022
01:39:54:406593,0.511187,0.0215487,-18.166,3.427,2.703,-0.2,-0.545,-0.028
01:39:54:426541,0.51121,0.0209614,-16.738,2.805,2.353,-0.172,-0.508,-0.025
01:39:54:446671,0.511204,0.0203544,-15.73,2.21,1.855,-0.151,-0.474,-0.021
01:39:54:466717,0.511199,0.0197292,-14.134,1.988,2.178,-0.143,-0.43,-0.02
01:39:54:486838,0.511193,0.0190862,-12.839,1.553,3.03,-0.126,-0.394,-0.016
01:39:54:506821,0.511187,0.0184266,-12.162,1.565,3.001,-0.137,-0.377,-0.018
01:39:54:526974,0.511211,0.0177556,-11.116,1.659,1.879,-0.119,-0.351,-0.01
01:39:54:546955,0.511205,0.0170631,-10.017,1.593,2.898,-0.131,-0.327,-0.014
01:39:54:566919,0.511198,0.016357,-9.348,1.92,2.902,-0.133,-0.307,-0.014
01:39:54:587065,0.51119,0.0156358,-8.299,1.594,2.616,-0.117,-0.275,-0.011
01:39:54:607209,0.511211,0.0149019,-7.515,1.375,2.387,-0.107,-0.251,-0.01
01:39:54:627217,0.511202,0.0141521,-7.08,1.338,1.639,-0.098,-0.234,-0.004
01:39:54:647331,0.511191,0.0133881,-6.337,1.122,2.069,-0.095,-0.215,-0.005
01:39:54:667374,0.511211,0.0126131,-5.944,0.806,2.297,-0.085,-0.2,-0.006
01:39:54:687502,0.511197,0.0118233,-5.304,-0.024,1.828,-0.054,-0.182,-0.005
01:39:54:707455,0.511212,0.0110228,-4.778,-0.04,1.146,-0.046,-0.163,0
01:39:54:727568,0.511196,0.0102092,-4.364,0.027,2.168,-0.056,-0.153,-0.002
01:39:54:747571,0.511207,0.00938529,-4.068,0.227,2.497,-0.066,-0.144,-0.003
01:39:54:767709,0.511188,0.00854926,-3.674,-0.508,2.331,-0.038,-0.13,-0.003
01:39:54:787817,0.511195,0.00770349,-3.411,-0.641,2.147,-0.035,-0.123,-0.002
01:39:54:807815,0.511201,0.00684839,-2.849,-0.324,1.977,-0.043,-0.109,0
01:39:54:827800,0.511204,0.00598345,-2.586,-0.84,2.34,-0.027,-0.097,-0.002
01:39:54:847931,0.511205,0.00510973,-2.522,-0.213,1.649,-0.041,-0.092,0
01:39:54:867900,0.511204,0.00422744,-2.112,-1.061,1.676,-0.011,-0.08,0.001
01:39:54:888060,0.5112,0.00333733,-2.12,-0.081,0.995,-0.029,-0.072,0
01:39:54:908182,0.511194,0.00243973,-1.618,-1.269,0.525,0.008,-0.065,0.003
01:39:54:928203,0.511184,0.00153562,-1.459,-0.669,0.86,-0.011,-0.058,0.001
01:39:54:948310,0.511202,0.000625228,-1.015,-1.025,0.818,0.001,-0.048,0.004
01:39:54:968326,0.511187,-0.00029088,-0.98,-0.727,0.281,0.002,-0.041,0.003
01:39:54:988444,0.511199,-0.00121199,-0.948,-0.967,1.316,0.002,-0.038,-0.003
01:39:55:8442,0.511208,-0.00213831,-0.533,-0.736,0.637,0.003,-0.027,0.001
01:39:55:28559,0.511184,-0.00306859,-0.189,-1.16,0.712,0.017,-0.019,0.001
01:39:55:48584,0.511188,-0.00400214,-0.122,-1.183,0.466,0.02,-0.016,0.003
01:39:55:68702,0.511187,-0.00493902,0.01,-1.163,0.398,0.023,-0.01,0
01:39:55:88688,0.511184,-0.00587811,0.073,-1.007,0.395,0.019,-0.006,-0.001
01:39:55:108798,0.511207,-0.00681951,0.24,-1.002,0.042,0.019,0,0.001
01:39:55:128787,0.511198,-0.00776199,0.354,-1.021,0.251,0.018,0.001,0.001
01:39:55:148947,0.511186,-0.00870504,0.974,-1.588,0.56,0.033,0.019,0.002
01:39:55:168879,0.5112,-0.00964897,0.581,-1.258,0.511,0.025,0.013,0
01:39:55:189038,0.51121,-0.0105929,0.831,-1.154,0.274,0.024,0.016,0
01:39:55:209073,0.511189,-0.011535,0.875,-0.565,0.456,0.006,0.021,0
01:39:55:229169,0.511193,-0.0124761,1.131,-0.922,0.55,0.015,0.026,0.002
01:39:55:249124,0.511195,-0.0134153,1.365,-0.875,0.583,0.015,0.035,0
01:39:55:269303,0.511193,-0.0143518,1.551,-0.952,0.649,0.017,0.038,0.001
01:39:55:289238,0.511189,-0.0152856,1.74,-0.404,0.323,0.002,0.045,0.004
01:39:55:309444,0.511212,-0.0162166,1.963,-0.116,0.713,-0.01,0.055,0.003
01:39:55:329425,0.5112,-0.0171422,2.102,0.166,-0.021,-0.012,0.06,0.002
01:39:55:349548,0.511188,-0.018063,2.502,0.496,0.608,-0.028,0.077,0.003
01:39:55:369519,0.511202,-0.01898,2.538,0.805,0.374,-0.035,0.072,0.007
01:39:55:389670,0.511183,-0.0198893,2.85,1.626,-0.52,-0.027,0.059,0.001
01:39:55:409652,0.511193,-0.0207939,3.066,2.089,-0.747,-0.026,0.052,0.003
01:39:55:429788,0.511199,-0.0216918,3.216,2.267,-0.166,-0.056,0.08,0.002
01:39:55:449775,0.511203,-0.0225821,3.604,1.895,-1.864,0.005,0.06,-0.001
01:39:55:469920,0.511204,-0.0234642,3.812,2.368,-2.991,0.035,0.025,0.002
01:39:55:489967,0.511204,-0.0243379,4.264,2.101,-2.35,0.019,0.048,0.013
01:39:55:510075,0.511202,-0.0252031,4.391,3.145,-2.671,0.02,0.041,-0.005
01:39:55:530050,0.511197,-0.0260584,4.92,2.439,-2.494,0.031,0.061,0
01:39:55:550167,0.51119,-0.0269033,5.389,3.06,-2.529,0.007,0.074,0.013
01:39:55:570171,0.511183,-0.0277379,6.201,3.115,-2.595,0.011,0.08,0.024
01:39:55:590267,0.511203,-0.0285645,6.347,4.354,-3.24,0.01,0.069,0.009
01:39:55:610229,0.511193,-0.0293763,7.052,3.855,-3.754,0.042,0.067,0.014
01:39:55:630390,0.511211,-0.0301794,7.261,3.964,-4.983,0.099,0.042,0
01:39:55:650394,0.511197,-0.0309671,7.902,5.65,-4.816,0.047,0.06,0.005
01:39:55:670463,0.511184,-0.031742,8.652,5.258,-4.685,0.056,0.071,0.016
01:39:55:690668,0.511199,-0.0325047,9.391,6.35,-5.114,0.049,0.081,0.009
01:39:55:710658,0.511183,-0.0332516,10.301,5.795,-4.633,0.039,0.111,0.027
01:39:55:730589,0.511196,-0.0339889,10.894,5.921,-5.658,0.086,0.093,0.028
01:39:55:750779,0.51121,-0.0347141,11.989,5.479,-5.203,0.089,0.117,0.038
01:39:55:770776,0.511194,-0.0354185,12.837,6.201,-6.132,0.115,0.109,0.035
01:39:55:790906,0.511206,-0.0361101,13.946,5.278,-6.631,0.186,0.095,0.046
01:39:55:811006,0.511191,-0.0367814,15.28,6.003,-6.247,0.156,0.128,0.049
01:39:55:831002,0.511204,-0.0374416,16.294,6.252,-6.323,0.162,0.146,0.055
01:39:55:850956,0.511189,-0.0380796,17.438,6.969,-5.831,0.13,0.182,0.06
01:39:55:871145,0.511203,-0.0387077,18.362,6.923,-5.704,0.133,0.206,0.061
01:39:55:891275,0.511189,-0.039313,19.898,7.098,-6.079,0.174,0.214,0.063
01:39:55:911274,0.511205,-0.0399036,21.389,7.073,-6.798,0.202,0.228,0.07
01:39:55:931197,0.511193,-0.0404792,22.885,8.191,-8.011,0.233,0.224,0.079
01:39:55:951347,0.511212,-0.0410321,24.129,7.002,-6.905,0.231,0.263,0.087
01:39:55:971534,0.511202,-0.0415674,25.82,8.519,-6.951,0.216,0.296,0.087
01:39:55:991494,0.511194,-0.0420809,26.166,7.613,-5.834,0.189,0.34,0.089
01:39:56:11593,0.511187,-0.0425783,29.191,8.079,-5.399,0.177,0.428,0.092
01:39:56:31660,0.511183,-0.0430566,30.31,7.573,-4.971,0.184,0.455,0.094
01:39:56:51760,0.511209,-0.0435177,33.924,7.775,-6.336,0.258,0.492,0.113
01:39:56:71710,0.511208,-0.0439556,36.395,7.664,-7.518,0.323,0.5,0.109
01:39:56:91884,0.51121,-0.0443694,34.656,9.082,-8.079,0.333,0.451,0.053
01:39:56:111888,0.511184,-0.0447622,36.712,9.897,-7.931,0.309,0.5,0.067
01:39:56:132024,0.51119,-0.0451378,38.439,9.214,-8.092,0.331,0.524,0.101
01:39:56:151976,0.511199,-0.0454945,39.726,8.919,-8.053,0.354,0.528,0.115
01:39:56:172134,0.511211,-0.0458295,40.87,9.314,-7.923,0.332,0.551,0.142
01:39:56:192060,0.511194,-0.046141,42.007,9.333,-6.359,0.286,0.611,0.137
01:39:56:212257,0.511212,-0.0464326,43.379,9.321,-6.295,0.285,0.646,0.149
01:39:56:232262,0.511202,-0.0467008,45.037,9.031,-6.837,0.328,0.668,0.152
01:39:56:252343,0.511195,-0.0469419,45.667,8.447,-6.392,0.331,0.676,0.167
01:39:56:272329,0.511192,-0.0471691,47.799,8.708,-7.226,0.368,0.71,0.168
01:39:56:292525,0.51119,-0.047372,47.699,9.022,-7.838,0.386,0.705,0.153
01:39:56:312430,0.511193,-0.0475481,48.76,8.205,-8.553,0.43,0.717,0.181
01:39:56:332632,0.511199,-0.0477101,49.263,8.422,-8.217,0.411,0.728,0.185
01:39:56:352572,0.511208,-0.0478453,49.933,8.429,-8.015,0.403,0.736,0.213
01:39:56:372699,0.511191,-0.0479514,50.798,8.357,-7.301,0.395,0.754,0.223
01:39:56:392746,0.511208,-0.048043,52.957,7.868,-6.791,0.387,0.822,0.245
01:39:56:412856,0.511198,-0.0481084,53.615,8.251,-6.776,0.372,0.853,0.246
01:39:56:432800,0.511191,-0.0481543,53.105,7.439,-6.9,0.403,0.834,0.229
01:39:56:452945,0.511188,-0.048176,53.507,8.599,-7.064,0.39,0.839,0.228
01:39:56:473116,0.511188,-0.0481733,53.324,8.534,-7.343,0.399,0.831,0.221
01:39:56:493088,0.511192,-0.0481488,53.109,8.778,-7.345,0.4,0.827,0.21
01:39:56:513110,0.511199,-0.0481026,53.195,8.014,-7.415,0.414,0.828,0.22
01:39:56:533243,0.511209,-0.0480347,53.447,8.265,-7.412,0.405,0.835,0.226
01:39:56:553375,0.511194,-0.0479352,53.811,8.272,-7.337,0.398,0.85,0.234
01:39:56:573379,0.511211,-0.0478262,53.957,8.447,-7.27,0.394,0.862,0.229
01:39:56:593533,0.511203,-0.0476857,53.195,8.107,-7.5,0.404,0.862,0.207
01:39:56:613434,0.511197,-0.0475233,50.677,8.729,-8.956,0.435,0.808,0.145
01:39:56:633627,0.511196,-0.0473394,46.837,10.854,-10.333,0.441,0.725,0.053
01:39:56:653561,0.511197,-0.0471338,44.817,10.633,-11.035,0.469,0.674,0.01
01:39:56:673620,0.5112,-0.0469064,43.509,12.324,-11.929,0.458,0.663,-0.032
01:39:56:693719,0.511208,-0.0466572,44.075,10.66,-10.531,0.435,0.656,0.043
01:39:56:713879,0.511189,-0.0463819,41.908,10.701,-10.639,0.429,0.603,0.034
01:39:56:733864,0.511202,-0.0460869,40.186,11.739,-9.832,0.369,0.589,0.018
01:39:56:753929,0.511188,-0.0457735,39.472,11.72,-10.193,0.375,0.586,0.003
01:39:56:773931,0.511208,-0.0454374,36.897,11.261,-11.292,0.42,0.524,-0.04
01:39:56:794109,0.511199,-0.045078,35.231,11.838,-11.102,0.395,0.495,-0.058
01:39:56:814044,0.511193,-0.0446997,33.432,10.959,-11.586,0.425,0.463,-0.077
01:39:56:834236,0.511189,-0.0443021,31.658,11.848,-12.249,0.422,0.414,-0.097
01:39:56:854241,0.511189,-0.0438806,31.911,11.24,-11.329,0.394,0.425,-0.048
01:39:56:874351,0.51119,-0.04344,27.332,11.289,-11.823,0.379,0.366,-0.104
01:39:56:894363,0.511193,-0.0429755,25.674,12.007,-11.014,0.325,0.351,-0.113
01:39:56:914426,0.511198,-0.0424995,24.595,12.364,-10.06,0.251,0.359,-0.104
01:39:56:934420,0.511205,-0.0419995,22.536,13.054,-9.852,0.242,0.295,-0.127
01:39:56:954587,0.511184,-0.0414764,22.197,11.622,-10.377,0.28,0.267,-0.11
01:39:56:974558,0.511194,-0.0409385,20.336,12.124,-11.402,0.315,0.222,-0.145
01:39:56:994731,0.511204,-0.0403867,19.092,11.73,-11.918,0.327,0.194,-0.163
01:39:57:14657,0.511187,-0.0398071,17.527,11.748,-12.094,0.332,0.151,-0.172
01:39:57:34850,0.511201,-0.0392152,16.648,11.053,-10.881,0.279,0.155,-0.147
01:39:57:54802,0.511186,-0.0386058,15.563,11.315,-10.103,0.24,0.148,-0.142
01:39:57:74976,0.511201,-0.0379788,14.33,9.984,-10.135,0.262,0.12,-0.14
01:39:57:94902,0.511188,-0.0373319,13.714,9.656,-9.503,0.224,0.105,-0.105
01:39:57:115078,0.511203,-0.0366739,12.156,9.912,-9.796,0.219,0.074,-0.122
01:39:57:135030,0.51119,-0.0359913,10.96,9.952,-10.322,0.232,0.035,-0.129
01:39:57:155206,0.511206,-0.0353005,10.275,8.875,-10.021,0.243,0.027,-0.129
01:39:57:175334,0.511193,-0.0345898,9.172,10.138,-10.729,0.22,-0.009,-0.129
01:39:57:195344,0.511209,-0.03387,8.925,9.592,-9.102,0.159,0.008,-0.098
01:39:57:215458,0.511195,-0.0331298,7.812,10.067,-9.222,0.159,-0.029,-0.1
01:39:57:235387,0.511211,-0.03238,7.71,8.564,-7.717,0.118,-0.006,-0.066
01:39:57:255383,0.511195,-0.0316144,6.487,8.734,-8.263,0.136,-0.03,-0.081
01:39:57:275567,0.511209,-0.0308374,6.376,7.98,-7.92,0.117,-0.021,-0.066
01:39:57:295715,0.511193,-0.030045,5.117,8.119,-8.444,0.131,-0.057,-0.078
01:39:57:315700,0.511204,-0.0292429,4.757,6.667,-8.321,0.156,-0.067,-0.069
01:39:57:335829,0.511185,-0.0284258,4.409,6.669,-7.952,0.121,-0.057,-0.054
01:39:57:355783,0.511194,-0.0276003,4.026,6.06,-6.028,0.062,-0.022,-0.039
01:39:57:375974,0.511202,-0.026764,3.208,5.753,-6.093,0.06,-0.033,-0.035
01:39:57:395944,0.511208,-0.0259172,3.646,4.697,-4.933,0.056,-0.014,-0.022
01:39:57:416078,0.511212,-0.0250603,3.016,5.257,-5.277,0.049,-0.03,-0.031
01:39:57:436058,0.511185,-0.0241918,2.886,4.542,-4.681,0.039,-0.016,-0.021
01:39:57:456240,0.511185,-0.0233165,2.277,4.537,-4.892,0.037,-0.032,-0.024
01:39:57:476319,0.511183,-0.022433,2.022,3.886,-5.197,0.049,-0.036,-0.019
01:39:57:496350,0.511208,-0.0215431,1.788,2.818,-4.831,0.076,-0.047,-0.01
01:39:57:516463,0.511202,-0.020644,1.682,2.704,-3.765,0.038,-0.024,-0.002
01:39:57:536448,0.511192,-0.0197384,1.398,2.224,-1.858,-0.019,0.016,0.003
01:39:57:556579,0.51121,-0.018828,1.239,2.009,-1.294,-0.037,0.025,0.008
01:39:57:576573,0.511195,-0.0179104,1.226,0.982,-1.728,0.004,0.013,0.011
01:39:57:596705,0.511208,-0.0169888,0.975,1.338,-1.822,-0.005,0.007,0.008
01:39:57:616687,0.511187,-0.016061,0.571,0.692,-0.645,-0.018,0.024,0.003
01:39:57:636829,0.511195,-0.0151303,0.373,-0.036,-0.95,0,0.021,0.007
01:39:57:656845,0.511199,-0.0141962,0.418,-0.707,-0.811,0.018,0.019,0.009
01:39:57:676944,0.5112,-0.0132589,0.449,-0.606,-0.853,0.02,0.011,0.009
01:39:57:696952,0.511198,-0.0123192,0.219,-0.336,-0.455,0.003,0.011,0.008
01:39:57:717107,0.511193,-0.0113777,0.038,-0.266,-0.589,0,0.006,0.009
01:39:57:737017,0.511184,-0.0104351,-0.25,-0.253,-0.633,0.004,0,0.006
01:39:57:757195,0.511202,-0.00949196,-0.283,-0.634,-0.694,0.014,-0.005,0.008
01:39:57:777186,0.511188,-0.00854807,-0.322,-0.538,-0.25,0.01,-0.01,0.009
01:39:57:797301,0.5112,-0.00760494,-0.344,-0.527,0.178,0.006,-0.012,0.009
01:39:57:817301,0.511209,-0.00666266,-1.169,-0.326,0.146,0,-0.033,0.006
01:39:57:837432,0.511185,-0.00572143,-1.231,-0.604,0.151,0.008,-0.035,0.008
01:39:57:857438,0.511188,-0.00478276,-1.392,-0.746,0.44,0.01,-0.043,0.007
01:39:57:877560,0.511187,-0.00384632,-1.656,-0.717,0.588,0.007,-0.054,0.008
01:39:57:897562,0.511184,-0.00291337,-1.488,-0.863,1.314,0.01,-0.045,0.002
01:39:57:917686,0.511207,-0.00198358,-1.665,-0.94,1.275,0.011,-0.053,0.006
01:39:57:937620,0.511197,-0.00105827,-1.957,-0.913,1.531,0.005,-0.059,0.005
01:39:57:957796,0.511185,-0.000137988,-2.356,-0.674,1.951,-0.006,-0.075,-0.001
01:39:57:977784,0.511199,0.00077755,-2.785,-0.44,2.552,-0.019,-0.086,-0.005
01:39:57:997940,0.511211,0.001687,-2.507,-0.791,2.624,-0.01,-0.08,-0.002
01:39:58:17928,0.51119,0.00258987,-2.909,-0.512,2.977,-0.023,-0.095,-0.003
01:39:58:38001,0.511195,0.00348587,-3.331,-0.383,3.165,-0.029,-0.101,-0.006
01:39:58:58009,0.511199,0.00437514,-3.736,-0.167,3.542,-0.039,-0.116,-0.01
01:39:58:78187,0.5112,0.00525556,-4.277,-0.066,3.704,-0.048,-0.134,-0.011
01:39:58:98133,0.511199,0.00612808,-4.162,-0.152,4.19,-0.048,-0.133,-0.009
01:39:58:118234,0.511195,0.00699122,-4.798,-0.172,4.351,-0.053,-0.152,-0.011
01:39:58:138418,0.511189,0.00784492,-5.192,0.109,4.145,-0.06,-0.166,-0.011
01:39:58:158435,0.511211,0.00868999,-5.559,0.294,4.543,-0.071,-0.175,-0.015
01:39:58:178536,0.5112,0.00952319,-6.531,1.386,4.503,-0.106,-0.205,-0.017
01:39:58:198556,0.511188,0.010345,-6.658,1.312,4.585,-0.106,-0.203,-0.016
01:39:58:218687,0.511205,0.011157,-7.172,1.418,4.971,-0.113,-0.224,-0.018
01:39:58:238622,0.511189,0.0119557,-7.995,2.254,4.415,-0.137,-0.249,-0.019
01:39:58:258788,0.511202,0.0127433,-8.214,1.714,3.645,-0.11,-0.256,-0.02
01:39:58:278793,0.511184,0.0135156,-9.469,2.297,3.568,-0.131,-0.287,-0.021
01:39:58:298932,0.511194,0.0142774,-9.933,2.859,3.639,-0.148,-0.3,-0.021
01:39:58:318884,0.511203,0.0150247,-10.232,2.393,3.999,-0.141,-0.31,-0.024
01:39:58:339037,0.511211,0.0157585,-11.217,2.774,4.377,-0.159,-0.341,-0.026
01:39:58:359181,0.511189,0.016475,-12.326,3.012,4.697,-0.175,-0.374,-0.03
01:39:58:379136,0.511196,0.017179,-13.08,3.552,4.764,-0.193,-0.391,-0.029
01:39:58:399276,0.511202,0.0178673,-14.536,3.578,4.452,-0.191,-0.431,-0.032
01:39:58:419283,0.511208,0.0185385,-15.657,3.262,4.345,-0.183,-0.462,-0.034
01:39:58:439400,0.511184,0.0191929,-16.167,3.585,4.471,-0.199,-0.478,-0.034
01:39:58:459390,0.511189,0.0198326,-17.388,4.305,4.175,-0.216,-0.506,-0.032
01:39:58:479469,0.511195,0.0204552,-18.571,3.86,3.535,-0.194,-0.53,-0.032
01:39:58:499533,0.511201,0.0210613,-19.841,4.693,2.613,-0.215,-0.556,-0.028
01:39:58:519720,0.511207,0.0216483,-21.774,5.376,3.782,-0.263,-0.598,-0.041
01:39:58:539670,0.511184,0.0222155,-23.126,6.428,3.541,-0.299,-0.613,-0.045
01:39:58:559602,0.511192,0.0227671,-24.642,6.021,3.312,-0.285,-0.641,-0.042
01:39:58:579778,0.511199,0.0232963,-26.627,6.454,3.151,-0.3,-0.687,-0.041
01:39:58:599718,0.511208,0.0238106,-27.448,6.495,2.67,-0.287,-0.718,-0.025
01:39:58:619879,0.511189,0.0243029,-29.084,6.863,3.188,-0.316,-0.747,-0.035
01:39:58:639981,0.5112,0.0247793,-30.557,6.866,3.218,-0.317,-0.776,-0.035
01:39:58:660017,0.511183,0.0252338,-32.043,6.407,1.599,-0.282,-0.804,-0.019
01:39:58:680146,0.511196,0.0256695,-33.475,6.808,1.119,-0.284,-0.837,-0.02
01:39:58:700253,0.511212,0.0260813,-35.107,7.13,0.911,-0.302,-0.878,-0.022
01:39:58:720272,0.511199,0.0264734,-36.978,7.53,1.201,-0.317,-0.908,-0.028
01:39:58:740400,0.511189,0.0268487,-37.814,7.22,0.929,-0.318,-0.924,-0.036
01:39:58:760393,0.511208,0.0271982,-40.043,7.278,1.71,-0.342,-0.964,-0.057
01:39:58:780339,0.511202,0.0275277,-41.648,8.145,0.949,-0.356,-0.999,-0.049
01:39:58:800532,0.511196,0.0278356,-43.152,8.318,1.271,-0.373,-1.038,-0.057
01:39:58:820637,0.511194,0.0281217,-44.705,9.215,1.596,-0.415,-1.071,-0.068
01:39:58:840658,0.511193,0.0283837,-46.228,8.575,1.374,-0.392,-1.101,-0.065
01:39:58:860589,0.511195,0.0286265,-47.898,10.047,0.578,-0.421,-1.165,-0.051
01:39:58:880783,0.511198,0.0288525,-47.753,9.946,0.952,-0.42,-1.187,-0.043
01:39:58:900890,0.511205,0.0290518,-49.05,10.111,1.426,-0.437,-1.215,-0.052
01:39:58:920850,0.511185,0.0292205,-49.622,9.969,0.996,-0.424,-1.219,-0.047
01:39:58:941011,0.511195,0.0293764,-50.298,10.136,-0.04,-0.412,-1.233,-0.035
01:39:58:961018,0.51121,0.029513,-50.891,9.927,0.29,-0.412,-1.248,-0.043
01:39:58:981140,0.511198,0.0296164,-51.324,10.478,-0.471,-0.42,-1.268,-0.038
01:39:59:1133,0.511187,0.0297007,-51.603,10.358,-0.316,-0.423,-1.285,-0.044
01:39:59:21071,0.511209,0.0297693,-52.137,10.269,-0.556,-0.42,-1.299,-0.042
01:39:59:41251,0.511204,0.029805,-53.093,10.242,-0.951,-0.417,-1.33,-0.044
01:39:59:61226,0.511202,0.0298213,-53.545,10.737,-0.777,-0.428,-1.339,-0.044
01:39:59:81386,0.511203,0.0298158,-52.966,10.693,-1.043,-0.428,-1.327,-0.04
01:39:59:101510,0.511206,0.0297887,-53.268,10.651,-1.132,-0.426,-1.332,-0.041
01:39:59:121501,0.511183,0.0297333,-53.359,10.158,-0.921,-0.415,-1.337,-0.045
01:39:59:141642,0.511192,0.0296599,-53.274,10.197,-1.045,-0.415,-1.334,-0.043
