Time,X,Y,Fx,Fy,Fz,Mx,My,Mz
01:43:57:257676,0.511193,-0.0124742,2.484,-2.193,1.331,0.048,0.062,0.002
01:43:57:277851,0.511195,-0.0134104,2.462,-2.03,1.443,0.04,0.068,0
01:43:57:297827,0.511193,-0.0143417,3.115,-2.069,0.855,0.059,0.073,0.003
01:43:57:317935,0.511189,-0.0152682,3.625,-1.445,0.96,0.041,0.086,0.003
01:43:57:337924,0.511183,-0.0161872,4.538,-0.329,1.129,0.006,0.11,0.006
01:43:57:357887,0.511202,-0.0171005,4.717,-0.229,0.74,0.023,0.104,0.002
01:43:57:378091,0.511191,-0.0180037,5.259,0.262,0.905,0.005,0.123,0.005
01:43:57:398199,0.511206,-0.018899,5.914,0.528,0.988,0.007,0.128,0.007
01:43:57:418195,0.51119,-0.0197822,6.497,1.892,0.349,-0.013,0.136,0.004
01:43:57:438319,0.511201,-0.0206555,7.574,1.943,0.084,0.018,0.135,0.002
01:43:57:458321,0.51121,-0.021517,8.063,2.549,-0.567,0.021,0.133,0.003
01:43:57:478429,0.511187,-0.0223632,8.859,1.926,-1.576,0.065,0.128,0.015
01:43:57:498454,0.511191,-0.0231974,9.625,2.735,-2.699,0.098,0.105,0.015
01:43:57:518545,0.511196,-0.0240164,10.605,2.57,-1.983,0.08,0.135,0.024
01:43:57:538578,0.511199,-0.0248198,11.55,3.44,-2.578,0.092,0.134,0.024
01:43:57:558697,0.511202,-0.0256065,13.002,2.924,-1.986,0.093,0.179,0.035
01:43:57:578815,0.511203,-0.0263757,13.942,3.721,-1.495,0.069,0.212,0.032
01:43:57:598806,0.511203,-0.0271266,15.331,4.557,-2.321,0.069,0.226,0.041
01:43:57:618915,0.511203,-0.027859,16.638,4.97,-2.314,0.076,0.243,0.04
01:43:57:638943,0.511203,-0.0285708,18.069,4.835,-2.708,0.104,0.259,0.047
01:43:57:659012,0.511203,-0.0292621,19.634,5.034,-3.677,0.135,0.269,0.054
01:43:57:679005,0.511203,-0.029933,21.111,4.741,-3.935,0.18,0.28,0.055
01:43:57:699196,0.511204,-0.0305807,23.121,6.281,-3.768,0.155,0.309,0.062
01:43:57:719167,0.511205,-0.0312064,23.935,6.206,-3.834,0.158,0.328,0.066
01:43:57:739298,0.511207,-0.0318107,25.92,8.061,-3.656,0.123,0.364,0.073
01:43:57:759323,0.51121,-0.0323896,27.8,7.231,-3.306,0.141,0.405,0.084
01:43:57:779433,0.511185,-0.0329413,29.648,7.74,-4.01,0.161,0.436,0.087
01:43:57:799395,0.511191,-0.0334673,32.028,7.464,-3.125,0.162,0.498,0.092
01:43:57:819526,0.511198,-0.0339698,32.729,7.476,-4.335,0.206,0.498,0.089
01:43:57:839481,0.511208,-0.03445,35.882,6.431,-3.272,0.229,0.576,0.113
01:43:57:859678,0.51119,-0.0348991,37.435,6.856,-3.918,0.236,0.603,0.118
01:43:57:879656,0.511204,-0.0353196,39.107,6.746,-3.61,0.233,0.642,0.127
01:43:57:899797,0.511191,-0.0357148,41.15,6.838,-3.644,0.255,0.677,0.142
01:43:57:919779,0.511209,-0.0360819,42.614,6.851,-3.103,0.249,0.709,0.149
01:43:57:939909,0.511202,-0.0364195,44.009,7.186,-2.893,0.234,0.747,0.163
01:43:57:960058,0.511196,-0.0367269,45.617,6.918,-2.407,0.238,0.78,0.178
01:43:57:980022,0.511194,-0.0370077,46.564,7.992,-2.384,0.221,0.8,0.183
01:43:58:40,0.511195,-0.0372585,47.925,7.084,-2.396,0.236,0.831,0.199
01:43:58:20169,0.5112,-0.0374772,49.417,8.595,-2.492,0.215,0.865,0.206
01:43:58:40175,0.511207,-0.0376734,50.391,7.221,-1.778,0.224,0.884,0.214
01:43:58:60289,0.511188,-0.037831,50.868,8.771,-2.492,0.206,0.894,0.212
01:43:58:80431,0.511203,-0.0379601,51.493,7.703,-2.342,0.236,0.903,0.222
01:43:58:100419,0.511191,-0.0380579,52.518,8.381,-2.746,0.241,0.919,0.229
01:43:58:120406,0.511183,-0.0381309,53.627,7.914,-2.649,0.262,0.949,0.233
01:43:58:140470,0.511208,-0.0381676,53.431,8.794,-3.368,0.254,0.943,0.211
01:43:58:160467,0.511207,-0.0381757,52.654,8.416,-3.59,0.279,0.921,0.199
01:43:58:180664,0.51121,-0.0381563,53.153,9.108,-3.871,0.266,0.933,0.209
01:43:58:200792,0.511187,-0.0380959,52.885,8.74,-3.724,0.274,0.925,0.201
01:43:58:220771,0.511196,-0.0380169,52.989,8.786,-3.888,0.274,0.929,0.206
01:43:58:240749,0.51121,-0.0379027,53.512,8,-3.651,0.281,0.943,0.224
01:43:58:260912,0.511197,-0.0377526,53.464,8.091,-3.544,0.279,0.956,0.217
01:43:58:281076,0.511188,-0.037575,52.005,8.607,-4.087,0.283,0.937,0.18
01:43:58:300979,0.511212,-0.0373763,50.005,9.054,-5.29,0.317,0.89,0.136
01:43:58:320974,0.511209,-0.0371389,47.89,8.824,-6.03,0.343,0.843,0.106
01:43:58:341095,0.51121,-0.0368745,46.348,9.498,-6.166,0.335,0.82,0.079
01:43:58:361280,0.511183,-0.0365781,44.703,9.559,-5.901,0.306,0.798,0.073
01:43:58:381267,0.511191,-0.0362535,41.931,10.323,-7.083,0.33,0.731,0.02
01:43:58:401392,0.5112,-0.0359028,40.384,9.919,-7.229,0.337,0.707,0.007
01:43:58:421358,0.511182,-0.0355174,38.324,11.131,-7.289,0.285,0.674,-0.006
01:43:58:441477,0.511196,-0.035114,36.32,10.207,-6.84,0.292,0.631,-0.012
01:43:58:461653,0.511184,-0.0346752,34.208,10.923,-7.338,0.279,0.593,-0.039
01:43:58:481613,0.511203,-0.0342121,31.738,11.636,-8.477,0.283,0.524,-0.063
01:43:58:501666,0.511194,-0.0337235,29.431,10.89,-8.183,0.29,0.468,-0.074
01:43:58:521764,0.511187,-0.0332066,28.831,10.422,-7.372,0.252,0.439,-0.022
01:43:58:541885,0.511182,-0.0326663,26.389,11.323,-7.793,0.238,0.394,-0.057
01:43:58:561874,0.511208,-0.0320999,24.659,11.093,-7.143,0.208,0.361,-0.061
01:43:58:582017,0.511205,-0.0315108,22.455,10.981,-7.372,0.207,0.325,-0.069
01:43:58:602035,0.511204,-0.0308967,21.555,10.106,-6.229,0.166,0.314,-0.034
01:43:58:622193,0.511203,-0.0302596,19.204,9.373,-6.211,0.169,0.291,-0.058
01:43:58:642090,0.511203,-0.0296001,17.862,9.099,-6.897,0.193,0.256,-0.079
01:43:58:662260,0.511202,-0.0289193,16.259,8.787,-7.33,0.202,0.213,-0.085
01:43:58:682268,0.511203,-0.0282173,14.975,8.436,-7.138,0.188,0.19,-0.089
01:43:58:702394,0.511203,-0.0274948,13.602,8.638,-6.551,0.159,0.163,-0.085
01:43:58:722377,0.511203,-0.0267539,12.335,8.423,-5.9,0.12,0.144,-0.079
01:43:58:742489,0.511202,-0.0259934,11.392,7.735,-5.516,0.106,0.119,-0.047
01:43:58:762525,0.511201,-0.0252153,10.211,7.589,-5.34,0.097,0.102,-0.059
01:43:58:782643,0.511198,-0.0244203,9.042,7.857,-5.577,0.097,0.077,-0.072
01:43:58:802638,0.511194,-0.0236091,8.124,7.372,-5.211,0.075,0.066,-0.057
01:43:58:822782,0.511189,-0.022782,7.177,6.883,-5.071,0.08,0.046,-0.056
01:43:58:842771,0.511184,-0.0219409,6.367,6.611,-5.052,0.08,0.021,-0.047
01:43:58:862873,0.511205,-0.021088,5.914,5.889,-4.825,0.082,0.015,-0.039
01:43:58:883013,0.511195,-0.0202206,5.111,4.162,-4.279,0.102,0.013,-0.037
01:43:58:902994,0.511183,-0.0193407,4.545,3.947,-3.669,0.069,0.017,-0.026
01:43:58:923006,0.511198,-0.0184526,3.901,3.368,-1.674,0.01,0.05,-0.013
01:43:58:943114,0.511182,-0.0175521,3.401,2.189,-1.527,0.031,0.043,-0.011
01:43:58:963253,0.511193,-0.0166449,3.031,1.653,-1.537,0.033,0.036,-0.005
01:43:58:983296,0.511201,-0.0157291,2.32,0.842,-0.952,0.017,0.046,0
01:43:59:3179,0.511207,-0.0148061,2.006,-0.316,-0.662,0.044,0.035,0.001
01:43:59:23380,0.51121,-0.0138773,1.559,-0.579,-0.36,0.038,0.031,0.006
01:43:59:43406,0.511209,-0.0129435,1.491,-1.374,-0.35,0.058,0.024,0.007
01:43:59:63489,0.511206,-0.0120055,0.901,-1.48,-0.478,0.052,0.017,0.008
01:43:59:83598,0.5112,-0.0110641,0.581,-2.154,-0.46,0.056,0.023,0.009
01:43:59:103604,0.511191,-0.0101212,0.209,-2.283,-0.269,0.056,0.013,0.005
01:43:59:123740,0.511208,-0.00917749,-0.318,-2.738,-0.257,0.074,-0.006,0.003
01:43:59:143743,0.511192,-0.00823335,-0.363,-2.479,0.07,0.064,-0.012,0.001
01:43:59:163877,0.511203,-0.00729044,-0.986,-2.242,0.295,0.054,-0.032,0.004
01:43:59:183889,0.511211,-0.0063494,-1.569,-1.76,0.445,0.038,-0.046,0
01:43:59:203995,0.511186,-0.00541137,-2.205,-1.813,0.533,0.038,-0.063,-0.004
01:43:59:223983,0.511188,-0.004446,-2.622,-1.811,0.721,0.031,-0.075,-0.004
01:43:59:244122,0.511186,-0.00354855,-2.975,-1.67,1.43,0.021,-0.089,-0.009
01:43:59:264122,0.511212,-0.00262548,-4.034,-0.962,1.103,-0.002,-0.119,-0.009
01:43:59:284218,0.511205,-0.00170951,-3.683,-1.142,1.228,0.001,-0.11,-0.006
01:43:59:304369,0.511194,-0.000801456,-4.344,-0.984,1.523,-0.005,-0.127,-0.008
01:43:59:324310,0.511211,9.83428e-05,-4.871,-0.462,2.16,-0.029,-0.15,-0.011
01:43:59:344466,0.511195,0.000987557,-5.621,-0.745,2.708,-0.023,-0.172,-0.014
01:43:59:364496,0.511207,0.00186652,-6.613,0.607,2.684,-0.066,-0.197,-0.016
01:43:59:384610,0.511187,0.00273288,-6.744,-0.106,2.972,-0.05,-0.208,-0.015
01:43:59:404533,0.511193,0.00358707,-7.731,0.324,2.777,-0.062,-0.229,-0.016
01:43:59:424730,0.511198,0.0044282,-8.912,0.417,3.348,-0.074,-0.266,-0.02
01:43:59:444839,0.5112,0.00525447,-9.922,1.054,3.514,-0.091,-0.293,-0.022
01:43:59:464830,0.511202,0.00606604,-11.037,1.263,3.142,-0.104,-0.326,-0.02
01:43:59:484856,0.5112,0.0068609,-11.385,0.872,3.594,-0.094,-0.334,-0.021
01:43:59:504982,0.511198,0.00763874,-12.65,1.059,3.361,-0.102,-0.366,-0.021
01:43:59:524920,0.511193,0.00839838,-14.159,1.402,3.7,-0.123,-0.398,-0.024
01:43:59:545094,0.51119,0.0091398,-15.665,2.962,3.167,-0.16,-0.434,-0.019
01:43:59:565030,0.511184,0.00986151,-16.789,2.916,3.109,-0.161,-0.45,-0.018
01:43:59:585204,0.511206,0.010565,-18.462,3.576,3.132,-0.185,-0.496,-0.018
01:43:59:605222,0.5112,0.0112455,-19.148,3.425,3.318,-0.188,-0.524,-0.022
01:43:59:625360,0.511192,0.0119043,-21.276,5.43,2.746,-0.24,-0.579,-0.02
01:43:59:645322,0.511184,0.0125407,-22.496,4.803,2.362,-0.22,-0.593,-0.025
01:43:59:665467,0.511206,0.0131561,-24.639,4.298,0.847,-0.183,-0.627,-0.01
01:43:59:685485,0.511199,0.0137458,-26.432,5.34,1.408,-0.235,-0.664,-0.029
01:43:59:705570,0.511191,0.0143117,-28.181,5.78,1.334,-0.25,-0.693,-0.03
01:43:59:725719,0.511185,0.0148525,-29.726,6.659,1.636,-0.288,-0.721,-0.039
01:43:59:745744,0.511209,0.0153696,-32.323,6.403,1.052,-0.274,-0.79,-0.028
01:43:59:765819,0.511204,0.0158587,-32.932,6.396,1.187,-0.267,-0.819,-0.023
01:43:59:785857,0.511201,0.0163222,-34.589,7.286,1.552,-0.329,-0.883,-0.051
01:43:59:805794,0.511198,0.0167577,-36.695,8.12,1.577,-0.348,-0.929,-0.048
01:43:59:825939,0.511197,0.0171664,-39.676,7.559,1.391,-0.335,-0.986,-0.055
01:43:59:845973,0.511198,0.0175471,-41.688,8.962,0.459,-0.362,-1.048,-0.037
01:43:59:866089,0.511199,0.0178999,-42.374,8.123,1.343,-0.372,-1.061,-0.064
01:43:59:886064,0.511204,0.0182233,-44.334,10.282,0.326,-0.407,-1.101,-0.041
01:43:59:906180,0.51121,0.0185188,-45.85,8.747,0.446,-0.376,-1.135,-0.054
01:43:59:926142,0.511188,0.0187824,-46.615,9.992,0.134,-0.409,-1.171,-0.05
01:43:59:946284,0.511199,0.0190203,-48.111,9.588,-0.24,-0.398,-1.208,-0.051
01:43:59:966280,0.511211,0.0192254,-49.529,10.472,-0.475,-0.422,-1.246,-0.044
01:43:59:986443,0.511196,0.0194008,-49.996,10.037,-1.357,-0.393,-1.268,-0.051
01:44:00:6465,0.511185,0.0195436,-50.88,10.962,-0.878,-0.442,-1.291,-0.062
01:44:00:26568,0.511205,0.0196603,-51.665,11.004,-0.915,-0.446,-1.308,-0.062
01:44:00:46581,0.511197,0.0197441,-52.028,11.126,-1.352,-0.432,-1.317,-0.067
01:44:00:66701,0.511193,0.0197988,-51.916,11.654,-1.159,-0.448,-1.314,-0.064
01:44:00:86686,0.51119,0.0198207,-52.221,11.57,-1.791,-0.441,-1.323,-0.066
01:44:00:106830,0.511191,0.0198136,-52.163,11.72,-1.261,-0.445,-1.322,-0.068
01:44:00:126773,0.511195,0.019775,-52.286,11.665,-1.231,-0.453,-1.323,-0.071
01:44:00:146938,0.511201,0.0197079,-52.366,11.998,-1.476,-0.452,-1.329,-0.07
01:44:00:166897,0.511209,0.019608,-52.454,12,-1.87,-0.444,-1.336,-0.072
01:44:00:187089,0.51119,0.019477,-52.833,12.013,-1.608,-0.447,-1.355,-0.076
01:44:00:207169,0.511204,0.0193176,-52.74,12.014,-1.744,-0.437,-1.37,-0.074
01:44:00:227197,0.51119,0.0191239,-51.719,11.456,-1.807,-0.414,-1.368,-0.065
01:44:00:247194,0.511208,0.0189048,-50.09,11.343,-2.146,-0.407,-1.345,-0.053
01:44:00:267313,0.511199,0.0186536,-47.311,10.286,-1.689,-0.396,-1.275,-0.035
01:44:00:287312,0.511192,0.0183743,-45.875,9.379,-0.851,-0.384,-1.247,-0.041
01:44:00:307462,0.511186,0.0180636,-44.033,9.032,-0.707,-0.387,-1.2,-0.039
01:44:00:327511,0.511184,0.0177251,-41.83,8.516,-0.702,-0.368,-1.149,-0.04
01:44:00:347551,0.511212,0.0173613,-39.313,8.408,-0.22,-0.371,-1.083,-0.037
01:44:00:367703,0.511183,0.0169642,-38.066,7.758,0.164,-0.357,-1.054,-0.038
01:44:00:387672,0.511184,0.0165421,-35.687,7.683,0.007,-0.346,-0.992,-0.035
01:44:00:407813,0.511188,0.0160927,-33.41,6.869,0.614,-0.325,-0.934,-0.035
01:44:00:427829,0.511192,0.0156165,-31.237,6.768,0.629,-0.314,-0.879,-0.034
01:44:00:447914,0.511197,0.0151142,-29.344,6.243,0.312,-0.296,-0.829,-0.03
01:44:00:467931,0.511203,0.0145863,-26.322,5.877,0.909,-0.281,-0.754,-0.029
01:44:00:488052,0.51121,0.014033,-24.453,4.711,0.582,-0.239,-0.703,-0.026
01:44:00:508046,0.511188,0.013453,-22.713,4.425,0.633,-0.225,-0.661,-0.025
01:44:00:528201,0.511195,0.0128516,-21.086,4.297,0.751,-0.219,-0.617,-0.024
01:44:00:548182,0.511203,0.0122261,-19.114,3.192,0.731,-0.181,-0.57,-0.024
01:44:00:568303,0.51121,0.0115787,-17.737,2.783,0.481,-0.162,-0.531,-0.021
01:44:00:588238,0.511189,0.0109071,-16.203,2.792,0.874,-0.165,-0.492,-0.021
01:44:00:608422,0.511195,0.010216,-14.713,1.369,1.248,-0.123,-0.449,-0.022
01:44:00:628390,0.511201,0.00950388,-13.303,1.541,0.73,-0.121,-0.412,-0.018
01:44:00:648561,0.511207,0.00877266,-12.058,0.486,1.626,-0.092,-0.378,-0.02
01:44:00:668675,0.511211,0.00802162,-11.026,1.193,-0.367,-0.104,-0.341,-0.012
01:44:00:688619,0.511185,0.00725129,-10.142,0.876,1.893,-0.102,-0.326,-0.013
01:44:00:708799,0.511186,0.00646482,-8.862,0.745,1.513,-0.085,-0.297,-0.01
01:44:00:728801,0.511186,0.00566158,-7.871,0.17,0.978,-0.059,-0.259,-0.008
01:44:00:748942,0.511184,0.00484268,-6.763,0.557,0.832,-0.071,-0.232,-0.006
01:44:00:769046,0.51121,0.00401006,-6.081,-0.156,1.132,-0.048,-0.208,-0.007
01:44:00:789006,0.511205,0.00316189,-5.339,-0.295,1.541,-0.046,-0.19,-0.007
01:44:00:809171,0.511197,0.00230101,-4.824,-0.215,0.953,-0.039,-0.174,-0.002
01:44:00:829161,0.511186,0.00142772,-3.989,-0.512,1.001,-0.028,-0.149,-0.002
01:44:00:849306,0.511204,0.000544154,-3.634,-0.559,0.447,-0.017,-0.133,0
01:44:00:869320,0.511188,-0.000350707,-3.068,-0.891,0.517,-0.008,-0.117,-0.001
01:44:00:889414,0.511199,-0.00125414,-2.781,-1.344,0.718,0.004,-0.102,0
01:44:00:909395,0.511208,-0.00216635,-2.252,-1.218,0.7,0.004,-0.09,0.001
01:44:00:929556,0.511184,-0.00308618,-1.764,-1.703,0.462,0.02,-0.075,0.002
01:44:00:949484,0.511188,-0.0040123,-1.329,-1.684,0.595,0.023,-0.062,0.002
01:44:00:969677,0.511187,-0.00494397,-0.617,-2.274,0.698,0.042,-0.041,0.002
01:44:00:989642,0.511184,-0.00587995,-0.315,-2.366,0.216,0.051,-0.027,0.003
01:44:01:9782,0.511207,-0.00681962,0.036,-2.582,0.225,0.058,-0.015,0.001
01:44:01:29757,0.511198,-0.00776181,0.354,-2.682,0.496,0.064,-0.006,0
01:44:01:49772,0.511186,-0.00870521,0.802,-3.418,0.457,0.085,0.003,0.003
01:44:01:69928,0.5112,-0.0096493,1.013,-3.626,0.601,0.089,0.014,0.004
01:44:01:89952,0.51121,-0.0105931,1.451,-3.533,0.766,0.088,0.026,0.003
01:44:01:110017,0.511189,-0.0115346,1.883,-3.078,0.979,0.074,0.039,0.003
01:44:01:130003,0.511193,-0.0124742,2.096,-2.879,1.463,0.065,0.049,0.002
01:44:01:150100,0.511195,-0.0134104,2.751,-2.556,1.312,0.064,0.063,0
01:44:01:170275,0.511193,-0.0143417,3.281,-2.229,0.488,0.077,0.061,0.006
01:44:01:190271,0.511189,-0.0152682,3.782,-1.547,0.922,0.047,0.085,0.008
01:44:01:210380,0.511183,-0.0161872,4.28,-0.992,1.207,0.031,0.094,0.005
01:44:01:230434,0.511202,-0.0171005,4.73,-0.423,0.465,0.037,0.095,0.003
01:44:01:250539,0.511191,-0.0180037,5.402,-0.396,0.924,0.034,0.113,0.006
01:44:01:270545,0.511206,-0.018899,5.919,0.345,0.584,0.026,0.119,0.005
01:44:01:290664,0.51119,-0.0197822,6.443,1.175,0.348,0.004,0.132,0.007
01:44:01:310635,0.511201,-0.0206555,7.608,1.544,0.073,0.033,0.127,0.004
01:44:01:330746,0.51121,-0.021517,7.944,2.16,-1.01,0.046,0.12,0.005
01:44:01:350768,0.511187,-0.0223632,9.067,1.611,-1.766,0.086,0.119,0.017
01:44:01:370902,0.511191,-0.0231974,9.472,2.37,-2.729,0.114,0.098,0.008
01:44:01:390846,0.511196,-0.0240164,10.465,2.085,-1.8,0.085,0.143,0.025
01:44:01:411011,0.511199,-0.0248198,11.528,2.769,-2.812,0.106,0.139,0.03
01:44:01:431012,0.511202,-0.0256065,12.452,2.772,-2.387,0.09,0.177,0.03
01:44:01:451157,0.511203,-0.0263757,14.087,3.679,-1.868,0.089,0.201,0.025
01:44:01:471091,0.511203,-0.0271266,15.389,4.199,-2.478,0.095,0.214,0.039
01:44:01:491223,0.511203,-0.027859,16.71,4.495,-2.528,0.1,0.232,0.042
01:44:01:511371,0.511203,-0.0285708,18.153,4.387,-2.898,0.128,0.248,0.048
01:44:01:531317,0.511203,-0.0292621,19.531,4.644,-3.627,0.159,0.255,0.052
01:44:01:551367,0.511203,-0.029933,21.146,4.394,-4.237,0.203,0.263,0.056
01:44:01:571501,0.511204,-0.0305807,22.855,5.573,-4.076,0.165,0.307,0.07
01:44:01:591628,0.511205,-0.0312064,24.237,5.601,-3.738,0.171,0.335,0.065
01:44:01:611646,0.511207,-0.0318107,25.638,7.707,-3.598,0.125,0.376,0.068
01:44:01:631623,0.51121,-0.0323896,27.559,6.673,-2.872,0.138,0.415,0.08
01:44:01:651746,0.511185,-0.0329413,29.555,7.361,-3.251,0.152,0.456,0.082
01:44:01:671751,0.511191,-0.0334673,31.463,6.799,-3.14,0.165,0.495,0.093
01:44:01:691874,0.511198,-0.0339698,33.342,7.01,-3.935,0.215,0.509,0.099
01:44:01:711876,0.511208,-0.03445,35.315,6.027,-4.072,0.256,0.54,0.108
01:44:01:731961,0.51119,-0.0348991,37.226,6.629,-4.081,0.261,0.576,0.114
01:44:01:752019,0.511204,-0.0353196,39.062,6.24,-3.88,0.268,0.617,0.126
01:44:01:772120,0.511191,-0.0357148,40.966,6.72,-4.028,0.283,0.646,0.14
01:44:01:792088,0.511209,-0.0360819,42.333,6.245,-3.547,0.283,0.677,0.15
01:44:01:812207,0.511202,-0.0364195,43.375,7.222,-3.409,0.254,0.721,0.142
01:44:01:832242,0.511196,-0.0367269,44.282,6.766,-2.854,0.236,0.763,0.174
01:44:01:852387,0.511194,-0.0370077,46.589,7.256,-2.257,0.217,0.822,0.191
01:44:01:872516,0.511195,-0.0372585,49.781,6.365,-2.011,0.251,0.879,0.231
01:44:01:892536,0.5112,-0.0374772,51.449,7.592,-2.103,0.244,0.891,0.232
01:44:01:912618,0.511207,-0.0376734,51.456,6.954,-2.554,0.272,0.852,0.198
01:44:01:932600,0.511188,-0.037831,51.297,9.129,-3.382,0.247,0.855,0.153
01:44:01:952742,0.511203,-0.0379601,52.216,7.799,-2.762,0.268,0.871,0.167
01:44:01:972700,0.511191,-0.0380579,52.727,8.61,-3.806,0.283,0.879,0.171
01:44:01:992874,0.511183,-0.0381309,53.609,7.934,-3.779,0.314,0.895,0.175
01:44:02:12865,0.511208,-0.0381676,53.575,9.353,-4.699,0.297,0.9,0.166
01:44:02:32997,0.511207,-0.0381757,52.625,8.552,-4.446,0.324,0.873,0.141
01:44:02:52980,0.51121,-0.0381563,53.176,9.296,-4.529,0.313,0.885,0.152
01:44:02:73107,0.511187,-0.0380959,53.176,8.816,-4.525,0.321,0.885,0.159
01:44:02:93114,0.511196,-0.0380169,53.16,9.001,-4.472,0.32,0.887,0.154
01:44:02:113240,0.51121,-0.0379027,53.561,8.276,-4.775,0.33,0.898,0.175
01:44:02:133179,0.511197,-0.0377526,53.67,8.511,-4.838,0.326,0.914,0.173
01:44:02:153344,0.511188,-0.037575,52.051,8.768,-5.258,0.334,0.897,0.136
01:44:02:173338,0.511212,-0.0373763,50.231,9.149,-6.394,0.368,0.855,0.106
01:44:02:193496,0.511209,-0.0371389,49.166,8.62,-6.395,0.383,0.829,0.121
01:44:02:213476,0.51121,-0.0368745,48.27,8.012,-5.526,0.342,0.856,0.138
01:44:02:233604,0.511183,-0.0365781,43.641,10.023,-6.536,0.313,0.794,0.049
01:44:02:253538,0.511191,-0.0362535,40.787,10.391,-7.972,0.342,0.7,-0.003
01:44:02:273720,0.5112,-0.0359028,40.731,9.861,-7.447,0.347,0.695,0.023
01:44:02:293859,0.511182,-0.0355174,38.826,10.131,-6.792,0.298,0.651,0.03
01:44:02:313833,0.511196,-0.035114,36.671,10.062,-7.23,0.312,0.607,0.005
01:44:02:333856,0.511184,-0.0346752,34.721,10.544,-7.561,0.3,0.579,-0.028
01:44:02:353922,0.511203,-0.0342121,32.212,11.403,-8.621,0.309,0.517,-0.058
01:44:02:374087,0.511194,-0.0337235,30.213,10.664,-7.576,0.279,0.489,-0.056
01:44:02:394069,0.511187,-0.0332066,28.39,11.115,-7.416,0.247,0.453,-0.063
01:44:02:414048,0.511182,-0.0326663,26.19,11.768,-7.314,0.211,0.413,-0.067
01:44:02:434215,0.511208,-0.0320999,24.464,11.551,-6.973,0.189,0.386,-0.072
01:44:02:454318,0.511205,-0.0315108,22.176,11.245,-7.479,0.2,0.335,-0.092
01:44:02:474365,0.511204,-0.0308967,21.574,10.042,-6.055,0.159,0.316,-0.03
01:44:02:494339,0.511203,-0.0302596,19.319,10.291,-6.575,0.169,0.271,-0.057
01:44:02:514461,0.511203,-0.0296001,17.954,9.549,-7.527,0.209,0.241,-0.088
01:44:02:534581,0.511202,-0.0289193,16.132,9.439,-7.252,0.208,0.196,-0.098
01:44:02:554578,0.511203,-0.0282173,15.142,8.579,-7.349,0.198,0.173,-0.085
01:44:02:574715,0.511203,-0.0274948,13.652,9.189,-6.791,0.168,0.15,-0.092
01:44:02:594711,0.511203,-0.0267539,12.677,8.856,-6.053,0.118,0.138,-0.069
01:44:02:614846,0.511202,-0.0259934,11.409,7.936,-5.269,0.088,0.139,-0.053
01:44:02:634826,0.511201,-0.0252153,10.362,7.71,-5.267,0.085,0.116,-0.056
01:44:02:654950,0.511198,-0.0244203,9.079,7.996,-5.394,0.084,0.092,-0.072
01:44:02:674963,0.511194,-0.0236091,8.128,7.803,-5.597,0.068,0.059,-0.047
01:44:02:695083,0.511189,-0.022782,7.182,7.227,-5.076,0.072,0.047,-0.055
01:44:02:715100,0.511184,-0.0219409,6.735,6.551,-4.993,0.067,0.037,-0.037
01:44:02:735192,0.511205,-0.021088,5.676,6.044,-4.716,0.065,0.025,-0.039
01:44:02:755194,0.511195,-0.0202206,5.206,4.248,-4.245,0.092,0.021,-0.036
01:44:02:775310,0.511183,-0.0193407,4.444,4.252,-3.7,0.064,0.016,-0.026
01:44:02:795458,0.511198,-0.0184526,3.918,3.556,-1.782,0.002,0.053,-0.012
01:44:02:815442,0.511182,-0.0175521,3.363,2.249,-1.533,0.023,0.047,-0.011
01:44:02:835574,0.511193,-0.0166449,3.033,1.772,-1.376,0.024,0.04,-0.005
01:44:02:855503,0.511201,-0.0157291,2.446,1.078,-0.863,0.009,0.051,0
01:44:02:875705,0.511207,-0.0148061,1.977,0.077,-0.853,0.037,0.033,0.001
01:44:02:895690,0.51121,-0.0138773,1.719,-0.443,-0.716,0.038,0.03,0.007
01:44:02:915831,0.511209,-0.0129435,1.415,-1.243,-0.424,0.046,0.032,0.008
01:44:02:935833,0.511206,-0.0120055,0.833,-1.373,-0.406,0.043,0.023,0.009
01:44:02:955945,0.5112,-0.0110641,0.55,-2.16,-0.428,0.054,0.022,0.007
01:44:02:975949,0.511191,-0.0101212,-0.017,-1.985,-0.426,0.048,0.008,0.004
01:44:02:996108,0.511208,-0.00917749,-0.29,-2.712,-0.389,0.07,-0.005,0.005
