Time,X,Y,Fx,Fy,Fz,Mx,My,Mz,Potentiometer_bit,handle_disp
02:08:55:593656,0.374037,0,-0.022,-0.023,0.268,0,0,-0.005,514,0
02:08:55:598792,0.374037,0,-0.041,-0.043,0.474,-0.002,0,-0.006,514,0
02:08:55:603794,0.374037,0,-0.026,-0.036,0.434,-0.002,0,-0.005,514,0
02:08:55:608917,0.374037,0.000165758,-0.007,-0.008,0.216,-0.002,0,-0.003,514,0
02:08:55:613892,0.374034,0.000316368,-0.014,0.008,0.074,-0.001,0,-0.002,514,0
02:08:55:619028,0.374034,0.000510265,-0.037,0.019,-0.036,0,0,-0.001,514,0
02:08:55:624011,0.374034,0.000746,-0.029,0.027,-0.043,0,0,0,514,0
02:08:55:629183,0.374032,0.00102216,-0.002,0.039,-0.021,0.001,0,0,514,0
02:08:55:634293,0.374031,0.00134642,0.047,0.058,0.013,0.001,0,0,514,0
02:08:55:639282,0.374075,0.00170736,0.069,0.06,0.018,0.001,0,0,514,0
02:08:55:644299,0.374071,0.00210321,0.077,0.04,-0.021,0.001,0,0,514,0
02:08:55:649411,0.374066,0.00253257,0.071,0.021,-0.074,0,0,0,514,0
02:08:55:654442,0.374062,0.00299404,0.054,0.02,-0.136,0,0.001,0.004,514,0
02:08:55:659567,0.374053,0.00348612,0.035,0.046,-0.122,0,0.002,0.005,514,0
02:08:55:664541,0.374044,0.00401404,-0.003,0.07,-0.016,0.001,0,-0.005,514,0
02:08:55:669640,0.374034,0.00456881,-0.026,0.034,0.058,0,-0.001,-0.019,514,0
02:08:55:674639,0.374067,0.00514963,-0.016,-0.064,0.086,-0.007,-0.005,-0.031,514,0
02:08:55:679785,0.374051,0.0057538,0.037,-0.053,0.056,-0.01,-0.004,-0.021,514,0
02:08:55:684769,0.374035,0.00638089,0.173,0.259,0.014,0,0.005,0.015,514,0
02:08:55:689916,0.374061,0.00702984,0.258,0.647,0.012,0.018,0.015,0.036,514,0
02:08:55:695038,0.374036,0.00770259,0.291,1.242,0.023,0.049,0.02,0.037,514,0
02:08:55:701970,0.374058,0.00839459,0.103,1.636,0.048,0.054,0.002,0.009,514,0
02:08:55:706396,0.374074,0.00910331,-0.038,1.72,0.08,0.048,-0.008,0.015,514,0
02:08:55:711411,0.374043,0.00982653,-0.16,1.825,0.112,0.048,-0.012,0.036,514,0
02:08:55:716534,0.374056,0.0105659,-0.249,2.017,0.117,0.067,-0.01,0.065,514,0
02:08:55:721412,0.374063,0.0113183,-0.239,2.071,0.09,0.082,-0.01,0.061,514,0
02:08:55:726515,0.374068,0.0120861,-0.164,1.925,0.033,0.083,-0.016,0.033,514,0
