Time,X,Y,Fx,Fy,Fz,Mx,My,Mz,Potentiometer_bit,handle_disp
18:12:57:308124,0.374037,0,0.032,0.247,-0.113,0.024,0,0.008,513,-5.8651e-05
18:12:57:313051,0.374037,0,0.06,0.216,-0.222,0.025,0,0.008,513,-5.8651e-05
18:12:57:318042,0.374037,0,0.071,0.224,-0.16,0.025,0.001,0.007,513,-5.8651e-05
18:12:57:323180,0.374034,0.000247745,0.058,0.251,-0.014,0.025,0.001,0.005,513,-5.8651e-05
18:12:57:328184,0.374034,0.000520263,0.023,0.273,0.136,0.024,0.001,0.003,513,-5.8651e-05
18:12:57:333288,0.374033,0.000891863,0,0.26,0.128,0.023,0.001,0.003,513,-5.8651e-05
18:12:57:338302,0.374031,0.00136253,-0.014,0.217,0.045,0.022,0,0.004,513,-5.8651e-05
18:12:57:343430,0.374074,0.00193247,-0.008,0.193,0.017,0.022,0,0.004,513,-5.8651e-05
18:12:57:348444,0.374066,0.00260133,0.017,0.183,0.032,0.022,0,0.003,513,-5.8651e-05
18:12:57:353553,0.374054,0.00337123,0.032,0.189,0.047,0.022,0.001,0.002,513,-5.8651e-05
18:12:57:358565,0.374041,0.00424089,0.037,0.202,0.035,0.022,0.001,0,513,-5.8651e-05
18:12:57:363582,0.374066,0.00521034,0.028,0.214,0.009,0.022,0.001,0.002,513,-5.8651e-05
18:12:57:368706,0.374037,0.006278,0.009,0.263,-0.007,0.024,0.001,0.011,513,-5.8651e-05
18:12:57:373828,0.374045,0.00744526,0,0.313,0.024,0.027,0.001,0.014,514,0
18:12:57:378811,0.374045,0.00871151,-0.008,0.33,0.104,0.029,0,-0.001,514,0
18:12:57:383806,0.374033,0.0100758,-0.005,0.263,0.104,0.026,-0.003,-0.024,514,0
18:12:57:388937,0.374051,0.0115411,0.039,0.154,-0.047,0.014,-0.006,-0.037,514,0
18:12:57:393956,0.374057,0.0130948,0.121,0.239,-0.184,0.009,-0.004,-0.017,514,0
18:12:57:399059,0.374054,0.0145912,0.335,0.809,-0.23,0.026,0.008,0.031,515,5.8651e-05
18:12:57:404085,0.374046,0.0159906,0.574,1.783,-0.046,0.069,0.025,0.045,515,5.8651e-05
18:12:57:409187,0.37404,0.0172932,0.658,2.47,0.066,0.098,0.033,0.037,516,0.000117302
18:12:57:414418,0.374074,0.0185607,0.559,3.388,0.012,0.129,0.031,0.048,516,0.000117302
18:12:57:419547,0.374046,0.0199108,0.333,3.923,-0.144,0.147,0.017,0.081,516,0.000117302
18:12:57:424539,0.374047,0.0213608,-0.15,4.587,-0.335,0.178,-0.016,0.126,517,0.000175953
18:12:57:429571,0.374074,0.0229134,-0.469,4.849,-0.343,0.193,-0.042,0.128,517,0.000175953
18:12:57:434682,0.374034,0.0245608,-0.749,4.838,-0.21,0.189,-0.067,0.098,517,0.000175953
18:12:57:439684,0.374058,0.0263107,-0.721,4.59,-0.095,0.168,-0.065,0.082,517,0.000175953
18:12:57:444810,0.374059,0.028158,-0.386,4.052,0.013,0.135,-0.04,0.079,517,0.000175953
18:12:57:449816,0.374074,0.0301052,-0.088,3.691,0.006,0.124,-0.019,0.079,514,0
18:12:57:454946,0.37406,0.0321492,0.221,3.261,-0.12,0.117,0.003,0.073,508,-0.000351906
18:12:57:459945,0.374057,0.0342922,0.27,3.073,-0.214,0.113,0.013,0.075,508,-0.000351906
18:12:57:465072,0.374061,0.0365359,0.163,2.843,-0.217,0.104,0.024,0.092,501,-0.000762463
18:12:57:470059,0.37407,0.0388816,-0.022,2.361,-0.053,0.095,0.023,0.091,499,-0.000879765
18:12:57:475209,0.374036,0.0413178,-0.142,1.735,0.043,0.085,0.015,0.059,499,-0.000879765
18:12:57:480191,0.374057,0.0438154,-0.275,0.335,0.043,0.054,-0.002,-0.02,501,-0.000762463
18:12:57:485313,0.37405,0.0463065,-0.288,-0.752,-0.027,0.019,-0.012,-0.068,501,-0.000762463
18:12:57:490291,0.374061,0.0488042,-0.131,-2.151,-0.086,-0.037,-0.021,-0.098,510,-0.000234604
18:12:57:495424,0.374043,0.0512949,0.086,-2.636,-0.029,-0.061,-0.024,-0.095,527,0.000762463
18:12:57:500437,0.374043,0.0537892,0.574,-2.488,0.161,-0.061,-0.009,-0.079,527,0.000762463
18:12:57:505572,0.374061,0.0562836,1.053,-1.941,0.273,-0.05,0.022,-0.069,552,0.00222874
18:12:57:510550,0.37405,0.0587791,1.951,-0.791,0.347,-0.037,0.096,-0.046,581,0.00392962
18:12:57:515565,0.374059,0.0612716,2.405,0.141,0.365,-0.026,0.136,-0.019,581,0.00392962
