Time,FT1,FT2,X,Y,Z
14:03:31:635360,0,0,-0.125,0.465,0.01
14:03:31:640472,0,0,-0.125,0.465048,0.01
14:03:31:645602,0,0,-0.125007,0.465053,0.01
14:03:31:650498,0,0,-0.125007,0.465059,0.01
14:03:31:655581,0,0,-0.125007,0.465059,0.01
14:03:31:660767,0,0,-0.125007,0.465064,0.01
14:03:31:665859,0,0,-0.125007,0.465064,0.01
14:03:31:670830,0,0,-0.125007,0.465064,0.01
14:03:31:675848,0,0,-0.125007,0.465064,0.01
14:03:31:681012,0,0,-0.125007,0.465064,0.01
14:03:31:685956,0,0,-0.125007,0.465064,0.01
14:03:31:691114,0,0,-0.125007,0.465064,0.01
14:03:31:696096,0,0,-0.125007,0.46507,0.01
14:03:31:701254,0,0,-0.125007,0.46507,0.01
14:03:31:706219,0,0,-0.125011,0.46507,0.01
14:03:31:711351,0,0,-0.125007,0.46507,0.01
14:03:31:716506,0,0,-0.125007,0.46507,0.01
14:03:31:721468,0,0,-0.125007,0.465075,0.01
14:03:31:726474,0,0,-0.125011,0.465075,0.01
14:03:31:731611,0,0,-0.125011,0.465075,0.01
14:03:31:736587,0,0,-0.125011,0.46508,0.01
14:03:31:741710,0,0,-0.125011,0.46508,0.01
14:03:31:746707,0,0,-0.125011,0.46508,0.01
14:03:31:751841,0,0,-0.125011,0.46508,0.01
14:03:31:756856,0,0,-0.125011,0.46508,0.01
14:03:31:761956,0,0,-0.125011,0.465076,0.01
14:03:31:767105,0,0,-0.125011,0.465076,0.01
14:03:31:772077,0,0,-0.125011,0.465082,0.01
14:03:31:777085,0,0,-0.125011,0.465082,0.01
14:03:31:782205,0,0,-0.125011,0.465082,0.01
14:03:31:787200,0,0,-0.125011,0.465082,0.01
14:03:31:792334,0,0,-0.125011,0.465082,0.01
14:03:31:797489,0,0,-0.125011,0.465082,0.01
14:03:31:802470,0,0,-0.125011,0.465082,0.01
14:03:31:807478,0,0,-0.125011,0.465082,0.01
14:03:31:812521,0,0,-0.125011,0.465086,0.01
14:03:31:817639,0,0,-0.125011,0.465086,0.01
