-0.120000,0.299140,0.275610,-90.000000,-68.198662,90.000000,1.000000,1,0.500000,0.500000,0.000000,0,0.000000,0.000000,0.000000,0.000000
-0.135000,0.305140,0.275610,-90.000000,-56.599327,90.000008,1.000000,1,0.500000,0.500000,0.000000,0,0.000000,0.000000,0.000000,0.000000
-0.159000,0.329140,0.275610,-90.000008,0.000031,90.000008,1.000000,1,0.500000,0.500000,0.000000,0,0.000000,0.000000,0.000000,0.000000
-0.144000,0.344140,0.275610,-90.000000,0.000027,-90.000000,1.000000,1,0.500000,0.500000,0.000000,0,0.000000,0.000000,0.000000,0.000000
-0.159000,0.359140,0.275610,-90.000000,0.000027,90.000000,1.000000,1,0.500000,0.500000,0.000000,0,0.000000,0.000000,0.000000,0.000000
-0.144000,0.374140,0.275610,-90.000000,0.000027,-90.000000,1.000000,1,0.500000,0.500000,0.000000,0,0.000000,0.000000,0.000000,0.000000
-0.159000,0.389140,0.275610,-90.000000,0.000027,90.000000,1.000000,1,0.500000,0.500000,0.000000,0,0.000000,0.000000,0.000000,0.000000
-0.144000,0.404140,0.275610,-90.000000,0.000027,-90.000000,1.000000,1,0.500000,0.500000,0.000000,0,0.000000,0.000000,0.000000,0.000000
-0.159000,0.419140,0.275610,-90.000000,0.000027,90.000000,1.000000,1,0.500000,0.500000,0.000000,0,0.000000,0.000000,0.000000,0.000000
-0.144000,0.434140,0.275610,-90.000000,0.000027,-90.000000,1.000000,1,0.500000,0.500000,0.000000,0,0.000000,0.000000,0.000000,0.000000
-0.159000,0.449140,0.275610,-90.000000,0.000014,90.000000,1.000000,1,0.500000,0.500000,0.000000,0,0.000000,0.000000,0.000000,0.000000
-0.135000,0.473140,0.275610,-89.999992,56.599266,89.999992,1.000000,1,0.500000,0.500000,0.000000,0,0.000000,0.000000,0.000000,0.000000
-0.120000,0.479140,0.275610,-90.000015,68.198563,90.000015,1.000000,1,0.500000,0.500000,0.000000,0,0.000000,0.000000,0.000000,0.000000
