Time,FT1,FT2,X,Y,Z
20:45:42:370724,0,0,-0.125,0.465,0.01
20:45:42:375723,0,0,-0.125,0.465032,0.01
20:45:42:380848,0,0,-0.125,0.465037,0.01
20:45:42:385880,0,0,-0.125,0.465038,0.01
20:45:42:390995,0,0,-0.125,0.465043,0.01
20:45:42:395975,0,0,-0.125,0.465049,0.01
20:45:42:401136,0,0,-0.125,0.465049,0.01
20:45:42:406103,0,0,-0.125,0.465049,0.01
20:45:42:411095,0,0,-0.125,0.46505,0.01
20:45:42:416253,0,0,-0.125,0.46505,0.01
20:45:42:421239,0,0,-0.125,0.465055,0.01
20:45:42:426353,0,0,-0.125,0.465055,0.01
20:45:42:431345,0,0,-0.125,0.465055,0.01
20:45:42:436360,0,0,-0.125,0.465055,0.01
20:45:42:441473,0,0,-0.125,0.465055,0.01
20:45:42:446552,0,0,-0.125,0.465055,0.01
20:45:42:451596,0,0,-0.125,0.465055,0.01
20:45:42:456603,0,0,-0.125,0.465055,0.01
20:45:42:461747,0,0,-0.125,0.46506,0.01
20:45:42:466759,0,0,-0.125,0.46506,0.01
20:45:42:471863,0,0,-0.125,0.46506,0.01
20:45:42:476753,0,0,-0.125,0.46506,0.01
20:45:42:481974,0,0,-0.125,0.46506,0.01
20:45:42:486970,0,0,-0.125,0.465061,0.01
20:45:42:492110,0,0,-0.125,0.465061,0.01
20:45:42:497009,0,0,-0.125,0.465061,0.01
20:45:42:502224,0,0,-0.125,0.465061,0.01
20:45:42:507221,0,0,-0.125,0.465061,0.01
20:45:42:512350,0,0,-0.125,0.465062,0.01
20:45:42:517349,0,0,-0.125,0.465062,0.01
20:45:42:522488,0,0,-0.125,0.465062,0.01
20:45:42:527472,0,0,-0.125,0.465062,0.01
20:45:42:532605,0,0,-0.125,0.465062,0.01
20:45:42:537651,0,0,-0.125,0.465062,0.01
20:45:42:542728,0,0,-0.125,0.465062,0.01
20:45:42:547726,0,0,-0.125,0.465062,0.01
20:45:42:552742,0,0,-0.125,0.465062,0.01
20:45:42:557878,0,0,-0.125,0.465062,0.01
20:45:42:562975,0,0,-0.125,0.465062,0.01
20:45:42:567991,0,0,-0.125,0.465067,0.01
20:45:42:572993,0,0,-0.125,0.465067,0.01
20:45:42:578103,0,0,-0.125,0.465067,0.01
20:45:42:583113,0,0,-0.125,0.465067,0.01
20:45:42:588229,0,0,-0.125,0.465067,0.01
20:45:42:593234,0,0,-0.125,0.465067,0.01
20:45:42:598367,0,0,-0.125,0.465067,0.01
20:45:42:603348,0,0,-0.125,0.465067,0.01
20:45:42:608475,0,0,-0.125,0.465067,0.01
20:45:42:613491,-0.067,-0.058,-0.125,0.465067,0.01
20:45:42:618600,0.024,-0.003,-0.125,0.465067,0.01
20:45:42:623597,0.052,0.018,-0.125,0.465067,0.01
20:45:42:628730,0.068,0.063,-0.125,0.465067,0.01
20:45:42:633618,0.062,0.085,-0.125,0.465067,0.01
20:45:42:638722,0.034,0.085,-0.125,0.465067,0.01
20:45:42:643853,0.006,0.062,-0.125,0.465067,0.01
20:45:42:648990,-0.033,0.021,-0.125,0.465067,0.01
20:45:42:653995,-0.044,0.001,-0.125,0.465067,0.01
20:45:42:658994,-0.03,-0.01,-0.125,0.465067,0.01
20:45:42:664104,0.001,0.002,-0.125,0.465067,0.01
20:45:42:669118,0.022,0.023,-0.125,0.465067,0.01
20:45:42:674230,0.042,0.054,-0.125,0.465067,0.01
20:45:42:679225,0.045,0.057,-0.125,0.465067,0.01
20:45:42:684350,0.026,0.029,-0.125,0.465067,0.01
20:45:42:689353,0.002,0.01,-0.125,0.465067,0.01
20:45:42:694498,-0.035,0.012,-0.125,0.465067,0.01
20:45:42:699475,-0.048,0.027,-0.125,0.465067,0.01
20:45:42:704604,-0.042,0.028,-0.125,0.465067,0.01
20:45:42:709619,-0.025,0.005,-0.125,0.465067,0.01
20:45:42:714743,0.001,-0.031,-0.125,0.465068,0.01
20:45:42:719878,0.008,-0.037,-0.125,0.465068,0.01
20:45:42:724854,-0.005,-0.018,-0.125,0.465068,0.01
20:45:42:729871,-0.022,-0.009,-0.125,0.465068,0.01
20:45:42:735007,-0.035,-0.02,-0.125,0.465068,0.01
20:45:42:739998,-0.026,-0.03,-0.125,0.465068,0.01
20:45:42:745103,0,-0.016,-0.125,0.465068,0.01
20:45:42:750108,0.026,0.026,-0.125,0.465068,0.01
20:45:42:755099,0.042,0.046,-0.125,0.465068,0.01
20:45:42:760227,0.068,0.035,-0.125,0.465068,0.01
20:45:42:765226,0.078,0.01,-0.125,0.465068,0.01
20:45:42:770365,0.069,-0.009,-0.125,0.465068,0.01
20:45:42:775358,0.051,0.004,-0.125,0.465068,0.01
20:45:42:780474,0.03,0.045,-0.125,0.465068,0.01
20:45:42:785476,0.02,0.059,-0.125,0.465068,0.01
20:45:42:790599,-0.001,0.045,-0.125,0.465068,0.01
20:45:42:795599,-0.014,0.026,-0.125,0.465072,0.01
20:45:42:800614,-0.008,0.01,-0.125,0.465072,0.01
20:45:42:805735,0.009,0.007,-0.125,0.465072,0.01
20:45:42:810756,0.026,0.01,-0.125007,0.465072,0.01
20:45:42:815854,0.021,0.018,-0.125007,0.465072,0.01
20:45:42:820746,0.003,0.024,-0.125007,0.465072,0.01
20:45:42:826012,-0.006,0.009,-0.125007,0.465072,0.01
20:45:42:830975,-0.021,-0.047,-0.125007,0.465072,0.01
20:45:42:836101,-0.038,-0.09,-0.125007,0.465072,0.01
20:45:42:841099,-0.038,-0.081,-0.125007,0.465072,0.01
20:45:42:846223,-0.011,-0.023,-0.125007,0.465072,0.01
20:45:42:851227,0.018,0.01,-0.125007,0.465072,0.01
20:45:42:856348,0.052,0.013,-0.125007,0.465072,0.01
20:45:42:861354,0.052,-0.004,-0.125007,0.465072,0.01
20:45:42:866371,0.021,-0.011,-0.125007,0.465072,0.01
20:45:42:871492,-0.003,0.01,-0.125007,0.465072,0.01
20:45:42:876614,-0.013,0.048,-0.125007,0.465072,0.01
20:45:42:881615,0.002,0.045,-0.125007,0.465072,0.01
20:45:42:886738,0.032,-0.009,-0.125007,0.465072,0.01
20:45:42:891813,0.037,-0.051,-0.125007,0.465072,0.01
20:45:42:896857,0.024,-0.068,-0.125007,0.465072,0.01
20:45:42:901865,0.019,-0.044,-0.125007,0.465072,0.01
20:45:42:906860,0.026,-0.002,-0.125007,0.465072,0.01
20:45:42:911991,0.018,0.002,-0.125007,0.465072,0.01
20:45:42:916984,-0.044,-0.029,-0.125007,0.465072,0.01
20:45:42:922111,-0.122,-0.061,-0.125007,0.465072,0.01
20:45:42:927101,-0.132,-0.062,-0.125007,0.465072,0.01
20:45:42:932234,-0.065,-0.039,-0.125007,0.465072,0.01
20:45:42:937358,-0.001,-0.025,-0.125007,0.465072,0.01
20:45:42:942363,0.047,-0.023,-0.125007,0.465072,0.01
20:45:42:947479,0.034,-0.027,-0.125007,0.465072,0.01
20:45:42:952487,-0.03,-0.021,-0.125007,0.465072,0.01
20:45:42:957477,-0.084,-0.011,-0.125007,0.465072,0.01
20:45:42:962618,-0.138,-0.004,-0.125007,0.465072,0.01
20:45:42:967730,-0.13,-0.003,-0.125007,0.465072,0.01
20:45:42:972734,-0.053,0.01,-0.125007,0.465072,0.01
20:45:42:977856,0.001,0.024,-0.125007,0.465072,0.01
20:45:42:982859,0.021,0.014,-0.125007,0.465072,0.01
20:45:42:987978,-0.003,-0.019,-0.125007,0.465072,0.01
20:45:42:992996,-0.037,-0.064,-0.125007,0.465072,0.01
20:45:42:997977,-0.034,-0.055,-0.125007,0.465072,0.01
20:45:43:3113,-0.018,0.001,-0.125007,0.465072,0.01
20:45:43:8253,-0.049,0.036,-0.125007,0.465072,0.01
20:45:43:13229,-0.1,0.027,-0.125007,0.465072,0.01
20:45:43:18136,-0.167,0.001,-0.125007,0.465072,0.01
20:45:43:23352,-0.169,-0.002,-0.125007,0.465072,0.01
20:45:43:28475,-0.09,0.01,-0.125007,0.465072,0.01
20:45:43:33491,-0.016,0.012,-0.125007,0.465072,0.01
20:45:43:38475,0.046,-0.012,-0.125007,0.465072,0.01
20:45:43:43604,0.035,-0.035,-0.125007,0.465072,0.01
20:45:43:48753,-0.022,-0.046,-0.125007,0.465072,0.01
20:45:43:53748,-0.052,-0.031,-0.125007,0.465072,0.01
20:45:43:58731,-0.052,0.004,-0.125007,0.465072,0.01
20:45:43:63856,-0.031,0.022,-0.125007,0.465072,0.01
20:45:43:68878,-0.006,0.039,-0.125007,0.465072,0.01
20:45:43:73993,-0.009,0.05,-0.125007,0.465072,0.01
20:45:43:78977,-0.034,0.059,-0.125007,0.465073,0.01
20:45:43:84102,-0.046,0.035,-0.125007,0.465073,0.01
20:45:43:89116,-0.034,0,-0.125007,0.465073,0.01
20:45:43:94226,0,-0.052,-0.125007,0.465073,0.01
20:45:43:99227,0.016,-0.06,-0.125007,0.465073,0.01
20:45:43:104232,0.01,-0.029,-0.125007,0.465073,0.01
20:45:43:109357,-0.011,-0.004,-0.125007,0.465073,0.01
20:45:43:114494,-0.043,0.004,-0.125007,0.465078,0.01
20:45:43:119483,-0.048,-0.006,-0.125007,0.465079,0.01
20:45:43:124626,-0.027,-0.027,-0.125007,0.465079,0.01
20:45:43:129622,-0.012,-0.04,-0.125007,0.465079,0.01
20:45:43:134743,-0.015,-0.062,-0.125007,0.465079,0.01
20:45:43:139742,-0.027,-0.07,-0.125007,0.465079,0.01
20:45:43:144640,-0.033,-0.052,-0.125007,0.465079,0.01
20:45:43:149862,-0.022,-0.021,-0.125007,0.465079,0.01
20:45:43:154988,0.004,0.022,-0.125007,0.465079,0.01
20:45:43:159990,0.017,0.028,-0.125007,0.465079,0.01
20:45:43:164988,0.021,0.006,-0.125007,0.465079,0.01
20:45:43:170114,0.015,-0.001,-0.125007,0.46508,0.01
20:45:43:175230,0.015,0.017,-0.125007,0.46508,0.01
20:45:43:180234,0.016,0.059,-0.125007,0.46508,0.01
20:45:43:185232,0.008,0.07,-0.125007,0.465081,0.01
20:45:43:190361,-0.016,0.041,-0.125007,0.465081,0.01
20:45:43:195353,-0.027,0.003,-0.125007,0.465081,0.01
20:45:43:200488,-0.011,-0.049,-0.125007,0.465086,0.01
20:45:43:205498,0.008,-0.074,-0.125007,0.465086,0.01
20:45:43:210605,0.009,-0.096,-0.125007,0.465086,0.01
20:45:43:215603,-0.01,-0.092,-0.125007,0.465086,0.01
20:45:43:220753,-0.026,-0.048,-0.125007,0.465086,0.01
20:45:43:225733,-0.012,-0.006,-0.125007,0.465086,0.01
20:45:43:230854,0.016,0.027,-0.125007,0.465086,0.01
20:45:43:235992,0.019,0.016,-0.125007,0.465087,0.01
20:45:43:240976,-0.001,-0.017,-0.125007,0.465087,0.01
20:45:43:245999,-0.012,-0.023,-0.125007,0.465087,0.01
20:45:43:251110,-0.009,0.003,-0.125007,0.465087,0.01
20:45:43:256121,-0.005,0.025,-0.125007,0.465092,0.01
20:45:43:261246,-0.014,0.012,-0.125007,0.465092,0.01
20:45:43:266234,-0.036,-0.035,-0.125007,0.465092,0.01
20:45:43:271353,-0.042,-0.055,-0.125007,0.465093,0.01
20:45:43:276355,-0.015,-0.04,-0.125007,0.465093,0.01
20:45:43:281480,0.02,-0.01,-0.125007,0.465093,0.01
20:45:43:286481,0.059,0.023,-0.125007,0.465093,0.01
20:45:43:291608,0.05,0.024,-0.125007,0.465093,0.01
20:45:43:296616,-0.014,0,-0.125007,0.465093,0.01
20:45:43:301606,-0.063,-0.011,-0.125007,0.465093,0.01
20:45:43:306731,-0.086,-0.001,-0.125007,0.465093,0.01
20:45:43:311730,-0.063,0.021,-0.125007,0.465093,0.01
20:45:43:316858,-0.017,0.047,-0.125007,0.465093,0.01
20:45:43:321878,-0.005,0.046,-0.125007,0.465093,0.01
20:45:43:326997,-0.017,0.032,-0.125007,0.465094,0.01
20:45:43:332127,-0.022,0.037,-0.125007,0.465094,0.01
20:45:43:337126,-0.009,0.049,-0.125007,0.465099,0.01
20:45:43:342238,0.011,0.05,-0.125007,0.465099,0.01
20:45:43:347238,0.01,0.036,-0.125007,0.465099,0.01
20:45:43:352253,-0.02,0.011,-0.125007,0.465099,0.01
20:45:43:357362,-0.045,0,-0.125007,0.465099,0.01
20:45:43:362363,-0.06,-0.015,-0.125007,0.465099,0.01
20:45:43:367487,-0.047,-0.027,-0.125007,0.4651,0.01
20:45:43:372648,-0.013,-0.036,-0.125007,0.4651,0.01
20:45:43:377626,0,-0.029,-0.125007,0.4651,0.01
20:45:43:382614,-0.015,-0.014,-0.125007,0.4651,0.01
20:45:43:387733,-0.039,-0.01,-0.125007,0.4651,0.01
20:45:43:392737,-0.058,0,-0.125007,0.4651,0.01
20:45:43:397862,-0.042,0.017,-0.125007,0.4651,0.01
20:45:43:402862,0.013,0.037,-0.125007,0.465105,0.01
20:45:43:408237,0.051,0.011,-0.125007,0.465106,0.01
20:45:43:413003,0.051,-0.02,-0.125007,0.465106,0.01
20:45:43:418113,0.028,-0.03,-0.125007,0.465106,0.01
20:45:43:423233,0.01,-0.003,-0.125007,0.465111,0.01
20:45:43:428237,-0.018,0.038,-0.125007,0.465112,0.01
20:45:43:433382,-0.037,0.03,-0.125007,0.465117,0.01
20:45:43:438363,-0.051,-0.026,-0.125007,0.465117,0.01
20:45:43:443358,-0.048,-0.054,-0.125007,0.465117,0.01
20:45:43:448488,-0.043,-0.039,-0.125007,0.465122,0.01
20:45:43:453488,-0.053,-0.006,-0.125007,0.465122,0.01
20:45:43:458609,-0.079,0.024,-0.125011,0.465127,0.01
20:45:43:463731,-0.085,0.024,-0.125011,0.465123,0.01
20:45:43:468654,-0.057,0.01,-0.125011,0.465123,0.01
20:45:43:473633,-0.02,0.003,-0.125011,0.465128,0.01
20:45:43:478858,0.024,-0.003,-0.125011,0.465128,0.01
20:45:43:483871,0.033,-0.006,-0.125011,0.465133,0.01
20:45:43:489002,0.021,-0.002,-0.125011,0.465133,0.01
20:45:43:493983,0.013,0.01,-0.125011,0.465133,0.01
20:45:43:498985,0.017,0.034,-0.125011,0.465133,0.01
20:45:43:504111,0.023,0.048,-0.125011,0.46513,0.01
20:45:43:509125,0.015,0.047,-0.125011,0.46513,0.01
20:45:43:514239,-0.007,0.029,-0.125011,0.46513,0.01
20:45:43:519357,-0.015,0.007,-0.125011,0.46513,0.01
20:45:43:524354,-0.008,-0.025,-0.125011,0.46513,0.01
20:45:43:529356,0.004,-0.034,-0.125011,0.465135,0.01
20:45:43:534497,0.021,-0.018,-0.125011,0.465135,0.01
20:45:43:539625,0.02,0.003,-0.125011,0.465136,0.01
20:45:43:544481,-0.002,0.023,-0.125011,0.465136,0.01
20:45:43:549621,-0.025,0.023,-0.125011,0.465136,0.01
20:45:43:554609,-0.051,0.014,-0.125011,0.465136,0.01
20:45:43:559738,-0.057,0.012,-0.125011,0.465136,0.01
