Time,FT1,FT2,X,Y,Z
20:46:14:685258,0,0,-0.125,0.465,0.01
20:46:14:690241,0,0,-0.125,0.465037,0.01
20:46:14:695352,0,0,-0.125,0.465043,0.01
20:46:14:700402,0,0,-0.125,0.465048,0.01
20:46:14:705359,0,0,-0.125,0.465048,0.01
20:46:14:710474,0,0,-0.125,0.465048,0.01
20:46:14:715482,0,0,-0.125,0.465053,0.01
20:46:14:720619,0,0,-0.125,0.465054,0.01
20:46:14:725600,0,0,-0.125,0.465054,0.01
20:46:14:730728,0,0,-0.125,0.465054,0.01
20:46:14:735724,0,0,-0.125,0.465054,0.01
20:46:14:740868,0,0,-0.125,0.465059,0.01
20:46:14:745847,0,0,-0.125,0.465059,0.01
20:46:14:750975,0,0,-0.125,0.465059,0.01
20:46:14:756116,0,0,-0.125,0.46506,0.01
20:46:14:761111,0,0,-0.125,0.46506,0.01
20:46:14:766231,0,0,-0.125,0.46506,0.01
20:46:14:771226,0,0,-0.125,0.465065,0.01
20:46:14:776230,0,0,-0.125,0.465065,0.01
20:46:14:781371,0,0,-0.125,0.465065,0.01
20:46:14:786353,0,0,-0.125,0.465065,0.01
20:46:14:791491,0,0,-0.125,0.465065,0.01
20:46:14:796483,0,0,-0.125,0.465065,0.01
20:46:14:801603,0,0,-0.125,0.465065,0.01
20:46:14:806721,0,0,-0.125,0.465065,0.01
20:46:14:811740,0,0,-0.125,0.465065,0.01
20:46:14:816861,0,0,-0.125,0.465065,0.01
20:46:14:821849,0,0,-0.125,0.465065,0.01
20:46:14:826990,0,0,-0.125,0.465065,0.01
20:46:14:831984,0,0,-0.125,0.465066,0.01
20:46:14:837107,0,0,-0.125,0.465066,0.01
20:46:14:842110,0,0,-0.125,0.465066,0.01
20:46:14:847109,0,0,-0.125,0.465066,0.01
20:46:14:852235,0,0,-0.125,0.465066,0.01
20:46:14:857246,0,0,-0.125,0.465066,0.01
20:46:14:862370,0,0,-0.125,0.465066,0.01
20:46:14:867357,0,0,-0.125,0.465066,0.01
20:46:14:872486,0,0,-0.125,0.465066,0.01
20:46:14:877474,0,0,-0.125,0.465066,0.01
20:46:14:882603,0,0,-0.125,0.465066,0.01
20:46:14:887609,0,0,-0.125,0.465066,0.01
20:46:14:892731,0,0,-0.125,0.465066,0.01
20:46:14:897744,0,0,-0.125,0.465066,0.01
20:46:14:902850,0,0,-0.125,0.465066,0.01
20:46:14:907847,0,0,-0.125,0.465066,0.01
20:46:14:912744,0,0,-0.125,0.465066,0.01
20:46:14:917980,0,0,-0.125,0.465066,0.01
20:46:14:922985,0,0,-0.125,0.465066,0.01
20:46:14:928108,0,0,-0.125,0.465066,0.01
20:46:14:933109,0.026,-0.016,-0.125,0.465066,0.01
20:46:14:938257,0.03,-0.005,-0.125,0.465066,0.01
20:46:14:943224,0.048,0.064,-0.125,0.465066,0.01
20:46:14:948362,0.058,0.101,-0.125,0.465066,0.01
20:46:14:953360,0.065,0.088,-0.125,0.465071,0.01
20:46:14:958493,0.065,0.048,-0.125,0.465071,0.01
20:46:14:963481,0.052,-0.003,-0.125,0.465072,0.01
20:46:14:968622,0.019,-0.019,-0.125,0.465072,0.01
20:46:14:973619,0,-0.018,-0.125,0.465072,0.01
20:46:14:978724,0.009,-0.01,-0.125,0.465072,0.01
20:46:14:983746,0.038,-0.002,-0.125,0.465072,0.01
20:46:14:988878,0.067,0.003,-0.125,0.465072,0.01
20:46:14:993850,0.049,-0.002,-0.125,0.465072,0.01
20:46:14:998866,-0.013,-0.022,-0.125,0.465072,0.01
20:46:15:3992,-0.038,-0.031,-0.125,0.465072,0.01
20:46:15:9107,-0.019,-0.02,-0.125,0.465072,0.01
20:46:15:14123,0.01,0,-0.125,0.465072,0.01
20:46:15:19122,0.03,0.031,-0.125,0.465072,0.01
20:46:15:24242,0.029,0.035,-0.125,0.465072,0.01
20:46:15:29359,0.043,0.006,-0.125,0.465072,0.01
20:46:15:34352,0.065,-0.021,-0.125,0.465072,0.01
20:46:15:39373,0.082,-0.03,-0.125,0.465072,0.01
20:46:15:44477,0.07,-0.001,-0.125,0.465072,0.01
20:46:15:49476,0.044,0.061,-0.125,0.465072,0.01
20:46:15:54599,0.053,0.088,-0.125,0.465072,0.01
20:46:15:59605,0.079,0.078,-0.125,0.465072,0.01
20:46:15:64726,0.115,0.05,-0.125,0.465072,0.01
20:46:15:69722,0.119,0.035,-0.125,0.465072,0.01
20:46:15:74850,0.088,0.008,-0.125,0.465072,0.01
20:46:15:79848,0.055,-0.021,-0.125,0.465072,0.01
20:46:15:84975,0.012,-0.058,-0.125007,0.465072,0.01
20:46:15:89981,-0.002,-0.053,-0.125007,0.465072,0.01
20:46:15:95103,-0.003,-0.003,-0.125007,0.465072,0.01
20:46:15:100108,0.009,0.028,-0.125007,0.465072,0.01
20:46:15:105115,0.047,0.031,-0.125007,0.465072,0.01
